/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCCACE1 (1913-1923), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926327 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.473056 * LONGITUDE: -6.370000
	DATE/TIME START: 1913-01-01T00:00:00 * DATE/TIME END: 1923-12-31T00:00:00
Event(s):	CCCACE1 * LATITUDE: 39.473056 * LONGITUDE: -6.370000 * LOCATION: Cáceres, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST) * COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1 pm
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6 pm
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the black bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the bright bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: oscillation between black and bright bulbs thermometers, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
Size:	18173 data points
*/
Date/Time	N [fourths] (at 8 am)	N [tenths] (at 8 am)	N [tenths] (at 1 pm)	N [fourths] (at 4 pm)	N [tenths] (at 4 pm)	N [tenths] (at 6 pm)	TTT [°C] (reached by the black bulb the...)	TTT [°C] (reached by the bright bulb th...)	delta T [°C] (oscillation between black and...)
1922-01-26		9	10			10			
1922-01-28		9	9			6			
1922-01-29			9			9			
1922-01-30			10			10			
1922-01-31		7	5			7			
1922-02-01			6			10			
1922-02-02		10	10			9			
1922-02-03		9	10			9			
1922-02-04		10	10			10			
1922-02-05						8			
1922-02-06		1	0			0			
1922-02-07		0	0			3			
1922-02-08		10	6			10			
1922-02-09		7	6			6			
1922-02-10		8	6			6			
1922-02-11		1	3			1			
1922-02-12						10			
1922-02-13		9	10			8			
1922-02-14		10	9			5			
1922-02-15		2	2			0			
1922-02-16		0	0			0			
1922-02-17		1	6			7			
1922-02-18		1	9			10			
1922-02-19		5	6			4			
1922-02-20		0	9			3			
1922-02-21		9	8			9			
1922-02-22		1	6			10			
1922-02-23		1	4			0			
1922-02-24		0	0			0			
1922-02-25		0	0			4			
1922-02-26		6	9			10			
1922-02-27		5	4			6			
1922-02-28		2	6			8			
1922-03-01		10	10			5			
1922-03-02		0	0			0			
1922-03-03		3	1			0			
1922-03-04		1	4			1			
1922-03-05		0	0			0			
1922-03-06		1	4			9			
1922-03-07		9	10			10			
1922-03-08		10	10			8			
1922-03-09			10			10			
1922-03-10		1	4			4			
1922-03-11		1	7			10			
1922-03-12		10	9			10			
1922-03-13		10	9			10			
1922-03-14		10	10			10			
1922-03-15		10	8			10			
1922-03-16			10			10			
1922-03-17		10	8			8			
1922-03-18						9			
1922-03-19		10	10			10			
1922-03-20		10	9			10			
1922-03-21		9	10			10			
1922-03-22		9	10			10			
1922-03-23		1	7			5			
1922-03-24		0	5			5			
1922-03-25		10	8			9			
1922-03-26		9	8			9			
1922-03-27		1	5			3			
1922-03-28		0	4			6			
1922-03-29		3	5			7			
1922-03-30		2	6			4			
1922-03-31		10	10			9			
1922-04-01		10	10			10			
1922-04-02			9			7			
1922-04-03						9			
1922-04-04		10				10			
1922-04-05		10	9			6			
1922-04-06		9	6			3			
1922-04-07			7			4			
1922-04-08		3	4			2			
1922-04-09		5	9			7			
1922-04-10		10	10			4			
1922-04-11		10	8			5			
1922-04-12			10			10			
1922-04-13		10	8			7			
1922-04-14		10	10			10			
1922-04-15		4	8			5			
1922-04-16		0	8			6			
1922-04-17		0	1			0			
1922-04-18		0	0			0			
1922-04-19		1	1			0			
1922-04-20		0	4			8			
1922-04-21		1	2			6			
1922-04-22		0	0			0			
1922-04-23		4	3			2			
1922-04-24		1	0			0			
1922-04-25		1	1			1			
1922-04-26		0	1			2			
1922-04-27		10	10			7			
1922-04-28		3	6			6			
1922-04-29		1	5			8			
1922-04-30		1	8			7			
1922-05-01		2	9			6			
1922-05-02		7	4			5			
1922-05-03		1	0			0			
1922-05-04		0	0			0			
1922-05-05		3	6			5			
1922-05-06		0	4			4			
1922-05-07		2	3			5			
1922-05-08		2	1			1			
1922-05-09		0	0			0			
1922-05-10		0	0			4			
1922-05-11		2	2			6			
1922-05-12		9	10			10			
1922-05-13		9	9			10			
1922-05-14		10	8			7			
1922-05-15		9	7			5			
1922-05-16		1	5			4			
1922-05-17		10	9			7			
1922-05-18		9	8			8			
1922-05-19		1	6			7			
1922-05-20		0	0			0			
1922-05-21		0	0			1			
1922-05-22		0	3			6			
1922-05-23		3	6			9			
1922-05-24		9	5			6			
1922-05-25		5	4			9			
1922-05-26		1	3			3			
1922-05-27		3	7			8			
1922-05-28		0	3			2			
1922-05-29		9	7			10			
1922-05-30		10	9			10			
1922-05-31		6	4			9			
1922-06-01		8	7			8			
1922-06-02		7	8			5			
1922-06-03		8	9			5			
1922-06-04		7	9			10			
1922-06-05		5	8			6			
1922-06-06		9	6			5			
1922-06-07		6	8			6			
1922-06-08		3	9			9			
1922-06-09		4	8			9			
1922-06-10		0	7			4			
1922-06-11		1	1			1			
1922-06-12		0	2			3			
1922-06-13		1	1			1			
1922-06-14		5	8			10			
1922-06-15		0	5			10			
1922-06-16		10	6			4			
1922-06-17		2	4			5			
1922-06-18		0	3			5			
1922-06-19		1	3			2			
1922-06-20		0	0			0			
1922-06-21		0	0			0			
1922-06-22		0	5			7			
1922-06-23		0	6			4			
1922-06-24		1	3			5			
1922-06-25		1	0			0			
1922-06-26		0	0			0			
1922-06-27		0	0			1			
1922-06-28		1	4			3			
1922-06-29		0	5			2			
1922-06-30		0	1			2			
1922-07-01		0	1			2			
1922-07-02		1	0			0			
1922-07-03		0	0			0			
1922-07-04		0	0			0			
1922-07-05		4	3			5			
1922-07-06		10	9			4			
1922-07-07		0	0			0			
1922-07-08		0	0			0			
1922-07-09		0	0			0			
1922-07-10		3	5			2			
1922-07-11		0	0			0			
1922-07-12		0	0			0			
1922-07-13		0	1			4			
1922-07-14		0	0			1			
1922-07-15		8	7			0			
1922-07-16		0	0			0			
1922-07-17		0	0			0			
1922-07-18		2	0			0			
1922-07-19		0	0			0			
1922-07-20		0	0			0			
1922-07-21		0	0			0			
1922-07-22		0	0			8			
1922-07-23		0	3			0			
1922-07-24		0	0			0			
1922-07-25		0	0			0			
1922-07-26		0	0			0			
1922-07-27		0	0			0			
1922-07-28		0	0			0			
1922-07-29		0	0			0			
1922-07-30		0	1			0			
1922-07-31		0	0			0			
1922-08-01		0	0			8			
1922-08-02		0	0			0			
1922-08-03		0	0			4			
1922-08-04		2	4			0			
1922-08-05		0	2			3			
1922-08-06		0	0			0			
1922-08-07		0	0			0			
1922-08-08		1	5			3			
1922-08-09		0	0			0			
1922-08-10		0	0			0			
1922-08-11		0	0			0			
1922-08-12		0	8			10			
1922-08-13		10	8			3			
1922-08-14		0	5			0			
1922-08-15		0	0			0			
1922-08-16		0	0			0			
1922-08-17		0	0			0			
1922-08-18		0	0			0			
1922-08-19		1	0			0			
1922-08-20		0	0			3			
1922-08-21		1	1			3			
1922-08-22		0	3			3			
1922-08-23		0	1			2			
1922-08-24		0	1			2			
1922-08-25		0	0			0			
1922-08-26		0	0			3			
1922-08-27		0	10			0			
1922-08-28		0	6			9			
1922-08-29		7	9			6			
1922-08-30		10	10			4			
1922-08-31		5	8			2			
1922-09-01		2	5			8			
1922-09-02		7	5			2			
1922-09-03		2	0			0			
1922-09-04		0	3			0			
1922-09-05		0	0			0			
1922-09-06		0	0			0			
1922-09-07		0	0			0			
1922-09-08		0	8			10			
1922-09-09		5	8			9			
1922-09-10		3	8			9			
1922-09-11		10	10			2			
1922-09-12		0	0			2			
1922-09-13			7			5			
1922-09-14		10	9			10			
1922-09-15		0	0			0			
1922-09-16		0	0			0			
1922-09-17		0	0			0			
1922-09-18		0	0			0			
1922-09-19		0	0			2			
1922-09-20		0	0			0			
1922-09-21		0	1			1			
1922-09-22		3	1			0			
1922-09-23		0	2			5			
1922-09-24		9	5			4			
1922-09-25		4	7			8			
1922-09-26		9	7			9			
1922-09-27		10	10			4			
1922-09-28		2	6			3			
1922-09-29		1	1			3			
1922-09-30		1	1			1			
1922-10-01		0	0			0			
1922-10-02		0	1			2			
1922-10-03		8	2			0			
1922-10-04		1	4			2			
1922-10-05		2	4			4			
1922-10-06		1	2			5			
1922-10-07		5	4			5			
1922-10-08		2	1			3			
1922-10-09		6	3			9			
1922-10-10		8	7			8			
1922-10-11		2	4			1			
1922-10-12		7	3			3			
1922-10-13		3	7			5			
1922-10-14		9	7						
1922-10-15		10	10			10			
1922-10-16		7				10			
1922-10-17		8	5			9			
1922-10-18		9	6			5			
1922-10-19		10	8			10			
1922-10-20		5	10			10			
1922-10-21		10	10			10			
1922-10-22		8	10			10			
1922-10-23			6			3			
1922-10-24		8	9			8			
1922-10-25		9	10			4			
1922-10-26		0	5			10			
1922-10-27			10			10			
1922-10-28		9	10			10			
1922-10-29		10	10			7			
1922-10-30		7	10			5			
1922-10-31		1	2			1			
1922-11-01		4	7			6			
1922-11-02		10	10						
1922-11-03		7	5			2			
1922-11-04		10	10			10			
1922-11-05		10	8			3			
1922-11-06			10			10			
1922-11-07		1	5			3			
1922-11-08		8	6			7			
1922-11-09			3			2			
1922-11-10		5	10			10			
1922-11-11		8	5			6			
1922-11-12		0	2			3			
1922-11-13		1	3			3			
1922-11-14		9	6			8			
1922-11-15		6	5			2			
1922-11-16		1	0			0			
1922-11-17		5	6			6			
1922-11-18		4	2			1			
1922-11-19		1	0			0			
1922-11-20		0	0			0			
1922-11-21		0	1			0			
1922-11-22		1	0			1			
1922-11-23		1	2			4			
1922-11-24		1	3			4			
1922-11-25		1	2			1			
1922-11-26		2	1			3			
1922-11-27		0	2			0			
1922-11-28		0	0			0			
1922-11-29		0	0			0			
1922-11-30		0	0			0			
1922-12-01		1	2			0			
1922-12-02		7	3			0			
1922-12-03		0	0			0			
1922-12-04		0	0			0			
1922-12-05		6	1			2			
1922-12-06		0	0			0			
1922-12-07		2	0			0			
1922-12-08		0	0			0			
1922-12-09		9	0			0			
1922-12-10		0	0			0			
1922-12-11		0	0			0			
1922-12-12		2	7			3			
1922-12-13		3	2			1			
1922-12-14		5	9			10			
1922-12-15			10			10			
1922-12-16		1	1			1			
1922-12-17			10			10			
1922-12-19		10	10			10			
1922-12-20		9	10			9			
1922-12-21		2	6			10			
1922-12-22			7			3			
1922-12-23		3	6			10			
1922-12-24			10			6			
1922-12-25		1	3			1			
1922-12-26		8	10			10			
1922-12-27						10			
1922-12-28						3			
1922-12-29			10						
1922-12-30			10			10			
1922-12-31		7	6			2			
1923-01-01		8			1		40.0	31.2	8.8
1923-01-02		0			6		36.4	29.4	7.0
1923-01-03		9			3		34.6	26.8	7.8
1923-01-04		1			2		32.6	25.0	7.6
1923-01-05		9			5		19.0	15.0	4.0
1923-01-06		7			2		34.2	25.8	8.4
1923-01-07		5			6		31.2	23.4	7.8
1923-01-08		1			8		36.4	28.2	8.2
1923-01-09		1			0		36.4	29.6	6.8
1923-01-10		2			10		34.2	26.0	8.2
1923-01-11		1			1		33.4	25.0	8.4
1923-01-12		9			7		12.6	9.8	2.8
1923-01-13		1			0		33.2	25.0	8.2
1923-01-14		0			0		31.4	24.0	7.4
1923-01-15		1			0		32.4	25.0	7.4
1923-01-16		0			0		34.4	26.8	7.6
1923-01-17		0			0		31.0	22.4	8.6
1923-01-18		0			0		32.6	24.2	8.4
1923-01-19		0			0		31.6	24.0	7.6
1923-01-20		0			1		34.0	25.2	8.8
1923-01-21		0			0		33.4	25.0	8.4
1923-01-22		0			0		33.2	24.6	8.6
1923-01-23		0			0		32.8	25.4	7.4
1923-01-24		0			0		35.0	25.8	9.2
1923-01-25		0			1		34.4	26.0	8.4
1923-01-26		0			6		37.2	28.0	9.2
1923-01-27		0			0		36.0	28.0	8.0
1923-01-28		0			0		36.2	27.8	8.4
1923-01-29		0			0		34.4	27.6	6.8
1923-01-30		0			0		32.4	25.6	6.8
1923-01-31		0			0		37.8	31.4	6.4
1923-02-01		1			7		40.8	32.8	8.0
1923-02-02		2			0		40.2	32.4	7.8
1923-02-03		1			3		40.6	#33.2	7.4
1923-02-04					10		17.2	14.0	3.2
1923-02-05		10			2		37.0	28.0	9.0
1923-02-06		9					12.2	9.8	2.4
1923-02-07		10					14.0	12.0	2.0
1923-02-08		3			3		30.6	21.6	9.0
1923-02-09		10			10		24.0	17.0	7.0
1923-02-10		10			3		17.6	14.0	3.6
1923-02-11		2			2		28.2	19.0	9.2
1923-02-12		1			4		36.2	27.8	8.4
1923-02-13		0			4		40.2	32.0	8.2
1923-02-14		1			0		42.0	33.6	8.4
1923-02-15		10			2		22.2	19.0	3.2
1923-02-16		10			10		23.4	19.0	4.4
1923-02-17		10			6		24.6	19.6	5.0
1923-02-18		10			1		#39.2	#30.0	9.2
1923-02-19		8			7		9.6	7.8	1.8
1923-02-20		8			10		15.0	13.0	2.0
1923-02-21		10			10		16.4	14.2	2.2
1923-02-22		10			9		37.2	28.8	8.2
1923-02-23		7			10		13.2	11.2	2.0
1923-02-24		6			4		35.2	27.0	8.2
1923-02-25		7			10		20.6	16.8	3.8
1923-02-26		10			10		14.4	11.0	3.2
1923-02-27		9			7		38.4	30.0	8.4
1923-02-28		10			9		23.2	18.2	5.0
1923-03-01		2			5		39.0	31.4	7.6
1923-03-02		10			10		38.6	30.0	8.6
1923-03-03		8			4		34.2	27.0	7.2
1923-03-04		1			1		39.0	31.6	7.4
1923-03-05		1			1		40.2	31.4	8.8
1923-03-06		1			1		43.6	33.8	9.8
1923-03-07		1			1		43.2	34.0	9.2
1923-03-08		0			1		45.6	35.4	10.2
1923-03-09		5			8		38.4	29.0	9.4
1923-03-10		8			5		34.4	26.0	8.4
1923-03-11		9			5		43.2	34.0	9.2
1923-03-12		0			1		44.6	35.0	9.6
1923-03-13		3			1		46.0	36.2	9.8
1923-03-14		0			0		44.4	34.0	10.4
1923-03-15		5			6		45.6	35.0	10.6
1923-03-16		5			8		28.4	25.0	3.4
1923-03-17		4			1		35.2	29.4	5.8
1923-03-18		2			5		47.8	37.2	10.6
1923-03-19		0			10		42.0	32.4	9.6
1923-03-20		10			10		23.0	19.6	3.4
1923-03-21		10			8		25.2	21.4	3.8
1923-03-22		10			10		30.6	24.6	6.0
1923-03-23		10			9		26.8	22.2	4.6
1923-03-24		10			5		31.8	24.8	7.0
1923-03-25		9			10		28.2	22.2	6.0
1923-03-26		9			5		23.0	19.6	3.4
1923-03-27		9			10		37.2	29.6	7.6
1923-03-28		3			1		47.2	36.4	10.8
1923-03-29		0			4		47.6	35.0	12.6
1923-03-30		1			6		39.8	31.4	8.4
1923-03-31		3			1		46.6	36.6	10.0
1923-04-01		5			10		20.6	18.0	2.6
1923-04-02		10			10		35.6	28.0	7.6
1923-04-03		0			2		44.4	34.4	10.0
1923-04-04		1			10		36.4	28.6	7.8
1923-04-05		1			3		24.0	19.4	4.6
1923-04-06		1			4		24.4	19.4	5.0
1923-04-07		8			10		21.0	16.6	4.4
1923-04-08		5			3		39.0	29.0	10.0
1923-04-09		10			10		15.2	13.0	2.2
1923-04-10		10			7		37.2	28.2	9.0
1923-04-11		10			10		30.2	23.0	7.2
1923-04-12		10			8		40.2	29.8	10.4
1923-04-13		7			10		28.6	23.0	5.6
1923-04-14		1			6		41.8	31.2	10.6
1923-04-15		0			5		42.2	31.6	10.6
1923-04-16		8			4		42.0	32.2	9.8
1923-04-17		10			7		32.2	26.2	6.0
1923-04-18		2			4		35.0	27.4	7.6
1923-04-19		9			10		16.2	14.0	2.2
1923-04-20		7			9		23.6	25.0	8.6
1923-04-21		9			10		23.0	19.2	3.8
1923-04-22		5			5		46.0	35.2	10.8
1923-04-23		1			5		48.4	36.2	12.2
1923-04-24		2			8		29.0	23.0	6.0
1923-04-25		1			1		46.4	36.4	10.0
1923-04-26		2			4		26.8	23.2	3.6
1923-04-27		6			10		44.0	33.2	10.8
1923-04-28		2			5		32.0	26.0	6.0
1923-04-29		0			1		48.2	39.0	9.2
1923-04-30		0			0		50.0	37.6	12.4
1923-05-01		0			1		50.6	41.0	9.6
1923-05-02		1			1		50.0	40.2	9.8
1923-05-03		8			9		39.8	35.0	4.8
1923-05-04		1			3		50.6	42.2	8.4
1923-05-05		7			10		50.6	42.6	8.0
1923-05-06		10			10		30.0	27.0	3.0
1923-05-07		3			3		44.4	36.6	7.8
1923-05-08		5			7		44.0	35.0	9.0
1923-05-09		10			4		22.2	19.0	3.2
1923-05-10		2			7		36.2	31.0	5.2
1923-05-11		5			8		48.0	39.0	9.0
1923-05-12		1			3		51.0	41.0	10.0
1923-05-13		0			1		51.0	41.6	9.4
1923-05-14		9			3		46.4	38.0	8.4
1923-05-15		1			0		51.2	41.0	10.2
1923-05-16		1			3		52.4	43.0	9.4
1923-05-17		1			5		53.4	43.8	9.6
1923-05-18		1			6		56.4	46.0	10.4
1923-05-19		2			8		44.2	39.0	5.2
1923-05-20		9			9		44.2	34.8	9.4
1923-05-21		1			8		56.0	45.2	10.8
1923-05-22		0			4		59.4	48.4	11.0
1923-05-23		0			7		54.0	43.8	10.2
1923-05-24		0			3		51.8	41.8	10.0
1923-05-25		1			0		48.8	38.0	10.8
1923-05-26		0			1		52.2	42.0	10.2
1923-05-27		1			1		47.8	36.6	11.2
1923-05-28		2			3		47.8	37.8	10.0
1923-05-29		0			1		52.2	40.6	11.6
1923-05-30		3			9		31.4	25.0	6.4
1923-05-31		5			5		22.0	18.6	3.4
1923-06-01		5			8		25.4	21.6	3.8
1923-06-02		10			9		18.0	14.6	3.4
1923-06-03		10			10		44.0	31.2	12.8
1923-06-04		7			5		27.4	#23.2	4.2
1923-06-05		1			7		53.2	42.2	11.0
1923-06-06		0			3		53.0	43.4	9.6
1923-06-07		9			9		47.2	38.8	8.4
1923-06-08		8			0		52.8	43.0	9.8
1923-06-09		2			5		60.0	49.4	10.6
1923-06-10		6			6		58.8	48.6	10.2
1923-06-11		2			2		58.0	48.6	9.4
1923-06-12		2			0		55.6	46.6	9.0
1923-06-13		1			0		51.8	41.0	10.8
1923-06-14		1			0		57.0	47.2	9.8
1923-06-15		0			0		57.0	47.4	9.6
1923-06-16		0			0		56.0	46.0	10.0
1923-06-17		0			1		57.8	49.0	8.8
1923-06-18		2			1		57.0	47.2	9.8
1923-06-19		3			0		54.8	46.0	8.8
1923-06-20		1			1		58.0	49.4	8.6
1923-06-21		0			2		52.8	43.6	9.2
1923-06-22		2			4		49.6	39.0	10.6
1923-06-23		3			0		54.0	43.4	10.6
1923-06-24		3			6		57.2	47.4	9.8
1923-06-25		9			9		55.2	46.0	9.4
1923-06-26		5			9		61.6	51.4	10.2
1923-06-27		1			5		50.0	42.0	8.0
1923-06-28		0			2		58.2	46.4	11.8
1923-06-29		4			6		46.0	40.0	6.0
1923-06-30		5			9		59.4	50.0	9.4
1923-07-01		0			8		64.2	54.4	9.8
1923-07-02		4			7		51.2	45.0	6.2
1923-07-03		1			1		59.8	51.2	8.6
1923-07-04		2			0		57.8	58.2	9.6
1923-07-05		1			6		59.6	51.0	8.6
1923-07-06		0			0		56.6	47.8	8.8
1923-07-07		0			1		59.8	50.2	9.6
1923-07-08		0			0		61.0	50.6	10.4
1923-07-09		5			8		58.2	49.2	9.0
1923-07-10		2			1		56.0	44.6	11.4
1923-07-11		5			8		49.6	42.0	7.6
1923-07-12		10			6		48.2	39.0	8.2
1923-07-13		1			0		55.8	45.6	10.2
1923-07-14		0			2		56.0	46.4	9.6
1923-07-15		0			2		63.6	53.4	10.2
1923-07-16		0			0		63.6	53.0	10.6
1923-07-17		0			3		58.8	49.0	9.8
1923-07-18		7			3		59.2	49.0	10.2
1923-07-19		1			3		58.0	49.0	9.0
1923-07-20		2			5		58.6	48.0	10.6
1923-07-21		1			2		63.8	53.4	10.4
1923-07-22		0			3		65.6	55.2	10.4
1923-07-23		2			6		64.0	56.0	8.0
1923-07-24		0			7		63.4	54.6	8.8
1923-07-25		0			3		61.2	52.4	8.8
1923-07-26		4			10		49.0	43.0	6.0
1923-07-27		5			3		63.0	53.0	10.0
1923-07-28		0			1		59.4	50.0	9.4
1923-07-29		0			0		61.0	50.8	10.2
1923-07-30		0			0		63.4	53.4	10.0
1923-07-31		0			0		62.4	53.0	9.4
1923-08-01		1			5		49.2	42.0	7.2
1923-08-02		0			0		60.0	50.0	10.0
1923-08-03		0			1		61.4	52.0	9.4
1923-08-04		0			1		64.0	53.6	10.4
1923-08-05		5			3		64.4	55.0	9.4
1923-08-06		2			1		64.8	56.0	8.8
1923-08-07		0			0		63.0	53.0	10.0
1923-08-08		0			1		63.0	52.6	10.4
1923-08-09		0			1		63.2	54.6	8.6
1923-08-10		6			3		64.5	54.8	9.8
1923-08-11		1			2		65.0	55.2	9.8
1923-08-12		0			3		62.6	53.6	9.0
1923-08-13		0			3		63.0	53.4	9.6
1923-08-14		4			6		63.2	54.4	8.8
1923-08-15		5			9		59.4	52.8	6.6
1923-08-16		0			1		61.6	51.8	9.8
1923-08-17		0			1		64.2	54.0	10.2
1923-08-18		0			0		60.2	51.0	9.2
1923-08-19		0			0		62.2	53.2	9.0
1923-08-20		0			0		61.0	50.0	11.0
1923-08-21		9			0		37.6	31.2	6.4
1923-08-22		8			0		58.4	48.8	9.6
1923-08-23		0			3		62.6	52.4	10.2
1923-08-24		2			2		60.8	51.0	9.8
1923-08-25		0			0		62.0	51.8	10.2
1923-08-26		0			0		64.0	54.2	9.8
1923-08-27		1			3		61.8	51.6	10.2
1923-08-28		0			0		59.0	49.4	9.6
1923-08-29		0			1		60.2	51.0	9.2
1923-08-30		1			1		58.0	48.0	10.0
1923-08-31		0			2		56.2	46.0	10.2
1923-09-01		3			4		49.4	41.0	8.4
1923-09-02		4			4		55.6	45.4	10.2
1923-09-03		0			1		59.6	50.8	8.8
1923-09-04		0			0		56.2	46.4	9.8
1923-09-05		0			0		54.4	45.6	8.8
1923-09-06		0			2		56.6	47.0	9.6
1923-09-07		2			1		60.0	51.0	9.0
1923-09-08		0			0		59.6	50.8	8.8
1923-09-09		0			2		60.2	51.0	9.2
1923-09-10		8			4		42.0	36.0	6.0
1923-09-11		2			9		52.0	41.6	10.4
1923-09-12		10			4		50.0	42.0	8.0
1923-09-13		10			8		30.0	26.2	3.8
1923-09-14		10			10		41.2	34.8	6.4
1923-09-15		10			10		48.2	39.0	9.2
1923-09-16		10			7		36.2	29.0	7.2
1923-09-17		4			5		29.2	25.0	4.2
1923-09-18		9			10		31.2	26.0	5.2
1923-09-19		1			1		49.0	39.0	10.0
1923-09-20		0			6		51.0	42.0	9.0
1923-09-21		1			1		53.8	44.2	9.6
1923-09-22		2			1		53.6	45.0	8.6
1923-09-23		4			8		53.6	43.0	10.6
1923-09-24		0			0		52.6	42.2	10.4
1923-09-25		0			0		54.0	44.2	9.8
1923-09-26		4			10		57.0	48.0	9.0
1923-09-27		2			4		55.8	46.2	9.6
1923-09-28		0			0		54.4	45.6	8.8
1923-09-29		1			3		55.0	44.6	10.4
1923-09-30		1			4		54.6	44.8	9.8
1923-10-01		0			0		55.2	45.6	9.6
1923-10-02		0			0		57.8	46.6	11.2
1923-10-03		7			2		50.0	41.0	9.0
1923-10-04		2			0		48.6	39.0	9.6
1923-10-05		0			0		46.0	35.2	10.8
1923-10-06		2			3		49.4	41.2	8.2
1923-10-07		1			4		50.0	41.4	8.6
1923-10-08		1			3		53.0	42.2	10.8
1923-10-09		8			5		45.4	38.2	7.2
1923-10-10		0			2		53.8	44.4	9.4
1923-10-11		5			3		54.4	45.6	8.8
1923-10-12		3			5		#51.0	#40.8	10.2
1923-10-13		10			10		17.6	15.4	2.2
1923-10-14		10			10		18.0	17.0	1.0
1923-10-15		9			7		42.2	33.0	9.2
1923-10-16		8			3		41.4	33.2	8.2
1923-10-17		1			2		47.0	39.0	8.0
1923-10-18		7			9		44.6	36.0	8.6
1923-10-19		9			5		47.6	38.8	8.8
1923-10-20		6			10		35.4	31.4	4.0
1923-10-21		8			9		44.4	37.0	7.4
1923-10-22		2			9		42.4	35.8	6.6
1923-10-23		10			9		34.8	25.8	9.0
1923-10-24		9			9		24.0	21.4	2.6
1923-10-25		9			9		28.8	24.8	4.0
1923-10-26		7			4		39.0	31.2	7.8
1923-10-27		9			10		13.0	12.2	0.8
1923-10-28		7			4		26.8	18.4	8.4
1923-10-29		2			3		37.6	30.0	7.6
1923-10-30		8			2		41.2	33.2	8.0
1923-10-31		3			5		40.2	31.6	8.6
1923-11-01		1			2		44.2	37.4	6.8
1923-11-02		7			5		42.8	35.4	7.4
1923-11-03		1			1		37.8	30.0	7.8
1923-11-04		5			0		42.2	34.8	7.4
1923-11-05		0			0		43.8	36.8	7.0
1923-11-06		5			3		29.6	24.2	5.4
1923-11-07		1			1		32.2	28.4	3.8
1923-11-08		2			10		20.6	17.2	3.4
1923-11-09		10			7		22.4	19.0	3.4
1923-11-10		6			3		34.0	26.8	7.2
1923-11-11		10			10		15.4	12.8	2.6
1923-11-12		10			8		14.8	12.0	2.8
1923-11-13		10			4		28.4	22.6	5.8
1923-11-14		10			10		14.2	12.4	1.8
1923-11-15		2			0		36.0	29.4	6.6
1923-11-16		10			10		25.8	21.0	4.8
1923-11-17		9			10		41.0	34.4	6.6
1923-11-18		2			2		#38.2	#30.8	7.4
1923-11-19		10			10		11.0	9.8	1.2
1923-11-20		9			3		18.2	14.8	3.4
1923-11-21		1			1		34.8	26.6	8.2
1923-11-22		7			10		9.8	8.6	1.2
1923-11-23		10			9		18.6	16.4	2.2
1923-11-24		10			10		17.6	15.8	1.8
1923-11-25		10			10		21.0	18.6	2.4
1923-11-26		10			10		19.8	17.0	2.8
