/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCCACE1 (1913-1923), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926327 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.473056 * LONGITUDE: -6.370000
	DATE/TIME START: 1913-01-01T00:00:00 * DATE/TIME END: 1923-12-31T00:00:00
Event(s):	CCCACE1 * LATITUDE: 39.473056 * LONGITUDE: -6.370000 * LOCATION: Cáceres, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST) * COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1 pm
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6 pm
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the black bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the bright bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: oscillation between black and bright bulbs thermometers, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
Size:	18173 data points
*/
Date/Time	N [fourths] (at 8 am)	N [tenths] (at 8 am)	N [tenths] (at 1 pm)	N [fourths] (at 4 pm)	N [tenths] (at 4 pm)	N [tenths] (at 6 pm)	TTT [°C] (reached by the black bulb the...)	TTT [°C] (reached by the bright bulb th...)	delta T [°C] (oscillation between black and...)
1915-10-05	0			0			40.0	32.0	8.0
1915-10-06	2			0			43.8	34.4	9.4
1915-10-07	1			4			35.8	31.4	4.4
1915-10-08	2			4			32.2	28.8	3.4
1915-10-09				4			24.4	20.0	4.4
1915-10-10	4			4			32.2	26.4	5.8
1915-10-11	2			4			20.0	18.8	1.2
1915-10-12	1			4			21.4	19.2	2.2
1915-10-13	0			2			29.2	26.4	2.8
1915-10-14	4			4			32.4	28.2	4.2
1915-10-15	1			4			22.2	21.2	1.0
1915-10-16				0			31.4	28.6	2.8
1915-10-17	0			0			36.2	33.0	3.2
1915-10-18	0			0			40.0	32.4	7.6
1915-10-19	0			0			40.6	32.2	8.4
1915-10-20	0			2			39.4	32.2	7.2
1915-10-21	4			4			27.8	24.4	3.4
1915-10-22	2			2			29.0	26.0	3.0
1915-10-23	3			4			24.6	22.0	2.6
1915-10-24	0			0			34.4	33.2	1.2
1915-10-25	4			4			33.0	25.0	8.0
1915-10-26	1			2			39.2	31.0	8.2
1915-10-27	1			0			36.6	29.0	7.6
1915-10-28	4			4			12.8	12.0	0.8
1915-10-29	1			2			18.0	17.6	0.4
1915-10-30				4			20.2	18.0	2.2
1915-10-31	4			4			16.8	16.0	0.8
1915-11-01	1			4			13.8	12.6	1.2
1915-11-02	2			3			15.4	13.2	2.2
1915-11-03	2			4			10.4	9.8	0.6
1915-11-04	4			4			5.2	14.0	1.2
1915-11-05	2			1			30.4	24.0	6.4
1915-11-06	4			4			23.0	20.0	3.0
1915-11-07	1			4			20.0	17.4	2.6
1915-11-08	4			4			26.2	25.2	1.0
1915-11-09	2			0			38.4	31.8	6.6
1915-11-10	2			4			15.4	13.8	1.6
1915-11-11	0			0			28.0	22.0	6.0
1915-11-12				3			16.2	15.4	0.8
1915-11-13	1			0			19.0	24.0	5.0
1915-11-14	0			1			27.4	21.6	5.8
1915-11-15	1			0			35.8	28.8	7.0
1915-11-16				0			32.0	27.8	4.2
1915-11-17				4			14.8	14.0	0.8
1915-11-18	4			4			20.0	17.2	2.8
1915-11-19				4			13.4	12.4	1.0
1915-11-20	0			1			30.8	26.2	4.6
1915-11-21	0			0			26.0	25.0	1.0
1915-11-22	0			0			27.0	25.4	1.6
1915-11-23	4			0			14.0	13.2	0.8
1915-11-24	0			0			36.2	30.2	6.0
1915-11-25	0			1			33.8	28.8	5.0
1915-11-26	4			1			26.0	22.4	3.6
1915-11-27				4			14.0	13.0	1.0
1915-11-28	4			4			14.4	13.8	0.6
1915-11-29	4			4			14.8	14.0	0.8
1915-11-30	4			4			15.0	14.0	1.0
1915-12-01	4			4			17.8	16.0	1.8
1915-12-02	4			4			17.6	15.8	1.8
1915-12-03	4			4			14.6	13.0	1.6
1915-12-04	3			4			22.0	21.0	1.0
1915-12-05	4			4			12.4	12.0	0.4
1915-12-06	4			4			14.6	14.0	0.6
1915-12-07	4			4			17.6	16.2	1.4
1915-12-08	4			4			16.8	16.2	0.6
1915-12-09				4			15.2	14.4	0.8
1915-12-10	4			4			19.0	17.4	1.6
1915-12-11	1			3			13.4	12.8	0.6
1915-12-12				3			14.4	14.2	0.2
1915-12-13	0			0			22.0	17.0	5.0
1915-12-14	0			0			22.2	15.8	6.4
1915-12-15	4			4			10.4	8.2	2.2
1915-12-16				4			6.8	6.2	0.6
1915-12-17				1			7.6	6.8	0.8
1915-12-18	4			4			16.4	16.2	0.2
1915-12-19	2			0			22.2	19.4	2.8
1915-12-20	0			0			22.2	17.4	4.8
1915-12-21	0			0			23.2	14.8	8.4
1915-12-22	0			0			34.2	25.4	8.8
1915-12-23	4			4			10.0	9.8	0.2
1915-12-24				4			10.0	9.4	0.6
1915-12-25	4			4			11.8	11.0	0.8
1915-12-26	4			4			16.6	15.0	1.6
1915-12-27	4			4			16.0	14.4	1.6
1915-12-28	4			4			12.0	11.2	0.8
1915-12-29	4			3			20.0	16.2	3.8
1915-12-30	4			4			15.4	13.8	1.6
1915-12-31	4			4			13.2	12.6	0.6
1916-01-01	4			4			17.8	15.8	2.0
1916-01-02				4			12.0	11.0	1.0
1916-01-03	4			0			22.6	17.8	4.8
1916-01-04	0			0			27.8	22.8	5.0
1916-01-05	0			0			28.8	24.8	4.0
1916-01-06	0			0			28.6	25.2	3.4
1916-01-07	0			0			28.2	20.4	7.8
1916-01-08				0			29.2	20.6	8.6
1916-01-09	0			0			25.8	23.4	2.4
1916-01-10	0			0			30.2	23.4	6.8
1916-01-11	0			0			28.4	22.0	6.4
1916-01-12	0			0			28.0	21.8	6.2
1916-01-13	0			0			30.4	23.8	6.6
1916-01-14	0			0			30.8	24.0	6.8
1916-01-15	0			0			28.4	23.2	5.2
1916-01-16	2			4			10.4	9.4	1.0
1916-01-17	4			4			14.0	13.0	1.0
1916-01-18	4			3			24.2	19.2	5.0
1916-01-19	4			3			11.2	9.6	1.6
1916-01-20	1			1			27.8	26.4	1.4
1916-01-21	1			1			23.2	20.8	2.4
1916-01-22	1			0			26.6	21.8	4.8
1916-01-23	1			0			16.2	14.6	1.6
1916-01-24	0			0			29.0	23.8	5.2
1916-01-25	1			0			30.8	25.4	5.4
1916-01-26	0			0			30.2	24.4	5.8
1916-01-27	0			2			21.2	17.6	3.6
1916-01-28	0			0			30.2	27.0	3.2
1916-01-29	0			4			10.2	9.2	1.0
1916-01-30	4			4			23.8	16.4	7.4
1916-01-31	0			0			30.8	23.8	7.0
1916-02-01	0			0			30.2	27.4	2.8
1916-02-02	0			4			21.4	18.0	3.4
1916-02-03	4			4			14.0	12.0	2.0
1916-02-04	4			4			7.8	6.8	1.0
1916-02-05	0			2			28.0	21.4	6.6
1916-02-06	1			0			31.4	26.4	5.0
1916-02-07	3			4			17.2	15.0	2.2
1916-02-08	4			3			14.6	13.8	0.8
1916-02-09	0			4			13.0	11.4	1.6
1916-02-10	0			0			34.4	25.4	9.0
1916-02-11	2			3			16.6	15.4	1.2
1916-02-12	0			0			24.0	20.0	4.0
1916-02-13	0			0			35.4	29.0	6.4
1916-02-14	0			0			32.6	27.8	4.8
1916-02-15	0			0			32.4	27.0	5.4
1916-02-16	0			0			30.0	26.4	3.6
1916-02-17	1			3			36.6	33.0	3.6
1916-02-18	0			0			30.2	36.0	4.2
1916-02-19	0			0			37.8	30.8	7.0
1916-02-20	1			0			#42.2	#34.0	8.2
1916-02-21	1			4			15.2	13.8	1.4
1916-02-22	2			4			20.2	17.2	3.0
1916-02-23	4			4			22.0	18.6	3.4
1916-02-24				4			5.4	4.8	0.6
1916-02-25				3			19.4	17.4	2.0
1916-02-26	4			4			15.8	13.8	2.0
1916-02-27				3			32.4	23.8	8.6
1916-02-28	4			4			6.6	6.0	0.6
1916-02-29	4			3			17.6	14.4	3.2
1916-03-01	0			3			27.2	18.4	8.8
1916-03-02	4			3			33.6	25.2	8.4
1916-03-03	1			3			25.8	23.4	2.4
1916-03-04	3			4			14.6	12.4	2.2
1916-03-05	0			1			28.0	24.6	3.4
1916-03-06	0			0			29.0	24.4	4.6
1916-03-07	0			0			31.8	22.0	9.8
1916-03-08	4			3			36.2	26.2	10.0
1916-03-09				4			15.4	13.4	2.0
1916-03-10	4			4			11.0	10.2	0.8
1916-03-11	4			4			10.4	8.4	2.0
1916-03-12	4			4			14.4	12.2	2.2
1916-03-13	3			3			33.4	25.4	8.0
1916-03-14	4			4			15.0	12.4	2.6
1916-03-15	4			4			8.8	8.4	0.4
1916-03-16	2			4			24.6	21.0	3.6
1916-03-17	4			4			12.8	12.4	0.4
1916-03-18	4			4			25.2	20.2	5.0
1916-03-19	4			4			14.8	12.8	2.0
1916-03-20	4			4			27.0	21.8	5.2
1916-03-21	1			4			12.0	11.0	1.0
1916-03-22	2			4			14.4	13.8	0.6
1916-03-23	4			4			14.6	13.0	1.6
1916-03-24	4			3			30.2	20.4	9.8
1916-03-25	3			3			20.2	18.2	2.0
1916-03-26	0			1			37.4	29.8	7.6
1916-03-27	1			4			28.8	22.4	6.4
1916-03-28	2			3			19.4	15.4	4.0
1916-03-29	2			3			24.2	18.4	5.8
1916-03-30	0			0			29.4	27.0	2.4
1916-03-31	1			2			33.8	26.6	7.2
1916-04-01	0			0			42.6	31.4	11.2
1916-04-02	1			0			40.0	32.0	8.0
1916-04-03	0			2			42.8	35.4	7.4
1916-04-04	1			2			38.4	31.4	7.0
1916-04-05	4			3			24.8	20.8	4.0
1916-04-06	0			1			32.0	24.0	8.0
1916-04-07	2			4			8.4	6.2	2.2
1916-04-08	3			4			20.6	14.8	5.8
1916-04-09	1			2			32.0	20.4	11.6
1916-04-10	4			4			25.4	21.2	4.2
1916-04-11	0			0			43.4	31.2	12.2
1916-04-12	0			0			51.6	39.8	11.8
1916-04-13	0			0			46.4	30.2	16.2
1916-04-14	1			0			43.4	28.0	15.4
1916-04-15	0			0			45.2	29.0	16.2
1916-04-16	0			0			45.8	31.0	14.8
1916-04-17	0			0			43.4	34.0	9.4
1916-04-18	0			0			46.8	30.4	16.4
1916-04-19	0			0			44.4	35.0	9.4
1916-04-20	0			4			27.2	23.8	3.4
1916-04-21	4			4			29.6	26.0	3.6
1916-04-22	0			3			19.0	16.8	2.2
1916-04-23	0			0			31.8	25.2	6.6
1916-04-24	0			0			38.8	28.8	10.0
1916-04-25	0			0			51.8	38.8	13.0
1916-04-26	1			0			47.0	33.2	13.8
1916-04-27	3			4			42.4	34.0	8.4
1916-04-28	4			1			42.4	27.8	14.6
1916-04-29	1			4			31.2	22.2	9.0
1916-04-30	1			3			31.6	23.8	7.8
1916-05-01	4			3			33.0	27.4	5.6
1916-05-02	4			4			31.4	26.4	5.0
1916-05-03	4			4			15.0	13.8	1.2
1916-05-04	4			4			21.4	17.4	4.0
1916-05-05	4			4			22.4	18.2	4.2
1916-05-06	4			4			14.8	14.6	0.2
1916-05-07	3			4			15.2	20.0	5.2
1916-05-08	1			0			40.0	28.0	12.0
1916-05-09	0			0			44.0	27.8	16.2
1916-05-10	0			2			37.8	31.2	6.6
1916-05-11	0			1			42.0	35.0	7.0
1916-05-12	0			1			44.8	28.6	#16.2
1916-05-13	0			1			45.0	41.6	3.4
1916-05-14	0			0			49.4	35.0	14.4
1916-05-15	0			0			49.6	38.0	11.6
1916-05-16	4			4			45.0	35.0	10.0
1916-05-17	2			4			24.8	#23.2	1.6
1916-05-18	1			0			49.8	43.4	6.4
1916-05-19	0			0			52.8	42.8	10.0
1916-05-20	0			0			49.8	40.8	9.0
1916-05-21	2			4			40.0	35.2	4.8
1916-05-22	1			4			#20.2	19.4	#0.8
1916-05-23	0			1			52.8	37.0	15.8
1916-05-24	1			3			42.0	31.0	11.0
1916-05-25	2			2			38.2	26.8	11.4
1916-05-26	1			4			38.8	30.4	8.4
1916-05-27	4			4			29.8	26.0	3.8
1916-05-28	3			4			24.2	#22.2	2.0
1916-05-29	4			3			45.4	41.8	3.6
1916-05-30	4			3			31.4	30.0	1.4
1916-05-31	0			0			46.0	38.8	7.2
1916-06-01	0			0			54.4	43.4	11.0
1916-06-02	0			0			52.8	36.4	16.4
1916-06-03	1			1			49.2	33.4	15.8
1916-06-04	1			0			52.6	44.0	8.6
1916-06-05	0			0			50.6	35.4	15.2
1916-06-06	2			2			48.2	36.0	12.2
1916-06-07	2			2			45.6	40.4	#5.2
1916-06-08	2			1			48.8	30.6	#18.2
1916-06-09	3			1			46.2	28.0	#18.2
1916-06-10	2			4			37.4	31.8	5.6
1916-06-11	0			0			41.2	37.4	13.8
1916-06-12	0			0			51.8	35.2	16.6
1916-06-13	0			0			49.4	35.0	14.4
1916-06-14	0			0			49.6	35.0	14.6
1916-06-15	4			4			42.8	35.0	7.8
1916-06-16	2			2			47.4	40.0	7.4
1916-06-17	2			4			34.2	27.6	0.6
1916-06-18	4			4			32.6	27.0	5.6
1916-06-19	4			3			34.2	29.8	4.4
1916-06-20	0			0			50.6	44.4	6.2
1916-06-21	0			0			53.0	42.0	6.0
1916-06-22	0			0			51.6	41.0	10.6
1916-06-23	0			0			51.8	39.8	12.0
1916-06-24	0			0			50.2	40.0	10.2
1916-06-25	0			0			52.4	38.0	14.4
1916-06-26	0			0			56.0	43.4	12.6
1916-06-27	0			0			54.2	41.0	13.2
1916-06-28	0			0			55.2	44.2	11.0
1916-06-29	0			0			52.0	46.0	6.0
1916-06-30	0			0			50.0	41.4	8.6
1916-07-01	0			0			52.8	40.0	12.8
1916-07-02	0			0			51.0	44.0	7.0
1916-07-03	2			4			27.0	25.0	#2.0
1916-07-04	2			0			44.8	30.0	14.8
1916-07-05	0			0			50.6	38.0	12.6
1916-07-06	1			2			49.6	38.0	11.6
1916-07-07	0			1			45.6	34.4	11.2
1916-07-08	4			4			28.4	25.6	2.8
1916-07-09	4			0			45.4	36.0	9.4
1916-07-10	1			0			48.0	32.4	15.6
1916-07-11	0			0			53.0	45.8	7.2
1916-07-12	0			0			55.0	46.8	8.2
1916-07-13	0			0			55.0	42.0	13.0
1916-07-14	0			0			54.0	41.6	12.4
1916-07-15	0			0			59.8	50.8	9.0
1916-07-16	0			0			58.0	43.2	14.8
1916-07-17	2			0			58.2	47.8	10.4
1916-07-18	2			2			53.0	40.0	13.0
1916-07-19	0			0			49.8	37.4	12.4
1916-07-20	0			0			41.2	36.0	15.2
1916-07-21	0			0			52.0	38.4	13.6
1916-07-22	0			0			51.0	41.8	9.2
1916-07-23	0			0			50.0	41.4	8.6
1916-07-24	2			0			50.0	42.0	8.0
1916-07-25	0			0			55.2	45.0	10.2
1916-07-26	0			0			48.2	37.0	11.2
1916-07-27	2			2			51.0	42.0	9.0
1916-07-28	0			0			53.8	42.6	11.2
1916-07-29	0			0			48.8	39.6	9.2
1916-07-30	0			0			51.2	41.6	9.6
1916-07-31	0			0			52.0	42.4	9.6
1916-08-01	0			0			53.6	43.8	9.8
1916-08-02	0			0			54.6	44.0	10.6
1916-08-03	0			0			52.2	42.2	10.0
1916-08-04	0			0			51.2	40.0	11.2
1916-08-05	0			0			54.0	43.0	11.0
1916-08-06	0			0			51.0	40.0	11.0
1916-08-07	0			0			50.4	41.4	9.0
1916-08-08	0			0			53.2	44.0	9.2
1916-08-09	0			0			54.0	40.2	13.8
1916-08-10	0			0			58.0	42.0	16.0
1916-08-11	0			0			53.6	41.4	12.2
1916-08-12	0			0			55.2	41.8	13.4
1916-08-13	0			0			51.0	40.8	10.2
1916-08-14	0			2			38.0	35.0	4.0
1916-08-15	0			0			50.2	40.4	9.8
1916-08-16	0			0			49.0	40.0	9.0
1916-08-17	0			0			46.8	32.0	14.8
1916-08-18	0			0			49.4	41.8	7.6
1916-08-19	0			0			53.4	40.0	13.4
1916-08-20	0			0			54.0	41.0	13.0
1916-08-21	0			0			52.8	40.8	12.0
1916-08-22	0			0			52.4	41.0	11.4
1916-08-23	0			0			59.4	45.0	14.4
1916-08-24	0			0			52.0	44.4	7.6
1916-08-25	1			1			51.0	43.2	7.8
1916-08-26	0			0			49.0	39.4	9.6
1916-08-27	0			0			53.2	46.4	6.8
1916-08-28	0			0			50.0	39.2	10.8
1916-08-29	4			3			35.0	30.8	4.2
1916-08-30	0			0			41.8	38.0	3.8
1916-08-31	0			1			46.8	43.4	3.4
1916-09-01	0			0			53.0	45.4	7.6
1916-09-02	0			0			51.8	43.0	8.8
1916-09-03	2			4			40.4	37.2	3.2
1916-09-04	0			0			51.8	43.8	8.0
1916-09-05	0			0			50.4	44.0	6.4
1916-09-06	0			0			50.6	43.8	6.8
1916-09-07	0			0			48.4	42.0	6.4
1916-09-08	0			0			46.4	42.2	4.2
1916-09-09	0			1			49.0	40.2	8.8
1916-09-10	1			1			45.4	39.0	6.4
1916-09-11	0			0			47.0	40.0	7.0
1916-09-12	0			0			47.4	40.0	7.4
1916-09-13	0			0			47.6	39.0	8.6
1916-09-14	0			2			45.0	40.0	5.0
1916-09-15	2			1			44.4	31.8	12.6
1916-09-16	4			2			43.8	32.0	11.8
1916-09-17	0			0			53.6	44.2	9.4
1916-09-18	0			0			49.0	42.8	6.2
1916-09-19	0			0			48.0	38.2	9.8
1916-09-20	0			0			49.4	40.8	8.6
1916-09-21	0			0			46.0	40.0	6.0
1916-09-22	0			0			45.6	38.2	7.4
1916-09-23	2			4			32.2	28.2	4.0
1916-09-24	4			4			40.6	33.2	7.4
1916-09-25	4			3			26.8	23.8	3.0
1916-09-26	4			4			22.2	20.2	2.0
1916-09-27	3			4			12.4	12.0	0.4
1916-09-28	3			2			36.2	26.0	10.2
1916-09-29	4			1			39.4	31.0	8.4
1916-09-30	0			2			44.8	35.8	9.0
1916-10-01	1			0			47.6	41.4	6.2
1916-10-02	0			2			39.8	34.2	5.6
1916-10-03	2			4			31.8	29.4	2.4
1916-10-04	0			0			43.0	36.8	6.2
1916-10-05	0			0			50.0	41.0	9.0
1916-10-06	0			0			48.8	42.0	6.8
1916-10-07	0			0			48.0	40.4	7.6
1916-10-08	0			2			45.8	38.8	7.0
1916-10-09	0			0			43.2	36.2	7.0
1916-10-10	0			2			44.0	37.8	6.2
1916-10-11	1			0			41.0	35.8	5.2
1916-10-12	0			0			45.2	38.2	7.0
1916-10-13	0			0			44.2	37.4	6.8
1916-10-14	1			1			28.4	22.6	5.8
1916-10-15	2			2			29.4	21.4	8.0
1916-10-16	0			2			31.8	28.0	3.8
1916-10-17	0			2			29.8	26.2	3.6
1916-10-18	0			0			32.8	26.8	6.0
1916-10-19	0			0			41.0	34.4	6.6
1916-10-20	1			0			38.0	31.6	6.4
1916-10-21	0			0			37.4	30.8	6.6
1916-10-22	2			4			24.0	21.8	2.2
1916-10-23	4			4			20.6	18.4	2.2
1916-10-24	4			4			15.6	15.0	0.6
1916-10-25	4			4			14.0	13.2	0.8
1916-10-26	0			2			28.0	22.4	5.6
1916-10-27	1			4			16.8	16.4	0.4
1916-10-28	0			1			30.8	23.2	7.6
1916-10-29	3			4			18.2	17.2	1.0
1916-10-30	4			2			22.0	19.8	2.2
1916-10-31	3			1			27.8	25.0	2.8
1916-11-01	1			4			20.8	19.8	1.0
1916-11-02				2			26.8	21.8	5.0
1916-11-03							12.8	12.8	0.0
1916-11-04				4			16.0	15.0	1.0
1916-11-05	4			4			13.4	12.0	1.4
1916-11-06	4			4			15.8	13.8	2.0
1916-11-07	4			4			15.2	14.8	0.4
1916-11-08	1			2			26.0	21.4	4.6
1916-11-09	1			1			31.0	29.0	2.0
1916-11-10	1			0			30.4	23.2	7.2
1916-11-11	0			0			34.6	22.0	12.6
1916-11-12	0			0			35.8	#9.2	6.6
1916-11-13	0			0			37.8	30.2	7.6
1916-11-14	0			0			40.2	28.2	12.0
1916-11-15	0			0			42.0	30.2	11.8
1916-11-16	0			0			31.0	19.4	11.6
1916-11-17	4			4			13.8	12.2	1.6
1916-11-18	4			2			25.0	20.2	4.8
1916-11-19	2			4			12.2	10.6	1.6
1916-11-20	3			4			12.0	10.4	1.6
1916-11-21							8.4	8.0	0.4
1916-11-22	1			2			29.4	22.4	7.0
1916-11-23	0			2			23.8	19.2	4.6
1916-11-24				0			30.2	22.8	7.4
1916-11-25	0			0			32.2	25.4	6.8
1916-11-26	2			0			31.2	22.6	8.6
1916-11-27	4			3			13.0	10.8	2.2
1916-11-28	4			4			5.8	5.4	0.4
1916-11-29	4			4			9.8	8.8	1.0
1916-11-30	4			2			25.6	17.6	8.0
1916-12-01	0			0			27.2	21.4	5.8
1916-12-02	4			4			13.0	11.8	1.2
1916-12-03	4			4			16.0	14.4	1.6
1916-12-04	0			0			28.4	23.4	5.0
1916-12-05				1			13.8	11.0	2.8
1916-12-06	0			0			26.0	20.0	6.0
1916-12-07	0			0			20.0	16.4	3.6
1916-12-08	0			0			27.0	22.8	4.2
1916-12-09	4			4			11.4	9.6	1.8
1916-12-10	4			3			13.2	12.4	0.8
1916-12-11	0			4			11.8	10.4	1.4
1916-12-12	4			4			10.2	9.8	0.4
1916-12-13	3			3			18.0	14.6	3.4
1916-12-14				4			7.8	7.4	0.4
1916-12-15	1			3			10.2	9.0	1.2
1916-12-16	4			4			7.0	6.8	0.2
1916-12-17	4			4			13.6	13.6	0.0
1916-12-18	4			4			14.8	14.0	0.8
1916-12-19	4			4			11.0	10.8	0.2
1916-12-20	4			3			18.4	16.2	2.2
1916-12-21	4			1			20.8	16.8	4.0
1916-12-22	4			4			15.4	14.4	1.0
1916-12-23	4			4			13.6	13.4	0.2
1916-12-24	4			1			21.2	18.8	2.4
1916-12-25	4			3			19.0	17.4	1.6
1916-12-26				1			22.8	19.8	3.0
1916-12-27				4			13.8	13.0	0.8
1916-12-28	1			0			25.2	21.2	4.0
1916-12-29	1			0			26.6	22.6	4.0
1916-12-30	1			2			12.8	11.8	1.0
1916-12-31	1			0			27.8	22.8	5.0
1917-01-01	0			0			26.6	22.0	4.6
1917-01-02	0			0			28.2	24.8	3.4
1917-01-03	0			0			29.6	25.2	4.4
1917-01-04	1			1			30.2	26.4	3.8
1917-01-05	0			0			23.0	17.4	5.6
1917-01-06	0			0			28.4	19.6	8.8
1917-01-07	1			0			26.8	21.0	5.8
1917-01-08	4			4			8.6	8.4	0.2
1917-01-09	0			0			22.0	16.4	5.6
1917-01-10	0			2			17.6	13.4	4.2
1917-01-11	4						5.0	4.8	0.2
1917-01-12	0			0			26.6	20.4	6.2
1917-01-13				4			8.2	7.8	0.4
1917-01-14	3			3			7.8	6.4	1.4
1917-01-15	4			2			19.4	14.6	4.8
1917-01-16	3			4			7.0	6.2	0.8
1917-01-17	2			2			16.8	13.4	3.4
1917-01-18	0			0			26.8	#24.4	2.4
1917-01-19	4			4			5.2	5.0	0.2
1917-01-20							8.2	8.0	0.2
1917-01-21	4			1			23.8	18.2	5.6
1917-01-22	0			1			27.8	22.8	5.0
1917-01-23	0			4			17.8	16.0	1.8
1917-01-24	4			4			13.8	12.4	1.4
1917-01-25	4						7.8	5.4	2.4
1917-01-26							10.0	9.2	0.8
1917-01-27	4						6.2	5.0	1.2
1917-01-28	0			4			12.4	10.8	1.6
1917-01-29	4			4			12.0	11.8	0.2
1917-01-30	2			3			14.0	12.6	2.0
1917-01-31	0			2			17.2	15.2	2.0
1917-02-01	4			4			15.8	13.2	2.6
1917-02-02				4			10.0	9.4	0.6
1917-02-03				4			12.0	10.8	1.2
1917-02-04	4			4			9.4	8.4	1.0
1917-02-05	4			3			20.0	18.2	1.8
1917-02-06	0			0			22.4	18.8	3.6
1917-02-07	1			0			23.0	20.0	3.0
1917-02-08	2			4			10.0	8.8	1.2
1917-02-09	4			4			11.0	9.0	2.0
1917-02-10	4			3			16.2	14.8	1.4
1917-02-11				4			10.4	8.8	1.6
1917-02-12	4			4			10.4	9.4	1.0
1917-02-13	3			4			11.0	10.2	0.8
1917-02-14	4			4			19.8	16.6	3.2
1917-02-15	4			4			9.2	8.4	0.8
1917-02-16	4			4			14.8	13.2	1.6
1917-02-17				4			21.0	17.4	3.6
1917-02-18	3			3			28.4	22.2	6.2
1917-02-19	1			2			33.2	27.2	6.0
1917-02-20	4			3			30.0	24.2	5.8
1917-02-21	1			0			35.0	27.6	7.4
1917-02-22	0			0			35.0	18.2	16.8
1917-02-23	0			0			34.2	26.8	7.4
1917-02-24	2			4			23.2	20.6	2.6
1917-02-25	4			0			35.2	22.4	12.8
1917-02-26	2			4			19.0	15.4	3.6
1917-02-27	3			4			12.4	10.4	2.0
1917-02-28	0			1			31.2	26.4	4.8
1917-03-01	0			0			38.4	27.6	10.8
1917-03-02	0			0			33.0	#37.0	6.0
1917-03-03	4			3			16.2	15.4	0.8
1917-03-04				3			18.4	15.2	3.2
1917-03-05	4			4			10.8	9.6	1.2
1917-03-06	4			4			13.0	12.0	1.0
1917-03-07	4			4			13.8	10.6	3.2
1917-03-08	0			1			31.4	25.2	6.2
1917-03-09	4			1			40.0	28.2	11.8
1917-03-10	0			4			19.4	17.2	2.2
1917-03-11							8.2	8.0	0.2
1917-03-12	4			4			16.6	14.4	2.2
1917-03-13	4			2			30.0	27.2	2.8
1917-03-14	4			3			22.0	19.6	2.4
1917-03-15	1			1			35.8	30.0	5.8
1917-03-16	0			0			37.8	29.0	8.8
1917-03-17	0			0			35.4	31.4	4.0
1917-03-18	0			0			46.4	34.4	12.0
1917-03-19	0			0			38.0	31.0	7.0
1917-03-20	1			0			40.2	32.8	7.4
1917-03-21	4			3			17.0	15.0	2.0
1917-03-22	1			4			15.0	12.4	2.6
1917-03-23	2			4			14.4	12.0	2.4
