/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BAVFBA1 (1905-1906), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926322 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.600000 * LONGITUDE: -6.320833
	DATE/TIME START: 1905-08-01T00:00:00 * DATE/TIME END: 1906-12-31T00:00:00
Event(s):	BAVFBA1 * LATITUDE: 38.600000 * LONGITUDE: -6.320833 * LOCATION: Villafranca de los Barros, Spain * METHOD/DEVICE: Weather station/meteorological * COMMENT: the symbol "#" represents suspicious data found from a quality control observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily maximum [°C] (TxTxTx day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily minimum [°C] (TnTnTn day min) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily mean [°C] (TTT daily m) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Humidity, relative [%] (RH) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 9am for the period 1905-08-01--1905-10-31, at 7am for the period 1905-11-01--1906-12-31
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 9am for the period 1905-08-01--1905-10-31, at 7am for the period 1905-11-01--1906-12-31
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Precipitation [mm/day] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 9am for the period 1905-08-01--1905-10-31, at 7am for the period 1905-11-01--1906-12-31
Size:	3542 data points
*/
Date/Time	TxTxTx day max [°C]	TnTnTn day min [°C]	TTT daily m [°C]	RH [%]	PPPP other [arbitrary units]	N [tenths]	Precip [mm/day]
1906-07-12	39.0	18.0	28.00	46	726.27	0.0	0.0
1906-07-13	39.0	19.0	29.00	40	728.99	0.0	0.0
1906-07-14	44.0	17.0	30.00	41	728.87	0.0	0.0
1906-07-15	34.0	20.0	27.00	42	729.33	0.0	0.0
1906-07-16	48.0	19.0	33.00	42	728.83	0.0	0.0
1906-07-17	46.0	19.0	32.00	42	726.83	0.0	0.0
1906-07-18	48.0	20.0	34.00	48	726.63	0.0	0.0
1906-07-19	47.0	22.0	34.00	42	726.61	0.0	0.0
1906-07-20	46.0	14.0	30.00	58	727.27	0.0	0.0
1906-07-21	44.0	15.0	30.00	60	726.55	3.0	0.0
1906-07-22	45.0	19.0	32.00	54	727.05	0.0	4.0
1906-07-23	43.0	18.0	30.00	55	729.35	0.0	0.0
1906-07-24	39.0	17.0	28.00	60	727.65	0.0	0.0
1906-07-25	41.0	17.0	29.00	48	726.15	0.0	0.0
1906-07-26	41.0	17.0	29.00	#41	726.57	0.0	0.0
1906-07-27	36.0	16.0	26.00	73	727.65	5.0	0.0
1906-07-28	37.0	13.0	25.00	52	726.59	0.0	0.0
1906-07-29	41.0	13.0	27.00	53	724.44	0.0	0.0
1906-07-30	40.0	15.0	27.00	60	725.00	0.0	0.0
1906-07-31	42.0	11.0	27.00	62	727.22	0.0	0.0
1906-08-01	42.5	13.1	27.80	53	728.65	0.0	0.0
1906-08-02	49.2	20.1	34.60	55	727.65	0.0	0.0
1906-08-03	41.6	15.1	28.10	73	727.65	0.0	0.0
1906-08-04	38.8	14.7	26.70	59	728.35	0.0	0.0
1906-08-05	47.5	17.1	32.30	41	731.03	0.0	0.0
1906-08-06	49.5	22.3	35.90	56	730.23	0.0	0.0
1906-08-07	52.4	25.0	38.70	40	728.41	0.0	0.0
1906-08-08	49.6	21.1	35.30	35	727.31	0.0	0.0
1906-08-09	41.5	12.0	26.70	41	727.77	0.0	0.0
1906-08-10	41.5	14.5	28.00	54	726.65	0.0	0.0
1906-08-11	43.2	15.0	29.10	51	726.77	0.0	0.0
1906-08-12	44.0	15.4	29.70	52	725.63	0.0	0.0
1906-08-13	46.6	18.0	32.30	61	724.33	0.0	0.0
1906-08-14	41.5	17.1	29.30	66	725.65	8.0	0.0
1906-08-15	32.4	13.5	22.90	63	729.30	2.0	0.0
1906-08-16	37.6	14.8	31.20	51	728.67	1.0	2.0
1906-08-17	42.8	16.3	29.50	46	728.67	0.0	0.0
1906-08-18	41.5	14.9	23.20	51	728.03	0.0	0.0
1906-08-19	39.0	16.1	27.50	48	728.45	0.0	0.0
1906-08-20	44.8	14.6	29.70	38	727.83	0.0	0.0
1906-08-21	41.5	18.0	29.70	60	728.03	2.0	0.0
1906-08-22	46.5	16.1	31.30	52	728.53	0.0	0.0
1906-08-23	42.2	16.4	29.30	50	730.33	0.0	0.0
1906-08-24	38.0	16.4	27.20	54	730.63	0.0	0.0
1906-08-25	36.7	15.8	26.30	52	729.49	0.0	0.0
1906-08-26	38.5	14.8	26.60	33	729.23	0.0	0.0
1906-08-27	45.8	13.4	29.60	50	728.61	0.0	0.0
1906-08-28	45.6	18.0	31.30	52	726.31	3.0	0.0
1906-08-29	44.1	18.0	31.00	46	725.41	6.0	0.0
1906-08-30	42.8	17.4	30.10	44	728.21	0.0	0.0
1906-08-31	44.2	12.9	27.00	56	729.15	0.0	5.0
1906-09-01	40.8	14.4	27.60	55	727.47	5.0	0.0
1906-09-02	34.8	13.2	24.00	61	727.05	2.0	0.0
1906-09-03	38.6	12.7	25.70	68	727.05	4.0	0.0
1906-09-04	29.0	11.5	20.20	68	727.39	10.0	27.0
1906-09-05	29.9	8.5	19.20	65	727.00	1.0	0.0
1906-09-06	32.1	8.8	15.40	65	725.72	10.0	0.0
1906-09-07	34.5	10.8	22.60	73	727.80	10.0	2.0
1906-09-08	32.8	11.4	22.10	59	729.50	1.0	0.0
1906-09-09	33.9	10.8	22.30	74	729.15	0.0	0.0
1906-09-10	32.5	10.3	21.40	66	727.75	0.0	0.0
1906-09-11	33.1	10.5	21.80	63	727.19	0.0	0.0
1906-09-12	32.1	11.1	21.60	54	728.39	0.0	0.0
1906-09-13	42.1	11.4	28.20	37	727.30	2.0	0.0
1906-09-14	42.1	10.4	21.20	42	727.80	1.0	0.0
1906-09-15	45.1	10.5	27.80	45	727.39	0.0	0.0
1906-09-16	35.2	9.1	22.10	56	726.00	1.0	0.0
1906-09-17	43.3	10.2	26.70	48	726.40	0.0	0.0
1906-09-18	39.6	11.0	20.30	50	725.79	0.0	0.0
1906-09-19	38.2	11.2	24.70	58	725.47	1.0	0.0
1906-09-20	43.6	12.1	27.80	53	727.65	2.0	0.0
1906-09-21	37.4	12.5	24.90	60	727.75	10.0	0.0
1906-09-22	30.0	10.0	20.00	69	725.80	8.0	83.0
1906-09-23	32.4	9.8	21.10	66	726.00	1.0	2.0
1906-09-24	33.3	8.5	29.00	85	726.99	2.0	1.0
1906-09-25	32.2	9.4	#28.00	71	726.12	10.0	0.0
1906-09-26	24.5	7.5	16.00	72	725.22	5.0	2.0
1906-09-27	26.5	8.0	17.20	72	728.12	1.0	1.0
1906-09-28	34.3	9.0	21.90	72	728.12	9.0	0.0
1906-09-29	23.0	6.7	14.80	78	727.96	8.0	17.0
1906-09-30	34.4	5.7	20.00	78	729.74	10.0	2.0
1906-10-01	35.0	7.0	21.00	71	731.50	0.0	0.0
1906-10-02	33.0	8.0	20.00	61	731.20	0.0	0.0
1906-10-03	32.0	8.0	20.00	55	730.40	0.0	0.0
1906-10-04	39.0	8.0	23.00	56	730.20	2.0	0.0
1906-10-05	34.0	7.0	20.00	65	730.00	2.0	0.0
1906-10-06	35.0	9.0	22.00	73	730.40	0.0	0.0
1906-10-07	35.0	9.0	22.00	65	730.40	0.0	0.0
1906-10-08	39.0	10.0	24.00	51	727.00	1.0	0.0
1906-10-09	33.0	5.0	19.00	#48	723.40	0.0	0.0
1906-10-10	27.0	4.0	15.00	79	723.40	10.0	15.0
1906-10-11	17.0	3.0	10.00	70	725.40	0.0	17.0
1906-10-12	20.0	3.0	11.00	70	725.30	6.0	0.0
1906-10-13	23.0	5.0	14.00	80	725.40	0.0	0.0
1906-10-14	26.0	5.0	15.00	70	724.80	0.0	0.0
1906-10-15	23.0	3.0	13.00	60	725.40	0.0	0.0
1906-10-16	26.0	6.0	16.00	84	727.50	0.0	0.0
1906-10-17	28.0	7.0	17.00	60	725.50	0.0	0.0
1906-10-18	32.0	5.0	18.00	71	726.00	5.0	0.0
1906-10-19	24.0	6.0	15.00	70	726.40	6.0	0.0
1906-10-20	28.0	5.0	16.00	78	726.40	3.0	0.0
1906-10-21	26.0	11.0	18.00	81	726.20	0.0	0.0
1906-10-22	24.0	12.0	18.00	71	727.20	8.0	0.0
1906-10-23	25.0	13.0	19.00	81	728.00	10.0	57.0
1906-10-24	19.0	14.0	16.00	80	730.00	10.0	48.0
1906-10-25	21.0	10.0	15.00	81	731.40	0.0	0.0
1906-10-26	19.0	8.0	13.00	81	728.80	1.0	0.0
1906-10-27	20.0	7.0	13.00	68	726.70	2.0	0.0
1906-10-28	21.0	6.0	13.00	56	728.50	0.0	0.0
1906-10-29	20.0	7.0	13.00	68	728.40	0.0	0.0
1906-10-30	18.0	6.0	12.00	87	724.80	0.0	0.0
1906-10-31	15.0	5.0	10.00	87	718.00	2.0	5.0
1906-11-01	12.0	2.0	7.00	72	723.73	0.0	0.0
1906-11-02	14.0	2.0	8.00	74	725.33	9.0	10.0
1906-11-03	15.0	8.0	11.00	87	723.03	8.0	4.0
1906-11-04	18.0	9.0	12.00	77	721.43	2.0	0.0
1906-11-05	19.0	9.0	14.00	77	720.14	10.0	10.0
1906-11-06	15.0	7.0	11.00	75	720.14	10.0	33.0
1906-11-07	12.0	5.0	8.00	74	718.54	2.0	0.0
1906-11-08	12.0	5.0	8.00	87	719.94	10.0	2.0
1906-11-09	12.0	3.0	7.00	72	723.45	0.0	0.0
1906-11-10	13.0	2.0	7.00	86	726.33	10.0	4.0
1906-11-11	12.0	4.0	8.00	87	729.63	8.0	0.0
1906-11-12	17.0	7.0	12.00	87	730.03	2.0	0.0
1906-11-13	16.0	5.0	11.00	74	731.13	0.0	0.0
1906-11-14	14.0	3.0	8.00	75	731.82	0.0	0.0
1906-11-15	16.0	3.0	9.00	74	732.54	0.0	0.0
1906-11-16	15.0	1.0	8.00	74	733.84	0.0	0.0
1906-11-17	16.0	5.0	11.00	73	731.94	0.0	0.0
1906-11-18	13.0	3.0	8.00	74	726.38	0.0	0.0
1906-11-19	11.0	2.0	6.00	85	726.08	10.0	4.0
1906-11-20	14.0	1.0	7.00	87	729.77	0.0	0.0
1906-11-21	14.0	3.0	8.00	73	732.56	2.0	0.0
1906-11-22	16.0	2.0	9.00	61	735.30	0.0	0.0
1906-11-23	17.0	3.0	10.00	62	736.06	0.0	0.0
1906-11-24	18.0	4.0	12.00	75	736.16	0.0	0.0
1906-11-25	15.0	3.0	9.00	75	736.26	0.0	0.0
1906-11-26	16.0	3.0	9.00	67	735.56	0.0	0.0
1906-11-27	18.0	5.0	11.00	76	732.54	0.0	0.0
1906-11-28	17.0	5.0	11.00	76	731.64	0.0	0.0
1906-11-29	17.0	5.0	11.00	65	734.14	0.0	0.0
1906-11-30	16.0	6.0	11.00	75	735.40	0.0	0.0
1906-12-01	12.0	2.0	7.00	72	729.61	0.0	0.0
1906-12-02	12.0	3.0	7.00	73	732.30	0.0	0.0
1906-12-03	10.0	3.0	6.00	86	736.79	0.0	0.0
1906-12-04	13.0	7.0	10.00	74	736.49	0.0	0.0
1906-12-05	14.0	5.0	9.00	87	735.18	0.0	0.0
1906-12-06	12.0	10.0	#6.00	62	734.08	0.0	0.0
1906-12-07	13.0	1.0	7.00	73	732.68	1.0	0.0
1906-12-08	12.0	0.0	6.00	73	732.39	10.0	0.0
1906-12-09	10.0	1.0	5.00	73	729.29	10.0	7.0
1906-12-10	11.0	2.0	6.00	71	731.31	1.0	0.0
1906-12-11	17.0	5.0	11.00	73	733.41	1.0	0.0
1906-12-12	14.0	1.0	7.00	74	726.49	0.0	0.0
1906-12-13	11.0	1.0	6.00	61	732.01	0.0	0.0
1906-12-14	13.0	1.0	7.00	62	#722.11	10.0	0.0
1906-12-15	15.0	4.0	9.00	64	736.42	10.0	0.0
1906-12-16	14.0	4.0	9.00	85	726.64	2.0	0.0
1906-12-17	10.0	0.0	5.00	71	733.78	0.0	0.0
1906-12-18	9.0	0.0	4.00	70	730.57	0.0	0.0
1906-12-19	5.0	0.0	2.00	85	729.64	0.0	0.0
1906-12-20	9.0	2.0	5.00	71	732.25	0.0	0.0
1906-12-21	12.0	-1.0	5.00	71	728.21	0.0	0.0
1906-12-22	12.0	-2.0	5.00	71	725.14	0.0	0.0
1906-12-23	10.0	0.0	5.00	72	724.82	10.0	7.0
1906-12-24	10.0	-2.0	5.00	82	727.43	2.0	0.0
1906-12-25	13.0	-3.0	5.00	#100	732.12	1.0	0.0
1906-12-26	13.0	0.0	6.00	#69	728.43	0.0	0.0
1906-12-27	12.0	2.0	7.00	100	723.44	10.0	0.0
1906-12-28	13.0	-1.0	6.00	82	718.24	10.0	11.0
1906-12-29	11.0	-3.0	4.00	82	726.05	0.0	0.0
1906-12-30	11.0	-2.0	4.00	84	728.45	10.0	3.0
1906-12-31	12.0	4.0	#8.00	#100	#731.73	1.0	0.0
