/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BAVVEN1 (1882-1883), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926399 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.265278 * LONGITUDE: -6.474444
	DATE/TIME START: 1882-01-01T00:00:00 * DATE/TIME END: 1883-11-30T00:00:00
Event(s):	BAVVEN1 * LATITUDE: 38.265278 * LONGITUDE: -6.474444 * LOCATION: Valencia del Ventoso, Spain * METHOD/DEVICE: Weather station/meteorological * COMMENT: the symbol "#" represents suspicious data found from a quality control observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 9am
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 3pm
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, mean
	Pressure, difference [arbitrary units] (dP) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily maximum [°C] (TxTxTx day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily minimum [°C] (TnTnTn day min) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily mean [°C] (TTT daily m) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: between max and mean
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD1, during morning * COMMENT: W = west, E = east, N = north, S = south"
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD2, during afternoon * COMMENT: W = west, E = east, N = north, S = south"
	Wind speed description (ff descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WF1, during morning
	Wind speed description (ff descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WF2, during afternoon
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS1, during morning
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS2, during morning
	Precipitation [mm/day] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Evaporation [mm] (Evapor) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean
Size:	7746 data points
*/
Date/Time	PPPP other [arbitrary units] (in mmHg, at 9am)	PPPP other [arbitrary units] (in mmHg, at 3pm)	PPPP other [arbitrary units] (in mmHg, mean)	dP [arbitrary units]	TxTxTx day max [°C]	TnTnTn day min [°C]	TTT daily m [°C]	delta T [°C] (between max and mean)	Wind dir descr (WD1, during morning)	Wind dir descr (WD2, during afternoon)	ff descr (WF1, during morning)	ff descr (WF2, during afternoon)	ww (SS1, during morning)	ww (SS2, during morning)	Precip [mm/day]	Evapor [mm] (mean)
1883-03-28	24.00	23.00	23.50	1.00	22.5	5.0	13.75	17.5	W	W	Breeze	Wind	Clear	Clear	0.0	3.0
1883-03-29	21.50	20.00	20.75	1.50	26.0	5.5	#15.70	20.5	S	W	Breeze	Wind	Clear	Clear	0.0	3.5
1883-03-30	18.00	15.00	16.50	3.00	24.5	6.0	15.25	18.5	SW	SW	Wind	Wind	Clear		0.0	5.0
1883-04-01	25.00	25.00	25.00	0.00	12.5	2.5	7.50	10.0	SW	SW	Breeze	Wind	Covered	Covered	5.5	
1883-04-02	26.00	25.50	25.75	0.50	13.0	2.0	7.50	11.0	W	W	Breeze	Wind	Cloudy	Covered	5.0	2.0
1883-04-03	26.00	24.50	25.25	1.50	13.0	3.5	8.25	9.5	NW	NE	Breeze	Wind	Cloudy	Covered	0.0	2.0
1883-04-04	25.00	25.00	25.00	0.00	14.5	3.5	9.00	11.0	E	E	Wind	Wind	Clear	Cloudy	0.0	3.0
1883-04-05	25.00	23.50	24.25	1.50	15.0	4.0	9.50	11.0	E	E	Wind	Wind	Clear	Clear	0.0	3.5
1883-04-06	23.50	22.50	23.00	1.00	16.0	4.5	10.25	11.5	E	SE	Wind	Wind	Clear	Cloudy	0.0	3.5
1883-04-07	20.50	19.50	20.00	1.00	16.5	5.0	10.75	11.5	S	E	Wind	Breeze	Clear	Covered	0.0	4.0
1883-04-08	19.00	17.50	18.25	1.50	13.0	5.0	9.00	8.0	NE	NE	Breeze	Wind	Clear	Clear	0.0	4.5
1883-04-09	21.00	21.00	21.00	0.00	13.0	4.0	8.50	9.0	E	E	Wind	Wind	Clear	Clear	3.0	4.0
1883-04-10	21.00	21.50	21.25	-0.50	15.0	3.5	9.25	11.5	NE	NE	Wind	Wind	Clear	Cloudy	0.0	4.0
1883-04-11	21.50	20.00	20.75	1.50	11.0	4.0	7.50	7.0	NE	NE	Breeze	Breeze	Clear	Clear	0.0	3.5
1883-04-12	19.50	18.00	18.75	1.50	13.0	3.5	8.25	9.5	E	N	Wind	Wind	Cloudy	Clear	0.0	4.0
1883-04-13	17.00	16.00	16.50	1.00	11.5	2.5	7.00	9.0	NW	NW	Breeze	Wind	Cloudy	Cloudy	0.0	3.5
1883-04-14	14.50	14.00	14.25	0.50	9.0	3.0	6.00	6.0	NW	W	Wind	Wind	Cloudy	Covered	0.0	3.5
1883-04-15	18.00	17.50	17.75	0.50	9.5	2.0	5.75	7.5	NE	NE	Wind	Wind	Cloudy	Covered	0.0	3.0
1883-04-16	22.50	23.00	22.75	-0.50	12.0	2.0	7.00	10.0	NE	NE	Breeze	Wind	Clear	Cloudy	9.5	2.5
1883-04-17	22.50	20.50	21.50	2.00	15.0	2.5	8.75	12.5	NE	E	Breeze	Wind	Clear	Clear	4.5	2.5
1883-04-18	19.00	18.00	18.50	1.00	9.5	3.5	6.50	6.0	NW	SW	Breeze	Wind	Clear	Clear	0.0	3.5
1883-04-19	18.50	19.50	19.00	-1.00	11.0	2.0	6.50	9.0	W	NW	Wind	Wind	Clear	Cloudy	0.0	4.0
1883-04-20	27.00	24.00	25.50	3.00	15.0	2.0	8.50	13.0	N	N	Wind	Wind	Clear	Cloudy	4.5	3.0
1883-04-21	25.00	24.00	24.50	1.00	11.0	3.0	7.00	8.0	NW	NW	Breeze	Wind	Clear	Clear	3.5	4.0
1883-04-22	23.50	20.50	22.00	3.00	12.0	2.0	7.00	10.0	NW	NW	Breeze	Wind	Covered	Cloudy	0.0	4.0
1883-04-23	17.50	14.50	16.00	3.00	13.0	2.5	7.75	10.5	NW	NW	Wind	Wind	Covered	Cloudy	0.0	4.0
1883-04-24	17.50	17.00	17.25	0.50	15.0	3.0	9.00	12.0	NW	NW	Wind	Breeze	Cloudy	Clear	0.0	3.5
1883-04-25	16.50	16.00	16.25	0.50	11.5	3.5	7.50	8.0	W	SW	Breeze	Wind	Covered	Cloudy	0.0	4.0
1883-04-26	11.50	8.50	10.00	3.00	10.5	2.0	6.25	8.5	S	S	Strong Wind	Wind	Covered	Covered	0.0	3.0
1883-04-27	11.00	11.50	11.25	-0.50	8.5	0.5	4.50	8.0	NW	NW	Breeze	Wind	Covered	Cloudy	27.0	2.5
1883-04-28	16.00	18.00	17.00	-2.00	12.0	2.0	7.00	10.0	W	W	Wind	Strong Wind	Covered	Covered	10.0	2.0
1883-04-29	23.00	22.00	22.50	1.00	10.5	3.5	7.00	7.0	SW	S	Breeze	Wind	Cloudy	Covered	4.0	4.0
1883-04-30	20.50	16.50	18.50	4.00	11.5	2.5	7.00	9.0	S	NW	Wind	Strong Wind	Covered	Covered	4.5	3.0
1883-05-01	20.50	19.00	19.75	1.50	12.5	2.0	7.25	10.5	W	SW	Wind	Wind	Cloudy	Cloudy	3.5	3.0
1883-05-02	18.00	17.50	17.75	0.50	10.5	2.5	6.50	8.0	S	S	Wind	Wind	Covered	Cloudy	0.0	3.5
1883-05-03	13.50	11.00	12.25	2.50	10.5	1.5	6.00	9.0	S	SE	Breeze	Breeze	Covered	Covered	6.0	2.5
1883-05-04	11.50	13.50	12.50	-2.00	9.5	2.5	6.00	7.0	SW	W	Breeze	Wind	Covered	Covered	8.0	2.5
1883-05-05	18.50	19.00	18.75	#0.50	9.0	2.0	5.50	7.0	SW	SW	Wind	Wind	Covered	Covered	5.0	2.5
1883-05-06	18.00	17.00	17.50	1.00	12.5	2.0	7.25	10.5	S	S	Breeze	Breeze	Covered	Covered	10.0	2.0
1883-05-07	14.50	14.00	14.25	0.50	10.0	3.0	6.50	7.0	S	S	Breeze	Breeze	Covered	Covered	45.5	2.0
1883-05-08	17.00	15.50	16.25	1.50	9.5	2.0	5.75	7.5	SE	SE			Covered	Covered	8.5	2.0
1883-05-09	19.00	20.50	19.75	-1.50	10.0	3.0	6.50	7.0	W	W	Wind	Strong Wind	Covered	Cloudy	9.0	2.5
1883-05-10	25.00	25.00	25.00	#1.00	11.5	3.0	7.25	8.5	NW	NW	Strong Wind	Breeze	Cloudy	Clear	2.5	3.5
1883-05-11	25.50	26.00	25.75	-0.50	13.0	3.0	8.00	10.0	NW	N	Breeze	Breeze	Clear	Clear	0.0	4.0
1883-05-12	27.00	26.00	26.50	1.00	15.0	3.0	9.00	12.0	N	NE	Breeze	Breeze	Clear	Clear	0.0	4.5
1883-05-13	24.50	23.50	24.00	1.00	17.0	4.0	10.50	13.0	E	W	Breeze	Breeze	Clear	Cloudy	0.0	4.5
1883-05-14	22.50	21.50	22.00	1.00	12.5	4.5	8.50	8.0	W	S	Breeze	Wind	Clear	Cloudy	0.0	4.5
1883-05-15	20.50	19.50	20.00	1.00	13.0	4.0	8.50	9.0	NE	W	Wind	Breeze	Cloudy	Covered	0.0	4.5
1883-05-16	17.00	18.00	17.50	-1.00	10.0	3.5	6.75	6.5	SE	SE	Wind	Breeze	Covered	Covered	45.0	4.0
1883-05-17	21.00	22.00	21.50	-1.00	15.5	3.0	9.25	12.5	SW	NW	Breeze	Wind	Covered	Covered	12.0	3.0
1883-05-18	24.50	23.00	#24.00	#1.00	18.0	4.5	11.25	13.5	NE	SE	Wind	Wind	Clear	Clear	0.0	4.5
1883-05-19	23.00	22.50	22.75	0.50	19.0	4.0	11.50	15.0	SW	SW	Wind	Breeze	Clear	Cloudy	0.0	5.0
1883-05-20	22.50	22.50	22.50	0.00	16.0	4.5	10.25	11.5	SW	SW	Breeze	Breeze	Clear	Clear	0.0	5.5
1883-05-21	22.50	22.50	22.50	0.00	17.0	4.0	10.50	13.0	SW	NW	Breeze	Breeze	Covered	Covered	6.5	4.0
1883-05-22	#22.50	25.50	25.50	0.00	17.0	5.0	11.00	12.0	NW	NW	Breeze	Breeze	Covered	Clear	28.5	4.5
1883-05-23	26.50	26.00	26.25	0.50	19.0	4.5	11.75	14.5	NW	NW	Breeze	Breeze	Clear	Clear	0.0	5.0
1883-05-24	25.00	25.00	25.00	0.00	18.0	5.0	11.50	13.0	NW	SW	Breeze	Breeze	Cloudy	Covered	0.0	5.0
1883-05-25	21.00	19.00	20.00	2.00	16.5	5.0	10.75	11.5	SE	SW	Wind	Wind	Cloudy	Cloudy	4.5	4.5
1883-05-26	21.00	21.00	21.00	0.00	16.0	4.5	#10.50	11.5	NW	NW	Wind	Wind	Cloudy	Cloudy	2.5	4.5
1883-05-27	21.50	21.50	21.50	0.00	18.0	5.0	11.50	13.0	NW	NW	Breeze	Breeze	Cloudy	Cloudy	0.0	5.0
1883-05-28	22.50	22.00	22.25	0.50	19.5	5.0	12.25	14.5	NW	NW	Breeze	Breeze	Clear	Cloudy	0.0	5.0
1883-05-29	24.00	24.50	24.25	#0.50	20.0	5.0	12.50	15.0	N	N	Breeze	Breeze	Clear	Cloudy	0.0	5.0
1883-05-30	25.50	25.50	25.50	0.00	20.0	5.0	12.50	15.0	NE	NE	Breeze	Breeze	Clear	Cloudy	0.0	6.0
1883-05-31	24.50	25.00	24.75	#0.50	21.0	5.0	13.00	16.0	N		Breeze	Breeze	Clear	Cloudy	0.0	5.5
1883-06-01	22.00	21.00	21.50	1.00	21.0	6.0	13.50	15.0	NW	NW	Breeze	Breeze	Clear	Clear	0.0	6.5
1883-06-02	19.00	18.00	18.50	1.00	19.5	7.0	13.25	12.5	SW	SW	Strong Wind	Wind	Clear	Cloudy	0.0	6.5
1883-06-03	21.50	20.00	20.75	1.50	13.0	5.5	9.25	7.5	S	SW	Wind	Strong Wind	Covered	Covered	0.0	5.5
1883-06-04	18.50	19.50	19.00	-1.00	13.5	4.5	9.00	9.0	SW	SW	Wind	Wind	Covered	Covered	9.5	4.5
1883-06-05	23.00	23.00	23.00	0.00	15.5	5.0	10.25	10.5	SW	W	Wind	Wind	Covered	Covered	8.5	4.5
1883-06-06	23.50	22.50	23.00	1.00	15.5	5.0	10.25	10.5	N	NW	Breeze	Breeze	Cloudy	Cloudy	3.5	4.5
1883-06-07	19.50	19.50	19.50	0.00	17.5	5.0	11.25	12.5	SW	NW	Wind	Wind	Cloudy	Covered	0.0	5.5
1883-06-08	22.00	23.00	22.50	-1.00	18.0	5.0	11.50	13.0	W	NW	Wind	Wind	Cloudy	Cloudy	0.0	6.0
1883-06-09	25.00	25.00	25.00	0.00	17.5	6.0	11.75	11.5	N	NW	Breeze	Breeze	Cloudy	Clear	0.0	6.0
1883-06-10	24.00	24.00	24.00	0.00	19.0	5.0	12.00	14.0	N	N	Breeze	Strong Wind	Cloudy	Cloudy	0.0	6.0
1883-06-11	23.00	22.50	22.75	0.50	17.5	6.0	11.75	11.5	N	NW	Wind	Breeze	Clear	Cloudy	0.0	6.5
1883-06-12	23.00	23.00	23.00	0.00	19.0	5.5	12.25	13.5	NW	NE	Wind	Breeze	Cloudy	Cloudy	0.0	6.5
1883-06-13	26.50	26.00	26.25	0.50	20.5	5.5	13.00	15.0	E	NE	Wind	Wind	Clear	Cloudy	0.0	6.5
1883-06-14	25.50	23.50	24.50	2.00	21.5	5.0	13.25	16.5	NE	NE	Breeze	Breeze	Cloudy	Clear	0.0	6.5
1883-06-15	23.00	21.00	22.00	2.00	22.0	5.5	13.75	16.5	NE	NE	Breeze	Breeze	Clear	Cloudy	0.0	6.5
1883-06-16	21.50	22.00	21.75	-0.50	21.0	6.0	13.50	15.0	N	NW	Breeze	Wind	Clear	Clear	0.0	6.5
1883-06-17	23.00	24.00	23.50	-1.00	20.0	5.0	12.50	15.0	NW	NW	Breeze	Wind	Clear	Cloudy	0.0	6.5
1883-06-18	25.00	24.50	24.75	0.50	22.0	5.0	13.50	17.0	N	NE	Breeze	Wind	Clear	Clear	0.0	6.5
1883-06-19	23.50	22.00	22.75	1.50	22.5	6.0	14.25	16.5	N	NE	Breeze	Wind	Clear	Clear	0.0	6.5
1883-06-20	22.00	20.50	21.25	1.50	23.0	6.0	14.50	17.0	NE	NE	Breeze	Wind	Cloudy	Clear	0.0	7.0
1883-06-21	23.00	24.00	23.50	-1.00	23.0	5.5	14.25	17.5	NW	NW	Breeze	Wind	Clear	Clear	0.0	6.5
1883-06-22	25.00	24.00	24.50	1.00	22.5	6.5	14.50	16.0	NE	NW	Breeze	Breeze	Clear	Clear	0.0	7.0
1883-06-23	24.00	24.00	24.00	0.00	22.5	6.0	14.25	16.5	N	NW	Breeze	Wind	Clear	Clear	0.0	7.0
1883-06-24	22.50	22.00	22.25	0.50	20.5	6.0	13.25	14.5	NW	W	Breeze	Wind	Clear	Clear	0.0	7.0
1883-06-25	24.00	24.00	24.00	0.00	20.5	5.5	#15.00	15.0	NW	NW	Breeze	Wind	Clear	Clear	0.0	6.5
1883-06-26	24.00	24.00	24.00	0.00	21.5	6.0	13.75	15.5	NW	NW	Breeze	Wind	Clear	Clear	0.0	6.5
1883-06-27	23.50	23.50	23.50	0.00	21.5	6.0	13.75	15.5	NW	NW	Breeze	Wind	Clear	Clear	0.0	6.5
1883-06-28	24.00	24.50	24.25	-0.50	22.5	6.5	14.50	16.0	NW	SW	Breeze	Wind	Cloudy	Cloudy	0.0	7.0
1883-06-29	23.50	25.00	24.25	-1.50	22.5	5.0	13.75	17.5	SW	SW	Breeze	Wind	Cloudy	Cloudy	0.0	6.5
1883-06-30	25.50	25.00	25.25	0.50	22.5	5.0	13.75	17.5	SW	NW	Breeze	Wind	Clear	Clear	0.0	7.0
1883-07-01	24.50	24.50	24.50	0.00	23.0	5.5	14.25	17.5	NE	NE	Breeze	Breeze	Clear	Clear	0.0	7.0
1883-07-02	22.50	21.50	22.00	1.00	23.5	7.0	15.25	16.5	E	SE	Breeze	Breeze	Clear	Clear	0.0	7.0
1883-07-03	22.00	20.50	21.25	1.50	22.5	6.5	14.50	16.0	NE	NW	Breeze	Wind	Clear	Clear	0.0	7.5
1883-07-04	22.50	21.00	21.75	1.50	20.5	7.0	13.75	13.5	NW	NW	Breeze	Wind	Clear	Cloudy	0.0	7.0
1883-07-05	22.00	21.00	21.50	1.00	22.5	6.0	14.25	16.5	N	NW	Wind	Wind	Clear	Clear	0.0	7.0
1883-07-06	22.50	21.00	21.75	1.50	25.5	7.0	16.25	18.5	W	N	Breeze	Wind	Clear	Cloudy	0.0	7.0
1883-07-07	22.50	22.00	22.25	0.50	23.0	6.5	14.75	16.5	NW	NW	Breeze	Wind	Clear	Clear	0.0	7.0
1883-07-08	23.50	23.00	23.25	0.50	21.0	7.0	14.00	14.0	NW	NW	Breeze	Wind	Clear	Cloudy	0.0	7.0
1883-07-09	23.50	24.00	23.75	-0.50	22.5	6.5	14.50	16.0	NW	NW	Breeze	Wind	Clear	Cloudy	0.0	7.5
1883-07-10	24.50	23.50	24.00	1.00	22.0	6.0	14.00	16.0	NW	NW	Breeze	Wind	Cloudy	Cloudy	0.0	7.0
1883-07-11	24.00	23.50	#13.75	0.50	23.0	6.0	14.50	17.0	NW	NW	Breeze	Wind	Clear	Cloudy	0.0	7.0
1883-07-12	22.50	22.00	22.25	0.50	21.0	6.5	13.75	14.5	NW	NW	Breeze	Wind	Clear	Clear	0.0	7.0
1883-07-13	22.50	21.00	21.75	1.50	21.0	6.0	13.50	15.0	NW	N	Breeze	Wind	Clear	Clear	0.0	7.0
1883-07-14	24.00	24.50	24.25	-0.50	22.5	6.0	14.25	16.5	NW	N	Wind	Wind	Clear	Clear	0.0	6.5
1883-07-15	25.50	24.50	25.00	1.00	24.5	6.5	15.50	18.0	NW	NE	Breeze	Wind	Clear	Clear	0.0	6.5
1883-07-16	27.00	26.00	26.50	1.00	23.5	7.0	15.25	16.5	E	NE	Calm	Breeze	Clear	Clear	0.0	7.5
1883-07-17	27.50	24.00	25.75	3.50	23.5	6.5	15.00	17.0	NE	NE	Breeze	Wind	Clear	Clear	0.0	7.5
1883-07-18	26.50	21.00	23.75	5.50	23.5	6.5	15.00	17.0	NE	N	Breeze	Wind	Clear	Clear	0.0	7.5
1883-07-19	22.50	19.50	21.00	3.00	22.0	6.0	14.00	16.0	N	NW	Breeze	Wind	Clear	Cloudy	0.0	7.5
1883-07-20	21.00	21.00	21.00	0.00	22.5	5.0	#14.00	#17.0	NW	NW	Breeze	Wind	Clear	Cloudy	0.0	6.5
1883-07-21	23.00	21.50	22.25	1.50	21.0	5.5	13.25	15.5	W	NW	Breeze	Wind	Clear	Clear	0.0	7.0
1883-07-22	24.50	24.00	24.25	0.50	23.0	5.0	14.00	18.0	N	NW	Wind	Wind	Clear	Clear	0.0	6.5
1883-07-23	25.00	23.50	24.25	1.50	23.5	6.0	14.75	17.5	NW	NW	Wind	Wind	Clear	Clear	0.0	7.0
1883-07-24	23.00	22.00	22.50	1.00	23.0	6.5	14.75	16.5	NW	NW	Breeze	Breeze	Clear	Clear	0.0	7.0
1883-07-25	23.00	21.00	22.00	2.00	23.5	6.5	15.00	17.0	NW	NW	Breeze	Breeze	Clear	Clear	0.0	7.5
1883-07-26	23.00	22.50	22.75	0.50	23.0	6.0	14.50	17.0	W	W	Breeze	Breeze	Clear	Clear	0.0	7.5
1883-07-27	24.00	22.50	23.25	1.50	22.0	6.5	14.25	15.5	W	NW	Breeze	Wind	Clear	Clear	0.0	7.5
1883-07-28	23.00	22.00	22.50	1.00	23.0	6.0	14.50	17.0	N	NW	Breeze	Wind	Clear	Clear	0.0	7.0
1883-07-29	24.00	23.50	23.75	0.50	22.5	6.0	14.25	16.5	NE	NE	Wind	Breeze	Clear	Clear	0.0	7.0
1883-07-30	21.50	20.50	21.00	1.00	20.5	6.0	13.25	14.5	N	N	Breeze	Wind	Clear	Clear	0.0	7.5
1883-07-31	22.50	21.00	21.75	1.50	23.0	5.5	14.25	17.5	N	NE	Wind	Wind	Clear	Clear	0.0	6.5
1883-09-01	23.00	22.00	22.50	1.00	18.0	6.0	12.00	#13.0	NW	NW	Wind	Wind	Cloudy	Cloudy	0.0	7.5
1883-09-02	23.00	22.50	22.75	0.50	19.5	5.0	12.25	14.5	NW	NW	Wind	Wind	Cloudy	Clear	1.5	6.5
1883-09-03	22.00	22.00	22.00	0.00	15.0	5.5	10.25	9.5	NW	NW	Breeze	Wind	Clear	Cloudy	0.0	6.5
1883-09-04	26.00	25.50	25.75	0.50	16.5	5.0	10.75	11.5	N	N	Breeze	Wind	Clear	Clear	0.0	6.0
1883-09-05	26.50	23.50	25.00	3.00	18.5	5.0	11.75	#12.5	NW	N	Breeze	Wind	Clear	Clear	0.0	6.0
1883-09-06	24.50	24.00	24.25	0.50	19.5	5.5	12.50	14.0	NE	N	Breeze	Wind	Clear	Clear	0.0	6.5
1883-09-07	23.50	22.50	23.00	1.00	21.0	5.5	13.25	15.5	NE	NE	Breeze	Wind	Clear	Clear	0.0	7.0
1883-09-08	23.50	22.50	23.00	1.00	22.0	5.5	13.75	16.5	NE	N	Breeze	Wind	Clear	Clear	0.0	7.5
1883-09-09	23.00	23.00	23.00	0.00	23.5	6.0	14.75	17.5	NE	NE	Breeze	Breeze	Clear	Clear	0.0	8.5
1883-09-10	23.50	23.50	23.50	0.00	25.0	6.0	15.50	19.0	SE	W	Breeze	Breeze	Cloudy	Cloudy	0.0	9.0
1883-09-11	25.00	24.00	24.50	1.00	21.0	7.0	14.00	14.0	SW	NW	Breeze	Wind	Cloudy	Cloudy	0.0	9.0
1883-09-12	24.50	24.00	24.25	0.50	22.0	6.0	14.00	16.0	NW	N	Breeze	Wind	Cloudy	Cloudy	0.0	7.5
1883-09-13	22.50	20.00	21.25	2.50	22.0	6.5	14.25	15.5	NE	W	Breeze	Wind	Clear	Cloudy	0.0	8.5
1883-09-14	21.00	20.50	20.75	0.50	19.5	6.5	13.00	13.0	W	NW	Breeze	Wind	Clear	Covered	0.0	8.5
1883-09-15	22.00	22.00	22.00	0.00	19.0	5.5	12.25	13.5	NW	NW	Breeze	Wind	Clear	Cloudy	0.0	8.0
1883-09-16	26.00	26.00	26.00	0.00	19.0	5.0	12.00	14.0	N	NW	Breeze	Wind	Clear	Cloudy	0.0	8.0
1883-09-17	27.00	25.50	26.25	1.50	20.0	5.5	12.75	14.5	NW	NE	Breeze	Wind	Clear	Cloudy	0.0	8.0
1883-09-18	26.00	24.00	25.00	2.00	23.0	6.0	14.50	17.0	E	NE	Breeze	Wind	Cloudy	Cloudy	0.0	8.5
1883-09-19	24.50	23.00	23.75	1.50	18.5	7.0	12.75	11.5	NW	NW	Breeze	Wind	Cloudy	Cloudy	0.0	8.5
1883-09-20	24.00	24.50	24.25	#0.50	20.5	6.0	13.25	14.5	W	NW	Breeze	Breeze	Cloudy	Cloudy	0.0	8.5
1883-09-21	25.50	24.50	25.00	1.00	20.0	6.0	13.00	14.0	NW	NW	Breeze	Breeze	Clear	Cloudy	0.0	8.5
1883-09-22	26.50	25.00	25.75	1.50	20.0	6.5	13.25	13.5	NW	NW	Breeze	Breeze	Covered	Cloudy	0.0	8.0
1883-09-23	25.50	25.50	25.50	0.00	20.5	6.5	13.50	14.0	W	NW	Breeze	Breeze	Cloudy	Cloudy	0.0	8.0
1883-09-24	27.00	25.50	26.25	1.50	21.0	7.0	14.00	14.0	NW	W	Breeze	Breeze	Clear	Cloudy	0.0	8.0
1883-09-25	26.00	26.50	26.25	#0.50	23.0	6.5	14.75	16.5	W	E	Breeze	Breeze	Cloudy	Cloudy	0.0	8.5
1883-09-26	26.00	24.50	25.25	1.50	20.0	7.0	13.50	13.0	E	NW	Breeze	Wind	Cloudy	Cloudy	0.0	9.0
1883-09-27	26.50	26.50	26.50	0.00	17.5	6.5	12.00	11.0	W	NW	Breeze	Wind	Cloudy	Covered	0.0	9.0
1883-09-28	25.00	24.00	24.50	1.00	17.0	6.0	11.50	11.0	NE	NW	Breeze	Wind	Clear	Clear	0.0	7.5
1883-09-29	23.00	21.00	22.00	2.00	14.0	5.5	9.75	#9.5	NE	NW	Breeze	Wind	Clear	Cloudy	0.0	7.0
1883-09-30	21.50	21.00	21.25	0.50	13.0	5.0	9.00	8.0	NW	N	Wind	Wind	Covered	Cloudy	0.0	6.5
1883-11-01	23.00	22.50	22.75	0.50	13.5	4.0	#8.50	9.5	W	NE	Breeze	Breeze	Cloudy	Cloudy	0.0	4.0
1883-11-02	23.00	21.00	22.00	2.00	12.0	4.0	8.00	8.0	NE	NE	Breeze	Breeze	Clear	Covered	0.0	4.0
1883-11-03	22.00	21.50	21.75	0.50	12.5	4.5	#8.00	8.0	SE	NE	Breeze	Wind	Cloudy	Covered	10.5	4.0
1883-11-04	24.50	24.00	24.25	0.50	11.0	4.5	7.75	6.5	E	NE	Wind	Wind	Clear	Clear	2.5	4.0
1883-11-05	25.00	24.00	24.50	1.00	11.5	4.0	7.75	7.5	NE	NW	Breeze	Breeze	Clear	Clear	0.0	4.0
1883-11-06	24.00	23.00	23.50	1.00	12.0	4.0	8.00	8.0	NW	W	Breeze	Wind	Clear	Cloudy	0.0	3.5
1883-11-07	22.50	22.00	22.25	0.50	10.5	3.5	7.00	7.0	SW	NW	Wind	Wind	Covered	Covered	0.0	3.0
1883-11-08	25.00	25.00	25.00	0.00	8.5	3.0	5.75	5.5	N	N	Wind	Wind	Cloudy	Clear	5.5	3.0
1883-11-09	28.00	27.00	27.50	1.00	10.0	2.5	6.25	7.5	NE	SW	Breeze	Wind	Clear	Clear	0.0	2.5
1883-11-10	28.00	27.00	27.50	1.00	9.5	3.0	6.25	6.5			Breeze	Breeze	Clear	Clear	0.0	2.5
1883-11-11	27.00	25.50	26.25	1.50	8.5	2.5	5.50	6.0	NW	SW	Breeze	Wind	Clear	Clear	0.0	2.0
