/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz; Pinochet, Rubén (2021): Early meteorological records from BABADA6 (1830-1833), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926383 (dataset in review), 
	In: Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1830-02-28T00:00:00 * DATE/TIME END: 1833-07-19T00:00:00
Event(s):	BABADA6 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T1, time unknown
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T2, time unknown
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T3, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP1, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL1, preasure lines, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP2, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL2, preasure lines, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP3, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL3, preasure lines, time unknown
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD1, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS1, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD3, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS2, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD3, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS3, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
Size:	13349 data points
*/
Date/Time	TTT [°C] (T1, time unknown)	TTT [°C] (T2, time unknown)	TTT [°C] (T3, time unknown)	P descr (IP1, inches of preasure, time...)	P descr (PL1, preasure lines, time unk...)	P descr (IP2, inches of preasure, time...)	P descr (PL2, preasure lines, time unk...)	P descr (IP3, inches of preasure, time...)	P descr (PL3, preasure lines, time unk...)	Wind dir descr (WD1, W = west, E = east, N = ...)	ww (SS1, time unknown)	Wind dir descr (WD3, W = west, E = east, N = ...)	ww (SS2, time unknown)	Wind dir descr (WD3, W = west, E = east, N = ...)	ww (SS3, time unknown)
1832-09	16.0	20.0	19.00	27	7	27	8	27	7	SW	DESP	ENE	RAF	NE	RAF
1832-09	15.5	20.5	18.00	27	8	27	7	27	7	WSW	DESP	SSW	RAF	SW	RAF
1832-09	16.0	18.5	18.00	27	7	27	8	27	8	SSW	NUB	SSW	NUB	SW	NUB
1832-09	15.0	17.0	16.00	27	7	27	8	27	8	SW	NUB	SW	NUB	SW	NUB
1832-10	13.0	18.5	17.00	27	8	27	7	27	7	NW	RAF	W	NUB	WNW	NUB
1832-10	13.5	17.5	16.00	27	9	27	9	27	9	WSW	DESP	WSW	DESP	WNW	RAF
1832-10	12.5	17.0	16.50	27	9	27	10	27	11	NW	DESP	NE	DESP	NNE	RAF
1832-10	13.0	17.5	16.00	27	10	27	11	27	11	WNW	DESP	W	DESP	WNW	DESP
1832-10	12.5	17.5	16.00	27	11	27	11	27	11	SW	RAF	WSW	RAF	WNW	RAF
1832-10	15.5	17.0	15.00	27	10	27	9	27	9	SSW	NUB	SSW	NUB	WSW	NUB
1832-10	12.0	17.0	16.00	28	0	28	1	28	1	W	DESP	WSW	NUB	WNW	NUB
1832-10	12.0	17.0	16.00	28	0	28	1	28	1	W	DESP	WSW	NUB	WNW	NUB
1832-10	12.0	17.0	16.00	28	0	28	1	28	1	W	DESP	WSW	NUB	WNW	NUB
1832-10	10.0	17.0	16.00	28	1	28	2	28	1	N	DESP	NE	NUB	WNW	NUB
1832-10	10.0	18.0	16.00	28	1	28	1	28	1	N	RAF	NWW	RAF	NWW	RAF
1832-10	10.0	18.0	16.00	28	1	28	1	28	1	N	RAF	WNW	RAF	WNW	RAF
1832-10	10.0	18.0	16.00	28	1	28	1	28	1	N	RAF	WNW	RAF	WNW	RAF
1832-10	13.0	18.0	16.00	28	4	28	4	28	5	NNE	DESP	NNE	DESP	ENE	DESP
1832-10	13.0	18.0	16.00	28	5	28	6	28	5	NNE	RAF	NNE	RAF	ENE	RAF
1832-10	12.0	18.0	17.00	28	5	28	5	28	5	SSW	RAF	WSW	DESP	SW	DESP
1832-10	12.0	17.0	16.50	28	5	28	6	28	6	N	RAF	NNE	DESP	NNE	DESP
1832-10	11.0	16.5	15.00	28	3	28	4	28	4	NNE	RAF	NNE	RAF	NE	RAF
1832-10	9.0	16.0	14.00	28	3	28	3	28	3	N	RAF	ENE	DESP	NE	DESP
1832-10	10.0	16.0	15.00	28	2	28	2	28	2	NE	RAF	E	RAF	ENE	DESP
1832-10	8.5	16.0	15.00	28	1	28	1	28	1	NE	DESP	SSW	NUB	SSW	NUB
1832-10	10.0	15.5	14.00	28	0	28	0	27	11	NE	RAF	ESE	RAF	ENE	RAF
1832-10	9.0	14.5	13.00	28	0	27	11	27	11	ENE	RAF	NE	RAF	ENE	RAF
1832-10	10.0	14.5	14.00	27	11	27	11	27	9	ENE	RAF	E	RAF	NE	RAF
1832-10	10.0	16.5	15.00	27	9	27	9	27	9	NE	RAF	ENE	RAF	ENE	RAF
1832-10	10.0	16.5	16.00	27	11	27	11	27	10	ENE	RAF	E	DESP	NE	DESP
1832-10	9.0	15.5	15.00	27	11	28	0	28	0	NE	RAF	E	DESP	SE	DESP
1832-10	8.5	14.5	14.00	28	1	28	1	28	1	ENE	RAF	NE	DESP	ENE	DESP
1832-10	7.0	14.5	13.50	28	1	28	1	28	1	NNE	RAF	ENE	DESP	E	DESP
1832-10	7.0	14.0	13.00	28	1	28	2	28	2	ENE	DESP	E	DESP	NE	DESP
1832-10	7.0	15.0	14.00	28	2	28	3	28	2	NE	RAF	NNE	RAF	NNE	RAF
1832-11	8.5	15.5	15.00	28	2	28	3	28	3	N	RAF	NNE	DESP	NE	DESP
1832-11	8.5	14.5	14.00	28	3	28	3	28	3	N	RAF	NNE	DESP	NNE	DESP
1832-11	10.0	16.5	15.00	28	1	28	2	28	2	WNW	DESP	NW	DESP	WNW	DESP
1832-11	10.0	14.0	15.00	28	0	28	0	28	0	WSW	NIEB	SSW	RAF	WSW	RAF
1832-11	10.0	18.0	17.00	27	10	27	9	27	9	SE	NUB	WNW	NUB	NW	NUB
1832-11	7.0	10.0	10.00	28	0	28	1	28	0	NW	RAF	WNW	RAF	NW	RAF
1832-11	7.0	10.0	9.00	28	0	28	1	28	0	WSW	RAF	ENE	DESP	NE	DESP
1832-11	7.0	10.0	9.00	28	0	28	1	28	0	WNW	RAF	ENE	DESP	NE	DESP
1832-11	6.0	9.0	8.00	28	0	28	1	28	0	WNW	RAF	ENE	DESP	NE	DESP
1832-11	10.0	13.0	12.00	27	10	27	10	27	10	S	LLUV	SW	LLUV	SSW	LLUV
1832-11	10.0	13.0	12.00	27	10	27	10	27	10	W	NEB	WSW	NEB	WSW	NEB
1832-11	10.0	12.0	10.00	27	10	27	9	27	9	SSW	NUB	SE	NUB	SSW	NUB
1832-11	10.0	12.0	10.00	27	6	27	9	27	9	ESE	LLUV	E	LLUV	SSW	LLUV
1832-11	8.0	10.0	9.00	27	5	27	5	27	5	NW	LLUV	NNW	LLUV	WNW	LLUV
1832-11	7.0	10.0	9.00	27	6	27	7	27	6	NE	NUB	ENE	NUB	ENE	NUB
1832-11	9.0	11.0	10.00	27	6	27	6	27	6	SE	RAF	SE	NUB	ESE	NUB
1832-11	7.0	10.0	9.00	27	6	27	7	27	6	NE	NUB	ENE	NUB	ENE	NUB
1832-11	8.0	11.0	10.00	27	5	27	5	27	5	SE	LLUV	ESE	LLUV	SSE	LLUV
1832-11	5.0	9.0	8.00	27	8	27	9	27	9	W	NUB	WNW	NUB	NW	NUB
1832-11	7.0	11.0	10.00	27	7	27	7	27	8	SW	NEV	WSW	RAF	NW	RAF
1832-11	7.0	11.0	10.00	27	9	27	9	27	10	ENE	RAF	ESE	RAF	NW	RAF
1832-11	7.0	10.0	10.00	27	8	27	8	27	8	ENE	LLUV	WSW	LLUV	SSW	LLUV
1832-11	5.0	8.0	8.00	27	8	27	9	27	9	WSW	RAF	W	RAF	SSW	RAF
1832-11	8.0	11.0	10.00	27	8	27	9	27	9	SSW	NUB	SSW	NUB	SSW	NUB
1832-11	9.0	11.0	10.00	27	8	27	8	27	8	SSW	NUB	S	NUB	SW	NUB
1832-11	9.0	11.0	10.00	27	8	27	8	27	7	NW	NUB	WNW	NUB	SW	NUB
1832-12	3.0	3.0	6.00	27	9	27	9	27	9	N	RAF	N	RAF	ENE	RAF
1832-12	5.0	8.0	5.00	27	9	27	9	27	9	NW	RAF	WNW	RAF	NNW	RAF
1832-12	3.0	6.0	5.00	28	0	28	0	28	0	N	DESP	N	DESP	NW	DESP
1832-12	2.0	5.0	5.00	27	11	27	11	28	0	NE	RAF	NE	DESP	NW	DESP
1832-12	2.0	4.5	3.00	28	1	28	1	28	1	NE	DESP	NNE	DESP	ENE	DESP
1832-12	1.0	5.0	3.00	27	11	27	11	28	1	NE	RAF	NE	RAF	ENE	RAF
1832-12	1.0	4.0	2.00	28	2	28	2	28	2	NE	RAF	NE	RAF	ENE	RAF
1832-12	0.0	3.0	2.00	28	2	28	2	28	2	NNE	DESP	NE	DESP	ENE	DESP
1832-12	0.5	3.0	2.00	28	3	28	3	28	3	NNE	DESP	ENE	DESP	NE	DESP
1832-12	1.0	5.0	4.00	27	10	27	10	27	10	NE	NUB	NE	NUB	NE	NUB
1832-12	2.0	4.0	3.00	27	10	27	11	27	11	ENE	NEB	ENE	NEB	NE	NEB
1832-12	0.0	3.0	2.00	27	11	27	11	27	11	ENE	NEB	ENE	NEB	NE	NEB
1832-12	0.0	3.0	2.00	27	11	27	11	27	11	ENE	NEB	NE	NEB	NNE	NEB
1832-12	1.0	4.0	3.00	27	11	27	11	27	11	ENE	NEB	E	NEB	ENE	NEB
1833-01	6.0	10.0	9.50	27	10	27	10	27	10.5	NW	R	NW	R	NNW	R
1833-01	7.0	11.0	10.50	27	11	27	11	28	0	WNW	D	NW	D	NNW	D
1833-01	7.0	11.0	10.50	27	11	27	11	28	0	NNW	D	NW	D	WNW	D
1833-01	6.0	10.0	9.00	27	10	27	10	27	10	NNE	N	NE	N	ENE	N
1833-01	6.0	10.0	9.00	27	10	27	10	27	10	NNE	N	NE	N	ENE	N
1833-01	6.0	10.0	9.00	27	10	27	10	27	10	NNE	N	NE	N	ENE	N
1833-01	5.0	9.5	9.00	28	0	28	0	28	0	ENE	D	NNE	D	NNE	D
1833-01	5.0	9.5	9.00	28	0	28	0	28	0	ENE	D	NNE	D	NNE	D
1833-01	6.0	11.0	9.50	27	11	27	11	27	11	N	R	N	R	NE	R
1833-01	5.0	9.0	7.50	27	11	27	11	27	11	NE	R	NE	R	NE	R
1833-01	6.0	10.0	8.50	27	9	27	9	27	9	S	R	SSW	R	W	R
1833-01	6.0	9.0	7.50	27	10	27	10	27	10	SE	N	SE	R	W	R
1833-01	7.0	10.0	9.50	27	9	27	9	27	8.5	SE	N	S	N	SSE	N
1833-01	7.0	11.0	9.50	27	10	27	10	27	9.5	NE	N	NNE	N	ENE	N
1833-01	8.0	11.0	10.00	27	10	27	10	27	9.5	N	R	NE	N	NNE	N
1833-01	7.0	11.0	10.00	27	10	27	10	27	9.5	E	R	ENE	R	NNE	R
1833-01	8.0	11.0	10.00	27	10	27	10	27	9.5	SSE	R	SSW	R	SE	R
1833-01	7.0	11.0	10.00	27	10.5	27	10.5	27	10	NNE	R	NE	R	N	R
1833-01	7.0	13.0	13.00	27	10.5	27	10.5	27	10	ENE	R	NE	R	N	R
1833-01	7.0	11.0	11.00	27	10	27	10	27	9.5	ENE	N	NE	N	NNE	N
1833-01	8.0	11.5	11.00	27	9	27	9	27	8.5	N	N	N	N	NE	LL
1833-01	7.5	12.0	11.00	27	9	27	9	27	8.5	ENE	N	SW	N	WSW	N
1833-01	7.5	12.0	12.00	27	9	27	9	27	9.5	ENE	N	NE	N	ENE	N
1833-01	7.5	12.0	12.00	27	9	27	9	27	9.5	ENE	N	NE	N	ENE	N
1833-01	7.0	12.0	12.00	27	9	27	9	27	9.5	ESE	N	E	N	WSW	LL
1833-01	7.0	11.0	11.00	27	10	27	10	27	9.5	SSW	R	SW	R	WSW	LL
1833-01	7.0	11.0	11.00	27	10	27	10	27	9.5	SSW	R	SW	R	WSW	LL
1833-01	8.0	11.5	11.00	27	10	27	10.5	27	10	WNW	R	NW	R	NW	LL
1833-01	8.0	11.5	11.00	27	10	27	10.5	27	10	WNW	R	NW	R	NW	LL
1833-01	7.0	11.0	11.00	27	10	27	10	27	10	NNW	N	WNW	R	NW	R
1833-01	7.0	10.0	10.00	27	10	27	10	27	10	NNW	R	WNW	R	NW	R
1833-02	7.0	10.0	10.00	27	10	27	10	27	10	NW	R	NE	R	NE	R
1833-02	8.0	11.0	10.50	27	9.5	27	9	27	8.5	WSW	N	SW	N	WSW	N
1833-02	8.5	11.0	10.50	27	9.5	27	9.5	27	10	WNW	R	NW	R	NNW	R
1833-02	8.5	11.0	10.50	27	9.5	27	9.5	27	10	WNW	R	NW	R	NNW	R
1833-02	8.0	10.0	10.00	27	10	27	10	27	10	NE	N	ENE	N	NNE	N
1833-02	7.0	9.0	9.00	27	10	27	10	27	10	SSW	N	SW	N	SW	N
1833-02	9.0	10.0	10.00	27	10	27	10	27	10	SSE	N	ESE	N	ESE	N
1833-02	8.0	10.0	10.00	27	10	27	10	27	10	SSW	R	SW	N	SW	N
1833-02	8.0	11.0	11.00	27	10	27	10	27	10	WSW	N	SW	R	WSW	R
1833-02	7.0	9.0	9.00	27	9	27	9	27	9.5	SSW	N	SW	R	WSW	R
1833-02	7.0	9.5	9.50	27	9	27	9	27	9.5	SSW	N	SW	R	SSW	R
1833-02	7.0	9.0	9.00	27	9	27	9	27	9.5	WSW	N	SW	N	WSW	N
1833-02	8.0	10.0	10.00	27	9	27	9	27	9.5	SW	N	WSW	N	WSW	N
1833-02	8.0	10.0	10.00	27	9	27	9	27	9.5	SW	N	WSW	N	WSW	N
1833-02	9.0	10.0	10.00	27	9	27	9	27	9	SSW	N	WNW	N	WSW	N
1833-02	9.0	10.0	10.00	27	9	27	9	27	9	NW	N	WNW	N	WSW	N
1833-02	9.0	11.0	11.00	27	9	27	9	27	9	WNW	N	WNW	N	WSW	N
1833-02	9.0	11.0	11.00	27	9	27	9	27	9	WNW	R	WNW	R	WSW	R
1833-02	10.0	12.0	12.00	27	10	27	10	27	10	NNW	R	WNW	R	WNW	R
1833-02	10.0	12.0	12.00	27	10	27	10	27	10	NNW	R	WNW	R	WNW	R
1833-02	10.0	11.0	11.00	27	11	27	11	27	11	NNW	R	WNW	R	WNW	R
1833-02	9.5	10.5	10.00	27	11	27	11	27	11	WSW	R	WNW	R	WNW	R
1833-02	9.5	10.5	10.00	27	11	27	11	27	11	WSW	R	WNW	R	WNW	R
1833-02	9.5	10.5	10.00	27	11	27	11	27	11	WSW	R	WNW	R	WNW	R
1833-02	9.5	10.5	10.00	27	11	27	11	27	11	WSW	R	WNW	R	WNW	R
1833-02	9.5	10.5	10.00	27	11	27	11	27	11	WSW	R	WNW	R	WNW	R
1833-02	10.0	11.0	11.00	27	10	27	10	27	10	SSW	N	WSW	N	WSW	N
1833-03	10.0	11.0	11.00	27	11	27	11	27	11	WNW	N	WNW	N	WNW	N
1833-03	10.0	11.0	11.00	27	11	27	11	27	11	WNW	N	WNW	N	WNW	N
1833-03	9.0	11.0	10.00	27	10	27	11	27	10	WSW	N	SSW	N	WNW	N
1833-03	8.5	10.0	10.00	27	9	27	9	27	9.5	NNW	N	NNW	N	NNW	N
1833-03	8.5	10.0	10.00	27	9	27	9	27	9.5	WNW	R	NN0	D	NNW	D
1833-03	8.5	10.0	10.00	27	9	27	9	27	9.5	WNW	R	NNW	D	NNW	D
1833-03	10.0	11.0	10.00	28	0	28	0.5	28	0.5	NNE	R	N	D	NNE	D
1833-03	10.0	11.0	10.00	28	0	28	0.5	28	0.5	NNE	R	N	D	NNE	D
1833-03	10.0	11.0	11.00	28	0	28	0	28	0	NNW	R	NW	N	WNW	N
1833-03	8.0	9.0	9.00	28	0	28	0	28	0	NW	N	NW	N	NNW	N
1833-03	8.0	9.0	9.00	28	0	28	0	28	0	NW	N	NW	R	WNW	R
1833-03	10.0	11.0	11.00	28	1	28	1	28	2	NNW	R	NNW	N	NW	N
1833-03	10.0	11.0	11.00	28	1	28	1	28	2	NNW	R	NNW	N	NW	N
1833-03	9.0	11.0	10.00	28	0	28	0	28	0	WNW	N	WSW	R	WSW	R
1833-03	9.0	11.0	10.00	28	0	28	0	28	0	WNW	N	WSW	R	WSW	R
1833-03	8.0	9.0	9.00	28	0	28	0	28	0	WNW	N	WNW	N	WSW	N
1833-03	8.0	9.0	9.00	28	0	28	0	28	0	WNW	N	WNW	N	WSW	N
1833-03	8.0	9.0	9.00	28	0	28	0	28	0	WNW	N	WNW	N	WSW	N
1833-03	7.0	9.0	8.50	28	0	28	0	28	0	WNW	R	NW	N	NNW	N
1833-03	8.0	11.0	11.00	28	1	28	1	28	2	NNE	D	NNW	R	NNW	R
1833-03	9.0	11.0	11.00	28	2	28	2	28	3	NNE	D	NNW	R	NNW	R
1833-03	9.0	11.0	11.00	28	2	28	2	28	2	WNW	R	SW	N	WSW	N
1833-03	9.0	10.0	10.00	28	2	28	2	28	2	NNE	N	ENE	N	ENE	N
1833-03	9.0	10.0	10.00	28	2	28	2	28	2	NNE	N	ENE	N	ENE	N
1833-03	9.0	11.0	11.00	28	2	28	2	28	2	NNE	D	ENE	D	ENE	D
1833-03	10.0	11.0	11.00	28	2	28	2	28	2	SW	N	SSW	N	SSW	N
1833-03	10.0	11.0	10.00	28	1	28	1	28	1	SSW	N	SSE	N	ESE	N
1833-03	10.0	11.0	11.00	28	0	28	0	28	0	SSW	N	WSW	N	SSW	N
1833-03	11.0	12.0	11.00	27	10	27	10	27	10	SSW	LL	WSW	LL	SSW	LL
1833-04	11.0	12.0	11.00	27	10	27	10	27	10	SSW	LL	WSW	LL	SSW	LL
1833-04	11.0	12.0	12.00	27	11	27	11	27	11	SSW	N	WSW	N	WSW	N
1833-04	13.0	14.0	14.00	28	1	28	1	28	1	WSW	R	WNW	R	WNW	R
1833-04	14.0	15.0	15.00	28	2	28	2	28	2	WNW	R	NNW	R	NW	R
1833-04	14.0	15.0	15.00	28	2	28	2	28	2	WNW	D	NNW	D	NW	D
1833-04	14.0	15.0	15.00	28	2	28	2	28	2	WNW	D	NNW	D	NW	D
1833-04	15.0	17.0	16.00	28	2	28	2	28	3	NNE	D	ENE	R	NE	R
1833-04	15.0	17.0	16.00	28	2	28	2	28	2	SW	R	SSW	R	SSW	R
1833-04	10.0	11.0	10.00	28	1	28	1	28	1	SW	R	SSW	R	SSW	R
1833-04	10.0	11.0	11.00	28	1	28	1	28	1	SW	R	SSW	R	SSW	R
1833-04	10.0	13.0	12.00	28	2	28	2	28	2	NW	D	NNW	D	NNW	D
1833-04	10.0	13.0	12.00	28	2	28	2	28	2	NW	D	NNW	D	NNW	D
1833-04	9.0	11.0	11.00	28	2	28	2	28	2	NW	N	NNW	N	WNW	N
1833-04	9.0	12.0	11.00	28	2	28	2	28	2	NW	N	WNW	N	WNW	N
1833-04	9.0	12.0	11.00	28	2	28	2	28	2	NNW	D	WNW	D	WNW	D
1833-04	9.0	14.0	13.00	28	3	28	3	28	4	NNE	D	NNE	D	NNE	D
1833-04	9.0	14.0	13.00	28	3	28	3	28	4	NNE	N	NNE	N	NNE	N
1833-04	9.0	14.0	13.00	28	2	28	2	28	2	ENE	N	ENE	N	ENE	N
1833-04	9.0	14.0	13.00	28	2	28	2	28	2	ENE	N	ENE	N	ENE	N
1833-04	9.0	15.0	14.00	28	0	28	0	28	0	WSW	N	SW	N	SW	N
1833-04	10.0	15.0	14.00	28	0	28	0	28	0	WSW	N	NW	N	NW	N
1833-04	10.0	15.0	14.00	28	0	28	1	28	1	WNW	D	NNE	D	NNE	D
1833-04	10.0	15.0	14.00	28	0	28	1	28	1	WNW	D	NNE	D	NNE	D
1833-04	10.0	14.0	14.00	28	2	28	2	28	2	ENE	D	ENE	D	ENE	D
1833-04	10.0	14.0	14.00	28	2	28	2	28	2	ENE	D	ENE	D	ENE	D
1833-04	10.0	15.0	14.00	28	2	28	2	28	2	WNW	N	WNW	N	WNW	N
1833-04	10.0	16.0	14.00	28	2	28	2	28	2	WNW	N	WNW	N	WNW	N
1833-05	12.0	16.0	15.00	28	2	28	2	28	3	WNW	R	NNW	R	NNW	R
1833-05	14.0	17.0	16.00	28	3	28	3	28	3	WSW	R	SW	R	SW	R
1833-05	15.0	18.0	17.00	28	3	28	3	28	3	WSW	R	SW	R	SW	R
1833-05	15.0	18.0	17.00	28	3	28	3	28	3	WSW	R	WSW	R	SW	R
1833-05	15.0	18.0	17.00	28	3	28	3	28	3	WSW	N	SW	N	SW	N
1833-05	13.0	15.0	14.00	28	1	28	1	28	1	E	N	ENE	N	ENE	N
1833-05	15.0	17.0	16.00	28	2	28	2	28	3	ENE	D	ENE	D	ENE	D
1833-05	15.0	17.0	17.00	28	3	28	3	28	3	ENE	D	NNE	D	NNE	D
1833-05	15.0	18.0	17.00	28	3	28	3	28	3	WNW	R	WNW	R	WNW	R
1833-05	15.0	18.0	17.00	28	3	28	3	28	3	WNW	R	WNW	R	WNW	R
1833-05	13.0	17.0	15.00	28	3	28	3	28	2	WNW	R	NW	R	NW	R
1833-05	13.0	16.0	15.00	28	2	28	2	28	2	WNW	N	WNW	N	WNW	N
1833-05	12.5	17.0	15.00	28	2	28	2	28	2	S	N	SW	R	SW	R
1833-05	12.5	17.0	15.00	28	0	28	0	28	0	NE	N	NE	R	NNE	R
1833-05	12.5	17.0	15.00	28	0	28	0	28	0	NE	N	NE	R	NNE	R
1833-05	12.5	17.0	15.00	28	0	28	0	28	0	NE	N	NE	R	NNE	R
1833-05	14.5	17.0	16.00	28	1	28	1	28	1	SW	N	WSW	N	WSW	N
1833-05	15.5	18.0	17.00	28	1	28	2	28	2	NE	D	ENE	D	ENE	D
1833-05	15.5	18.0	17.00	28	1	28	2	28	2	NE	D	ENE	D	ENE	D
1833-05	17.0	21.0	20.50	28	3	28	3	28	3	NE	D	NE	R	NNE	R
1833-05	17.0	21.0	20.50	28	3	28	3	28	3	NE	D	NE	D	NNE	D
1833-05	17.0	22.0	20.50	28	3	28	4	28	4	NE	D	NE	D	NNE	D
1833-05	17.0	22.0	21.50	28	4	28	4	28	4	NE	D	ENE	D	ENE	D
1833-05	17.0	22.0	21.50	28	4	28	4	28	4	NE	D	ENE	D	ENE	D
1833-05	18.0	22.0	21.50	28	4	28	4	28	4	SW	D	WSW	D	WSW	D
1833-05	18.0	24.0	23.00	28	4	28	4	28	5	WSW	D	WSW	D	WSW	D
1833-05	18.0	24.0	23.00	28	4	28	4	28	5	WSW	D	WSW	D	WSW	D
1833-05	19.0	26.0	24.00	28	5	28	5	28	5	WNW	D	WNW	D	WNW	D
1833-05	19.0	26.0	24.00	28	5	28	5	28	5	NNE	D	ENE	D	ENE	D
1833-05	19.0	26.0	24.00	28	5	28	5	28	5	NNE	D	ENE	D	ENE	D
1833-05	18.0	26.0	25.00	28	5	28	5	28	5	NW	D	WNW	D	WNW	D
1833-06	18.0	26.0	25.00	28	5	28	5	28	5	NW	R	WNW	R	WNW	R
1833-06	18.0	26.0	25.00	28	5	28	5	28	5	NW	R	WNW	R	WNW	R
1833-06	19.0	27.0	26.00	28	5	28	5	28	6	NW	D	NNW	D	NNW	D
1833-06	19.0	27.0	26.00	28	5	28	5	28	6	NW	D	NNW	D	NNW	D
1833-06	19.0	27.0	26.00	28	5	28	5	28	6	NW	D	NNW	D	NNW	D
1833-06	19.0	27.0	26.00	28	5	28	5	28	6	NW	N	NNW	N	NNW	N
1833-06	22.0	28.0	26.00	28	6	28	6	28	6	N	D	NNW	D	NNW	D
1833-06	22.0	28.0	26.00	28	6	28	6	28	6	N	D	NNW	D	NNW	D
1833-06	22.0	28.0	26.00	28	6	28	6	28	6	N	D	NNW	D	NNW	D
1833-06	23.0	28.0	27.00	28	6	28	6	28	7	N	D	NNE	D	NNE	D
1833-06	23.0	28.0	27.00	28	6	28	6	28	7	N	D	NNE	D	NNE	D
1833-06	23.0	27.0	26.00	28	7	28	7	28	7	NW	D	NNW	D	NNW	D
1833-06	23.0	27.0	26.00	28	7	28	7	28	7	NW	D	NNW	D	NNW	D
1833-06	23.0	27.0	26.00	28	7	28	7	28	7	NW	D	NNE	D	NNE	D
1833-06	23.0	27.0	26.00	28	7	28	7	28	7	NW	D	NNE	D	NNE	D
1833-06	23.0	27.0	25.00	28	7	28	7	28	7	NW	D	NNE	D	NNE	D
1833-06	22.0	28.0	27.00	28	7	28	7	28	7	NW	D	WNW	D	WNW	D
1833-06	22.0	28.0	27.00	28	7	28	7	28	7	NW	D	WNW	D	WNW	D
1833-06	22.0	28.0	27.00	28	7	28	7	28	7	NW	D	WNW	D	WNW	D
