"DWR French Records",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ROME,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1869,January,February,March,April,May,June,July,August,September,October,November,December,1869,,,,,,,,,,,,
27,759.7,750.3,756.8,764.5,764.9,763.3,763.4,763.8,768.2,764.8,771.9,768.6,27,10125.802728,10000.479672,10087.139232,10189.79748,10195.130376,10173.798792,10175.132016,10180.464912,10239.126768000002,10193.797152,10288.456055999999,10244.459664000002
28,762,757.9,766.3,761.2,760.7,763.2,764.3,760.9,769.8,764.2,770.2,767.9,28,10156.46688,10101.804696,10213.795511999999,10145.801088,10139.134968,10172.465568,10187.131032,10141.801416,10260.458351999998,10185.797808000001,10265.791248000001,10235.127096
29,758.3,766,767.4,759,764.8,763.2,762.8,761,767.4,760.1,762.5,767.9,29,10107.137592,10209.79584,10228.460976,10116.47016,10193.797152,10172.465568,10167.132672,10143.13464,10228.460976,10131.135624,10163.133,10235.127096
30,757.7,,762.7,757,762.5,761.4,762,761.2,763.1,760.2,761.2,771.6,30,10099.138248000001,,10165.799448,10089.80568,10163.133,10148.467536,10156.46688,10145.801088,10171.132344,10132.468848,10145.801088,10284.456384000001
31,763.5,,757.4,,762,,761.2,762.1,,765.4,,774.1,31,10176.46524,,10095.138576,,10156.46688,,10145.801088,10157.800104,,10201.796495999999,,10317.786983999998
,,,,,,,,,,,,,,10142.360509935485,10202.99180027586,10134.27515148387,10118.869963200003,10159.04731354839,10160.777637599997,10161.283689290323,10147.779420387098,10171.443429599998,10153.542388645163,10181.4870504,10153.628403096776
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1873,January,February,March,April,May,June,July,August,September,October,November,December,1873,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,772,754.5,749.6,763.4,764.6,760.7,764.4,763.3,761.4,767.9,762.1,753.3,1,10289.78928,10056.47508,9991.147104,10175.132016,10191.130704,10139.134968,10188.464256,10173.798792,10148.467536,10235.127096,10157.800104,10040.476391999999
2,769.9,761.7,753.7,764.1,764.1,763.2,763.2,761.7,762.2,767.6,760.4,763,2,10261.791576,10152.467208,10045.809288,10184.464584,10184.464584,10172.465568,10172.465568,10152.467208,10159.133328,10231.127424,10135.135296,10169.79912
3,766.7,758.2,754.7,762.5,760.2,763.2,764.1,762.3,763.8,767.4,757,767.4,3,10219.128408,10105.804368000001,10059.141528,10163.133,10132.468848,10172.465568,10184.464584,10160.466552,10180.464912,10228.460976,10089.80568,10228.460976
4,768.6,761.3,759.2,761.6,754.8,764.3,762.9,763,762.5,767.5,757.9,771.4,4,10244.459664000002,10147.134312,10119.136608,10151.133984,10060.474751999998,10187.131032,10168.465896,10169.79912,10163.133,10229.7942,10101.804696,10281.789936000001
5,770.5,759.6,761.3,760.4,757,763.4,762.5,761.3,761.1,766.2,757.4,770.7,5,10269.79092,10124.469504,10147.134312,10135.135296,10089.80568,10175.132016,10163.133,10147.134312,10144.467864,10212.462288,10095.138576,10272.457368
6,770.8,748.8,760.6,756.3,759,762,762.6,762.4,761,767.1,759.3,766.9,6,10273.790592000001,9980.481312,10137.801744,10080.473112,10116.47016,10156.46688,10164.466224,10161.799776,10143.13464,10224.461304,10120.469831999999,10221.794855999999
7,771.2,753.9,758.5,751.5,756.5,759.1,764.4,765.2,759.7,767.7,764.8,762.2,7,10279.123488000001,10048.475735999999,10109.80404,10016.47836,10083.13956,10117.803384,10188.464256,10199.130048,10125.802728,10232.460648,10193.797152,10159.133328
8,772.2,758.4,762.2,757.6,756.9,757.5,764.9,765.2,763.2,765.9,767.6,769.1,8,10292.455728,10108.470816,10159.133328,10097.805024000001,10088.472456,10096.4718,10195.130376,10199.130048,10172.465568,10208.462615999999,10231.127424,10251.125784
9,772.7,761.9,763.9,764.3,754.9,759.7,762.6,763.2,763.9,759.4,765.4,770.9,9,10299.121847999999,10155.133656,10181.798136,10187.131032,10061.807976,10125.802728,10164.466224,10172.465568,10181.798136,10121.803056,10201.796495999999,10275.123816
10,773.6,757.7,761,762,758.7,764.4,761.6,759.9,763.9,760.7,760.3,765.4,10,10311.120864,10099.138248000001,10143.13464,10156.46688,10112.470488,10188.464256,10151.133984,10128.469176,10181.798136,10139.134968,10133.802072,10201.796495999999
11,772.2,751.8,758.4,763.7,763.4,760.9,761.5,761.5,765,765.8,760.5,767,11,10292.455728,10020.478031999999,10108.470816,10179.131688000001,10175.132016,10141.801416,10149.80076,10149.80076,10196.4636,10207.129391999999,10136.46852,10223.12808
12,773,752,756.2,760.3,765.1,756.6,763,762.9,765.5,764.2,764,767.8,12,10303.12152,10023.144479999999,10079.139888000002,10133.802072,10197.796824000001,10084.472784000001,10169.79912,10168.465896,10203.129719999999,10185.797808000001,10183.13136,10233.793871999998
13,775.2,749.1,755.3,753.7,761.6,756.4,761.3,764.8,764.4,762.7,766,770.4,13,10332.452448000002,9984.480984,10067.140871999998,10045.809288,10151.133984,10081.806336,10147.134312,10193.797152,10188.464256,10165.799448,10209.79584,10268.457696000001
14,774.8,753.9,755.9,757.9,755.5,759.5,761.4,766,764.3,761,759.8,770.7,14,10327.119552,10048.475735999999,10075.140216,10101.804696,10069.80732,10123.13628,10148.467536,10209.79584,10187.131032,10143.13464,10127.135952,10272.457368
15,774.4,763.5,763.6,762.9,762.5,765.3,760.8,765,762.2,760.8,750.9,767.8,15,10321.786656,10176.46524,10177.798464,10168.465896,10163.133,10200.463271999999,10140.468192,10196.4636,10159.133328,10140.468192,10008.479016,10233.793871999998
16,774.4,769.5,764.9,761.8,763.8,765.9,763,766.5,762.1,760.4,757.7,768.2,16,10321.786656,10256.45868,10195.130376,10153.800432,10180.464912,10208.462615999999,10169.79912,10216.46196,10157.800104,10135.135296,10099.138248000001,10239.126768000002
17,770.5,773.4,763.8,754.9,760,765.3,765.7,766.7,761.4,760.7,762.5,764.6,17,10269.79092,10308.454416,10180.464912,10061.807976,10129.8024,10200.463271999999,10205.796168,10219.128408,10148.467536,10139.134968,10163.133,10191.130704
18,764.6,776.9,760.3,754.3,757.6,763,766.5,765.7,765,764.4,763.4,763.2,18,10191.130704,10355.117255999998,10133.802072,10053.808631999998,10097.805024000001,10169.79912,10216.46196,10205.796168,10196.4636,10188.464256,10175.132016,10172.465568
19,762.5,776.4,755.3,758,759.8,762.9,763.6,763.5,765.8,763.3,764,767.3,19,10163.133,10348.451136,10067.140871999998,10103.137920000001,10127.135952,10168.465896,10177.798464,10176.46524,10207.129391999999,10173.798792,10183.13136,10227.127751999999
20,755.6,776.1,754.4,760.3,760.6,764.3,761.1,761.3,767.6,760,764.1,768,20,10071.140544,10344.451464000002,10055.141855999998,10133.802072,10137.801744,10187.131032,10144.467864,10147.134312,10231.127424,10129.8024,10184.464584,10236.46032
21,745.3,773.8,757.4,761.3,755.1,766.1,764.1,763.7,767.8,756.6,764,766.6,21,9933.818471999999,10313.787312,10095.138576,10147.134312,10064.474424,10211.129064,10184.464584,10179.131688000001,10233.793871999998,10084.472784000001,10183.13136,10217.795184
22,751.1,770.3,759.6,760,759.8,765.4,765.7,764.7,765.1,759.5,760,768,22,10011.145464,10267.124472,10124.469504,10129.8024,10127.135952,10201.796495999999,10205.796168,10192.463928000001,10197.796824000001,10123.13628,10129.8024,10236.46032
23,752.2,766.5,759.6,749.6,762.4,763.7,764.7,763.5,764.4,763.6,749,768.2,23,10025.810928,10216.46196,10124.469504,9991.147104,10161.799776,10179.131688000001,10192.463928000001,10176.46524,10188.464256,10177.798464,9983.14776,10239.126768000002
24,758.8,767.7,763.6,751,759.3,763.6,762.1,762.9,761,761,758.2,767.8,24,10113.803711999999,10232.460648,10177.798464,10009.81224,10120.469831999999,10177.798464,10157.800104,10168.465896,10143.13464,10143.13464,10105.804368000001,10233.793871999998
25,753.8,766,765.3,756.3,759.1,763,762.6,764.4,763.5,755.2,766.9,767.6,25,10047.142511999999,10209.79584,10200.463271999999,10080.473112,10117.803384,10169.79912,10164.466224,10188.464256,10176.46524,10065.807648,10221.794855999999,10231.127424
26,754.7,765.6,761.7,755.7,762.9,759.4,762.6,765.4,763.1,758.6,771.7,773.2,26,10059.141528,10204.462944,10152.467208,10072.473768000002,10168.465896,10121.803056,10164.466224,10201.796495999999,10171.132344,10111.137264,10285.789608,10305.787968
27,756.2,754.7,759.1,756.2,763.9,763.8,762.8,765.1,764.6,765.6,769,771.2,27,10079.139888000002,10059.141528,10117.803384,10079.139888000002,10181.798136,10180.464912,10167.132672,10197.796824000001,10191.130704,10204.462944,10249.792560000002,10279.123488000001
28,760.4,749.7,760.8,761.4,759.1,765.5,763.5,764.2,764.1,763.8,755,761,28,10135.135296,9992.480328,10140.468192,10148.467536,10117.803384,10203.129719999999,10176.46524,10185.797808000001,10184.464584,10180.464912,10063.1412,10143.13464
29,762.2,,763.6,763.8,759.5,766.8,764.9,760.6,763.7,761.3,763.8,752.2,29,10159.133328,,10177.798464,10180.464912,10123.13628,10220.461631999999,10195.130376,10137.801744,10179.131688000001,10147.134312,10180.464912,10025.810928
30,762.7,,765.1,762.7,760.6,766.2,766.5,760.2,765.9,756.3,761.5,764,30,10165.799448,,10197.796824000001,10165.799448,10137.801744,10212.462288,10216.46196,10132.468848,10208.462615999999,10080.473112,10149.80076,10183.13136
31,760.8,,765.1,,759.6,,765,759.6,,757.9,,767.9,31,10140.468192,,10197.796824000001,,10124.469504,,10196.4636,10124.469504,,10101.804696,,10235.127096
,,,,,,,,,,,,,,10200.162221419354,10154.990810571428,10127.092944774195,10116.247956000001,10128.899248258062,10165.8438888,10175.218030451615,10175.26103767742,10178.3317536,10164.251187870968,10149.4452336,10217.1070683871
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1874,January,February,March,April,May,June,July,August,September,October,November,December,1874,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,769.1,764.8,761.8,767.8,760,771.9,767.3,756.8,767.5,764.9,767.6,760.9,1,10251.125784,10193.797152,10153.800432,10233.793871999998,10129.8024,10288.456055999999,10227.127751999999,10087.139232,10229.7942,10195.130376,10231.127424,10141.801416
2,771.5,765,765.9,767.3,755.3,770.9,767.8,757.7,767.3,763.2,767.5,758.6,2,10283.12316,10196.4636,10208.462615999999,10227.127751999999,10067.140871999998,10275.123816,10233.793871999998,10099.138248000001,10227.127751999999,10172.465568,10229.7942,10111.137264
3,771.5,765.8,770.3,765.4,754.8,770.5,766.3,759.2,766.9,760,768.2,759,3,10283.12316,10207.129391999999,10267.124472,10201.796495999999,10060.474751999998,10269.79092,10213.795511999999,10119.136608,10221.794855999999,10129.8024,10239.126768000002,10116.47016
4,768.1,768.2,771.6,764.9,754.5,770,764.9,761.7,765.5,758.1,769.3,757.4,4,10237.793544,10239.126768000002,10284.456384000001,10195.130376,10056.47508,10263.124800000001,10195.130376,10152.467208,10203.129719999999,10104.471144000001,10253.792231999998,10095.138576
5,762.9,770.7,772.6,759.7,755.9,766.3,764.8,762.4,764,761.4,770.1,754.2,5,10168.465896,10272.457368,10297.788624,10125.802728,10075.140216,10213.795511999999,10193.797152,10161.799776,10183.13136,10148.467536,10264.458024,10052.475408
6,764.2,772.9,771.1,754.5,758.1,763.4,764.4,761.4,764.3,761.6,769.9,762.9,6,10185.797808000001,10301.788295999999,10277.790264,10056.47508,10104.471144000001,10175.132016,10188.464256,10148.467536,10187.131032,10151.133984,10261.791576,10168.465896
7,764.5,772.7,771.5,759.4,758.9,762.7,763.8,763.8,764,761.2,771,765,7,10189.79748,10299.121847999999,10283.12316,10121.803056,10115.136936,10165.799448,10180.464912,10180.464912,10183.13136,10145.801088,10276.457040000001,10196.4636
8,764.9,768.2,770.8,753.8,751,764.6,764.6,763.8,763.7,765.4,770,765.2,8,10195.130376,10239.126768000002,10273.790592000001,10047.142511999999,10009.81224,10191.130704,10191.130704,10180.464912,10179.131688000001,10201.796495999999,10263.124800000001,10199.130048
9,768.7,758.8,767.9,751.9,752.3,768.2,766.2,759.4,762.2,765.8,767.8,763.4,9,10245.792888,10113.803711999999,10235.127096,10021.811255999999,10027.144151999999,10239.126768000002,10212.462288,10121.803056,10159.133328,10207.129391999999,10233.793871999998,10175.132016
10,771,760.9,760.1,755.6,749.4,767.7,765.2,767.4,763.1,767.7,765.9,748.4,10,10276.457040000001,10141.801416,10131.135624,10071.140544,9988.480656,10232.460648,10199.130048,10228.460976,10171.132344,10232.460648,10208.462615999999,9975.148416
11,767.9,763.9,754.3,754.6,750.5,764.2,761.8,763.2,764.3,767.2,760.2,750.4,11,10235.127096,10181.798136,10053.808631999998,10057.808304,10003.14612,10185.797808000001,10153.800432,10172.465568,10187.131032,10225.794528,10132.468848,10001.812896
12,765.4,773.6,758.9,748.4,748.6,760.5,770.3,763.4,764.4,766.6,752,748.1,12,10201.796495999999,10311.120864,10115.136936,9975.148416,9977.814864,10136.46852,10267.124472,10175.132016,10188.464256,10217.795184,10023.144479999999,9971.148744
13,764.1,777.6,773.8,751.2,755,759.8,763.6,763.5,759.1,766.1,750.8,745.3,13,10184.464584,10364.449824000001,10313.787312,10012.478688000001,10063.1412,10127.135952,10177.798464,10176.46524,10117.803384,10211.129064,10007.145792,9933.818471999999
14,768.6,775.3,768.1,739,762.1,758.3,764.9,762.1,758.3,765.6,741,749,14,10244.459664000002,10333.785671999998,10237.793544,9849.825359999999,10157.800104,10107.137592,10195.130376,10157.800104,10107.137592,10204.462944,9876.48984,9983.14776
15,772.2,769.6,770.8,751.9,764.7,759.8,764.1,760.1,761.5,764.4,751.5,748.5,15,10292.455728,10257.791904000002,10273.790592000001,10021.811255999999,10192.463928000001,10127.135952,10184.464584,10131.135624,10149.80076,10188.464256,10016.47836,9976.48164
16,770.9,764.7,767.3,756.4,762.5,763.6,763.6,763.1,762.4,761.5,753,750.4,16,10275.123816,10192.463928000001,10227.127751999999,10081.806336,10163.133,10177.798464,10177.798464,10171.132344,10161.799776,10149.80076,10036.476719999999,10001.812896
17,763.4,759.5,772.9,762.5,762,766.2,764.4,763.6,763.6,768,753,752.2,17,10175.132016,10123.13628,10301.788295999999,10163.133,10156.46688,10212.462288,10188.464256,10177.798464,10177.798464,10236.46032,10036.476719999999,10025.810928
18,754.5,759.9,769.7,766.3,763.5,768.7,763.8,761.1,764.8,768.9,757,759.1,18,10056.47508,10128.469176,10259.125128,10213.795511999999,10176.46524,10245.792888,10180.464912,10144.467864,10193.797152,10248.459335999998,10089.80568,10117.803384
19,761.7,756.6,763.4,766.3,764.8,767.3,761.4,760.2,764.1,768,756.2,760,19,10152.467208,10084.472784000001,10175.132016,10213.795511999999,10193.797152,10227.127751999999,10148.467536,10132.468848,10184.464584,10236.46032,10079.139888000002,10129.8024
20,766.8,751.9,759.6,767.2,765.8,763,761.5,760,764.5,765.4,745,745.9,20,10220.461631999999,10021.811255999999,10124.469504,10225.794528,10207.129391999999,10169.79912,10149.80076,10129.8024,10189.79748,10201.796495999999,9929.818800000001,9941.817815999999
21,769.2,757.1,759.7,765.9,766,759.2,760.6,761.3,765.2,764,752.9,744.2,21,10252.459008000002,10091.138904000001,10125.802728,10208.462615999999,10209.79584,10119.136608,10137.801744,10147.134312,10199.130048,10183.13136,10035.143495999999,9919.153008000001
22,770.9,758.2,770.8,766.8,764.9,757,763.5,761.1,766,758,756.5,745.1,22,10275.123816,10105.804368000001,10273.790592000001,10220.461631999999,10195.130376,10089.80568,10176.46524,10144.467864,10209.79584,10103.137920000001,10083.13956,9931.152024
23,771.4,760.6,766.9,767.5,758.4,764.2,764.3,761.3,766.2,753.1,761,755.5,23,10281.789936000001,10137.801744,10221.794855999999,10229.7942,10108.470816,10185.797808000001,10187.131032,10147.134312,10212.462288,10037.809944,10143.13464,10069.80732
24,769.6,763.9,764.9,763.6,755.7,763.5,762.2,761.1,768,758,760,761.5,24,10257.791904000002,10181.798136,10195.130376,10177.798464,10072.473768000002,10176.46524,10159.133328,10144.467864,10236.46032,10103.137920000001,10129.8024,10149.80076
25,765.9,763.8,762.7,764.4,759.4,763.3,757.4,761.7,766.9,768.8,757.9,761.5,25,10208.462615999999,10180.464912,10165.799448,10188.464256,10121.803056,10173.798792,10095.138576,10152.467208,10221.794855999999,10247.126111999998,10101.804696,10149.80076
26,769.2,763.6,765.2,765.2,758,762.1,754.7,760.5,766.5,770.4,758,758.8,26,10252.459008000002,10177.798464,10199.130048,10199.130048,10103.137920000001,10157.800104,10059.141528,10136.46852,10216.46196,10268.457696000001,10103.137920000001,10113.803711999999
27,769.8,763.7,770.5,764.3,752.2,761.7,761,761.5,768.5,769.7,759.6,758.1,27,10260.458351999998,10179.131688000001,10269.79092,10187.131032,10025.810928,10152.467208,10143.13464,10149.80076,10243.12644,10259.125128,10124.469504,10104.471144000001
28,758.3,759.9,770.4,760,762.1,759.6,762.7,763.7,770.3,766.6,756,761,28,10107.137592,10128.469176,10268.457696000001,10129.8024,10157.800104,10124.469504,10165.799448,10179.131688000001,10267.124472,10217.795184,10076.47344,10143.13464
29,766.4,,767.4,759.3,766.9,761.3,761.5,764.4,767.9,765.5,757.8,754.5,29,10215.128735999999,,10228.460976,10120.469831999999,10221.794855999999,10147.134312,10149.80076,10188.464256,10235.127096,10203.129719999999,10100.471472,10056.47508
30,765.4,,767.9,764.3,768.6,763.7,756.2,764.3,766.7,765.1,760,752,30,10201.796495999999,,10235.127096,10187.131032,10244.459664000002,10179.131688000001,10079.139888000002,10187.131032,10219.128408,10197.796824000001,10129.8024,10023.144479999999
31,764,,766.7,,770.5,,756.2,765.4,,,,755.1,31,10183.13136,,10219.128408,,10269.79092,,10079.139888000002,10201.796495999999,,,,10064.474424
,,,,,,,,,,,,,,10220.977718709677,10192.368697714284,10222.482971612902,10132.202203199999,10117.932405677422,10184.5534656,10170.659264516127,10155.692749935486,10195.441461600001,10187.664321600003,10123.891773599998,10065.807648000002
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1875,January,February,March,April,May,June,July,August,September,October,November,December,1875,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,759.4,768.8,751.6,764.2,766.4,764.4,762.2,762.5,763.9,758.3,758,746.1,1,10121.803056,10247.126111999998,10017.811584,10185.797808000001,10215.128735999999,10188.464256,10159.133328,10163.133,10181.798136,10107.137592,10103.137920000001,9944.484264
2,767.2,768.8,741.1,766.9,765.7,763.6,762.1,763,761,764.6,758.3,756.1,2,10225.794528,10247.126111999998,9877.823064,10221.794855999999,10205.796168,10177.798464,10157.800104,10169.79912,10143.13464,10191.130704,10107.137592,10077.806664
3,767.9,766,752.3,767.6,764.3,760.2,760.6,762.6,762.8,765.9,761.6,748.3,3,10235.127096,10209.79584,10027.144151999999,10231.127424,10187.131032,10132.468848,10137.801744,10164.466224,10167.132672,10208.462615999999,10151.133984,9973.815192
4,771.1,757,756.6,765.3,765.7,757.8,763.6,755.4,765,766,762.5,739.8,4,10277.790264,10089.80568,10084.472784000001,10200.463271999999,10205.796168,10100.471472,10177.798464,10068.474096,10196.4636,10209.79584,10163.133,9860.491151999999
5,768,753,761,760.9,765.6,760,764.4,754.5,767.6,766.7,762.3,744.5,5,10236.46032,10036.476719999999,10143.13464,10141.801416,10204.462944,10129.8024,10188.464256,10056.47508,10231.127424,10219.128408,10160.466552,9923.15268
6,761.3,761.8,768,755.2,764.1,761.9,765.9,757.1,767.3,768,762,749,6,10147.134312,10153.800432,10236.46032,10065.807648,10184.464584,10155.133656,10208.462615999999,10091.138904000001,10227.127751999999,10236.46032,10156.46688,9983.14776
7,763.7,757.9,770.8,755.1,765,765,765.6,761.9,766.6,769.7,755.4,754.7,7,10179.131688000001,10101.804696,10273.790592000001,10064.474424,10196.4636,10196.4636,10204.462944,10155.133656,10217.795184,10259.125128,10068.474096,10059.141528
8,769.1,760,772.9,756.3,766.2,767.3,764.3,764.4,766,770.1,756.7,759.4,8,10251.125784,10129.8024,10301.788295999999,10080.473112,10212.462288,10227.127751999999,10187.131032,10188.464256,10209.79584,10264.458024,10085.806008000001,10121.803056
9,769.7,759.3,774,761.7,765.7,764.8,760,764.4,765.7,767,758.1,763.1,9,10259.125128,10120.469831999999,10316.45376,10152.467208,10205.796168,10193.797152,10129.8024,,10205.796168,10223.12808,10104.471144000001,10171.132344
10,768.5,755.9,769,763.2,764.4,764.3,759.4,762.5,764,763.4,762,765.6,10,10243.12644,10075.140216,10249.792560000002,10172.465568,10188.464256,10187.131032,10121.803056,10163.133,10183.13136,10175.132016,10156.46688,10204.462944
11,771.2,759.4,763,763.1,766.1,765.7,763.4,764.4,765,756.8,759,760.9,11,10279.123488000001,10121.803056,10169.79912,10171.132344,10211.129064,10205.796168,10175.132016,10188.464256,10196.4636,10087.139232,10116.47016,10141.801416
12,769.3,766,759,759.7,765.8,765.1,764.1,765,769,755.3,759.3,760.3,12,10253.792231999998,10209.79584,10116.47016,10125.802728,10207.129391999999,10197.796824000001,10184.464584,10196.4636,10249.792560000002,10067.140871999998,10120.469831999999,10133.802072
13,770.1,760.2,760,753,765,764.9,762,764.1,769,748.7,765.9,764.9,13,10264.458024,10132.468848,10129.8024,10036.476719999999,10196.4636,10195.130376,10156.46688,10184.464584,10249.792560000002,9979.148088,10208.462615999999,10195.130376
14,771.8,755.3,759,759.1,766.6,764.2,762.9,763.9,763.9,740,769.2,768.6,14,10287.122832000001,10067.140871999998,10116.47016,10117.803384,10217.795184,10185.797808000001,10168.465896,10181.798136,10181.798136,9863.157599999999,10252.459008000002,10244.459664000002
15,773.7,759,760,762.1,767.2,762.6,762.3,765.1,762,740.7,764.7,770.4,15,10312.454087999999,10116.47016,10129.8024,10157.800104,10225.794528,10164.466224,10160.466552,10197.796824000001,10156.46688,9872.490168,10192.463928000001,10268.457696000001
16,770.8,763.3,766,762.1,765.1,762.4,757.9,767.5,764,750.5,764,771.5,16,10273.790592000001,10173.798792,10209.79584,10157.800104,10197.796824000001,10161.799776,10101.804696,10229.7942,10183.13136,10003.14612,10183.13136,10283.12316
17,757.5,759.8,767,765,764.4,760.8,755.4,768.7,768.8,760.1,769,769.1,17,10096.4718,10127.135952,10223.12808,10196.4636,10188.464256,10140.468192,10068.474096,10245.792888,10247.126111999998,10131.135624,10249.792560000002,10251.125784
18,759.8,758,762,766,763.9,762.4,757.9,768,768,761.8,764.5,763.7,18,10127.135952,10103.137920000001,10156.46688,10209.79584,10181.798136,10161.799776,10101.804696,10236.46032,10236.46032,10153.800432,10189.79748,10179.131688000001
19,768,752,762.9,767,763.2,762.9,760.7,766.6,767.5,763.3,762,763.7,19,10236.46032,10023.144479999999,10168.465896,10223.12808,10172.465568,10168.465896,10139.134968,10217.795184,10229.7942,10173.798792,10156.46688,10179.131688000001
20,773,752,758.7,768.7,762.9,764.4,761.8,767,768,762.9,750.2,764,20,10303.12152,10023.144479999999,10112.470488,10245.792888,10168.465896,10188.464256,10153.800432,10223.12808,10236.46032,10168.465896,9999.146448,10183.13136
21,768.4,759,754.4,769.6,763.7,762.1,761,766.2,765.7,761.5,748.2,770.6,21,10241.793215999998,10116.47016,10055.141855999998,10257.791904000002,10179.131688000001,10157.800104,10143.13464,10212.462288,10205.796168,10149.80076,9972.481968,10271.124144000001
22,758.1,759,754,765.6,764.5,764.7,759.7,766.6,764,758.4,757.5,774.3,22,10104.471144000001,10116.47016,10049.80896,10204.462944,10189.79748,10192.463928000001,10125.802728,10217.795184,10183.13136,10108.470816,10096.4718,10320.453431999998
23,760.4,760,755.6,761,764.8,766.3,760,762.6,762.5,756.6,761,773.9,23,10135.135296,10129.8024,10071.140544,10143.13464,10193.797152,10213.795511999999,10129.8024,10164.466224,10163.133,10084.472784000001,10143.13464,10315.120535999999
24,771,755.8,762.7,760.1,765.5,765.5,759.8,762.5,761.2,747.8,761.9,773.1,24,10276.457040000001,10073.806992,10165.799448,10131.135624,10203.129719999999,10203.129719999999,10127.135952,10163.133,10145.801088,9967.149072,10155.133656,10304.454743999999
25,766.4,745.1,767.4,755.1,766.3,761.8,762.7,763.8,763.5,754.4,755.7,770.5,25,10215.128735999999,9931.152024,10228.460976,10064.474424,10213.795511999999,10153.800432,10165.799448,10180.464912,10176.46524,10055.141855999998,10072.473768000002,10269.79092
26,760.4,755.3,772.3,755,762.4,759.2,763.7,765.6,769.2,759.4,747,766.4,26,10135.135296,10067.140871999998,10293.788951999999,10063.1412,10161.799776,10119.136608,10179.131688000001,10204.462944,10252.459008000002,10121.803056,9956.48328,10215.128735999999
27,765.4,754,767.6,762.3,757.9,758.2,765.6,766.7,766.5,763.4,759.4,765.7,27,10201.796495999999,10049.80896,10231.127424,10160.466552,10101.804696,10105.804368000001,10204.462944,10219.128408,10216.46196,10175.132016,10121.803056,10205.796168
28,773.3,753.1,762.5,764.6,757,758.9,766.5,765,766,756.1,752.6,768.9,28,10307.121191999999,10037.809944,10163.133,10191.130704,10089.80568,10115.136936,10216.46196,10196.4636,10209.79584,10077.806664,10031.143824,10248.459335999998
29,774.1,,756.6,764.4,755.8,760.2,764.1,761.7,760,756.6,753.4,770.4,29,10317.786983999998,,10084.472784000001,10188.464256,10073.806992,10132.468848,10184.464584,10152.467208,10129.8024,10084.472784000001,10041.809615999999,10268.457696000001
30,770.2,,757.6,766.5,753.4,762,763.4,762,757.6,756.9,749.2,765.6,30,10265.791248000001,,10097.805024000001,10216.46196,10041.809615999999,10156.46688,10175.132016,10156.46688,10097.805024000001,10088.472456,9985.814208,10204.462944
31,,,,,760.7,,763,762,,757.5,,766.8,31,,,,,10139.134968,,10169.79912,10156.46688,,10096.4718,,10220.461631999999
,,,,,,,,,,,,,,10227.038870400002,10108.28035542857,10150.067404799998,10159.311091200001,10179.389731354837,10166.954908800002,10158.187169032257,10178.198431200002,10197.0413304,10116.212116645158,10116.7368048,10168.465896
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"Height 50m",,,,,,,,,,,,,
1876,January,February,March,April,May,June,July,August,September,October,November,December,1876,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,772,770,766,755,762,761,761,761,759,762,752,763,1,10289.78928,10263.124800000001,10209.79584,10063.1412,10156.46688,10143.13464,10143.13464,10143.13464,10116.47016,10156.46688,10023.144479999999,10169.79912
2,770,769,757,759,763,760,762,761,761,763,755,765,2,10263.124800000001,10249.792560000002,10089.80568,10116.47016,10169.79912,10129.8024,10156.46688,10143.13464,10143.13464,10169.79912,10063.1412,10196.4636
3,768,770,764,761,765,761,761,763,763,763,762,763,3,10236.46032,10263.124800000001,10183.13136,10143.13464,10196.4636,10143.13464,10143.13464,10169.79912,10169.79912,10169.79912,10156.46688,10169.79912
4,762,767,763,762,767,760,762,764,765,770,763,759,4,10156.46688,10223.12808,10169.79912,10156.46688,10223.12808,10129.8024,10156.46688,10183.13136,10196.4636,10263.124800000001,10169.79912,10116.47016
5,759,753,762,761,765,763,762,765,766,770,762,756,5,10116.47016,10036.476719999999,10156.46688,10143.13464,10196.4636,10169.79912,10156.46688,10196.4636,10209.79584,10263.124800000001,10156.46688,10076.47344
6,766,751,764,762,757,763,763,765,766,769,764,755,6,10209.79584,10009.81224,10183.13136,10156.46688,10089.80568,10169.79912,10169.79912,10196.4636,10209.79584,10249.792560000002,10183.13136,10063.1412
7,762,756,760,762,754,762,765,763,763,768,762,760,7,10156.46688,10076.47344,10129.8024,10156.46688,10049.80896,10156.46688,10196.4636,10169.79912,10169.79912,10236.46032,10156.46688,10129.8024
