Oudorp(65_G) "52° 38'" NB "4° 46'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,N,Q_N,RD,Q_RD,T,Q_T
18750123,2000,,,,,60,0
18750123,2400,,,14,0,,
18750124,800,,,,,90,0
18750124,2000,,,,,55,0
18750124,2400,,,36,0,,
18750125,800,,,,,60,0
18750125,2000,,,,,60,0
18750125,2400,,,36,0,,
18750126,800,,,,,25,0
18750126,2000,,,,,-5,0
18750126,2400,,,4,0,,
18750127,800,,,,,10,0
18750127,2000,,,,,-5,0
18750127,2400,10,0,,,,
18750128,800,,,,,0,0
18750128,2000,,,,,50,0
18750128,2400,5,0,,,,
18750129,800,,,,,60,0
18750129,2000,,,,,40,0
18750129,2400,,,20,0,,
18750130,800,,,,,40,0
18750130,2000,,,,,-10,0
18750130,2400,8,0,,,,
18750131,800,,,,,-15,0
18750131,2000,,,,,35,0
18750131,2400,10,0,,,,
18750201,800,,,,,-10,0
18750201,2000,,,,,50,0
18750201,2400,,,2,0,,
18750202,800,,,,,50,0
18750202,2000,,,,,60,0
18750202,2400,,,32,0,,
18750203,800,,,,,50,0
18750203,2000,,,,,30,0
18750203,2400,,,48,0,,
18750204,800,,,,,25,0
18750204,2000,,,,,15,0
18750204,2400,,,3,0,,
18750205,800,,,,,10,0
18750205,2000,,,,,25,0
18750205,2400,2,0,,,,
18750206,800,,,,,0,0
18750206,2000,,,,,-30,0
18750206,2400,2,0,,,,
18750207,800,,,,,-30,0
18750207,2000,,,,,-40,0
18750207,2400,2,0,,,,
18750208,800,,,,,-70,0
18750208,2000,,,,,-5,0
18750208,2400,0,0,,,,
18750209,800,,,,,5,0
18750209,2000,,,,,-1,0
18750209,2400,8,0,,,,
18750210,800,,,,,-10,0
18750210,2000,,,,,-5,0
18750210,2400,8,0,,,,
18750211,800,,,,,-10,0
18750211,2000,,,,,5,0
18750211,2400,,,3,0,,
18750212,800,,,,,-10,0
18750212,2000,,,,,20,0
18750212,2400,,,39,0,,
18750213,800,,,,,-20,0
18750213,2000,,,,,20,0
18750213,2400,2,0,,,,
18750214,800,,,,,10,0
18750214,2000,,,,,30,0
18750214,2400,,,48,0,,
18750215,800,,,,,20,0
18750215,2000,,,,,20,0
18750215,2400,,,62,0,,
18750216,800,,,,,20,0
18750216,2000,,,,,30,0
18750216,2400,,,27,0,,
18750217,800,,,,,30,0
18750217,2000,,,,,20,0
18750217,2400,,,17,0,,
18750218,800,,,,,10,0
18750218,2000,,,,,-15,0
18750218,2400,8,0,,,,
18750219,800,,,,,-20,0
18750219,2000,,,,,-30,0
18750219,2400,8,0,,,,
18750220,800,,,,,-40,0
18750220,2000,,,,,-5,0
18750220,2400,8,0,,,,
18750221,800,,,,,-40,0
18750221,2000,,,,,-20,0
18750221,2400,,,3,0,,
18750222,800,,,,,-35,0
18750222,2000,,,,,-30,0
18750222,2400,0,0,,,,
18750223,800,,,,,-60,0
18750223,2000,,,,,-30,0
18750223,2400,0,0,,,,
18750224,800,,,,,-40,0
18750224,2000,,,,,0,0
18750224,2400,0,0,,,,
18750225,800,,,,,-5,0
18750225,2000,,,,,-5,0
18750225,2400,10,0,,,,
18750226,800,,,,,-40,0
18750226,2000,,,,,-20,0
18750226,2400,2,0,,,,
18750227,800,,,,,-60,0
18750227,2000,,,,,-40,0
18750227,2400,5,0,,,,
18750228,800,,,,,-35,0
18750228,2000,,,,,-10,0
18750228,2400,5,0,,,,
18750301,800,,,,,-50,0
18750301,2000,,,,,-30,0
18750301,2400,8,0,,,,
18750302,800,,,,,-40,0
18750302,2000,,,,,-50,0
18750302,2400,0,0,,,,
18750303,800,,,,,-35,0
18750303,2000,,,,,-10,0
18750303,2400,8,0,,,,
18750304,800,,,,,-40,0
18750304,2000,,,,,-15,0
18750304,2400,0,0,,,,
18750305,800,,,,,-40,0
18750305,2000,,,,,-20,0
18750305,2400,0,0,,,,
18750306,800,,,,,-25,0
18750306,2000,,,,,35,0
18750306,2400,,,98,0,,
18750307,800,,,,,50,0
18750307,2000,,,,,90,0
18750307,2400,,,117,0,,
18750308,800,,,,,75,0
18750308,2000,,,,,75,0
18750308,2400,10,0,,,,
18750309,800,,,,,115,0
18750309,2000,,,,,60,0
18750309,2400,5,0,,,,
18750310,800,,,,,50,0
18750310,2000,,,,,15,0
18750310,2400,0,0,,,,
18750311,800,,,,,10,0
18750311,2000,,,,,30,0
18750311,2400,0,0,,,,
18750312,800,,,,,15,0
18750312,2000,,,,,20,0
18750312,2400,8,0,,,,
18750313,800,,,,,10,0
18750313,2000,,,,,15,0
18750313,2400,0,0,,,,
18750314,800,,,,,0,0
18750314,2000,,,,,30,0
18750314,2400,0,0,,,,
18750315,800,,,,,10,0
18750315,2000,,,,,15,0
18750315,2400,0,0,,,,
18750316,800,,,,,-10,0
18750316,2000,,,,,20,0
18750317,800,,,,,30,0
18750317,2000,,,,,0,0
18750317,2400,8,0,,,,
18750318,800,,,,,-20,0
18750318,2000,,,,,-20,0
18750318,2400,,,18,0,,
18750319,800,,,,,40,0
18750319,2000,,,,,15,0
18750319,2400,,,2,0,,
18750320,800,,,,,15,0
18750320,2000,,,,,15,0
18750320,2400,5,0,,,,
18750321,800,,,,,-15,0
18750321,2000,,,,,-15,0
18750321,2400,0,0,,,,
18750322,800,,,,,35,0
18750322,2000,,,,,15,0
18750322,2400,,,32,0,,
18750323,800,,,,,-25,0
18750323,2000,,,,,20,0
18750323,2400,0,0,,,,
18750324,800,,,,,45,0
18750324,2000,,,,,50,0
18750324,2400,8,0,,,,
18750325,800,,,,,65,0
18750325,2000,,,,,55,0
18750326,800,,,,,70,0
18750326,2000,,,,,65,0
18750327,800,,,,,70,0
18750327,2000,,,,,50,0
18750327,2400,,,11,0,,
18750328,800,,,,,45,0
18750328,2000,,,,,65,0
18750328,2400,8,0,,,,
18750329,800,,,,,50,0
18750329,2000,,,,,45,0
18750329,2400,0,0,,,,
18750330,800,,,,,65,0
18750330,2000,,,,,60,0
18750330,2400,8,0,,,,
18750331,800,,,,,65,0
18750331,2000,,,,,55,0
18750331,2400,8,0,,,,
18750401,800,,,,,60,0
18750401,2000,,,,,50,0
18750401,2400,5,0,,,,
18750402,800,,,,,65,0
18750402,2000,,,,,60,0
18750402,2400,8,0,,,,
18750403,800,,,,,60,0
18750403,2000,,,,,70,0
18750403,2400,8,0,,,,
18750404,800,,,,,70,0
18750404,2000,,,,,70,0
18750404,2400,,,91,0,,
18750405,800,,,,,100,0
18750405,2000,,,,,75,0
18750405,2400,2,0,,,,
18750406,800,,,,,90,0
18750406,2000,,,,,65,0
18750406,2400,0,0,,,,
18750407,800,,,,,95,0
18750407,2000,,,,,80,0
18750407,2400,,,7,0,,
18750408,800,,,,,70,0
18750408,2000,,,,,60,0
18750408,2400,,,91,0,,
18750409,800,,,,,65,0
18750409,2000,,,,,75,0
18750409,2400,8,0,,,,
18750410,800,,,,,60,0
18750410,2000,,,,,85,0
18750410,2400,,,1,0,,
18750411,800,,,,,85,0
18750411,2000,,,,,90,0
18750411,2400,8,0,,,,
18750412,800,,,,,50,0
18750412,2000,,,,,80,0
18750413,800,,,,,80,0
18750413,2000,,,,,30,0
18750413,2400,0,0,,,,
18750414,800,,,,,60,0
18750414,2000,,,,,40,0
18750414,2400,5,0,,,,
18750415,800,,,,,50,0
18750415,2000,,,,,50,0
18750415,2400,2,0,,,,
18750416,800,,,,,55,0
18750416,2000,,,,,35,0
18750416,2400,8,0,,,,
18750417,800,,,,,80,0
18750417,2000,,,,,50,0
18750417,2400,8,0,,,,
18750418,800,,,,,100,0
18750418,2000,,,,,60,0
18750418,2400,0,0,,,,
18750419,800,,,,,50,0
18750419,2000,,,,,60,0
18750420,800,,,,,80,0
18750420,2000,,,,,80,0
18750421,800,,,,,135,0
18750421,2000,,,,,50,0
18750421,2400,0,0,,,,
18750422,800,,,,,65,0
18750422,2000,,,,,35,0
18750422,2400,5,0,,,,
18750423,800,,,,,60,0
18750423,2000,,,,,20,0
18750423,2400,5,0,,,,
18750424,800,,,,,65,0
18750424,2000,,,,,20,0
18750424,2400,0,0,,,,
18750425,800,,,,,50,0
18750425,2000,,,,,30,0
18750425,2400,10,0,,,,
18750426,800,,,,,80,0
18750426,2000,,,,,90,0
18750426,2400,0,0,,,,
18750427,800,,,,,90,0
18750427,2000,,,,,110,0
18750427,2400,0,0,,,,
18750428,800,,,,,110,0
18750428,2000,,,,,80,0
18750428,2400,2,0,,,,
18750429,800,,,,,120,0
18750429,2000,,,,,100,0
18750429,2400,2,0,,,,
18750430,800,,,,,120,0
18750430,2000,,,,,85,0
18750430,2400,0,0,,,,
18750501,800,,,,,90,0
18750501,2000,,,,,110,0
18750501,2400,2,0,,,,
18750502,800,,,,,140,0
18750502,2000,,,,,100,0
18750503,800,,,,,110,0
18750503,2000,,,,,115,0
18750504,800,,,,,150,0
18750504,2000,,,,,130,0
18750504,2400,0,0,,,,
18750505,800,,,,,155,0
18750505,2000,,,,,130,0
18750505,2400,,,3,0,,
18750506,800,,,,,170,0
18750506,2000,,,,,130,0
18750506,2400,,,55,0,,
18750507,800,,,,,140,0
18750507,2000,,,,,110,0
18750507,2400,,,4,0,,
18750508,800,,,,,125,0
18750508,2000,,,,,135,0
18750508,2400,,,10,0,,
18750509,800,,,,,170,0
18750509,2000,,,,,110,0
18750509,2400,0,0,,,,
18750510,800,,,,,135,0
18750510,2000,,,,,120,0
18750510,2400,0,0,,,,
18750511,800,,,,,130,0
18750511,2000,,,,,120,0
18750511,2400,0,0,,,,
18750512,800,,,,,140,0
18750512,2000,,,,,115,0
18750512,2400,0,0,,,,
18750513,800,,,,,150,0
18750513,2000,,,,,115,0
18750513,2400,,,3,0,,
18750514,800,,,,,125,0
18750514,2000,,,,,130,0
18750514,2400,0,0,,,,
18750515,800,,,,,180,0
18750515,2000,,,,,130,0
18750515,2400,0,0,,,,
18750516,800,,,,,135,0
18750516,2000,,,,,85,0
18750516,2400,0,0,,,,
18750517,800,,,,,120,0
18750517,2000,,,,,105,0
18750518,800,,,,,130,0
18750518,2000,,,,,120,0
18750518,2400,,,96,0,,
18750519,800,,,,,120,0
18750519,2000,,,,,125,0
18750519,2400,,,130,0,,
18750520,800,,,,,140,0
18750520,2000,,,,,125,0
18750520,2400,,,50,0,,
18750521,800,,,,,165,0
18750521,2000,,,,,180,0
18750521,2400,5,0,,,,
18750522,800,,,,,170,0
18750522,2000,,,,,145,0
18750522,2400,2,0,,,,
18750523,800,,,,,180,0
18750523,2000,,,,,130,0
18750523,2400,0,0,,,,
18750524,800,,,,,145,0
18750524,2000,,,,,130,0
18750524,2400,,,12,0,,
18750525,800,,,,,125,0
18750525,2000,,,,,100,0
18750525,2400,5,0,,,,
18750526,800,,,,,135,0
18750526,2000,,,,,95,0
18750526,2400,,,18,0,,
18750527,800,,,,,90,0
18750527,2000,,,,,100,0
18750527,2400,,,18,0,,
18750528,800,,,,,100,0
18750528,2000,,,,,100,0
18750528,2400,,,12,0,,
18750529,800,,,,,135,0
18750529,2000,,,,,105,0
18750529,2400,5,0,,,,
18750530,800,,,,,110,0
18750530,2000,,,,,80,0
18750530,2400,2,0,,,,
18750531,800,,,,,115,0
18750531,2000,,,,,125,0
18750531,2400,0,0,,,,
18750601,800,,,,,180,0
18750601,2000,,,,,145,0
18750601,2400,0,0,,,,
18750602,800,,,,,180,0
18750602,2000,,,,,180,0
18750602,2400,0,0,,,,
18750603,800,,,,,195,0
18750603,2000,,,,,220,0
18750603,2400,0,0,,,,
18750604,800,,,,,240,0
18750604,2000,,,,,195,0
18750604,2400,0,0,,,,
18750605,800,,,,,155,0
18750605,2000,,,,,125,0
18750605,2400,,,10,0,,
18750606,800,,,,,175,0
18750606,2000,,,,,150,0
18750606,2400,2,0,,,,
18750607,800,,,,,160,0
18750607,2000,,,,,140,0
18750607,2400,2,0,,,,
18750608,800,,,,,160,0
18750608,2000,,,,,150,0
18750608,2400,5,0,,,,
18750609,800,,,,,180,0
18750609,2000,,,,,185,0
18750609,2400,0,0,,,,
18750610,800,,,,,170,0
18750610,2000,,,,,160,0
18750610,2400,,,138,0,,
18750611,800,,,,,150,0
18750611,2000,,,,,130,0
18750611,2400,,,68,0,,
18750612,800,,,,,150,0
18750612,2000,,,,,145,0
18750612,2400,,,42,0,,
18750613,800,,,,,150,0
18750613,2000,,,,,140,0
18750613,2400,,,135,0,,
18750614,800,,,,,145,0
18750614,2000,,,,,160,0
18750614,2400,,,2,0,,
18750615,800,,,,,175,0
18750615,2000,,,,,155,0
18750615,2400,,,3,0,,
18750616,800,,,,,170,0
18750616,2000,,,,,135,0
18750616,2400,2,0,,,,
18750617,800,,,,,160,0
18750617,2000,,,,,150,0
18750617,2400,5,0,,,,
18750618,800,,,,,175,0
18750618,2000,,,,,160,0
18750618,2400,0,0,,,,
18750619,800,,,,,170,0
18750619,2000,,,,,190,0
18750619,2400,5,0,,,,
18750620,800,,,,,195,0
18750620,2000,,,,,180,0
18750620,2400,,,42,0,,
18750621,800,,,,,180,0
18750621,2000,,,,,140,0
18750621,2400,,,3,0,,
18750622,800,,,,,160,0
18750622,2000,,,,,190,0
18750622,2400,5,0,,,,
18750623,800,,,,,200,0
18750623,2000,,,,,160,0
18750623,2400,0,0,,,,
18750624,800,,,,,180,0
18750624,2000,,,,,165,0
18750624,2400,2,0,,,,
18750625,800,,,,,160,0
18750625,2000,,,,,160,0
18750625,2400,5,0,,,,
18750626,800,,,,,170,0
18750626,2000,,,,,180,0
18750626,2400,,,30,0,,
18750627,800,,,,,180,0
18750627,2000,,,,,180,0
18750627,2400,0,0,,,,
18750628,800,,,,,220,0
18750628,2000,,,,,180,0
18750628,2400,,,47,0,,
18750629,800,,,,,195,0
18750629,2000,,,,,180,0
18750629,2400,,,3,0,,
18750630,800,,,,,200,0
18750630,2000,,,,,200,0
18750630,2400,0,0,,,,
18750701,800,,,,,220,0
18750701,2000,,,,,220,0
18750701,2400,0,0,,,,
18750702,800,,,,,220,0
18750702,2000,,,,,210,0
18750702,2400,,,18,0,,
18750703,800,,,,,200,0
18750703,2000,,,,,195,0
18750703,2400,,,36,0,,
18750704,800,,,,,180,0
18750704,2000,,,,,170,0
18750704,2400,8,0,,,,
18750705,800,,,,,190,0
18750705,2000,,,,,190,0
18750705,2400,8,0,,,,
18750706,800,,,,,210,0
18750706,2000,,,,,190,0
18750706,2400,0,0,,,,
18750707,800,,,,,170,0
18750707,2000,,,,,165,0
18750707,2400,2,0,,,,
18750708,800,,,,,175,0
18750708,2000,,,,,190,0
18750708,2400,0,0,,,,
18750709,800,,,,,180,0
18750709,2000,,,,,180,0
18750709,2400,,,196,0,,
18750710,800,,,,,165,0
18750710,2000,,,,,165,0
18750710,2400,,,73,0,,
18750711,800,,,,,140,0
18750711,2000,,,,,130,0
18750711,2400,,,21,0,,
18750712,800,,,,,150,0
18750712,2000,,,,,125,0
18750712,2400,,,6,0,,
18750713,800,,,,,145,0
18750713,2000,,,,,120,0
18750713,2400,2,0,,,,
18750714,800,,,,,165,0
18750714,2000,,,,,150,0
18750714,2400,5,0,,,,
18750715,800,,,,,165,0
18750715,2000,,,,,175,0
18750715,2400,8,0,,,,
18750716,800,,,,,160,0
18750716,2000,,,,,190,0
18750716,2400,,,2,0,,
18750717,800,,,,,180,0
18750717,2000,,,,,230,0
18750717,2400,,,24,0,,
18750718,800,,,,,195,0
18750718,2000,,,,,235,0
18750718,2400,,,50,0,,
18750719,800,,,,,250,0
18750719,2000,,,,,205,0
18750719,2400,,,90,0,,
18750720,800,,,,,240,0
18750720,2000,,,,,180,0
18750720,2400,,,6,0,,
18750721,800,,,,,170,0
18750721,2000,,,,,170,0
18750721,2400,8,0,,,,
18750722,800,,,,,190,0
18750722,2000,,,,,190,0
18750722,2400,5,0,,,,
18750723,800,,,,,220,0
18750723,2000,,,,,185,0
18750723,2400,2,0,,,,
18750724,800,,,,,200,0
18750724,2000,,,,,180,0
18750724,2400,5,0,,,,
18750725,800,,,,,180,0
18750725,2000,,,,,180,0
18750725,2400,8,0,,,,
18750726,800,,,,,170,0
18750726,2000,,,,,140,0
18750726,2400,0,0,,,,
18750727,800,,,,,165,0
18750727,2000,,,,,160,0
18750727,2400,0,0,,,,
18750728,800,,,,,185,0
18750728,2000,,,,,170,0
18750728,2400,0,0,,,,
18750729,800,,,,,190,0
18750729,2000,,,,,180,0
18750729,2400,0,0,,,,
18750730,800,,,,,215,0
18750730,2000,,,,,150,0
18750730,2400,,,7,0,,
18750731,800,,,,,160,0
18750731,2000,,,,,140,0
18750731,2400,5,0,,,,
18750801,800,,,,,160,0
18750801,2000,,,,,145,0
18750801,2400,,,21,0,,
18750802,800,,,,,170,0
18750802,2000,,,,,140,0
18750802,2400,5,0,,,,
18750803,800,,,,,160,0
18750803,2000,,,,,160,0
18750803,2400,0,0,,,,
18750804,800,,,,,150,0
18750804,2000,,,,,150,0
18750804,2400,,,70,0,,
18750805,800,,,,,160,0
18750805,2000,,,,,185,0
18750805,2400,10,0,,,,
18750806,800,,,,,200,0
18750806,2000,,,,,210,0
18750806,2400,0,0,,,,
18750807,800,,,,,210,0
18750807,2000,,,,,215,0
18750807,2400,0,0,,,,
18750808,800,,,,,250,0
18750808,2000,,,,,220,0
18750808,2400,,,6,0,,
18750809,800,,,,,225,0
18750809,2000,,,,,210,0
18750809,2400,0,0,,,,
18750810,800,,,,,200,0
18750810,2000,,,,,215,0
18750810,2400,5,0,,,,
18750811,800,,,,,220,0
18750811,2000,,,,,210,0
18750811,2400,,,71,0,,
18750812,800,,,,,200,0
18750812,2000,,,,,185,0
18750812,2400,,,146,0,,
18750813,800,,,,,210,0
18750813,2000,,,,,170,0
18750813,2400,,,32,0,,
18750814,800,,,,,220,0
18750814,2000,,,,,195,0
18750814,2400,,,2,0,,
18750815,800,,,,,210,0
18750815,2000,,,,,200,0
18750815,2400,2,0,,,,
18750816,800,,,,,230,0
18750816,2000,,,,,215,0
18750816,2400,2,0,,,,
18750817,800,,,,,250,0
18750817,2000,,,,,220,0
18750817,2400,0,0,,,,
18750818,800,,,,,220,0
18750818,2000,,,,,180,0
18750818,2400,5,0,,,,
18750819,800,,,,,210,0
18750819,2000,,,,,190,0
18750819,2400,,,80,0,,
18750820,800,,,,,160,0
18750820,2000,,,,,140,0
18750820,2400,8,0,,,,
18750821,800,,,,,190,0
18750821,2000,,,,,165,0
18750821,2400,2,0,,,,
18750822,800,,,,,170,0
18750822,2000,,,,,170,0
18750822,2400,0,0,,,,
18750823,800,,,,,200,0
18750823,2000,,,,,170,0
18750823,2400,0,0,,,,
18750824,800,,,,,180,0
18750824,2000,,,,,170,0
18750824,2400,0,0,,,,
18750825,800,,,,,185,0
18750825,2000,,,,,180,0
18750825,2400,5,0,,,,
18750826,800,,,,,200,0
18750826,2000,,,,,200,0
18750826,2400,5,0,,,,
18750827,800,,,,,200,0
18750827,2000,,,,,130,0
18750827,2400,2,0,,,,
18750828,800,,,,,180,0
18750828,2000,,,,,150,0
18750828,2400,2,0,,,,
18750829,800,,,,,140,0
18750829,2000,,,,,135,0
18750829,2400,,,141,0,,
18750830,800,,,,,180,0
18750830,2000,,,,,160,0
18750830,2400,,,6,0,,
18750831,800,,,,,160,0
18750831,2000,,,,,140,0
18750831,2400,,,194,0,,
18750901,800,,,,,160,0
18750901,2000,,,,,150,0
18750901,2400,,,8,0,,
18750902,800,,,,,160,0
18750902,2000,,,,,125,0
18750902,2400,0,0,,,,
18750903,800,,,,,185,0
18750903,2000,,,,,160,0
18750903,2400,,,2,0,,
18750904,800,,,,,175,0
18750904,2000,,,,,140,0
18750904,2400,,,10,0,,
18750905,800,,,,,160,0
18750905,2000,,,,,140,0
18750905,2400,8,0,,,,
18750906,800,,,,,180,0
18750906,2000,,,,,150,0
18750906,2400,0,0,,,,
18750907,800,,,,,160,0
18750907,2000,,,,,145,0
18750907,2400,0,0,,,,
18750908,800,,,,,180,0
18750908,2000,,,,,180,0
18750908,2400,0,0,,,,
18750909,800,,,,,180,0
18750909,2000,,,,,150,0
18750909,2400,,,252,0,,
18750910,800,,,,,175,0
18750910,2000,,,,,160,0
18750910,2400,10,0,,,,
18750911,800,,,,,170,0
18750911,2000,,,,,160,0
18750912,800,,,,,180,0
18750912,2000,,,,,170,0
18750912,2400,0,0,,,,
18750913,800,,,,,180,0
18750913,2000,,,,,160,0
18750913,2400,0,0,,,,
18750914,800,,,,,150,0
18750914,2000,,,,,150,0
18750914,2400,0,0,,,,
18750915,800,,,,,165,0
18750915,2000,,,,,135,0
18750915,2400,0,0,,,,
18750916,800,,,,,150,0
18750916,2000,,,,,125,0
18750916,2400,0,0,,,,
18750917,800,,,,,170,0
18750917,2000,,,,,140,0
18750917,2400,0,0,,,,
18750918,800,,,,,180,0
18750918,2000,,,,,155,0
18750918,2400,2,0,,,,
18750919,800,,,,,180,0
18750919,2000,,,,,170,0
18750919,2400,,,62,0,,
18750920,800,,,,,185,0
18750920,2000,,,,,165,0
18750920,2400,8,0,,,,
18750921,800,,,,,175,0
18750921,2000,,,,,140,0
18750921,2400,,,144,0,,
18750922,800,,,,,160,0
18750922,2000,,,,,130,0
18750922,2400,,,2,0,,
18750923,800,,,,,140,0
18750923,2000,,,,,120,0
18750923,2400,5,0,,,,
18750924,800,,,,,100,0
18750924,2000,,,,,110,0
18750924,2400,,,60,0,,
18750925,800,,,,,90,0
18750925,2000,,,,,125,0
18750925,2400,5,0,,,,
18750926,800,,,,,130,0
18750926,2000,,,,,135,0
18750926,2400,,,32,0,,
18750927,800,,,,,155,0
18750927,2000,,,,,135,0
18750927,2400,,,210,0,,
18750928,800,,,,,150,0
18750928,2000,,,,,105,0
18750928,2400,,,8,0,,
18750929,800,,,,,130,0
18750929,2000,,,,,130,0
18750929,2400,,,15,0,,
18750930,800,,,,,100,0
18750930,2000,,,,,100,0
18750930,2400,5,0,,,,
18751001,800,,,,,110,0
18751001,2000,,,,,130,0
18751001,2400,,,34,0,,
18751002,800,,,,,135,0
18751002,2000,,,,,105,0
18751002,2400,,,221,0,,
18751003,800,,,,,130,0
18751003,2000,,,,,110,0
18751003,2400,,,103,0,,
18751004,800,,,,,150,0
18751004,2000,,,,,120,0
18751004,2400,,,47,0,,
18751005,800,,,,,170,0
18751005,2000,,,,,145,0
18751005,2400,,,13,0,,
18751006,800,,,,,130,0
18751006,2000,,,,,145,0
18751006,2400,,,23,0,,
18751007,800,,,,,135,0
18751007,2000,,,,,135,0
18751007,2400,0,0,,,,
18751008,800,,,,,130,0
18751008,2000,,,,,140,0
18751008,2400,2,0,,,,
18751009,800,,,,,120,0
18751009,2000,,,,,140,0
18751009,2400,,,17,0,,
18751010,800,,,,,110,0
18751010,2000,,,,,60,0
18751010,2400,,,7,0,,
18751011,800,,,,,75,0
18751011,2000,,,,,80,0
18751011,2400,,,20,0,,
18751012,800,,,,,65,0
18751012,2000,,,,,50,0
18751012,2400,,,3,0,,
18751013,800,,,,,45,0
18751013,2000,,,,,45,0
18751013,2400,0,0,,,,
18751014,800,,,,,80,0
18751014,2000,,,,,85,0
18751014,2400,,,22,0,,
18751015,800,,,,,70,0
18751015,2000,,,,,80,0
18751015,2400,5,0,,,,
18751016,800,,,,,75,0
18751016,2000,,,,,80,0
18751016,2400,0,0,,,,
18751017,800,,,,,100,0
18751017,2000,,,,,100,0
18751017,2400,,,13,0,,
18751018,800,,,,,70,0
18751018,2000,,,,,50,0
18751018,2400,0,0,,,,
18751019,800,,,,,50,0
18751019,2000,,,,,40,0
18751019,2400,8,0,,,,
18751020,800,,,,,40,0
18751020,2000,,,,,50,0
18751020,2400,,,2,0,,
18751021,800,,,,,65,0
18751021,2000,,,,,60,0
18751021,2400,,,3,0,,
18751022,800,,,,,75,0
18751022,2000,,,,,85,0
18751022,2400,,,29,0,,
18751023,800,,,,,75,0
18751023,2000,,,,,45,0
18751023,2400,,,6,0,,
18751024,800,,,,,65,0
18751024,2000,,,,,40,0
18751024,2400,10,0,,,,
18751025,800,,,,,30,0
18751025,2000,,,,,35,0
18751025,2400,2,0,,,,
18751026,800,,,,,50,0
18751026,2000,,,,,70,0
18751026,2400,,,13,0,,
18751027,800,,,,,40,0
18751027,2000,,,,,25,0
18751027,2400,10,0,,,,
18751028,800,,,,,30,0
18751028,2000,,,,,30,0
18751028,2400,0,0,,,,
18751029,800,,,,,40,0
18751029,2000,,,,,40,0
18751029,2400,2,0,,,,
18751030,800,,,,,30,0
18751030,2000,,,,,30,0
18751030,2400,10,0,,,,
18751031,800,,,,,20,0
18751031,2000,,,,,20,0
18751031,2400,10,0,,,,
18751101,800,,,,,20,0
18751101,2000,,,,,20,0
18751101,2400,10,0,,,,
18751102,800,,,,,30,0
18751102,2000,,,,,25,0
18751102,2400,8,0,,,,
18751103,800,,,,,10,0
18751103,2000,,,,,25,0
18751103,2400,2,0,,,,
18751104,800,,,,,25,0
18751104,2000,,,,,50,0
18751104,2400,8,0,,,,
18751105,800,,,,,85,0
18751105,2000,,,,,110,0
18751105,2400,,,26,0,,
18751106,800,,,,,100,0
18751106,2000,,,,,100,0
18751106,2400,,,158,0,,
18751107,800,,,,,90,0
18751107,2000,,,,,70,0
18751107,2400,,,38,0,,
18751108,800,,,,,10,0
18751108,2000,,,,,40,0
18751108,2400,,,109,0,,
18751109,800,,,,,50,0
18751109,2000,,,,,40,0
18751109,2400,2,0,,,,
18751110,800,,,,,65,0
18751110,2000,,,,,80,0
18751110,2400,,,94,0,,
18751111,800,,,,,85,0
18751111,2000,,,,,50,0
18751111,2400,,,143,0,,
18751112,800,,,,,75,0
18751112,2000,,,,,65,0
18751112,2400,,,20,0,,
18751113,800,,,,,40,0
18751113,2000,,,,,55,0
18751113,2400,,,27,0,,
18751114,800,,,,,115,0
18751114,2000,,,,,90,0
18751114,2400,,,148,0,,
18751115,800,,,,,75,0
18751115,2000,,,,,50,0
18751115,2400,,,20,0,,
18751116,800,,,,,45,0
18751116,2000,,,,,50,0
18751116,2400,,,2,0,,
18751117,800,,,,,85,0
18751117,2000,,,,,85,0
18751117,2400,,,27,0,,
18751118,800,,,,,120,0
18751118,2000,,,,,90,0
18751118,2400,,,154,0,,
18751119,800,,,,,100,0
18751119,2000,,,,,80,0
18751119,2400,,,174,0,,
18751120,800,,,,,45,0
18751120,2000,,,,,45,0
18751120,2400,,,24,0,,
18751121,800,,,,,45,0
18751121,2000,,,,,43,0
18751121,2400,,,1,0,,
18751122,800,,,,,20,0
18751122,2000,,,,,30,0
18751122,2400,5,0,,,,
18751123,800,,,,,30,0
18751123,2000,,,,,20,0
18751123,2400,,,2,0,,
18751124,800,,,,,20,0
18751124,2000,,,,,0,0
18751124,2400,8,0,,,,
18751125,800,,,,,0,0
18751125,2000,,,,,5,0
