Halfweg (Huize Zwanenburg)(42_G) "52° 23'" NB "4° 45'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FK  Windkracht  :  Meestal in Bft  (Onbekend). ;  FK  Wind power  :  usual in Bft  (Unknown).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,FK,Q_FK,TA,Q_TA,T,Q_T
18520423,2400,,,,,-13,0,,
18520424,2400,,,,,-50,0,,
18520425,2400,,,,,-45,0,,
18520426,2400,,,,,-33,0,,
18520427,2400,,,,,-34,0,,
18520428,2400,,,,,-32,0,,
18520429,2400,,,,,-15,0,,
18520430,2400,,,,,-32,0,,
18520501,2400,,,,,-44,0,,
18520502,2400,,,,,-61,0,,
18520503,2400,,,,,-57,0,,
18520504,2400,,,,,-49,0,,
18520505,2400,,,,,-48,0,,
18520506,2400,,,,,-45,0,,
18520507,2400,,,,,-35,0,,
18520508,2400,,,,,-12,0,,
18520509,2400,,,,,9,0,,
18520510,2400,,,,,22,0,,
18520511,2400,,,,,-6,0,,
18520512,2400,,,,,-3,0,,
18520513,2400,,,,,-4,0,,
18520514,2400,,,,,-7,0,,
18520515,2400,,,,,-2,0,,
18520516,2400,,,,,37,0,,
18520517,2400,,,,,43,0,,
18520518,2400,,,,,63,0,,
18520519,2400,,,,,16,0,,
18520520,2400,,,,,-4,0,,
18520521,2400,,,,,-17,0,,
18520522,2400,,,,,-10,0,,
18520523,2400,,,,,-10,0,,
18520524,2400,,,,,-3,0,,
18520525,2400,,,,,1,0,,
18520526,2400,,,,,-12,0,,
18520527,2400,,,,,-2,0,,
18520528,2400,,,,,-31,0,,
18520529,2400,,,,,-41,0,,
18520530,2400,,,,,-67,0,,
18520531,2400,,,,,-65,0,,
18520601,2400,,,,,-34,0,,
18520602,2400,,,,,-17,0,,
18520603,2400,,,,,-5,0,,
18520604,2400,,,,,-5,0,,
18520605,2400,,,,,-5,0,,
18520606,2400,,,,,26,0,,
18520607,2400,,,,,45,0,,
18520608,2400,,,,,53,0,,
18520609,2400,,,,,18,0,,
18520610,2400,,,,,-40,0,,
18520611,2400,,,,,-47,0,,
18520612,2400,,,,,-38,0,,
18520613,2400,,,,,-45,0,,
18520614,2400,,,,,-42,0,,
18520615,2400,,,,,-28,0,,
18520616,2400,,,,,-25,0,,
18520617,2400,,,,,-8,0,,
18520618,2400,,,,,9,0,,
18520619,2400,,,,,6,0,,
18520620,2400,,,,,-13,0,,
18520621,2400,,,,,5,0,,
18520622,2400,,,,,-4,0,,
18520623,2400,,,,,-1,0,,
18520624,2400,,,,,-23,0,,
18520625,2400,,,,,-9,0,,
18520626,2400,,,,,11,0,,
18520627,2400,,,,,4,0,,
18520628,2400,,,,,-22,0,,
18520629,2400,,,,,0,0,,
18520630,2400,,,,,-2,0,,
18520701,2400,,,,,-7,0,,
18520702,2400,,,,,-5,0,,
18520703,2400,,,,,5,0,,
18520704,2400,,,,,36,0,,
18520705,2400,,,,,61,0,,
18520706,2400,,,,,54,0,,
18520707,2400,,,,,57,0,,
18520708,2400,,,,,50,0,,
18520709,2400,,,,,65,0,,
18520710,2400,,,,,78,0,,
18520711,2400,,,,,43,0,,
18520712,2400,,,,,32,0,,
18520713,2400,,,,,24,0,,
18520714,2400,,,,,19,0,,
18520715,2400,,,,,47,0,,
18520716,2400,,,,,61,0,,
18520717,2400,,,,,66,0,,
18520718,2400,,,,,23,0,,
18520719,2400,,,,,13,0,,
18520720,2400,,,,,43,0,,
18520721,2400,,,,,13,0,,
18520722,2400,,,,,3,0,,
18520723,2400,,,,,14,0,,
18520724,2400,,,,,7,0,,
18520725,2400,,,,,35,0,,
18520726,2400,,,,,28,0,,
18520727,2400,,,,,20,0,,
18520728,2400,,,,,9,0,,
18520729,2400,,,,,15,0,,
18520730,2400,,,,,8,0,,
18520731,2400,,,,,3,0,,
18520801,2400,,,,,3,0,,
18520802,2400,,,,,19,0,,
18520803,2400,,,,,16,0,,
18520804,2400,,,,,-14,0,,
18520805,2400,,,,,-5,0,,
18520806,2400,,,,,-6,0,,
18520807,2400,,,,,-12,0,,
18520808,2400,,,,,-2,0,,
18520809,2400,,,,,-15,0,,
18520810,2400,,,,,-10,0,,
18520811,2400,,,,,-22,0,,
18520812,2400,,,,,-32,0,,
18520813,2400,,,,,-28,0,,
18520814,2400,,,,,-20,0,,
18520815,2400,,,,,-30,0,,
18520816,2400,,,,,5,0,,
18520817,2400,,,,,28,0,,
18520818,2400,,,,,15,0,,
18520819,2400,,,,,12,0,,
18520820,2400,,,,,20,0,,
18520821,2400,,,,,30,0,,
18520822,2400,,,,,25,0,,
18520823,2400,,,,,21,0,,
18520824,2400,,,,,17,0,,
18520825,2400,,,,,10,0,,
18520826,2400,,,,,5,0,,
18520827,2400,,,,,16,0,,
18520828,2400,,,,,21,0,,
18520829,2400,,,,,22,0,,
18520830,2400,,,,,16,0,,
18520831,2400,,,,,-13,0,,
18520901,2400,,,,,-8,0,,
18520902,2400,,,,,-1,0,,
18520903,2400,,,,,1,0,,
18520904,2400,,,,,16,0,,
18520905,2400,,,,,22,0,,
18520906,2400,,,,,20,0,,
18520907,2400,,,,,16,0,,
18520908,2400,,,,,27,0,,
18520909,2400,,,,,26,0,,
18520910,2400,,,,,17,0,,
18520911,2400,,,,,0,0,,
18520912,2400,,,,,-13,0,,
18520913,2400,,,,,-20,0,,
18520914,2400,,,,,-18,0,,
18520915,2400,,,,,-20,0,,
18520916,2400,,,,,-33,0,,
18520917,2400,,,,,-30,0,,
18520918,2400,,,,,-17,0,,
18520919,2400,,,,,3,0,,
18520920,2400,,,,,-20,0,,
18520921,2400,,,,,-18,0,,
18520922,2400,,,,,-27,0,,
18520923,2400,,,,,-4,0,,
18520924,2400,,,,,-6,0,,
18520925,2400,,,,,-10,0,,
18520926,2400,,,,,-1,0,,
18520927,2400,,,,,-3,0,,
18520928,2400,,,,,-2,0,,
18520929,2400,,,,,0,0,,
18520930,2400,,,,,-17,0,,
18521001,2400,,,,,-30,0,,
18521002,2400,,,,,-23,0,,
18521003,2400,,,,,-25,0,,
18521004,2400,,,,,-5,0,,
18521005,2400,,,,,-1,0,,
18521006,2400,,,,,-18,0,,
18521007,2400,,,,,-41,0,,
18521008,2400,,,,,-49,0,,
18521009,2400,,,,,-76,0,,
18521010,2400,,,,,-25,0,,
18521011,2400,,,,,-22,0,,
18521012,2400,,,,,-6,0,,
18521013,2400,,,,,-15,0,,
18521014,2400,,,,,-7,0,,
18521015,2400,,,,,-32,0,,
18521016,2400,,,,,-41,0,,
18521017,2400,,,,,-67,0,,
18521018,2400,,,,,-24,0,,
18521019,2400,,,,,-27,0,,
18521020,2400,,,,,-22,0,,
18521021,2400,,,,,-28,0,,
18521022,2400,,,,,-17,0,,
18521023,2400,,,,,28,0,,
18521024,2400,,,,,13,0,,
18521025,2400,,,,,10,0,,
18521026,2400,,,,,6,0,,
18521027,2400,,,,,-21,0,,
18521028,2400,,,,,-5,0,,
18521029,2400,,,,,-6,0,,
18521030,2400,,,,,5,0,,
18521031,2400,,,,,26,0,,
18521101,2400,,,,,39,0,,
18521102,2400,,,,,52,0,,
18521103,2400,,,,,41,0,,
18521104,2400,,,,,24,0,,
18521105,2400,,,,,44,0,,
18521106,2400,,,,,36,0,,
18521107,2400,,,,,53,0,,
18521108,2400,,,,,69,0,,
18521109,2400,,,,,44,0,,
18521110,2400,,,,,18,0,,
18521111,2400,,,,,3,0,,
18521112,2400,,,,,-21,0,,
18521113,2400,,,,,-42,0,,
18521114,2400,,,,,-36,0,,
18521115,2400,,,,,24,0,,
18521116,2400,,,,,43,0,,
18521117,2400,,,,,27,0,,
18521118,2400,,,,,22,0,,
18521119,2400,,,,,10,0,,
18521120,2400,,,,,45,0,,
18521121,2400,,,,,47,0,,
18521122,2400,,,,,52,0,,
18521123,2400,,,,,28,0,,
18521124,2400,,,,,20,0,,
18521125,2400,,,,,4,0,,
18521126,2400,,,,,14,0,,
18521127,2400,,,,,12,0,,
18521128,2400,,,,,6,0,,
18521129,2400,,,,,2,0,,
18521130,2400,,,,,-19,0,,
18521201,2400,,,,,-35,0,,
18521202,2400,,,,,13,0,,
18521203,2400,,,,,13,0,,
18521204,2400,,,,,33,0,,
18521205,2400,,,,,62,0,,
18521206,2400,,,,,59,0,,
18521207,2400,,,,,45,0,,
18521208,2400,,,,,40,0,,
18521209,2400,,,,,37,0,,
18521210,2400,,,,,54,0,,
18521211,2400,,,,,49,0,,
18521212,2400,,,,,40,0,,
18521213,2400,,,,,52,0,,
18521214,2400,,,,,57,0,,
18521215,2400,,,,,54,0,,
18521216,2400,,,,,56,0,,
18521217,2400,,,,,53,0,,
18521218,2400,,,,,32,0,,
18521219,2400,,,,,30,0,,
18521220,2400,,,,,37,0,,
18521221,2400,,,,,57,0,,
18521222,2400,,,,,20,0,,
18521223,2400,,,,,-22,0,,
18521224,2400,,,,,14,0,,
18521225,2400,,,,,67,0,,
18521226,2400,,,,,55,0,,
18521227,2400,,,,,78,0,,
18521228,2400,,,,,58,0,,
18521229,2400,,,,,39,0,,
18521230,2400,,,,,61,0,,
18521231,2400,,,,,58,0,,
18530101,2400,,,,,44,0,,
18530102,2400,,,,,59,0,,
18530103,2400,,,,,60,0,,
18530104,2400,,,,,51,0,,
18530105,2400,,,,,67,0,,
18530106,2400,,,,,57,0,,
18530107,2400,,,,,66,0,,
18530108,2400,,,,,53,0,,
18530109,2400,,,,,60,0,,
18530110,2400,,,,,60,0,,
18530111,2400,,,,,79,0,,
18530112,2400,,,,,85,0,,
18530113,2400,,,,,65,0,,
18530114,2400,,,,,49,0,,
18530115,2400,,,,,43,0,,
18530116,2400,,,,,52,0,,
18530117,2400,,,,,51,0,,
18530118,2400,,,,,42,0,,
18530119,2400,,,,,19,0,,
18530120,2400,,,,,39,0,,
18530121,2400,,,,,42,0,,
18530122,2400,,,,,22,0,,
18530123,2400,,,,,29,0,,
18530124,2400,,,,,16,0,,
18530125,2400,,,,,3,0,,
18530126,2400,,,,,0,0,,
18530127,2400,,,,,-11,0,,
18530128,2400,,,,,-13,0,,
18530129,2400,,,,,-3,0,,
18530130,2400,,,,,4,0,,
18530131,2400,,,,,7,0,,
18530201,2400,,,,,-9,0,,
18530202,2400,,,,,1,0,,
18530203,2400,,,,,-12,0,,
18530204,2400,,,,,-2,0,,
18530205,2400,,,,,-18,0,,
18530206,2400,,,,,-16,0,,
18530207,2400,,,,,-22,0,,
18530208,2400,,,,,-24,0,,
18530209,2400,,,,,-20,0,,
18530210,2400,,,,,-21,0,,
18530211,2400,,,,,-39,0,,
18530212,2400,,,,,-62,0,,
18530213,2400,,,,,-69,0,,
18530214,2400,,,,,-62,0,,
18530215,2400,,,,,-24,0,,
18530216,2400,,,,,-66,0,,
18530217,2400,,,,,-61,0,,
18530218,2400,,,,,-90,0,,
18530219,2400,,,,,-98,0,,
18530220,2400,,,,,-31,0,,
18530221,2400,,,,,-42,0,,
18530222,2400,,,,,-32,0,,
18530223,2400,,,,,-31,0,,
18530224,2400,,,,,-38,0,,
18530225,2400,,,,,-53,0,,
18530226,2400,,,,,-40,0,,
18530227,2400,,,,,-44,0,,
18530228,2400,,,,,-46,0,,
18530301,2400,,,,,-87,0,,
18530302,2400,,,,,-23,0,,
18530303,2400,,,,,-52,0,,
18530304,2400,,,,,-23,0,,
18530305,2400,,,,,-31,0,,
18530306,2400,,,,,-21,0,,
18530307,2400,,,,,-17,0,,
18530308,2400,,,,,-14,0,,
18530309,2400,,,,,-16,0,,
18530310,2400,,,,,-23,0,,
18530311,2400,,,,,-32,0,,
18530312,2400,,,,,-18,0,,
18530313,2400,,,,,-5,0,,
18530314,2400,,,,,14,0,,
18530315,2400,,,,,-9,0,,
18530316,2400,,,,,-59,0,,
18530317,2400,,,,,-80,0,,
18530318,2400,,,,,-87,0,,
18530319,2400,,,,,-93,0,,
18530320,2400,,,,,-56,0,,
18530321,2400,,,,,-60,0,,
18530322,2400,,,,,-63,0,,
18530323,2400,,,,,-78,0,,
18530324,2400,,,,,-79,0,,
18530325,2400,,,,,-68,0,,
18530326,2400,,,,,-78,0,,
18530327,2400,,,,,-59,0,,
18530328,2400,,,,,-65,0,,
18530329,2400,,,,,-52,0,,
18530330,2400,,,,,-35,0,,
18530331,2400,,,,,0,0,,
18530401,2400,,,,,5,0,,
18530402,2400,,,,,0,0,,
18530403,2400,,,,,-1,0,,
18530404,2400,,,,,13,0,,
18530405,2400,,,,,8,0,,
18530406,2400,,,,,25,0,,
18530407,2400,,,,,2,0,,
18530408,2400,,,,,-9,0,,
18530409,2400,,,,,-34,0,,
18530410,2400,,,,,-31,0,,
18530411,2400,,,,,-14,0,,
18530412,2400,,,,,-26,0,,
18530413,2400,,,,,-50,0,,
18530414,2400,,,,,-45,0,,
18530415,2400,,,,,-38,0,,
18530416,2400,,,,,-25,0,,
18530417,2400,,,,,-5,0,,
18530418,2400,,,,,-31,0,,
18530419,2400,,,,,-5,0,,
18530420,2400,,,,,-33,0,,
18530421,2400,,,,,-19,0,,
18530422,2400,,,,,-24,0,,
18530423,2400,,,,,-30,0,,
18530424,2400,,,,,-40,0,,
18530425,2400,,,,,-49,0,,
18530426,2400,,,,,-43,0,,
18530427,2400,,,,,-42,0,,
18530428,2400,,,,,-34,0,,
18530429,2400,,,,,-24,0,,
18530430,2400,,,,,-32,0,,
18530501,2400,,,,,-33,0,,
18530502,2400,,,,,-7,0,,
18530503,2400,,,,,9,0,,
18530504,2400,,,,,-4,0,,
18530505,2400,,,,,-16,0,,
18530506,2400,,,,,-52,0,,
18530507,2400,,,,,-59,0,,
18530508,2400,,,,,-70,0,,
18530509,2400,,,,,-44,0,,
18530510,2400,,,,,-53,0,,
18530511,2400,,,,,-40,0,,
18530512,2400,,,,,-18,0,,
18530513,2400,,,,,-15,0,,
18530514,2400,,,,,-17,0,,
18530515,2400,,,,,-29,0,,
18530516,2400,,,,,0,0,,
18530517,2400,,,,,-6,0,,
18530518,2400,,,,,-17,0,,
18530519,2400,,,,,-14,0,,
18530520,2400,,,,,-14,0,,
18530521,2400,,,,,-7,0,,
18530522,2400,,,,,-2,0,,
18530523,2400,,,,,8,0,,
18530524,2400,,,,,11,0,,
18530525,2400,,,,,24,0,,
18530526,2400,,,,,32,0,,
18530527,2400,,,,,32,0,,
18530528,2400,,,,,9,0,,
18530529,2400,,,,,-20,0,,
18530530,2400,,,,,-17,0,,
18530531,2400,,,,,-12,0,,
18530601,2400,,,,,-14,0,,
18530602,2400,,,,,9,0,,
18530603,2400,,,,,-31,0,,
18530604,2400,,,,,-36,0,,
18530605,2400,,,,,-21,0,,
18530606,2400,,,,,-22,0,,
18530607,2400,,,,,-27,0,,
18530608,2400,,,,,-16,0,,
18530609,2400,,,,,-5,0,,
18530610,2400,,,,,11,0,,
18530611,2400,,,,,32,0,,
18530612,2400,,,,,9,0,,
18530613,2400,,,,,8,0,,
18530614,2400,,,,,-10,0,,
18530615,2400,,,,,7,0,,
18530616,2400,,,,,15,0,,
18530617,2400,,,,,20,0,,
18530618,2400,,,,,6,0,,
18530619,2400,,,,,47,0,,
18530620,2400,,,,,-31,0,,
18530621,2400,,,,,1,0,,
18530622,2400,,,,,-14,0,,
18530623,2400,,,,,5,0,,
18530624,2400,,,,,-8,0,,
18530625,2400,,,,,-31,0,,
18530626,2400,,,,,-18,0,,
18530627,2400,,,,,4,0,,
18530628,2400,,,,,17,0,,
18530629,2400,,,,,-1,0,,
18530630,2400,,,,,-5,0,,
18530701,2400,,,,,-15,0,,
18530702,2400,,,,,-43,0,,
18530703,2400,,,,,-17,0,,
18530704,2400,,,,,4,0,,
18530705,2400,,,,,2,0,,
18530706,2400,,,,,5,0,,
18530707,2400,,,,,40,0,,
18530708,2400,,,,,27,0,,
18530709,2400,,,,,21,0,,
18530710,2400,,,,,2,0,,
18530711,2400,,,,,2,0,,
18530712,2400,,,,,2,0,,
18530713,2400,,,,,15,0,,
18530714,2400,,,,,4,0,,
18530715,2400,,,,,-3,0,,
18530716,2400,,,,,-16,0,,
18530717,2400,,,,,-19,0,,
18530718,2400,,,,,-11,0,,
18530719,2400,,,,,-22,0,,
18530720,2400,,,,,-20,0,,
18530721,2400,,,,,-7,0,,
18530722,2400,,,,,14,0,,
18530723,2400,,,,,-3,0,,
18530724,2400,,,,,20,0,,
18530725,2400,,,,,-7,0,,
18530726,2400,,,,,-3,0,,
18530727,2400,,,,,8,0,,
18530728,2400,,,,,13,0,,
18530729,2400,,,,,-7,0,,
18530730,2400,,,,,-34,0,,
18530731,2400,,,,,-22,0,,
18530801,2400,,,,,-9,0,,
18530802,2400,,,,,-28,0,,
18530803,2400,,,,,-30,0,,
18530804,2400,,,,,-15,0,,
18530805,2400,,,,,-25,0,,
18530806,2400,,,,,-23,0,,
18530807,2400,,,,,-24,0,,
18530808,2400,,,,,-23,0,,
18530809,2400,,,,,-9,0,,
18530810,2400,,,,,-16,0,,
18530811,2400,,,,,-16,0,,
18530812,2400,,,,,-6,0,,
18530813,2400,,,,,-13,0,,
18530814,2400,,,,,-11,0,,
18530815,2400,,,,,-13,0,,
18530816,2400,,,,,-18,0,,
18530817,2400,,,,,-13,0,,
18530818,2400,,,,,-31,0,,
18530819,2400,,,,,-1,0,,
18530820,2400,,,,,24,0,,
18530821,2400,,,,,8,0,,
18530822,2400,,,,,15,0,,
18530823,2400,,,,,-14,0,,
18530824,2400,,,,,-13,0,,
18530825,2400,,,,,-5,0,,
18530826,2400,,,,,6,0,,
18530827,2400,,,,,-12,0,,
18530828,2400,,,,,-14,0,,
18530829,2400,,,,,-33,0,,
18530830,2400,,,,,-19,0,,
18530831,2400,,,,,-34,0,,
18530901,2400,,,,,-22,0,,
18530902,2400,,,,,-22,0,,
18530903,2400,,,,,-22,0,,
18530904,2400,,,,,-14,0,,
18530905,2400,,,,,-14,0,,
18530906,2400,,,,,-21,0,,
18530907,2400,,,,,-21,0,,
18530908,2400,,,,,-14,0,,
18530909,2400,,,,,-15,0,,
18530910,2400,,,,,-10,0,,
18530911,2400,,,,,1,0,,
18530912,2400,,,,,6,0,,
18530913,2400,,,,,18,0,,
18530914,2400,,,,,-1,0,,
18530915,2400,,,,,4,0,,
18530916,2400,,,,,2,0,,
18530917,2400,,,,,-12,0,,
18530918,2400,,,,,4,0,,
18530919,2400,,,,,-9,0,,
18530920,2400,,,,,1,0,,
18530921,2400,,,,,5,0,,
18530922,2400,,,,,-1,0,,
18530923,2400,,,,,-7,0,,
18530924,2400,,,,,-34,0,,
18530925,2400,,,,,-33,0,,
18530926,2400,,,,,-35,0,,
18530927,2400,,,,,-26,0,,
18530928,2400,,,,,6,0,,
18530929,2400,,,,,3,0,,
18530930,2400,,,,,-17,0,,
18531001,2400,,,,,-22,0,,
18531002,2400,,,,,-33,0,,
18531003,2400,,,,,-65,0,,
18531004,2400,,,,,-48,0,,
18531005,2400,,,,,-9,0,,
18531006,2400,,,,,-15,0,,
18531007,2400,,,,,-16,0,,
18531008,2400,,,,,3,0,,
18531009,2400,,,,,1,0,,
18531010,2400,,,,,5,0,,
18531011,2400,,,,,3,0,,
18531012,2400,,,,,3,0,,
18531013,2400,,,,,-5,0,,
18531014,2400,,,,,5,0,,
18531015,2400,,,,,2,0,,
18531016,2400,,,,,-5,0,,
18531017,2400,,,,,-12,0,,
18531018,2400,,,,,-13,0,,
18531019,2400,,,,,-18,0,,
18531020,2400,,,,,-16,0,,
18531021,2400,,,,,-1,0,,
18531022,2400,,,,,22,0,,
18531023,2400,,,,,27,0,,
18531024,2400,,,,,20,0,,
18531025,2400,,,,,26,0,,
18531026,2400,,,,,31,0,,
18531027,2400,,,,,42,0,,
18531028,2400,,,,,47,0,,
18531029,2400,,,,,28,0,,
18531030,2400,,,,,6,0,,
18531031,2400,,,,,2,0,,
18531101,2400,,,,,7,0,,
18531102,2400,,,,,12,0,,
18531103,2400,,,,,-2,0,,
18531104,2400,,,,,-16,0,,
18531105,2400,,,,,-15,0,,
18531106,2400,,,,,-21,0,,
18531107,2400,,,,,0,0,,
18531108,2400,,,,,15,0,,
18531109,2400,,,,,22,0,,
18531110,2400,,,,,24,0,,
18531111,2400,,,,,15,0,,
18531112,2400,,,,,1,0,,
18531113,2400,,,,,-50,0,,
18531114,2400,,,,,-38,0,,
18531115,2400,,,,,-27,0,,
18531116,2400,,,,,-18,0,,
18531117,2400,,,,,-11,0,,
18531118,2400,,,,,-29,0,,
18531119,2400,,,,,-34,0,,
18531120,2400,,,,,-49,0,,
18531121,2400,,,,,-29,0,,
18531122,2400,,,,,-33,0,,
18531123,2400,,,,,-45,0,,
18531124,2400,,,,,-55,0,,
18531125,2400,,,,,-61,0,,
18531126,2400,,,,,-43,0,,
18531127,2400,,,,,-47,0,,
18531128,2400,,,,,-48,0,,
18531129,2400,,,,,-60,0,,
18531130,2400,,,,,-50,0,,
18531201,2400,,,,,-64,0,,
18531202,2400,,,,,-55,0,,
18531203,2400,,,,,-46,0,,
18531204,2400,,,,,-54,0,,
18531205,2400,,,,,-54,0,,
18531206,2400,,,,,-26,0,,
18531207,2400,,,,,-31,0,,
18531208,2400,,,,,-90,0,,
18531209,2400,,,,,-42,0,,
18531210,2400,,,,,-64,0,,
18531211,2400,,,,,-66,0,,
18531212,2400,,,,,-54,0,,
18531213,2400,,,,,-51,0,,
18531214,2400,,,,,-62,0,,
18531215,2400,,,,,-76,0,,
18531216,2400,,,,,-85,0,,
18531217,2400,,,,,-101,0,,
18531218,2400,,,,,-139,0,,
18531219,2400,,,,,-75,0,,
18531220,2400,,,,,-52,0,,
18531221,2400,,,,,-41,0,,
18531222,2400,,,,,-33,0,,
18531223,2400,,,,,-13,0,,
18531224,2400,,,,,-28,0,,
18531225,2400,,,,,-66,0,,
18531226,2400,,,,,-48,0,,
18531227,2400,,,,,-39,0,,
18531228,2400,,,,,-87,0,,
18531229,2400,,,,,-63,0,,
18531230,2400,,,,,-14,0,,
18540101,2400,,,,,-29,0,,
18540102,2400,,,,,-49,0,,
18540103,2400,,,,,-86,0,,
18540104,2400,,,,,-48,0,,
18540105,2400,,,,,-17,0,,
18540106,2400,,,,,0,0,,
18540107,2400,,,,,11,0,,
18540108,2400,,,,,18,0,,
18540109,2400,,,,,9,0,,
18540110,2400,,,,,11,0,,
18540111,2400,,,,,7,0,,
18540112,2400,,,,,4,0,,
18540113,2400,,,,,-7,0,,
18540114,2400,,,,,-1,0,,
18540115,2400,,,,,1,0,,
18540116,2400,,,,,12,0,,
18540117,2400,,,,,22,0,,
18540118,2400,,,,,21,0,,
18540119,2400,,,,,-4,0,,
18540120,2400,,,,,-1,0,,
18540121,2400,,,,,7,0,,
18540122,2400,,,,,-7,0,,
18540123,2400,,,,,3,0,,
18540124,2400,,,,,16,0,,
18540125,2400,,,,,-4,0,,
18540126,2400,,,,,3,0,,
18540127,2400,,,,,0,0,,
18540128,2400,,,,,21,0,,
18540129,2400,,,,,28,0,,
18540130,2400,,,,,40,0,,
18540131,2400,,,,,50,0,,
18540201,2400,,,,,32,0,,
18540202,2400,,,,,10,0,,
18540203,2400,,,,,-1,0,,
18540204,2400,,,,,4,0,,
18540205,2400,,,,,28,0,,
18540206,2400,,,,,56,0,,
18540207,2400,,,,,40,0,,
18540208,2400,,,,,18,0,,
18540209,2400,,,,,-9,0,,
18540210,2400,,,,,-15,0,,
18540211,2400,,,,,-33,0,,
18540212,2400,,,,,-33,0,,
18540213,2400,,,,,-61,0,,
18540214,2400,,,,,-38,0,,
18540215,2400,,,,,-1,0,,
18540216,2400,,,,,-16,0,,
18540217,2400,,,,,13,0,,
18540218,2400,,,,,-8,0,,
18540219,2400,,,,,1,0,,
18540220,2400,,,,,-1,0,,
18540221,2400,,,,,2,0,,
18540222,2400,,,,,-17,0,,
18540223,2400,,,,,2,0,,
18540224,2400,,,,,7,0,,
18540225,2400,,,,,6,0,,
18540226,2400,,,,,1,0,,
18540227,2400,,,,,-5,0,,
18540228,2400,,,,,6,0,,
18540301,2400,,,,,1,0,,
18540302,2400,,,,,-10,0,,
18540303,2400,,,,,-7,0,,
18540304,2400,,,,,-11,0,,
18540305,2400,,,,,-28,0,,
18540306,2400,,,,,-23,0,,
18540307,2400,,,,,-10,0,,
18540308,2400,,,,,34,0,,
18540309,2400,,,,,40,0,,
18540310,2400,,,,,48,0,,
18540311,2400,,,,,29,0,,
18540312,2400,,,,,30,0,,
18540313,2400,,,,,31,0,,
18540314,2400,,,,,46,0,,
18540315,2400,,,,,30,0,,
18540316,2400,,,,,48,0,,
18540317,2400,,,,,8,0,,
18540318,2400,,,,,-21,0,,
18540319,2400,,,,,-30,0,,
18540320,2400,,,,,-24,0,,
18540321,2400,,,,,-16,0,,
18540322,2400,,,,,-13,0,,
18540323,2400,,,,,-6,0,,
18540324,2400,,,,,0,0,,
18540325,2400,,,,,-1,0,,
18540326,2400,,,,,-13,0,,
18540327,2400,,,,,-11,0,,
18540328,2400,,,,,7,0,,
18540329,2400,,,,,3,0,,
18540330,2400,,,,,17,0,,
18540331,2400,,,,,3,0,,
18540401,2400,,,,,-7,0,,
18540402,2400,,,,,-29,0,,
18540403,2400,,,,,3,0,,
18540404,2400,,,,,-12,0,,
18540405,2400,,,,,-4,0,,
18540406,2400,,,,,5,0,,
18540407,2400,,,,,30,0,,
18540408,2400,,,,,8,0,,
18540409,2400,,,,,6,0,,
18540410,2400,,,,,3,0,,
18540411,2400,,,,,16,0,,
18540412,2400,,,,,3,0,,
18540413,2400,,,,,4,0,,
18540414,2400,,,,,9,0,,
18540415,2400,,,,,23,0,,
18540416,2400,,,,,1,0,,
18540417,2400,,,,,-6,0,,
18540418,2400,,,,,9,0,,
18540419,2400,,,,,14,0,,
18540421,2400,,,,,37,0,,
18540422,2400,,,,,29,0,,
18540423,2400,,,,,-34,0,,
18540424,2400,,,,,-54,0,,
18540425,2400,,,,,-57,0,,
18540426,2400,,,,,-34,0,,
18540427,2400,,,,,-35,0,,
18540428,2400,,,,,-39,0,,
18540429,2400,,,,,-54,0,,
18540430,2400,,,,,-44,0,,
18540501,2400,,,,,-9,0,,
18540502,2400,,,,,-1,0,,
18540503,2400,,,,,20,0,,
18540504,2400,,,,,-18,0,,
18540505,2400,,,,,-37,0,,
18540506,2400,,,,,-12,0,,
18540507,2400,,,,,-8,0,,
18540508,2400,,,,,-20,0,,
18540509,2400,,,,,-17,0,,
18540510,2400,,,,,-28,0,,
18540511,2400,,,,,-17,0,,
18540512,2400,,,,,-6,0,,
18540513,2400,,,,,0,0,,
18540514,2400,,,,,-11,0,,
18540515,2400,,,,,-20,0,,
18540516,2400,,,,,-26,0,,
18540517,2400,,,,,-23,0,,
18540518,2400,,,,,-24,0,,
18540519,2400,,,,,-36,0,,
18540520,2400,,,,,-35,0,,
