Haarlem(62_G)  NB "52° 23'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FK  Windkracht  :  Meestal in Bft  (Onbekend). ;  FK  Wind power  :  usual in Bft  (Unknown).

DATUM,tijd,DD,Q_DD,FK,Q_FK
18490916,2200,NO,0,0,0
18490917,700,NW,0,40,0
18490917,1300,NW,0,40,0
18490917,2200,NW,0,50,0
18490918,700,,,20,0
18490918,1300,NNW,0,40,0
18490918,2200,N,0,40,0
18490919,700,N,0,40,0
18490919,1300,NW,0,40,0
18490919,2200,NW,0,20,0
18490920,700,NW,0,40,0
18490920,1300,NW,0,40,0
18490920,2200,ONO,0,40,0
18490921,700,O,0,40,0
18490921,1300,O,0,40,0
18490921,2200,O,0,40,0
18490922,700,,,40,0
18490922,1300,,,40,0
18490922,2200,NO,0,20,0
18490923,700,NO,0,30,0
18490923,1300,NO,0,20,0
18490923,2200,ONO,0,30,0
18490924,700,O,0,20,0
18490924,1300,O,0,20,0
18490924,2200,ZW,0,20,0
18490925,700,ZW,0,20,0
18490925,1300,Z,0,20,0
18490925,2200,W,0,0,0
18490926,700,Z,0,0,0
18490926,1300,NW,0,20,0
18490926,2200,,,20,0
18490927,700,NNO,0,20,0
18490927,1300,NO,0,20,0
18490927,2200,O,0,20,0
18490928,700,,,20,0
18490928,1300,,,20,0
18490928,2200,ZW,0,20,0
18490929,700,W,0,20,0
18490929,1300,ZO,0,20,0
18490929,2200,Z,0,20,0
18490930,700,ZO,0,20,0
18490930,1300,,,20,0
18490930,2200,ZW,0,40,0
18491001,700,NW,0,40,0
18491001,1300,NW,0,0,0
18491001,2200,N,0,20,0
18491002,700,,,20,0
18491002,1300,,,20,0
18491002,2200,NW,0,20,0
18491003,700,,,20,0
18491003,1300,,,20,0
18491003,2200,ZW,0,,
18491004,700,Z,0,,
18491004,1300,,,40,0
18491004,2200,,,40,0
18491005,700,,,40,0
18491005,1300,ZW,0,40,0
18491005,2200,ZW,0,40,0
18491006,700,W,0,40,0
18491006,1300,W,0,20,0
18491006,2200,ZO,0,0,0
18491007,700,,,20,0
18491007,1300,,,20,0
18491007,2200,,,20,0
18491008,1300,NW,0,60,0
18491008,2200,NW,0,60,0
18491009,700,N,0,0,0
18491009,1300,NW,0,20,0
18491009,2200,NW,0,0,0
18491010,700,,,20,0
18491010,1300,,,20,0
18491010,2200,O,0,0,0
18491011,700,,,20,0
18491011,1300,,,50,0
18491011,2200,ONO,0,60,0
18491012,700,ONO,0,60,0
18491012,1300,,,60,0
18491012,2200,,,60,0
18491013,700,,,60,0
18491013,1300,,,40,0
18491013,2200,,,60,0
18491014,700,NO,0,40,0
18491014,1300,,,40,0
18491014,2200,,,60,0
18491015,700,,,40,0
18491015,1300,NO,0,40,0
18491015,2200,NO,0,40,0
18491016,700,O,0,20,0
18491016,1300,ONO,0,20,0
18491016,2200,ONO,0,20,0
18491017,700,OZO,0,0,0
18491017,1300,,,0,0
18491017,2200,ZZO,0,20,0
18491018,700,,,20,0
18491018,1300,,,20,0
18491018,2200,Z,0,20,0
18491019,700,ZO,0,20,0
18491019,1300,ZO,0,20,0
18491019,2200,ZO,0,40,0
18491020,700,,,20,0
18491020,1300,ZW,0,20,0
18491020,2200,ZW,0,10,0
18491021,700,ZZO,0,20,0
18491021,1300,ZZO,0,20,0
18491021,2200,ZW,0,20,0
18491022,700,ZW,0,0,0
18491022,1300,ZW,0,20,0
18491022,2200,ZZW,0,20,0
18491023,700,,,20,0
18491023,1300,,,40,0
18491023,2200,,,20,0
18491024,700,,,20,0
18491024,1300,,,40,0
18491024,2200,ZW,0,20,0
18491025,700,Z,0,20,0
18491025,1300,Z,0,20,0
18491025,2200,,,20,0
18491026,700,ZW,0,20,0
18491026,1300,ZW,0,20,0
18491026,2200,W,0,10,0
18491027,700,,,20,0
18491027,1300,ZW,0,20,0
18491027,2200,,,20,0
18491028,700,NW,0,0,0
18491028,1300,,,20,0
18491028,2200,,,20,0
18491029,700,NNW,0,20,0
18491029,1300,ZO,0,0,0
18491029,2200,ZZW,0,0,0
18491030,700,Z,0,20,0
18491030,1300,ZW,0,20,0
18491030,2200,ZO,0,20,0
18491031,700,ZO,0,20,0
18491031,1300,ZO,0,20,0
18491031,2200,,,20,0
18491101,700,,,20,0
18491101,1300,,,20,0
18491101,2200,OZO,0,20,0
18491102,700,ZO,0,20,0
18491102,1300,ZO,0,0,0
18491102,2200,O,0,0,0
18491103,700,N,0,0,0
18491103,1300,NO,0,0,0
18491103,2200,,,20,0
18491104,700,ZO,0,20,0
18491104,1300,Z,0,20,0
18491104,2200,Z,0,40,0
18491105,700,ZW,0,20,0
18491105,1300,,,40,0
18491105,2200,,,40,0
18491106,700,,,20,0
18491106,1300,ZW,0,40,0
18491106,2200,WZW,0,,
18491107,700,WNW,0,50,0
18491107,1300,ZW,0,40,0
18491107,2200,ZZW,0,50,0
18491108,700,,,40,0
18491108,1300,ZW,0,40,0
18491108,2200,ZW,0,40,0
18491109,700,,,20,0
18491109,1300,,,20,0
18491109,2200,,,20,0
18491110,700,,,20,0
18491110,1300,WZW,0,20,0
18491110,2200,ZZW,0,20,0
18491111,700,,,20,0
18491111,1300,ZW,0,20,0
18491111,2200,ZW,0,20,0
18491112,700,,,20,0
18491112,1300,,,20,0
18491112,2200,ZZO,0,20,0
18491113,700,ZW,0,20,0
18491113,1300,Z,0,20,0
18491113,2200,ZZW,0,40,0
18491114,700,,,20,0
18491114,1300,ZW,0,20,0
18491114,2200,WZW,0,20,0
18491115,700,Z,0,20,0
18491115,1300,Z,0,20,0
18491115,2200,W,0,20,0
18491116,700,,,40,0
18491116,1300,NW,0,60,0
18491116,2200,NW,0,60,0
18491117,700,NW,0,50,0
18491117,1300,NW,0,40,0
18491117,2200,NW,0,0,0
18491118,700,ZW,0,0,0
18491118,1300,ZZO,0,20,0
18491118,2200,ZZO,0,40,0
18491119,700,,,40,0
18491119,1300,,,40,0
18491119,2200,,,20,0
18491120,700,,,0,0
18491120,1300,N,0,20,0
18491120,2200,NO,0,20,0
18491121,700,,,0,0
18491121,1300,ONO,0,20,0
18491121,2200,ZO,0,20,0
18491122,700,ZO,0,20,0
18491122,1300,,,20,0
18491122,2200,,,20,0
18491123,700,ZO,0,20,0
18491123,1300,ZO,0,20,0
18491123,2200,ZO,0,40,0
18491124,700,,,40,0
18491124,1300,NW,0,20,0
18491124,2200,NW,0,20,0
18491125,700,ZO,0,20,0
18491125,1300,NO,0,20,0
18491125,2200,,,20,0
18491126,700,,,40,0
18491126,1300,NO,0,40,0
18491126,2200,N,0,20,0
18491127,700,N,0,20,0
18491127,1300,N,0,20,0
18491127,2200,ONO,0,20,0
18491128,700,ZO,0,20,0
18491128,1300,,,20,0
18491128,2200,,,20,0
18491129,700,,,20,0
18491129,1300,,,20,0
18491129,2200,ZO,0,20,0
18491130,700,ZO,0,40,0
18491130,1300,ZO,0,40,0
18491130,2200,ZO,0,20,0
18491201,800,,,0,0
18491201,1300,NNO,0,0,0
18491201,2200,NW,0,0,0
18491202,800,OZO,0,0,0
18491202,1300,OZO,0,20,0
18491202,2200,OZO,0,40,0
18491203,800,OZO,0,20,0
18491203,1300,,,20,0
18491203,2200,,,40,0
18491204,800,NO,0,0,0
18491204,1300,,,0,0
18491204,2200,ZO,0,10,0
18491205,800,,,20,0
18491205,1300,,,20,0
18491205,2200,,,40,0
18491206,800,,,20,0
18491206,1300,ZO,0,20,0
18491206,2200,ZO,0,20,0
18491207,800,OZO,0,0,0
18491207,1300,,,20,0
18491207,2200,ONO,0,40,0
18491208,800,ZO,0,40,0
18491208,1300,,,40,0
18491208,2200,ZO,0,0,0
18491209,800,O,0,0,0
18491209,1300,NO,0,20,0
18491209,2200,NO,0,20,0
18491210,800,NO,0,20,0
18491210,1300,,,20,0
18491210,2200,NO,0,20,0
18491211,800,,,20,0
18491211,1300,,,20,0
18491211,2200,,,20,0
18491212,800,NO,0,20,0
18491212,1300,NO,0,20,0
18491212,2200,NO,0,40,0
18491213,800,NO,0,20,0
18491213,1300,NO,0,0,0
18491213,2200,OZO,0,20,0
18491214,800,ZZO,0,20,0
18491214,1300,ZW,0,20,0
18491214,2200,ZO,0,20,0
18491215,800,ZW,0,40,0
18491215,1300,WZW,0,20,0
18491215,2200,W,0,0,0
18491216,800,W,0,20,0
18491216,1300,ZW,0,20,0
18491216,2200,WZW,0,20,0
18491217,800,,,40,0
18491217,1300,ZW,0,60,0
18491217,2200,WNW,0,40,0
18491218,800,,,20,0
18491218,1300,,,20,0
18491218,2200,ZW,0,20,0
18491219,800,,,70,0
18491219,1300,NW,0,70,0
18491219,2200,NNW,0,30,0
18491220,800,,,40,0
18491220,1300,,,0,0
18491220,2200,,,40,0
18491221,800,,,20,0
18491221,1300,,,40,0
18491221,2200,,,40,0
18491222,800,,,40,0
18491222,1300,,,40,0
18491222,2200,,,40,0
18491223,800,,,20,0
18491223,1300,,,20,0
18491223,2200,NW,0,0,0
18491224,800,ZW,0,0,0
18491224,1300,,,0,0
18491224,2200,,,20,0
18491225,800,N,0,0,0
18491225,1300,ZW,0,20,0
18491225,2200,WNW,0,20,0
18491226,800,ZW,0,20,0
18491226,1300,NW,0,20,0
18491226,2200,WZW,0,20,0
18491227,800,WNW,0,40,0
18491227,1300,,,40,0
18491227,2200,NW,0,60,0
18491228,800,,,40,0
18491228,1300,NW,0,60,0
18491228,2200,NW,0,50,0
18491229,800,,,40,0
18491229,1300,,,50,0
18491229,2200,NNO,0,60,0
18491230,800,NO,0,40,0
18491230,1300,NO,0,40,0
18491230,2200,NO,0,40,0
18491231,800,,,0,0
18491231,1300,Z,0,0,0
18491231,2200,WNW,0,20,0
18500101,800,NW,0,40,0
18500101,1300,NW,0,20,0
18500101,2200,N,0,0,0
18500102,800,,,20,0
18500102,1300,,,20,0
18500102,2200,OZO,0,20,0
18500103,800,,,0,0
18500103,1300,ZZW,0,20,0
18500103,2200,ZW,0,20,0
18500104,800,,,20,0
18500104,1300,W,0,0,0
18500104,2200,Z,0,20,0
18500105,800,W,0,40,0
18500105,1300,,,20,0
18500105,2200,WZW,0,20,0
18500106,800,Z,0,20,0
18500106,1300,ZO,0,20,0
18500106,2200,NO,0,20,0
18500107,800,NO,0,20,0
18500107,1300,NO,0,20,0
18500107,2200,NO,0,40,0
18500108,800,,,20,0
18500108,1300,,,20,0
18500108,2200,,,40,0
18500109,800,O,0,20,0
18500109,1300,ONO,0,20,0
18500109,2200,ONO,0,30,0
18500110,800,,,20,0
18500110,1300,,,20,0
18500110,2200,,,0,0
18500111,800,NO,0,20,0
18500111,1300,NO,0,20,0
18500111,2200,ONO,0,40,0
18500112,800,NO,0,20,0
18500112,1300,,,40,0
18500112,2200,,,40,0
18500113,800,,,40,0
18500113,1300,NO,0,20,0
18500113,2200,NO,0,20,0
18500114,800,NO,0,20,0
18500114,1300,O,0,20,0
18500114,2200,NO,0,40,0
18500115,800,O,0,,
18500115,1300,O,0,,
18500115,2200,,,40,0
18500116,800,O,0,20,0
18500116,1300,ONO,0,20,0
18500116,2200,ONO,0,40,0
18500117,800,,,20,0
18500117,1300,,,20,0
18500117,2200,,,20,0
18500118,800,N,0,20,0
18500118,1300,WZW,0,0,0
18500118,2200,ZO,0,20,0
18500119,800,OZO,0,0,0
18500119,1300,O,0,20,0
18500119,2200,NO,0,20,0
18500120,800,ONO,0,40,0
18500120,1300,O,0,20,0
18500120,2200,ONO,0,30,0
18500121,800,NO,0,20,0
18500121,1300,NO,0,20,0
18500121,2200,,,20,0
18500122,800,,,20,0
18500122,1300,,,20,0
18500122,2200,ZO,0,20,0
18500123,800,,,20,0
18500123,1300,W,0,20,0
18500123,2200,W,0,40,0
18500124,800,WZW,0,20,0
18500124,1300,WZW,0,20,0
18500124,2200,W,0,20,0
18500125,800,ZW,0,20,0
18500125,1300,,,40,0
18500125,2200,ZW,0,60,0
18500126,1300,ZW,0,40,0
18500126,2200,,,40,0
18500127,800,,,20,0
18500127,1300,,,20,0
18500127,2200,WZW,0,0,0
18500128,800,,,60,0
18500128,1300,,,40,0
18500128,2200,,,40,0
18500129,800,W,0,40,0
18500129,1300,NW,0,20,0
18500129,2200,,,20,0
18500130,800,N,0,20,0
18500130,1300,NO,0,20,0
18500130,2200,ZO,0,0,0
18500131,800,,,0,0
18500131,1300,,,20,0
18500131,2200,Z,0,40,0
18500201,700,ZZW,0,40,0
18500201,1300,ZW,0,40,0
18500202,700,ZW,0,40,0
18500202,1300,ZW,0,40,0
18500202,2100,WZW,0,60,0
18500203,700,ZW,0,40,0
18500203,1300,ZW,0,40,0
18500203,2100,W,0,60,0
18500204,700,W,0,40,0
18500204,1300,W,0,20,0
18500204,2100,,,0,0
18500205,700,,,20,0
18500205,1300,ZW,0,20,0
18500205,2100,ZW,0,50,0
18500206,700,ZW,0,60,0
18500206,1300,ZW,0,40,0
18500206,2100,,,60,0
18500207,700,NW,0,60,0
18500207,1300,W,0,60,0
18500207,2100,,,40,0
18500208,700,,,40,0
18500208,1300,,,20,0
18500208,2100,WZW,0,40,0
18500209,700,ZW,0,40,0
18500209,1300,,,40,0
18500209,2100,ZW,0,,
18500210,700,,,40,0
18500210,1300,W,0,40,0
18500210,2100,WZW,0,40,0
18500211,700,ZW,0,20,0
18500211,1300,ZZW,0,20,0
18500212,700,ZW,0,20,0
18500212,1300,,,20,0
18500212,2100,NW,0,20,0
18500213,700,NW,0,40,0
18500213,1300,NW,0,40,0
18500213,2100,,,20,0
18500214,700,Z,0,20,0
18500214,1300,ZW,0,20,0
18500214,2100,Z,0,50,0
18500215,700,WZW,0,40,0
18500215,1300,ZW,0,40,0
18500215,2100,ZW,0,40,0
18500216,700,ZW,0,60,0
18500216,1300,W,0,40,0
18500216,2100,WNW,0,60,0
18500217,700,ZW,0,40,0
18500217,1300,ZW,0,40,0
18500217,2100,W,0,40,0
18500218,700,ZW,0,20,0
18500218,1300,,,40,0
18500218,2100,,,20,0
18500219,700,,,20,0
18500219,1300,,,20,0
18500219,2100,ZW,0,40,0
18500220,700,,,40,0
18500220,1300,,,40,0
18500220,2100,W,0,20,0
18500221,700,ZW,0,40,0
18500221,1300,ZW,0,40,0
18500221,2100,ZW,0,,
18500222,700,WNW,0,40,0
18500222,1300,WNW,0,40,0
18500222,2100,WNW,0,20,0
18500223,700,WNW,0,20,0
18500223,1300,WZW,0,20,0
18500223,2100,,,10,0
18500224,700,ZW,0,20,0
18500224,1300,W,0,0,0
18500224,2100,W,0,0,0
18500225,700,ZO,0,20,0
18500225,1300,OZO,0,20,0
18500225,2100,,,20,0
18500226,700,O,0,20,0
18500226,1300,ZO,0,20,0
18500226,2100,WZW,0,0,0
18500227,700,ZW,0,20,0
18500227,1300,,,20,0
18500227,2100,OZO,0,20,0
18500228,700,OZO,0,20,0
18500228,1300,ZW,0,20,0
18500228,2100,W,0,20,0
18500301,700,ZW,0,20,0
18500301,1300,ZW,0,20,0
18500301,2200,ZW,0,30,0
18500302,700,,,20,0
18500302,1300,ZW,0,20,0
18500302,2200,ZW,0,40,0
18500303,700,ZW,0,40,0
18500303,1300,ZW,0,40,0
18500303,2200,Z,0,40,0
18500304,700,,,40,0
18500304,1300,NW,0,40,0
18500304,2200,NW,0,40,0
18500305,700,W,0,0,0
18500305,1300,WZW,0,20,0
18500305,2200,,,40,0
18500306,700,WZW,0,20,0
18500306,1300,,,20,0
18500306,2200,ZW,0,30,0
18500307,700,W,0,20,0
18500307,1300,,,20,0
18500307,2200,,,20,0
18500308,700,,,20,0
18500308,1300,ZW,0,20,0
18500308,2200,N,0,0,0
18500309,700,NO,0,0,0
18500309,1300,Z,0,0,0
18500309,2200,NW,0,0,0
18500310,700,ZW,0,20,0
18500310,1300,WNW,0,20,0
18500310,2200,NW,0,40,0
18500311,700,NW,0,40,0
18500311,1300,NW,0,40,0
18500311,2200,NW,0,60,0
18500312,700,NW,0,40,0
18500312,1300,NW,0,40,0
18500312,2200,NW,0,20,0
18500313,700,W,0,0,0
18500313,1300,WNW,0,20,0
18500313,2200,WNW,0,40,0
18500314,700,NW,0,40,0
18500314,1300,NNW,0,40,0
18500314,2200,NNW,0,40,0
18500315,700,NNW,0,40,0
18500315,1300,NNO,0,40,0
18500315,2200,NNW,0,0,0
18500316,700,WNW,0,40,0
18500316,1300,WNW,0,60,0
18500316,2200,ONO,0,60,0
18500317,700,ZO,0,0,0
18500317,1300,,,20,0
18500317,2200,NW,0,60,0
18500318,700,ZO,0,20,0
18500318,1300,ZO,0,20,0
18500318,2200,W,0,40,0
18500319,700,NW,0,50,0
18500319,1300,NW,0,50,0
18500319,2200,,,20,0
18500320,700,NW,0,20,0
18500320,1300,,,20,0
18500320,2200,,,60,0
18500321,700,N,0,30,0
18500321,1300,N,0,20,0
18500321,2200,NO,0,20,0
18500322,700,,,20,0
18500322,1300,,,40,0
18500322,2200,W,0,40,0
18500323,700,,,60,0
18500323,1300,NW,0,60,0
18500323,2200,NW,0,,
18500324,700,,,40,0
18500324,1300,N,0,60,0
18500324,2200,,,60,0
18500325,700,,,40,0
18500325,1300,NNO,0,20,0
18500325,2200,ZO,0,20,0
18500326,700,,,20,0
18500326,1300,ZW,0,20,0
18500326,2200,ZW,0,20,0
18500327,700,,,0,0
18500327,1300,ZW,0,20,0
18500327,2200,WNW,0,20,0
18500328,700,NO,0,20,0
18500328,1300,W,0,20,0
18500328,2200,,,0,0
18500329,700,NW,0,20,0
18500329,1300,,,20,0
18500329,2200,ZO,0,20,0
18500330,700,,,20,0
18500330,1300,,,40,0
18500330,2200,,,40,0
18500331,700,O,0,40,0
18500331,1300,OZO,0,40,0
18500331,2200,,,30,0
18500401,700,,,20,0
18500401,1300,,,20,0
18500401,2200,,,20,0
18500402,700,,,40,0
18500402,1300,ZZO,0,20,0
18500402,2200,ZO,0,20,0
18500403,700,,,20,0
18500403,1300,ZW,0,20,0
18500403,2200,Z,0,40,0
18500404,700,Z,0,20,0
18500404,1300,Z,0,40,0
18500405,700,ZW,0,,
18500405,1300,ZW,0,50,0
18500405,2200,,,30,0
18500406,700,,,20,0
18500406,1300,ZW,0,20,0
18500406,2200,,,20,0
18500407,700,,,20,0
18500407,1300,ZW,0,20,0
18500407,2200,ZW,0,0,0
18500408,700,,,20,0
18500408,1300,ZO,0,20,0
18500408,2200,,,20,0
18500409,700,ZW,0,20,0
18500409,1300,,,20,0
18500409,2200,ZO,0,20,0
18500410,700,ZW,0,20,0
18500410,1300,,,0,0
18500410,2200,O,0,0,0
18500411,700,O,0,20,0
18500411,1300,ZZO,0,20,0
18500411,2200,ZO,0,20,0
18500412,700,Z,0,0,0
18500412,1300,ZW,0,0,0
18500412,2200,NW,0,0,0
18500413,700,WNW,0,20,0
18500413,1300,,,20,0
18500413,2200,,,0,0
18500414,700,O,0,20,0
18500414,1300,NO,0,20,0
18500414,2200,O,0,20,0
18500415,700,ZO,0,0,0
18500415,1300,ZO,0,40,0
18500415,2200,,,30,0
18500416,700,ZZO,0,20,0
18500416,1300,ZO,0,20,0
18500416,2200,ZZO,0,50,0
18500417,700,ZZO,0,40,0
18500417,1300,ZW,0,40,0
18500417,2200,ZW,0,20,0
18500418,700,W,0,20,0
18500418,1300,ZW,0,20,0
18500418,2200,W,0,20,0
18500419,700,,,20,0
18500419,1300,,,20,0
18500419,2200,ZO,0,20,0
18500420,700,Z,0,40,0
18500420,1300,ZW,0,20,0
18500420,2200,,,40,0
18500421,700,,,20,0
18500421,1300,W,0,20,0
18500421,2200,,,20,0
18500422,700,W,0,20,0
18500422,1300,WNW,0,20,0
18500422,2200,W,0,20,0
18500423,700,NW,0,0,0
18500423,1300,WNW,0,20,0
18500423,2200,,,40,0
18500424,700,,,40,0
18500424,1300,NW,0,40,0
18500424,2200,,,20,0
18500425,700,NW,0,20,0
18500425,1300,N,0,20,0
18500425,2200,,,40,0
18500426,700,ONO,0,20,0
18500426,1300,,,40,0
18500426,2200,NO,0,40,0
18500427,700,,,40,0
18500427,1300,ONO,0,40,0
18500427,2200,ONO,0,40,0
18500428,700,,,40,0
18500428,1300,,,40,0
18500428,2200,ONO,0,40,0
18500429,700,N,0,0,0
18500429,1300,NNW,0,20,0
18500429,2200,,,20,0
18500430,700,N,0,20,0
18500430,1300,,,20,0
18500430,2200,NW,0,30,0
18500501,700,NW,0,40,0
18500501,1300,NW,0,40,0
18500501,2200,NNW,0,40,0
18500502,700,,,40,0
18500502,1300,N,0,40,0
18500502,2200,NW,0,40,0
18500503,700,W,0,20,0
18500503,1300,,,20,0
18500503,2200,,,40,0
18500504,700,ZW,0,20,0
18500504,1300,W,0,20,0
18500504,2200,ZW,0,20,0
18500505,700,Z,0,20,0
18500505,1300,Z,0,0,0
18500505,2200,ZW,0,20,0
18500506,700,,,20,0
18500506,1300,,,40,0
18500506,2200,NO,0,40,0
18500507,700,NO,0,40,0
18500507,1300,O,0,40,0
18500507,2200,ZO,0,20,0
18500508,700,Z,0,20,0
18500508,1300,,,20,0
18500508,2200,ZW,0,20,0
18500509,700,Z,0,20,0
18500509,1300,ZW,0,40,0
18500509,2200,ZW,0,20,0
18500510,700,W,0,20,0
18500510,1300,WZW,0,20,0
18500510,2200,ZW,0,20,0
18500511,700,,,20,0
18500511,1300,,,40,0
18500511,2200,,,20,0
18500512,700,,,20,0
18500512,1300,ZZW,0,20,0
18500512,2200,WNW,0,0,0
18500513,700,WNW,0,20,0
18500513,1300,NW,0,20,0
18500513,2200,,,30,0
18500514,700,NW,0,20,0
18500514,1300,NW,0,20,0
18500514,2200,ZW,0,20,0
18500515,700,NW,0,40,0
18500515,1300,,,20,0
18500515,2200,WNW,0,0,0
18500516,700,OZO,0,20,0
18500516,1300,N,0,20,0
18500516,2200,NNW,0,40,0
18500517,700,,,40,0
18500517,1300,NW,0,40,0
18500517,2200,NW,0,20,0
18500518,700,ZW,0,0,0
18500518,1300,ZW,0,20,0
18500518,2200,,,20,0
18500519,700,ZO,0,20,0
18500519,1300,NO,0,20,0
18500519,2200,NO,0,20,0
18500520,700,ZZW,0,0,0
18500520,1300,,,20,0
18500520,2200,O,0,20,0
18500521,700,N,0,20,0
18500521,1300,NW,0,20,0
18500521,2200,W,0,20,0
18500522,700,ZZW,0,20,0
18500522,1300,Z,0,20,0
18500522,2200,O,0,20,0
18500523,700,ZO,0,40,0
18500523,1300,ZO,0,40,0
18500523,2200,NW,0,,
18500524,700,ZZW,0,20,0
18500524,1300,ZW,0,20,0
18500524,2200,,,30,0
18500525,700,,,40,0
18500525,1300,ZW,0,40,0
18500525,2200,ZZO,0,20,0
18500526,700,ZZO,0,40,0
18500526,1300,ZZO,0,40,0
18500526,2200,,,30,0
18500527,700,ZZW,0,20,0
18500527,1300,ZZW,0,20,0
18500527,2200,Z,0,40,0
18500528,700,,,40,0
18500528,1300,ZW,0,40,0
18500528,2200,ZW,0,20,0
18500529,700,ZW,0,20,0
18500529,1300,ZW,0,0,0
18500529,2200,NO,0,40,0
18500530,700,,,20,0
18500530,1300,,,20,0
18500530,2200,ONO,0,20,0
18500531,700,O,0,20,0
18500531,1300,O,0,20,0
18500531,2200,,,40,0
18500601,700,N,0,20,0
18500601,1300,N,0,20,0
18500601,2200,NNW,0,40,0
18500602,700,,,40,0
18500602,1300,NO,0,40,0
18500602,2200,,,40,0
18500603,700,N,0,20,0
18500603,1300,NO,0,20,0
18500603,2200,N,0,40,0
18500604,700,N,0,20,0
18500604,1300,,,20,0
18500604,2200,NNO,0,30,0
18500605,700,,,0,0
18500605,1300,WZW,0,20,0
18500605,2200,ZO,0,0,0
18500606,700,NW,0,20,0
18500606,1300,,,20,0
18500606,2200,ZW,0,40,0
18500607,700,,,40,0
18500607,1300,ZW,0,60,0
18500607,2200,,,60,0
18500608,700,ZW,0,20,0
18500608,1300,ZW,0,20,0
18500608,2200,W,0,0,0
18500609,700,ZW,0,20,0
18500609,1300,ZW,0,20,0
18500609,2200,NW,0,0,0
18500610,700,,,20,0
18500610,1300,ZW,0,0,0
18500610,2200,NO,0,20,0
18500611,700,ZO,0,20,0
18500611,1300,ZW,0,0,0
18500611,2200,,,10,0
18500612,700,Z,0,0,0
18500612,1300,ZW,0,40,0
18500612,2200,WZW,0,50,0
18500613,700,ZW,0,40,0
18500613,1300,ZW,0,40,0
18500613,2200,,,40,0
18500614,700,W,0,40,0
18500614,1300,ZW,0,40,0
18500614,2200,Z,0,60,0
18500615,700,ZW,0,40,0
18500615,1300,,,40,0
18500615,2200,,,50,0
18500616,700,NW,0,40,0
18500616,1300,NW,0,40,0
18500616,2200,NO,0,20,0
18500617,700,,,20,0
18500617,1300,NO,0,20,0
18500617,2200,,,20,0
18500618,700,ZO,0,0,0
18500618,1300,ZZW,0,0,0
18500618,2200,ZW,0,0,0
18500619,700,NW,0,20,0
18500619,1300,NW,0,20,0
18500619,2200,NW,0,20,0
18500620,700,,,20,0
18500620,1300,NO,0,20,0
18500620,2200,NO,0,20,0
18500621,700,ZO,0,20,0
18500621,1300,N,0,20,0
18500621,2200,NW,0,20,0
18500622,700,ZW,0,20,0
18500622,1300,NW,0,20,0
18500622,2200,ZW,0,20,0
18500623,700,,,20,0
18500623,1300,ZW,0,20,0
18500623,2200,N,0,20,0
18500624,700,,,20,0
18500624,1300,NO,0,20,0
18500624,2200,,,20,0
18500625,700,ONO,0,20,0
18500625,1300,NO,0,20,0
18500625,2200,NNO,0,20,0
18500626,700,,,20,0
18500626,1300,,,20,0
18500626,2200,N,0,20,0
18500627,700,N,0,50,0
18500627,1300,,,40,0
18500627,2200,,,40,0
18500628,700,OZO,0,40,0
18500628,1300,ZO,0,20,0
18500628,2200,ZO,0,20,0
18500629,700,ZZW,0,20,0
18500629,1300,ZW,0,20,0
18500629,2200,ZW,0,0,0
18500630,700,ZW,0,0,0
18500630,1300,ZW,0,20,0
18500630,2200,,,40,0
18500701,700,,,40,0
18500701,1300,W,0,40,0
18500701,2200,ZW,0,40,0
18500702,700,ZW,0,20,0
18500702,1300,ZW,0,40,0
18500702,2200,,,40,0
18500703,700,ZW,0,40,0
18500703,1300,ZW,0,40,0
18500703,2200,ZW,0,50,0
18500704,700,,,40,0
18500704,1300,ZW,0,50,0
18500704,2200,,,40,0
18500705,700,ZW,0,20,0
18500705,1300,ZW,0,40,0
18500705,2200,W,0,0,0
18500706,700,ZW,0,20,0
18500706,1300,ZW,0,20,0
18500706,2200,ZO,0,20,0
18500707,700,ZO,0,0,0
18500707,1300,Z,0,20,0
18500707,2200,NW,0,30,0
18500708,700,NO,0,20,0
18500708,1300,NW,0,40,0
18500708,2200,,,20,0
18500709,700,NW,0,20,0
18500709,1300,NW,0,40,0
18500709,2200,,,20,0
18500710,700,,,40,0
18500710,1300,,,40,0
18500710,2200,NW,0,50,0
18500711,700,NW,0,40,0
18500711,1300,NW,0,20,0
18500711,2200,,,20,0
18500712,700,NNW,0,20,0
18500712,1300,,,20,0
18500712,2200,NW,0,40,0
18500713,700,,,40,0
18500713,1300,NNW,0,20,0
18500713,2200,,,20,0
