Amsterdam (Filiaal Inrichting)(123_G) "52:22:29" NB "4:56:16" OL     1.4 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phpa  Druk  :  Totale luchtdruk  (0.1 hPa). ;  Phpa  Pressuse  :  Total air pressure  (0.1 hPa).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,Phpa,Q_Phpa,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW,DP,Q_DP,EE,Q_EE,RD,Q_RD
18910314,2000,NO,0,,,,,,,,,,,36,0,,,,,90,0,,,,,-44,0,530,0,,
18910315,800,stil,0,,,,,,,,,,,33,0,,,,,83,0,,,,,-49,0,490,0,,
18910315,1400,ZZW,0,,,,,,,,,,,55,0,,,,,67,0,,,,,-63,0,250,0,,
18910315,2000,ZO,0,,,,,,,,,,,38,0,,,,,88,0,,,,,-80,0,530,0,,
18910316,800,ZZO,0,,,,,,,,,,,50,0,,,,,78,0,,,,,-105,0,510,0,,
18910316,1400,ZO,0,,,,,,,,,,,80,0,,,,,75,0,,,,,-95,0,600,0,,
18910316,2000,ZO,0,,,,,,,,,,,74,0,,,,,80,0,,,,,-83,0,620,0,,
18910317,800,ONO,0,,,,,,,,,,,69,0,,,,,72,0,,,,,-58,0,540,0,,
18910317,1400,O,0,,,,,,,,,,,101,0,,,,,86,0,,,,,-59,0,810,0,,
18910317,2000,ONO,0,,,,,,,,,,,72,0,,,,,,,,,,,-50,0,,,,
18910318,800,ONO,0,,,,,,,,,,,28,0,,,,,100,0,,,,,-24,0,560,0,,
18910318,1400,NO,0,,,,,,,,,,,36,0,,,,,100,0,,,,,-28,0,590,0,,
18910318,2000,NO,0,,,,,,,,,,,18,0,,,,,98,0,,,,,-38,0,520,0,,
18910319,800,N,0,,,,,,,,,,,22,0,,,,,89,0,,,,,-64,0,480,0,,
18910319,1400,N,0,,,,,,,,,,,26,0,,,,,91,0,,,,,-57,0,500,0,,
18910319,2000,NNW,0,,,,,,,,,,,19,0,,,,,96,0,,,,,-32,0,510,0,,
18910319,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
18910320,800,ZW,0,,,,,,,,,,,21,0,,,,,98,0,,,,,-47,0,520,0,,
18910320,1400,W,0,,,,,,,,,,,40,0,,,,,91,0,,,,,-57,0,560,0,,
18910320,2000,W,0,,,,,,,,,,,37,0,,,,,97,0,,,,,-63,0,580,0,,
18910320,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910321,800,NNW,0,,,,,,,,,,,12,0,,,,,100,0,,,,,-68,0,500,0,,
18910321,1400,N,0,,,,,,,,,,,20,0,,,,,91,0,,,,,-61,0,480,0,,
18910321,2000,NO,0,,,,,,,,,,,-4,0,,,,,100,0,,,,,-20,0,450,0,,
18910321,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0
18910322,800,NO,0,,,,,,,,,,,7,0,,,,,98,0,,,,,12,0,470,0,,
18910322,1400,NO,0,,,,,,,,,,,12,0,,,,,92,0,,,,,17,0,460,0,,
18910322,2000,NO,0,,,,,,,,,,,-11,0,,,,,96,0,,,,,29,0,410,0,,
18910323,800,O,0,,,,,,,,,,,2,0,,,,,100,0,,,,,48,0,470,0,,
18910323,1400,ONO,0,,,,,,,,,,,14,0,,,,,60,0,,,,,45,0,280,0,,
18910323,2000,OZO,0,,,,,,,,,,,18,0,,,,,71,0,,,,,40,0,380,0,,
18910324,800,ZZO,0,,,,,,,,,,,3,0,,,,,78,0,,,,,17,0,330,0,,
18910324,1400,ZW,0,,,,,,,,,,,55,0,,,,,54,0,,,,,-2,0,370,0,,
18910324,2000,Z,0,,,,,,,,,,,46,0,,,,,77,0,,,,,-24,0,500,0,,
18910325,800,WZW,0,,,,,,,,,,,55,0,,,,,92,0,,,,,-69,0,620,0,,
18910325,1400,WZW,0,,,,,,,,,,,88,0,,,,,78,0,,,,,-62,0,660,0,,
18910325,2000,ZZW,0,,,,,,,,,,,69,0,,,,,88,0,,,,,-71,0,660,0,,
18910325,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0
18910326,800,WZW,0,,,,,,,,,,,56,0,,,,,76,0,,,,,-97,0,520,0,,
18910326,1400,WZW,0,,,,,,,,,,,67,0,,,,,61,0,,,,,-78,0,450,0,,
18910326,2000,ZW,0,,,,,,,,,,,42,0,,,,,80,0,,,,,-73,0,500,0,,
18910326,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0
18910327,800,WZW,0,,,,,,,,,,,45,0,,,,,77,0,,,,,-57,0,490,0,,
18910327,1400,WZW,0,,,,,,,,,,,46,0,,,,,67,0,,,,,-67,0,440,0,,
18910327,2000,ZW,0,,,,,,,,,,,36,0,,,,,80,0,,,,,-86,0,480,0,,
18910327,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
18910328,800,WZW,0,,,,,,,,,,,36,0,,,,,90,0,,,,,-138,0,530,0,,
18910328,1400,NNW,0,,,,,,,,,,,44,0,,,,,65,0,,,,,-94,0,400,0,,
18910328,2000,WNW,0,,,,,,,,,,,31,0,,,,,87,0,,,,,-77,0,510,0,,
18910328,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0
18910329,800,W,0,,,,,,,,,,,41,0,,,,,90,0,,,,,-97,0,550,0,,
18910329,1400,NNW,0,,,,,,,,,,,31,0,,,,,67,0,,,,,-88,0,390,0,,
18910329,2000,WNW,0,,,,,,,,,,,21,0,,,,,72,0,,,,,-77,0,390,0,,
18910329,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0
18910330,800,WNW,0,,,,,,,,,,,17,0,,,,,71,0,,,,,-108,0,370,0,,
18910330,1400,WZW,0,,,,,,,,,,,35,0,,,,,74,0,,,,,-106,0,450,0,,
18910330,2000,N,0,,,,,,,,,,,14,0,,,,,86,0,,,,,-64,0,440,0,,
18910330,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
18910331,800,N,0,,,,,,,,,,,14,0,,,,,81,0,,,,,-6,0,410,0,,
18910331,1400,WNW,0,,,,,,,,,,,21,0,,,,,83,0,,,,,9,0,450,0,,
18910331,2000,WNW,0,,,,,,,,,,,20,0,,,,,87,0,,,,,17,0,460,0,,
18910331,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
18910401,800,WZW,0,,,,,,,,,,,28,0,,,,,80,0,,,,,14,0,430,0,,
18910401,1400,NNW,0,,,,,,,,,,,50,0,,,,,56,0,,,,,10,0,370,0,,
18910401,2000,ONO,0,,,,,,,,,,,27,0,,,,,89,0,,,,,11,0,500,0,,
18910401,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910402,800,OZO,0,,,,,,,,,,,16,0,,,,,83,0,,,,,11,0,440,0,,
18910402,1400,ONO,0,,,,,,,,,,,35,0,,,,,63,0,,,,,-4,0,370,0,,
18910402,2000,O,0,,,,,,,,,,,32,0,,,,,75,0,,,,,-13,0,440,0,,
18910403,800,OZO,0,,,,,,,,,,,20,0,,,,,79,0,,,,,-40,0,430,0,,
18910403,1400,O,0,,,,,,,,,,,69,0,,,,,63,0,,,,,-41,0,470,0,,
18910403,2000,O,0,,,,,,,,,,,59,0,,,,,71,0,,,,,-31,0,500,0,,
18910404,800,OZO,0,,,,,,,,,,,31,0,,,,,83,0,,,,,-14,0,480,0,,
18910404,1400,ONO,0,,,,,,,,,,,79,0,,,,,66,0,,,,,-30,0,530,0,,
18910404,2000,OZO,0,,,,,,,,,,,86,0,,,,,73,0,,,,,-46,0,620,0,,
18910405,800,OZO,0,,,,,,,,,,,47,0,,,,,92,0,,,,,-73,0,590,0,,
18910405,1400,WZW,0,,,,,,,,,,,74,0,,,,,89,0,,,,,-61,0,690,0,,
18910405,2000,OZO,0,,,,,,,,,,,60,0,,,,,95,0,,,,,-58,0,670,0,,
18910405,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0
18910406,800,ZZW,0,,,,,,,,,,,68,0,,,,,92,0,,,,,-59,0,690,0,,
18910406,1400,WZW,0,,,,,,,,,,,95,0,,,,,74,0,,,,,-55,0,670,0,,
18910406,2000,stil,0,,,,,,,,,,,77,0,,,,,86,0,,,,,-49,0,690,0,,
18910406,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0
18910407,800,ONO,0,,,,,,,,,,,61,0,,,,,89,0,,,,,-75,0,630,0,,
18910407,1400,NO,0,,,,,,,,,,,79,0,,,,,80,0,,,,,-83,0,640,0,,
18910407,2000,NNO,0,,,,,,,,,,,43,0,,,,,97,0,,,,,-74,0,600,0,,
18910407,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
18910408,800,NW,0,,,,,,,,,,,39,0,,,,,88,0,,,,,-62,0,540,0,,
18910408,1400,W,0,,,,,,,,,,,44,0,,,,,88,0,,,,,-45,0,560,0,,
18910408,2000,NW,0,,,,,,,,,,,46,0,,,,,92,0,,,,,-29,0,580,0,,
18910408,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0
18910409,800,ZO,0,,,,,,,,,,,47,0,,,,,90,0,,,,,1,0,580,0,,
18910409,1400,stil,0,,,,,,,,,,,65,0,,,,,73,0,,,,,19,0,530,0,,
18910409,2000,NNO,0,,,,,,,,,,,55,0,,,,,87,0,,,,,36,0,590,0,,
18910409,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0
18910410,800,ONO,0,,,,,,,,,,,49,0,,,,,95,0,,,,,44,0,620,0,,
18910410,1400,NO,0,,,,,,,,,,,74,0,,,,,72,0,,,,,49,0,570,0,,
18910410,2000,NO,0,,,,,,,,,,,67,0,,,,,77,0,,,,,47,0,560,0,,
18910411,800,ONO,0,,,,,,,,,,,49,0,,,,,86,0,,,,,50,0,560,0,,
18910411,1400,NO,0,,,,,,,,,,,70,0,,,,,53,0,,,,,41,0,410,0,,
18910411,2000,NO,0,,,,,,,,,,,54,0,,,,,73,0,,,,,38,0,500,0,,
18910412,800,NO,0,,,,,,,,,,,42,0,,,,,81,0,,,,,33,0,510,0,,
18910412,1400,NO,0,,,,,,,,,,,62,0,,,,,71,0,,,,,34,0,510,0,,
18910412,2000,NNO,0,,,,,,,,,,,31,0,,,,,86,0,,,,,37,0,500,0,,
18910412,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
18910413,800,N,0,,,,,,,,,,,35,0,,,,,80,0,,,,,26,0,470,0,,
18910413,1400,NNW,0,,,,,,,,,,,60,0,,,,,67,0,,,,,16,0,480,0,,
18910413,2000,NW,0,,,,,,,,,,,40,0,,,,,83,0,,,,,19,0,510,0,,
18910413,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910414,800,NNW,0,,,,,,,,,,,43,0,,,,,87,0,,,,,22,0,540,0,,
18910414,1400,NW,0,,,,,,,,,,,55,0,,,,,79,0,,,,,24,0,540,0,,
18910414,2000,NW,0,,,,,,,,,,,45,0,,,,,87,0,,,,,33,0,550,0,,
18910414,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
18910415,800,NW,0,,,,,,,,,,,49,0,,,,,80,0,,,,,43,0,530,0,,
18910415,1400,NW,0,,,,,,,,,,,57,0,,,,,75,0,,,,,51,0,520,0,,
18910415,2000,WNW,0,,,,,,,,,,,50,0,,,,,87,0,,,,,59,0,570,0,,
18910416,800,WNW,0,,,,,,,,,,,66,0,,,,,83,0,,,,,44,0,610,0,,
18910416,1400,W,0,,,,,,,,,,,87,0,,,,,70,0,,,,,34,0,590,0,,
18910416,2000,W,0,,,,,,,,,,,60,0,,,,,91,0,,,,,8,0,640,0,,
18910417,800,WNW,0,,,,,,,,,,,48,0,,,,,80,0,,,,,-15,0,520,0,,
18910417,1400,NNW,0,,,,,,,,,,,39,0,,,,,94,0,,,,,-4,0,580,0,,
18910417,2000,NNW,0,,,,,,,,,,,42,0,,,,,90,0,,,,,27,0,560,0,,
18910417,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0
18910418,800,NNW,0,,,,,,,,,,,45,0,,,,,77,0,,,,,39,0,490,0,,
18910418,1400,NNW,0,,,,,,,,,,,60,0,,,,,74,0,,,,,45,0,520,0,,
18910418,2000,N,0,,,,,,,,,,,45,0,,,,,81,0,,,,,54,0,520,0,,
18910418,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0
18910419,800,ONO,0,,,,,,,,,,,60,0,,,,,79,0,,,,,60,0,560,0,,
18910419,1400,NO,0,,,,,,,,,,,72,0,,,,,54,0,,,,,69,0,450,0,,
18910419,2000,NNO,0,,,,,,,,,,,52,0,,,,,92,0,,,,,75,0,610,0,,
18910420,800,ONO,0,,,,,,,,,,,61,0,,,,,83,0,,,,,88,0,590,0,,
18910420,1400,NO,0,,,,,,,,,,,97,0,,,,,55,0,,,,,92,0,500,0,,
18910420,2000,NO,0,,,,,,,,,,,72,0,,,,,74,0,,,,,93,0,570,0,,
18910421,800,ONO,0,,,,,,,,,,,67,0,,,,,83,0,,,,,90,0,620,0,,
18910421,1400,NNO,0,,,,,,,,,,,110,0,,,,,57,0,,,,,74,0,560,0,,
18910421,2000,NO,0,,,,,,,,,,,72,0,,,,,80,0,,,,,67,0,620,0,,
18910422,800,ONO,0,,,,,,,,,,,57,0,,,,,81,0,,,,,50,0,560,0,,
18910422,1400,NO,0,,,,,,,,,,,100,0,,,,,63,0,,,,,39,0,580,0,,
18910422,2000,ONO,0,,,,,,,,,,,86,0,,,,,68,0,,,,,38,0,580,0,,
18910423,800,ONO,0,,,,,,,,,,,75,0,,,,,71,0,,,,,42,0,560,0,,
18910423,1400,NO,0,,,,,,,,,,,103,0,,,,,35,0,,,,,40,0,330,0,,
18910423,2000,NO,0,,,,,,,,,,,66,0,,,,,67,0,,,,,44,0,490,0,,
18910424,800,NNO,0,,,,,,,,,,,51,0,,,,,84,0,,,,,50,0,550,0,,
18910424,1400,NNO,0,,,,,,,,,,,89,0,,,,,51,0,,,,,46,0,440,0,,
18910424,2000,N,0,,,,,,,,,,,48,0,,,,,73,0,,,,,42,0,470,0,,
18910425,800,NNO,0,,,,,,,,,,,60,0,,,,,62,0,,,,,35,0,440,0,,
18910425,1400,NO,0,,,,,,,,,,,72,0,,,,,57,0,,,,,33,0,440,0,,
18910425,2000,N,0,,,,,,,,,,,57,0,,,,,79,0,,,,,29,0,550,0,,
18910426,800,NNO,0,,,,,,,,,,,52,0,,,,,87,0,,,,,23,0,580,0,,
18910426,1400,NO,0,,,,,,,,,,,73,0,,,,,63,0,,,,,17,0,490,0,,
18910426,2000,NNO,0,,,,,,,,,,,53,0,,,,,81,0,,,,,5,0,540,0,,
18910427,800,O,0,,,,,,,,,,,75,0,,,,,81,0,,,,,-11,0,630,0,,
18910427,1400,NO,0,,,,,,,,,,,119,0,,,,,48,0,,,,,-39,0,520,0,,
18910427,2000,NO,0,,,,,,,,,,,101,0,,,,,71,0,,,,,-63,0,660,0,,
18910428,800,ONO,0,,,,,,,,,,,93,0,,,,,79,0,,,,,-111,0,700,0,,
18910428,1400,NW,0,,,,,,,,,,,83,0,,,,,90,0,,,,,-111,0,740,0,,
18910428,2000,W,0,,,,,,,,,,,80,0,,,,,86,0,,,,,-85,0,690,0,,
18910428,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
18910429,800,Z,0,,,,,,,,,,,76,0,,,,,84,0,,,,,-46,0,660,0,,
18910429,1400,ZW,0,,,,,,,,,,,96,0,,,,,59,0,,,,,-34,0,540,0,,
18910429,2000,ZZW,0,,,,,,,,,,,101,0,,,,,62,0,,,,,-41,0,570,0,,
18910429,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0
18910430,800,Z,0,,,,,,,,,,,101,0,,,,,90,0,,,,,-67,0,840,0,,
18910430,1400,ZW,0,,,,,,,,,,,115,0,,,,,88,0,,,,,-45,0,900,0,,
18910430,2000,ZW,0,,,,,,,,,,,125,0,,,,,86,0,,,,,-34,0,930,0,,
18910430,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
18910501,800,ZZW,0,,,,,,,,,,,137,0,,,,,81,0,,,,,-40,0,940,0,,
18910501,1400,ZZW,0,,,,,,,,,,,158,0,,,,,81,0,,,,,-71,0,1080,0,,
18910501,2000,ZW,0,,,,,,,,,,,120,0,,,,,66,0,,,,,-73,0,690,0,,
18910501,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0
18910502,800,ZZW,0,,,,,,,,,,,115,0,,,,,78,0,,,,,-50,0,800,0,,
18910502,1400,ZZW,0,,,,,,,,,,,132,0,,,,,75,0,,,,,-58,0,850,0,,
18910502,2000,ZW,0,,,,,,,,,,,109,0,,,,,85,0,,,,,-62,0,840,0,,
18910502,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0
18910503,800,W,0,,,,,,,,,,,83,0,,,,,80,0,,,,,-10,0,660,0,,
18910503,1400,WZW,0,,,,,,,,,,,113,0,,,,,51,0,,,,,6,0,520,0,,
18910503,2000,ZW,0,,,,,,,,,,,98,0,,,,,65,0,,,,,8,0,590,0,,
18910503,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0
18910504,800,ZW,0,,,,,,,,,,,93,0,,,,,82,0,,,,,9,0,720,0,,
18910504,1400,W,0,,,,,,,,,,,115,0,,,,,62,0,,,,,22,0,640,0,,
18910504,2000,NNW,0,,,,,,,,,,,92,0,,,,,85,0,,,,,41,0,740,0,,
18910505,800,ONO,0,,,,,,,,,,,72,0,,,,,80,0,,,,,67,0,620,0,,
18910505,1400,ONO,0,,,,,,,,,,,109,0,,,,,58,0,,,,,63,0,570,0,,
18910505,2000,NO,0,,,,,,,,,,,99,0,,,,,72,0,,,,,53,0,660,0,,
18910506,800,O,0,,,,,,,,,,,104,0,,,,,71,0,,,,,40,0,670,0,,
18910506,1400,NO,0,,,,,,,,,,,150,0,,,,,44,0,,,,,24,0,590,0,,
18910506,2000,NO,0,,,,,,,,,,,134,0,,,,,59,0,,,,,13,0,690,0,,
18910507,800,ONO,0,,,,,,,,,,,115,0,,,,,78,0,,,,,-5,0,810,0,,
18910507,1400,ONO,0,,,,,,,,,,,155,0,,,,,58,0,,,,,-21,0,770,0,,
18910507,2000,stil,0,,,,,,,,,,,157,0,,,,,68,0,,,,,-39,0,910,0,,
18910507,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910508,800,ZW,0,,,,,,,,,,,118,0,,,,,83,0,,,,,-64,0,860,0,,
18910508,1400,stil,0,,,,,,,,,,,150,0,,,,,58,0,,,,,-76,0,740,0,,
18910508,2000,ONO,0,,,,,,,,,,,120,0,,,,,83,0,,,,,-76,0,870,0,,
18910508,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910509,800,NO,0,,,,,,,,,,,107,0,,,,,96,0,,,,,-71,0,900,0,,
18910509,1400,NO,0,,,,,,,,,,,112,0,,,,,94,0,,,,,-75,0,930,0,,
18910509,2000,NNO,0,,,,,,,,,,,120,0,,,,,97,0,,,,,-78,0,1020,0,,
18910509,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910510,800,NO,0,,,,,,,,,,,111,0,,,,,97,0,,,,,-72,0,960,0,,
18910510,1400,NO,0,,,,,,,,,,,207,0,,,,,61,0,,,,,-70,0,1130,0,,
18910510,2000,NO,0,,,,,,,,,,,177,0,,,,,79,0,,,,,-55,0,1190,0,,
18910510,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0
18910511,800,ONO,0,,,,,,,,,,,140,0,,,,,83,0,,,,,3,0,990,0,,
18910511,1400,NO,0,,,,,,,,,,,220,0,,,,,54,0,,,,,14,0,1090,0,,
18910511,2000,NO,0,,,,,,,,,,,187,0,,,,,81,0,,,,,27,0,1310,0,,
18910512,800,ONO,0,,,,,,,,,,,150,0,,,,,82,0,,,,,56,0,1050,0,,
18910512,1400,NO,0,,,,,,,,,,,204,0,,,,,57,0,,,,,56,0,1030,0,,
18910512,2000,NO,0,,,,,,,,,,,174,0,,,,,86,0,,,,,54,0,1270,0,,
18910513,800,N,0,,,,,,,,,,,165,0,,,,,64,0,,,,,44,0,930,0,,
18910513,1400,NW,0,,,,,,,,,,,182,0,,,,,57,0,,,,,26,0,900,0,,
18910513,2000,NNO,0,,,,,,,,,,,122,0,,,,,78,0,,,,,19,0,830,0,,
18910514,800,NNO,0,,,,,,,,,,,106,0,,,,,84,0,,,,,21,0,810,0,,
18910514,1400,N,0,,,,,,,,,,,124,0,,,,,63,0,,,,,9,0,680,0,,
18910514,2000,NNW,0,,,,,,,,,,,117,0,,,,,63,0,,,,,-21,0,660,0,,
18910515,800,WNW,0,,,,,,,,,,,98,0,,,,,59,0,,,,,-72,0,550,0,,
18910515,1400,WNW,0,,,,,,,,,,,109,0,,,,,56,0,,,,,-99,0,550,0,,
18910515,2000,W,0,,,,,,,,,,,97,0,,,,,70,0,,,,,-113,0,630,0,,
18910516,800,NNW,0,,,,,,,,,,,74,0,,,,,63,0,,,,,-93,0,500,0,,
18910516,1400,NW,0,,,,,,,,,,,71,0,,,,,46,0,,,,,-80,0,330,0,,
18910516,2000,WZW,0,,,,,,,,,,,58,0,,,,,73,0,,,,,-73,0,500,0,,
18910516,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0
18910517,800,WNW,0,,,,,,,,,,,55,0,,,,,62,0,,,,,-77,0,420,0,,
18910517,1400,W,0,,,,,,,,,,,70,0,,,,,51,0,,,,,-71,0,360,0,,
18910517,2000,NW,0,,,,,,,,,,,73,0,,,,,62,0,,,,,-81,0,480,0,,
18910517,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910518,800,Z,0,,,,,,,,,,,74,0,,,,,75,0,,,,,-115,0,590,0,,
18910518,1400,Z,0,,,,,,,,,,,81,0,,,,,90,0,,,,,-147,0,730,0,,
18910518,2000,ZW,0,,,,,,,,,,,87,0,,,,,84,0,,,,,-153,0,710,0,,
18910518,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
18910519,800,ZW,0,,,,,,,,,,,79,0,,,,,61,0,,,,,-87,0,490,0,,
18910519,1400,NO,0,,,,,,,,,,,75,0,,,,,79,0,,,,,-94,0,610,0,,
18910519,2000,ZW,0,,,,,,,,,,,77,0,,,,,80,0,,,,,-65,0,630,0,,
18910519,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0
18910520,800,ZW,0,,,,,,,,,,,98,0,,,,,76,0,,,,,-39,0,690,0,,
18910520,1400,ZW,0,,,,,,,,,,,125,0,,,,,53,0,,,,,-43,0,590,0,,
18910520,2000,ZW,0,,,,,,,,,,,112,0,,,,,78,0,,,,,-60,0,790,0,,
18910520,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0
18910521,800,ZO,0,,,,,,,,,,,138,0,,,,,81,0,,,,,-127,0,950,0,,
18910521,1400,ZZW,0,,,,,,,,,,,183,0,,,,,66,0,,,,,-154,0,1070,0,,
18910521,2000,O,0,,,,,,,,,,,140,0,,,,,90,0,,,,,-151,0,1070,0,,
18910521,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
18910522,800,W,0,,,,,,,,,,,100,0,,,,,84,0,,,,,-101,0,780,0,,
18910522,1400,ZW,0,,,,,,,,,,,114,0,,,,,77,0,,,,,-77,0,790,0,,
18910522,2000,ZZW,0,,,,,,,,,,,108,0,,,,,77,0,,,,,-64,0,750,0,,
18910522,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
18910523,800,ZW,0,,,,,,,,,,,103,0,,,,,79,0,,,,,-51,0,750,0,,
18910523,1400,W,0,,,,,,,,,,,139,0,,,,,58,0,,,,,-50,0,690,0,,
18910523,2000,WZW,0,,,,,,,,,,,108,0,,,,,73,0,,,,,-47,0,740,0,,
18910524,800,OZO,0,,,,,,,,,,,106,0,,,,,93,0,,,,,-72,0,880,0,,
18910524,1400,WZW,0,,,,,,,,,,,125,0,,,,,68,0,,,,,-74,0,750,0,,
18910524,2000,NO,0,,,,,,,,,,,116,0,,,,,81,0,,,,,-75,0,830,0,,
18910524,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0
18910525,800,Z,0,,,,,,,,,,,117,0,,,,,72,0,,,,,-67,0,740,0,,
18910525,1400,WZW,0,,,,,,,,,,,123,0,,,,,65,0,,,,,-58,0,690,0,,
18910525,2000,OZO,0,,,,,,,,,,,112,0,,,,,78,0,,,,,-57,0,790,0,,
18910525,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0
18910526,800,ZW,0,,,,,,,,,,,98,0,,,,,73,0,,,,,-60,0,670,0,,
18910526,1400,ZW,0,,,,,,,,,,,111,0,,,,,65,0,,,,,-57,0,650,0,,
18910526,2000,Z,0,,,,,,,,,,,100,0,,,,,76,0,,,,,-58,0,710,0,,
18910526,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0
18910527,800,ZZO,0,,,,,,,,,,,113,0,,,,,70,0,,,,,-62,0,710,0,,
18910527,1400,ZZW,0,,,,,,,,,,,136,0,,,,,51,0,,,,,-66,0,600,0,,
