Amsterdam (Filiaal Inrichting)(123_G) "52:22:29" NB "4:56:16" OL     1.4 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phpa  Druk  :  Totale luchtdruk  (0.1 hPa). ;  Phpa  Pressuse  :  Total air pressure  (0.1 hPa).
 R6  Dagsom neerslag  :  dagsom  (0.1 mm). ;  R6  Daily precipitation  :  sum  (0.1 mm).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 TN6  Minimum Temp  :  Minimum temparature sinds vorige meting   (0.1 Celcius). ;  TN6  Minimum Temp  :  Minimum temperature   (0.1 Celcius).
 TX6  Maximum Temp  :  Maximum temparature sinds vorige meting  (0.1 Celcius). ;  TX6  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 SX  Sneeuwdikte  :  Kwalitatieve beschrijving  (code). ;  SX  Snowdepth  :  Qualitative description  (code).
 WW  Weercode  :  SYNOP code   (code). ;  WW  Wheather code  :  SYNOP code   (code).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,Phpa,Q_Phpa,R6,Q_R6,TD,Q_TD,T,Q_T,TN6,Q_TN6,TX6,Q_TX6,U,Q_U,SX,Q_SX,WW,Q_WW,DP,Q_DP,EE,Q_EE,RD,Q_RD
18901228,1400,O,0,,,,,,,,,,,-77,0,,,,,100,0,,,,,83,0,250,0,,
18901228,2000,O,0,,,,,,,,,,,-108,0,,,,,,,,,,,85,0,,,,
18901228,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
18901229,800,ONO,0,,,,,,,,,,,-131,0,,,,,,,,,,,85,0,,,,
18901229,1400,ONO,0,,,,,,,,,,,-111,0,,,,,,,,,,,85,0,,,,
18901229,2000,ONO,0,,,,,,,,,,,-107,0,,,,,,,,,,,89,0,,,,
18901229,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
18901230,800,ONO,0,,,,,,,,,,,-152,0,,,,,,,,,,,103,0,,,,
18901230,1400,ONO,0,,,,,,,,,,,-128,0,,,,,,,,,,,99,0,,,,
18901230,2000,ONO,0,,,,,,,,,,,-128,0,,,,,,,,,,,102,0,,,,
18901230,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
18901231,800,ONO,0,,,,,,,,,,,-129,0,,,,,,,,,,,104,0,,,,
18901231,1400,ONO,0,,,,,,,,,,,-94,0,,,,,,,,,,,95,0,,,,
18901231,2000,O,0,,,,,,,,,,,-94,0,,,,,,,,,,,90,0,,,,
18901231,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
18910101,800,OZO,0,,,,,,,,,,,-90,0,,,,,,,,,,,88,0,,,,
18910101,1400,OZO,0,,,,,,,,,,,-51,0,,,,,,,,,,,82,0,,,,
18910101,2000,OZO,0,,,,,,,,,,,-78,0,,,,,100,0,,,,,84,0,250,0,,
18910102,800,ONO,0,,,,,,,,,,,-106,0,,,,,,,,,,,72,0,,,,
18910102,1400,NNO,0,,,,,,,,,,,-56,0,,,,,98,0,,,,,63,0,290,0,,
18910102,2000,O,0,,,,,,,,,,,-59,0,,,,,97,0,,,,,75,0,280,0,,
18910103,800,stil,0,,,,,,,,,,,-62,0,,,,,100,0,,,,,89,0,290,0,,
18910103,1400,ZZO,0,,,,,,,,,,,-44,0,,,,,,,,,,,79,0,,,,
18910103,2000,Z,0,,,,,,,,,,,-31,0,,,,,98,0,,,,,61,0,360,0,,
18910104,800,ZW,0,,,,,,,,,,,8,0,,,,,100,0,,,,,4,0,480,0,,
18910104,1400,W,0,,,,,,,,,,,22,0,,,,,98,0,,,,,-14,0,530,0,,
18910104,2000,WNW,0,,,,,,,,,,,14,0,,,,,81,0,,,,,-3,0,410,0,,
18910104,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0
18910105,800,N,0,,,,,,,,,,,-17,0,,,,,90,0,,,,,13,0,360,0,,
18910105,1400,NNO,0,,,,,,,,,,,-9,0,,,,,89,0,,,,,27,0,380,0,,
18910105,2000,NNO,0,,,,,,,,,,,-32,0,,,,,92,0,,,,,56,0,330,0,,
18910105,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0
18910106,800,NNO,0,,,,,,,,,,,-52,0,,,,,98,0,,,,,78,0,300,0,,
18910106,1400,NO,0,,,,,,,,,,,-35,0,,,,,96,0,,,,,80,0,340,0,,
18910106,2000,NNO,0,,,,,,,,,,,-59,0,,,,,100,0,,,,,86,0,290,0,,
18910107,800,NNO,0,,,,,,,,,,,-74,0,,,,,100,0,,,,,63,0,260,0,,
18910107,1400,NNO,0,,,,,,,,,,,-34,0,,,,,100,0,,,,,39,0,350,0,,
18910107,2000,NNO,0,,,,,,,,,,,-38,0,,,,,98,0,,,,,28,0,330,0,,
18910108,800,WNW,0,,,,,,,,,,,-31,0,,,,,98,0,,,,,17,0,360,0,,
18910108,1400,W,0,,,,,,,,,,,-21,0,,,,,,,,,,,16,0,,,,
18910108,2000,ZZW,0,,,,,,,,,,,-32,0,,,,,100,0,,,,,26,0,360,0,,
18910109,800,ZZW,0,,,,,,,,,,,-38,0,,,,,,,,,,,62,0,,,,
18910109,1400,NW,0,,,,,,,,,,,-32,0,,,,,100,0,,,,,77,0,360,0,,
18910109,2000,WNW,0,,,,,,,,,,,-36,0,,,,,100,0,,,,,102,0,350,0,,
18910110,800,N,0,,,,,,,,,,,-17,0,,,,,,,,,,,134,0,,,,
18910110,1400,NO,0,,,,,,,,,,,-25,0,,,,,,,,,,,156,0,,,,
18910110,2000,stil,0,,,,,,,,,,,-58,0,,,,,,,,,,,176,0,,,,
18910111,800,stil,0,,,,,,,,,,,-51,0,,,,,100,0,,,,,194,0,310,0,,
18910111,1400,ZW,0,,,,,,,,,,,-28,0,,,,,96,0,,,,,193,0,360,0,,
18910111,2000,ZW,0,,,,,,,,,,,-29,0,,,,,98,0,,,,,183,0,360,0,,
18910112,800,W,0,,,,,,,,,,,16,0,,,,,93,0,,,,,146,0,480,0,,
18910112,1400,NW,0,,,,,,,,,,,33,0,,,,,98,0,,,,,137,0,570,0,,
18910112,2000,N,0,,,,,,,,,,,28,0,,,,,100,0,,,,,142,0,560,0,,
18910113,800,ONO,0,,,,,,,,,,,-6,0,,,,,100,0,,,,,163,0,440,0,,
18910113,1400,ZZW,0,,,,,,,,,,,-2,0,,,,,100,0,,,,,157,0,450,0,,
18910113,2000,WZW,0,,,,,,,,,,,-2,0,,,,,100,0,,,,,140,0,450,0,,
18910113,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
18910114,800,NW,0,,,,,,,,,,,22,0,,,,,83,0,,,,,101,0,450,0,,
18910114,1400,NNW,0,,,,,,,,,,,16,0,,,,,79,0,,,,,94,0,410,0,,
18910114,2000,N,0,,,,,,,,,,,12,0,,,,,78,0,,,,,87,0,390,0,,
18910114,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0
18910115,800,NO,0,,,,,,,,,,,-35,0,,,,,94,0,,,,,81,0,330,0,,
18910115,1400,N,0,,,,,,,,,,,-32,0,,,,,98,0,,,,,79,0,350,0,,
18910115,2000,NW,0,,,,,,,,,,,-10,0,,,,,78,0,,,,,56,0,340,0,,
18910116,800,ONO,0,,,,,,,,,,,-89,0,,,,,,,,,,,34,0,,,,
18910116,1400,N,0,,,,,,,,,,,-76,0,,,,,92,0,,,,,36,0,230,0,,
18910116,2000,NNO,0,,,,,,,,,,,-98,0,,,,,87,0,,,,,46,0,180,0,,
18910117,800,N,0,,,,,,,,,,,-89,0,,,,,94,0,,,,,75,0,210,0,,
18910117,1400,NO,0,,,,,,,,,,,-93,0,,,,,97,0,,,,,93,0,210,0,,
18910117,2000,N,0,,,,,,,,,,,-101,0,,,,,100,0,,,,,115,0,210,0,,
18910118,800,NNO,0,,,,,,,,,,,-79,0,,,,,92,0,,,,,109,0,230,0,,
18910118,1400,NNO,0,,,,,,,,,,,-43,0,,,,,87,0,,,,,91,0,280,0,,
18910118,2000,NNO,0,,,,,,,,,,,-80,0,,,,,94,0,,,,,87,0,230,0,,
18910119,800,N,0,,,,,,,,,,,-96,0,,,,,,,,,,,80,0,,,,
18910119,1400,WNW,0,,,,,,,,,,,-38,0,,,,,100,0,,,,,78,0,350,0,,
18910119,2000,W,0,,,,,,,,,,,-25,0,,,,,83,0,,,,,83,0,320,0,,
18910120,800,ZZW,0,,,,,,,,,,,-41,0,,,,,87,0,,,,,47,0,290,0,,
18910120,1400,ZZW,0,,,,,,,,,,,-26,0,,,,,94,0,,,,,-11,0,350,0,,
18910120,2000,ZZW,0,,,,,,,,,,,1,0,,,,,93,0,,,,,-77,0,430,0,,
18910121,800,WNW,0,,,,,,,,,,,9,0,,,,,86,0,,,,,-152,0,420,0,,
18910121,1400,W,0,,,,,,,,,,,16,0,,,,,81,0,,,,,-146,0,420,0,,
18910121,2000,W,0,,,,,,,,,,,8,0,,,,,85,0,,,,,-134,0,410,0,,
18910121,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0
18910122,800,ZZW,0,,,,,,,,,,,-35,0,,,,,100,0,,,,,-119,0,350,0,,
18910122,1400,ZW,0,,,,,,,,,,,1,0,,,,,93,0,,,,,-141,0,430,0,,
18910122,2000,W,0,,,,,,,,,,,2,0,,,,,96,0,,,,,-115,0,450,0,,
18910122,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0
18910123,800,ZW,0,,,,,,,,,,,-2,0,,,,,96,0,,,,,-48,0,440,0,,
18910123,1400,Z,0,,,,,,,,,,,7,0,,,,,86,0,,,,,-57,0,420,0,,
18910123,2000,ZZW,0,,,,,,,,,,,30,0,,,,,98,0,,,,,-86,0,560,0,,
18910123,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
18910124,800,ZW,0,,,,,,,,,,,51,0,,,,,97,0,,,,,-81,0,630,0,,
18910124,1400,ZW,0,,,,,,,,,,,50,0,,,,,100,0,,,,,-86,0,650,0,,
18910124,2000,ZZW,0,,,,,,,,,,,58,0,,,,,94,0,,,,,-121,0,650,0,,
18910124,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,0
18910125,800,W,0,,,,,,,,,,,29,0,,,,,87,0,,,,,-50,0,500,0,,
18910125,1400,W,0,,,,,,,,,,,45,0,,,,,80,0,,,,,1,0,510,0,,
18910125,2000,W,0,,,,,,,,,,,40,0,,,,,80,0,,,,,37,0,490,0,,
18910125,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0
18910126,800,ZW,0,,,,,,,,,,,24,0,,,,,100,0,,,,,51,0,550,0,,
18910126,1400,ZW,0,,,,,,,,,,,40,0,,,,,90,0,,,,,49,0,550,0,,
18910126,2000,ZZW,0,,,,,,,,,,,23,0,,,,,93,0,,,,,43,0,510,0,,
18910126,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
18910127,800,Z,0,,,,,,,,,,,6,0,,,,,90,0,,,,,25,0,430,0,,
18910127,1400,ZZW,0,,,,,,,,,,,31,0,,,,,84,0,,,,,22,0,480,0,,
18910127,2000,ZZW,0,,,,,,,,,,,29,0,,,,,96,0,,,,,30,0,550,0,,
18910128,800,ZZW,0,,,,,,,,,,,34,0,,,,,97,0,,,,,37,0,570,0,,
18910128,1400,ZZW,0,,,,,,,,,,,50,0,,,,,92,0,,,,,38,0,600,0,,
18910128,2000,ZZW,0,,,,,,,,,,,55,0,,,,,87,0,,,,,39,0,590,0,,
18910128,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0
18910129,800,Z,0,,,,,,,,,,,48,0,,,,,78,0,,,,,34,0,510,0,,
18910129,1400,Z,0,,,,,,,,,,,65,0,,,,,80,0,,,,,24,0,590,0,,
18910129,2000,Z,0,,,,,,,,,,,58,0,,,,,78,0,,,,,14,0,540,0,,
18910129,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0
18910130,800,ZZW,0,,,,,,,,,,,48,0,,,,,98,0,,,,,14,0,630,0,,
18910130,1400,ZW,0,,,,,,,,,,,52,0,,,,,95,0,,,,,35,0,630,0,,
18910130,2000,ZW,0,,,,,,,,,,,45,0,,,,,97,0,,,,,61,0,610,0,,
18910130,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0
18910131,800,OZO,0,,,,,,,,,,,37,0,,,,,100,0,,,,,58,0,600,0,,
18910131,1400,OZO,0,,,,,,,,,,,51,0,,,,,93,0,,,,,37,0,620,0,,
18910131,2000,OZO,0,,,,,,,,,,,52,0,,,,,95,0,,,,,46,0,630,0,,
18910131,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0
18910201,800,Z,0,,,,,,,,,,,43,0,,,,,95,0,,,,,27,0,590,0,,
18910201,1400,ZW,0,,,,,,,,,,,61,0,,,,,92,0,,,,,55,0,650,0,,
18910201,2000,N,0,,,,,,,,,,,16,0,,,,,100,0,,,,,108,0,520,0,,
18910201,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
18910202,800,ZZW,0,,,,,,,,,,,12,0,,,,,100,0,,,,,162,0,500,0,,
18910202,1400,ZW,0,,,,,,,,,,,14,0,,,,,98,0,,,,,165,0,500,0,,
18910202,2000,ZW,0,,,,,,,,,,,10,0,,,,,98,0,,,,,161,0,480,0,,
18910202,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0
18910203,800,ZW,0,,,,,,,,,,,38,0,,,,,97,0,,,,,149,0,580,0,,
18910203,1400,ZW,0,,,,,,,,,,,45,0,,,,,97,0,,,,,140,0,610,0,,
18910203,2000,WZW,0,,,,,,,,,,,43,0,,,,,95,0,,,,,127,0,590,0,,
18910203,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0
18910204,800,N,0,,,,,,,,,,,16,0,,,,,100,0,,,,,142,0,520,0,,
18910204,1400,NNO,0,,,,,,,,,,,43,0,,,,,91,0,,,,,162,0,580,0,,
18910204,2000,NNW,0,,,,,,,,,,,8,0,,,,,94,0,,,,,169,0,460,0,,
18910205,800,NNW,0,,,,,,,,,,,2,0,,,,,98,0,,,,,173,0,460,0,,
18910205,1400,WNW,0,,,,,,,,,,,20,0,,,,,98,0,,,,,164,0,530,0,,
18910205,2000,WZW,0,,,,,,,,,,,25,0,,,,,100,0,,,,,159,0,550,0,,
18910205,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
18910206,800,stil,0,,,,,,,,,,,24,0,,,,,100,0,,,,,155,0,550,0,,
18910206,1400,W,0,,,,,,,,,,,42,0,,,,,98,0,,,,,152,0,610,0,,
18910206,2000,WNW,0,,,,,,,,,,,36,0,,,,,100,0,,,,,154,0,590,0,,
18910206,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910207,800,Z,0,,,,,,,,,,,28,0,,,,,100,0,,,,,157,0,560,0,,
18910207,1400,ZW,0,,,,,,,,,,,42,0,,,,,87,0,,,,,143,0,540,0,,
18910207,2000,ZO,0,,,,,,,,,,,29,0,,,,,91,0,,,,,136,0,520,0,,
18910208,800,O,0,,,,,,,,,,,-3,0,,,,,95,0,,,,,121,0,440,0,,
18910208,1400,ONO,0,,,,,,,,,,,18,0,,,,,79,0,,,,,114,0,420,0,,
18910208,2000,NO,0,,,,,,,,,,,5,0,,,,,92,0,,,,,115,0,440,0,,
18910209,800,NO,0,,,,,,,,,,,-14,0,,,,,96,0,,,,,111,0,410,0,,
18910209,1400,O,0,,,,,,,,,,,-11,0,,,,,100,0,,,,,104,0,460,0,,
18910209,2000,OZO,0,,,,,,,,,,,-6,0,,,,,98,0,,,,,102,0,440,0,,
18910210,800,ZW,0,,,,,,,,,,,-7,0,,,,,96,0,,,,,103,0,420,0,,
18910210,1400,ZZW,0,,,,,,,,,,,0,0,,,,,86,0,,,,,102,0,390,0,,
18910210,2000,ZZW,0,,,,,,,,,,,1,0,,,,,93,0,,,,,100,0,430,0,,
18910211,800,ZZW,0,,,,,,,,,,,9,0,,,,,88,0,,,,,77,0,430,0,,
18910211,1400,ZW,0,,,,,,,,,,,44,0,,,,,88,0,,,,,57,0,530,0,,
18910211,2000,ZW,0,,,,,,,,,,,32,0,,,,,87,0,,,,,44,0,510,0,,
18910211,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
18910212,800,NW,0,,,,,,,,,,,26,0,,,,,91,0,,,,,57,0,500,0,,
18910212,1400,N,0,,,,,,,,,,,44,0,,,,,58,0,,,,,89,0,380,0,,
18910212,2000,WZW,0,,,,,,,,,,,22,0,,,,,85,0,,,,,99,0,470,0,,
18910213,800,WZW,0,,,,,,,,,,,26,0,,,,,91,0,,,,,77,0,500,0,,
18910213,1400,N,0,,,,,,,,,,,22,0,,,,,67,0,,,,,126,0,370,0,,
18910213,2000,N,0,,,,,,,,,,,-7,0,,,,,87,0,,,,,159,0,380,0,,
18910214,800,ZZW,0,,,,,,,,,,,8,0,,,,,98,0,,,,,180,0,480,0,,
18910214,1400,ZW,0,,,,,,,,,,,25,0,,,,,75,0,,,,,170,0,420,0,,
18910214,2000,WZW,0,,,,,,,,,,,19,0,,,,,93,0,,,,,158,0,490,0,,
18910214,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
18910215,800,WZW,0,,,,,,,,,,,32,0,,,,,98,0,,,,,148,0,570,0,,
18910215,1400,W,0,,,,,,,,,,,58,0,,,,,91,0,,,,,152,0,630,0,,
18910215,2000,W,0,,,,,,,,,,,40,0,,,,,94,0,,,,,156,0,580,0,,
18910216,800,ZW,0,,,,,,,,,,,7,0,,,,,100,0,,,,,160,0,480,0,,
18910216,1400,ZW,0,,,,,,,,,,,45,0,,,,,92,0,,,,,161,0,580,0,,
18910216,2000,ZZW,0,,,,,,,,,,,31,0,,,,,93,0,,,,,165,0,530,0,,
18910217,800,stil,0,,,,,,,,,,,-4,0,,,,,95,0,,,,,177,0,440,0,,
18910217,1400,stil,0,,,,,,,,,,,9,0,,,,,100,0,,,,,176,0,490,0,,
18910217,2000,stil,0,,,,,,,,,,,8,0,,,,,98,0,,,,,177,0,480,0,,
18910217,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910218,800,ZZW,0,,,,,,,,,,,-3,0,,,,,100,0,,,,,186,0,470,0,,
18910218,1400,ZW,0,,,,,,,,,,,8,0,,,,,98,0,,,,,187,0,480,0,,
18910218,2000,W,0,,,,,,,,,,,4,0,,,,,96,0,,,,,186,0,470,0,,
18910219,800,ONO,0,,,,,,,,,,,-3,0,,,,,95,0,,,,,173,0,440,0,,
18910219,1400,NO,0,,,,,,,,,,,-2,0,,,,,100,0,,,,,159,0,450,0,,
18910219,2000,O,0,,,,,,,,,,,-3,0,,,,,100,0,,,,,145,0,450,0,,
18910220,800,ONO,0,,,,,,,,,,,-19,0,,,,,96,0,,,,,126,0,400,0,,
18910220,1400,NO,0,,,,,,,,,,,-9,0,,,,,98,0,,,,,119,0,430,0,,
18910220,2000,OZO,0,,,,,,,,,,,-14,0,,,,,98,0,,,,,114,0,410,0,,
18910221,800,ONO,0,,,,,,,,,,,-23,0,,,,,98,0,,,,,115,0,380,0,,
18910221,1400,NO,0,,,,,,,,,,,-10,0,,,,,100,0,,,,,112,0,430,0,,
18910221,2000,O,0,,,,,,,,,,,-9,0,,,,,100,0,,,,,116,0,420,0,,
18910222,800,O,0,,,,,,,,,,,-15,0,,,,,100,0,,,,,131,0,410,0,,
18910222,1400,O,0,,,,,,,,,,,36,0,,,,,86,0,,,,,128,0,520,0,,
18910222,2000,OZO,0,,,,,,,,,,,27,0,,,,,96,0,,,,,134,0,540,0,,
18910222,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0
18910223,800,OZO,0,,,,,,,,,,,2,0,,,,,98,0,,,,,146,0,460,0,,
18910223,1400,Z,0,,,,,,,,,,,83,0,,,,,61,0,,,,,146,0,530,0,,
18910223,2000,ZO,0,,,,,,,,,,,39,0,,,,,81,0,,,,,146,0,500,0,,
18910224,800,ZZW,0,,,,,,,,,,,28,0,,,,,93,0,,,,,150,0,520,0,,
18910224,1400,ONO,0,,,,,,,,,,,60,0,,,,,82,0,,,,,148,0,580,0,,
18910224,2000,ZO,0,,,,,,,,,,,40,0,,,,,91,0,,,,,139,0,560,0,,
18910225,800,ZO,0,,,,,,,,,,,22,0,,,,,91,0,,,,,113,0,490,0,,
18910225,1400,ONO,0,,,,,,,,,,,81,0,,,,,67,0,,,,,86,0,560,0,,
18910225,2000,O,0,,,,,,,,,,,47,0,,,,,76,0,,,,,64,0,490,0,,
18910226,800,Z,0,,,,,,,,,,,25,0,,,,,85,0,,,,,36,0,480,0,,
18910226,1400,ZO,0,,,,,,,,,,,95,0,,,,,58,0,,,,,30,0,530,0,,
18910226,2000,ZO,0,,,,,,,,,,,78,0,,,,,65,0,,,,,34,0,520,0,,
18910227,800,Z,0,,,,,,,,,,,48,0,,,,,87,0,,,,,68,0,560,0,,
18910227,1400,ONO,0,,,,,,,,,,,99,0,,,,,55,0,,,,,74,0,510,0,,
18910227,2000,NO,0,,,,,,,,,,,44,0,,,,,81,0,,,,,82,0,520,0,,
18910228,800,OZO,0,,,,,,,,,,,42,0,,,,,94,0,,,,,80,0,590,0,,
18910228,1400,WZW,0,,,,,,,,,,,110,0,,,,,65,0,,,,,70,0,640,0,,
18910228,2000,ZW,0,,,,,,,,,,,73,0,,,,,83,0,,,,,64,0,640,0,,
18910301,800,WZW,0,,,,,,,,,,,64,0,,,,,86,0,,,,,54,0,630,0,,
18910301,1400,ZW,0,,,,,,,,,,,84,0,,,,,75,0,,,,,48,0,620,0,,
18910301,2000,ZW,0,,,,,,,,,,,74,0,,,,,86,0,,,,,40,0,680,0,,
18910302,800,ZW,0,,,,,,,,,,,64,0,,,,,97,0,,,,,18,0,700,0,,
18910302,1400,W,0,,,,,,,,,,,96,0,,,,,90,0,,,,,16,0,810,0,,
18910302,2000,WZW,0,,,,,,,,,,,69,0,,,,,92,0,,,,,15,0,690,0,,
18910303,800,WNW,0,,,,,,,,,,,42,0,,,,,80,0,,,,,20,0,500,0,,
18910303,1400,WNW,0,,,,,,,,,,,52,0,,,,,67,0,,,,,33,0,450,0,,
18910303,2000,N,0,,,,,,,,,,,23,0,,,,,83,0,,,,,62,0,460,0,,
18910304,800,W,0,,,,,,,,,,,41,0,,,,,88,0,,,,,77,0,540,0,,
18910304,1400,WZW,0,,,,,,,,,,,58,0,,,,,89,0,,,,,50,0,620,0,,
18910304,2000,WZW,0,,,,,,,,,,,66,0,,,,,83,0,,,,,25,0,620,0,,
18910304,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0
18910305,800,W,0,,,,,,,,,,,70,0,,,,,80,0,,,,,38,0,620,0,,
18910305,1400,W,0,,,,,,,,,,,89,0,,,,,76,0,,,,,42,0,650,0,,
18910305,2000,W,0,,,,,,,,,,,77,0,,,,,80,0,,,,,41,0,630,0,,
18910305,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
18910306,800,WZW,0,,,,,,,,,,,56,0,,,,,82,0,,,,,13,0,550,0,,
18910306,1400,WZW,0,,,,,,,,,,,68,0,,,,,75,0,,,,,-6,0,560,0,,
18910306,2000,WZW,0,,,,,,,,,,,57,0,,,,,87,0,,,,,-24,0,600,0,,
18910307,800,ZW,0,,,,,,,,,,,52,0,,,,,89,0,,,,,-61,0,590,0,,
18910307,1400,WNW,0,,,,,,,,,,,53,0,,,,,90,0,,,,,-61,0,600,0,,
18910307,2000,stil,0,,,,,,,,,,,50,0,,,,,93,0,,,,,-52,0,610,0,,
18910307,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
18910308,800,ZZW,0,,,,,,,,,,,52,0,,,,,93,0,,,,,-90,0,620,0,,
18910308,1400,WZW,0,,,,,,,,,,,57,0,,,,,94,0,,,,,-94,0,650,0,,
18910308,2000,N,0,,,,,,,,,,,28,0,,,,,98,0,,,,,-94,0,550,0,,
18910308,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0
18910309,800,NO,0,,,,,,,,,,,14,0,,,,,88,0,,,,,-47,0,450,0,,
18910309,1400,NO,0,,,,,,,,,,,19,0,,,,,65,0,,,,,-24,0,320,0,,
18910309,2000,NO,0,,,,,,,,,,,17,0,,,,,85,0,,,,,-29,0,430,0,,
18910309,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0
18910310,800,ONO,0,,,,,,,,,,,1,0,,,,,89,0,,,,,-137,0,410,0,,
18910310,1400,OZO,0,,,,,,,,,,,14,0,,,,,94,0,,,,,-157,0,480,0,,
18910310,2000,WNW,0,,,,,,,,,,,16,0,,,,,85,0,,,,,-150,0,440,0,,
18910311,800,ONO,0,,,,,,,,,,,16,0,,,,,98,0,,,,,-174,0,510,0,,
18910311,1400,WNW,0,,,,,,,,,,,40,0,,,,,90,0,,,,,-176,0,550,0,,
18910311,2000,WNW,0,,,,,,,,,,,16,0,,,,,98,0,,,,,-162,0,510,0,,
18910311,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0
18910312,800,W,0,,,,,,,,,,,21,0,,,,,87,0,,,,,-83,0,460,0,,
18910312,1400,WZW,0,,,,,,,,,,,38,0,,,,,63,0,,,,,-53,0,390,0,,
18910312,2000,WZW,0,,,,,,,,,,,28,0,,,,,93,0,,,,,-36,0,480,0,,
18910312,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0
18910313,800,O,0,,,,,,,,,,,24,0,,,,,80,0,,,,,-22,0,440,0,,
18910313,1400,ONO,0,,,,,,,,,,,51,0,,,,,71,0,,,,,-28,0,470,0,,
18910313,2000,ONO,0,,,,,,,,,,,39,0,,,,,78,0,,,,,-26,0,490,0,,
18910313,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
18910314,800,NO,0,,,,,,,,,,,18,0,,,,,87,0,,,,,-27,0,460,0,,
18910314,1400,ONO,0,,,,,,,,,,,42,0,,,,,78,0,,,,,-39,0,490,0,,
