Amsterdam (Felix Merites)(61_G)  NB "52° 22'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).

DATUM,tijd,DD,Q_DD,DP,Q_DP,EE,Q_EE,N,Q_N,RD,Q_RD,T,Q_T,U,Q_U
18541015,800,OZO,0,,,808,0,,,,,85,0,94,0
18541015,1400,ONO,0,,,852,0,,,,,118,0,81,0
18541015,2200,NW,0,,,843,0,,,,,102,0,88,0
18541016,200,NW,0,,,,,,,,,,,,
18541016,800,ZZW,0,,,889,0,,,,,100,0,94,0
18541016,1400,ZZW,0,,,996,0,,,,,118,0,94,0
18541016,2200,ZZW,0,,,842,0,,,,,100,0,89,0
18541017,200,ZZW,0,,,,,,,,,,,,
18541017,800,Z,0,,,845,0,,,,,92,0,94,0
18541017,1400,ZZW,0,,,876,0,,,,,116,0,84,0
18541017,2200,OZO,0,,,890,0,,,,,92,0,99,0
18541018,200,ZZO,0,,,,,,,,,,,,
18541018,800,Z,0,,,845,0,,,,,92,0,94,0
18541018,1400,Z,0,,,829,0,,,,,89,0,94,0
18541018,2200,ZZW,0,,,820,0,,,,,81,0,97,0
18541019,200,ZZW,0,,,,,,,,,,,,
18541019,800,ZZW,0,,,852,0,,,,,87,0,97,0
18541019,1400,W,0,,,695,0,,,,,102,0,72,0
18541019,2200,ZZW,0,,,671,0,,,,,75,0,83,0
18541020,200,ZZW,0,,,,,,,,,,,,
18541020,800,ZZW,0,,,757,0,,,,,75,0,93,0
18541020,1400,ZZW,0,,,811,0,,,,,77,0,99,0
18541020,2200,ZZW,0,,,800,0,,,,,77,0,97,0
18541021,200,ZZW,0,,,,,,,,,,,,
18541021,800,ZZW,0,,,733,0,,,,,70,0,93,0
18541021,1400,NW,0,,,822,0,,,,,125,0,74,0
18541021,2200,WNW,0,,,811,0,,,,,77,0,99,0
18541022,200,ZZW,0,,,,,,,,,,,,
18541022,800,ZZW,0,,,857,0,,,,,88,0,97,0
18541022,1400,ZW,0,,,979,0,,,,,125,0,89,0
18541022,2200,ZW,0,,,746,0,,,,,86,0,86,0
18541023,200,ZW,0,,,,,,,,,,,,
18541023,800,W,0,,,757,0,,,,,75,0,93,0
18541023,1400,ZZW,0,,,797,0,,,,,102,0,83,0
18541023,2200,ZZW,0,,,756,0,,,,,68,0,97,0
18541024,200,ZW,0,,,,,,,,,,,,
18541024,800,ZZW,0,,,704,0,,,,,66,0,92,0
18541024,1400,ZZW,0,,,714,0,,,,,75,0,88,0
18541024,2200,Z,0,,,663,0,,,,,64,0,87,0
18541025,200,OZO,0,,,,,,,,,,,,
18541025,800,NNO,0,,,775,0,,,,,72,0,97,0
18541025,1400,ONO,0,,,790,0,,,,,88,0,90,0
18541025,2200,ZZW,0,,,790,0,,,,,88,0,90,0
18541026,200,WZW,0,,,,,,,,,,,,
18541026,800,ZW,0,,,692,0,,,,,77,0,84,0
18541026,1400,ZZW,0,,,,,,,,,,,,
18541026,2200,ZZW,0,,,731,0,,,,,65,0,96,0
18541027,200,ZZW,0,,,,,,,,,,,,
18541027,800,WZW,0,,,683,0,,,,,57,0,97,0
18541027,1400,WZW,0,,,,,,,,,,,,
18541027,2200,WZW,0,,,731,0,,,,,65,0,96,0
18541028,200,ZZW,0,,,,,,,,,,,,
18541028,800,ZZW,0,,,602,0,,,,,40,0,92,0
18541028,1400,Z,0,,,763,0,,,,,87,0,86,0
18541028,2200,ZZW,0,,,677,0,,,,,53,0,96,0
18541029,200,ZZO,0,,,,,,,,,,,,
18541029,800,ZZO,0,,,590,0,,,,,37,0,92,0
18541029,1400,Z,0,,,797,0,,,,,100,0,84,0
18541029,2200,Z,0,,,696,0,,,,,55,0,97,0
18541030,200,Z,0,,,,,,,,,,,,
18541030,800,Z,0,,,661,0,,,,,47,0,97,0
18541030,1400,Z,0,,,984,0,,,,,118,0,93,0
18541030,2200,Z,0,,,857,0,,,,,92,0,95,0
18541031,2400,,,,,,,,,970,4,,,,
18541101,200,ZZW,0,,,,,,,,,,,,
18541101,800,WZW,0,,,1059,0,,,,,122,0,98,0
18541101,1400,WZW,0,,,1024,0,,,,,132,0,89,0
18541101,2200,ZZW,0,,,929,0,,,,,105,0,95,0
18541102,200,Z,0,,,,,,,,,,,,
18541102,800,Z,0,,,809,0,,,,,98,0,86,0
18541102,1400,Z,0,,,953,0,,,,,113,0,93,0
18541102,2200,ZZW,0,,,800,0,,,,,77,0,97,0
18541103,200,ZZW,0,,,,,,,,,,,,
18541103,800,NW,0,,,728,0,,,,,89,0,82,0
18541103,1400,NW,0,,,745,0,,,,,90,0,84,0
18541103,2200,W,0,,,598,0,,,,,75,0,71,0
18541104,200,W,0,,,,,,,,,,,,
18541104,800,WNW,0,,,684,0,,,,,80,0,82,0
18541104,1400,WNW,0,,,646,0,,,,,90,0,73,0
18541104,2200,WNW,0,,,857,0,,,,,88,0,97,0
18541105,200,WNW,0,,,,,,,,,,,,
18541105,800,WNW,0,,,857,0,,,,,88,0,97,0
18541105,1400,WNW,0,,,995,0,,,,,112,0,98,0
18541105,2200,N,0,,,768,0,,,,,86,0,88,0
18541106,200,N,0,,,,,,,,,,,,
18541106,800,N,0,,,824,0,,,,,86,0,95,0
18541106,1400,N,0,,,695,0,,,,,102,0,72,0
18541106,2200,N,0,,,724,0,,,,,68,0,93,0
18541107,200,N,0,,,,,,,,,,,,
18541107,800,N,0,,,856,0,,,,,92,0,95,0
18541107,1400,NW,0,,,748,0,,,,,112,0,73,0
18541107,2200,ZZW,0,,,714,0,,,,,75,0,88,0
18541108,200,ZZW,0,,,,,,,,,,,,
18541108,800,ZZW,0,,,792,0,,,,,82,0,93,0
18541108,1400,ZZW,0,,,788,0,,,,,92,0,87,0
18541108,2200,N,0,,,701,0,,,,,79,0,84,0
18541109,200,N,0,,,,,,,,,,,,
18541109,800,N,0,,,513,0,,,,,50,0,74,0
18541109,1400,N,0,,,507,0,,,,,66,0,66,0
18541109,2200,N,0,,,573,0,,,,,30,0,93,0
18541110,200,W,0,,,,,,,,,,,,
18541110,800,WZW,0,,,622,0,,,,,57,0,86,0
18541110,1400,W,0,,,736,0,,,,,66,0,96,0
18541110,2200,W,0,,,687,0,,,,,53,0,97,0
18541111,200,ZW,0,,,,,,,,,,,,
18541111,800,N,0,,,631,0,,,,,47,0,93,0
18541111,1400,N,0,,,542,0,,,,,62,0,72,0
18541111,2200,N,0,,,610,0,,,,,42,0,92,0
18541112,200,N,0,,,,,,,,,,,,
18541112,800,N,0,,,677,0,,,,,53,0,96,0
18541112,1400,NNO,0,,,542,0,,,,,62,0,72,0
18541112,2200,ONO,0,,,610,0,,,,,42,0,92,0
18541113,200,ZZW,0,,,,,,,,,,,,
18541113,800,Z,0,,,497,0,,,,,17,0,88,0
18541113,1400,Z,0,,,495,0,,,,,27,0,82,0
18541113,2200,Z,0,,,516,0,,,,,17,0,92,0
18541114,200,Z,0,,,,,,,,,,,,
18541114,800,ZZO,0,,,499,0,,,,,12,0,91,0
18541114,1400,ZZO,0,,,561,0,,,,,37,0,88,0
18541114,2200,ZO,0,,,477,0,,,,,-1,0,95,0
18541115,200,ZZO,0,,,,,,,,,,,,
18541115,800,ZZO,0,,,518,0,,,,,12,0,95,0
18541115,1400,ZZO,0,,,646,0,,,,,53,0,91,0
18541115,2200,ZZO,0,,,691,0,,,,,54,0,97,0
18541116,200,ZZO,0,,,,,,,,,,,,
18541116,800,ZZO,0,,,,,,,,,,,,
18541116,1400,ZZO,0,,,740,0,,,,,87,0,85,0
18541116,2200,ZO,0,,,563,0,,,,,50,0,81,0
18541117,200,ONO,0,,,,,,,,,,,,
18541117,800,ONO,0,,,519,0,,,,,31,0,84,0
18541117,1400,NNO,0,,,537,0,,,,,41,0,82,0
18541117,2200,NNO,0,,,448,0,,,,,16,0,80,0
18541118,200,NNO,0,,,,,,,,,,,,
18541118,800,NNO,0,,,480,0,,,,,12,0,88,0
18541118,1400,NNO,0,,,445,0,,,,,37,0,69,0
18541118,2200,NNO,0,,,463,0,,,,,15,0,83,0
18541119,200,NNO,0,,,,,,,,,,,,
18541119,800,NNO,0,,,465,0,,,,,24,0,79,0
18541119,1400,NNO,0,,,515,0,,,,,30,0,84,0
18541119,2200,NNO,0,,,463,0,,,,,4,0,89,0
18541120,200,NNO,0,,,,,,,,,,,,
18541120,800,NNO,0,,,462,0,,,,,12,0,85,0
18541120,1400,NO,0,,,466,0,,,,,27,0,78,0
18541120,2200,NNO,0,,,420,0,,,,,10,0,76,0
18541121,200,NNO,0,,,,,,,,,,,,
18541121,800,ZZO,0,,,389,0,,,,,-17,0,86,0
18541121,1400,Z,0,,,447,0,,,,,13,0,81,0
18541121,2200,Z,0,,,485,0,,,,,-4,0,83,0
18541122,200,Z,0,,,,,,,,,,,,
18541122,800,Z,0,,,520,0,,,,,7,0,98,0
18541122,1400,ZZW,0,,,528,0,,,,,15,0,95,0
18541122,2200,ZZW,0,,,540,0,,,,,13,0,98,0
18541123,200,ZZW,0,,,,,,,,,,,,
18541123,800,ZZW,0,,,515,0,,,,,11,0,95,0
18541123,1400,ZZW,0,,,569,0,,,,,29,0,94,0
18541123,2200,ZZW,0,,,500,0,,,,,4,0,96,0
18541124,200,ZZW,0,,,,,,,,,,,,
18541124,800,ZZO,0,,,474,0,,,,,-2,0,95,0
18541124,1400,NNO,0,,,476,0,,,,,5,0,91,0
18541124,2200,NNO,0,,,504,0,,,,,5,0,96,0
18541125,200,NNO,0,,,,,,,,,,,,
18541125,800,NNO,0,,,527,0,,,,,12,0,97,0
18541125,1400,NNO,0,,,536,0,,,,,20,0,93,0
18541125,2200,NNO,0,,,516,0,,,,,6,0,98,0
18541126,200,NNO,0,,,,,,,,,,,,
18541126,800,NNO,0,,,511,0,,,,,10,0,95,0
18541126,1400,NNO,0,,,535,0,,,,,25,0,90,0
18541126,2200,O,0,,,471,0,,,,,12,0,86,0
18541127,200,O,0,,,,,,,,,,,,
18541127,800,ZO,0,,,458,0,,,,,-7,0,95,0
18541127,1400,ZZO,0,,,,,,,,,,,,
18541127,2200,ZZO,0,,,480,0,,,,,-3,0,96,0
18541128,200,Z,0,,,,,,,,,,,,
18541128,800,Z,0,,,521,0,,,,,13,0,95,0
18541128,1400,NW,0,,,613,0,,,,,50,0,88,0
18541128,2200,ZZW,0,,,640,0,,,,,42,0,97,0
18541129,200,ZZW,0,,,,,,,,,,,,
18541129,800,ZW,0,,,797,0,,,,,75,0,96,0
18541129,1400,WZW,0,,,698,0,,,,,76,0,85,0
18541129,2200,W,0,,,,,,,,,,,,
18541130,200,NW,0,,,,,,,,,,,,
18541130,800,NW,0,,,492,0,,,,,42,0,74,0
18541130,1400,WZW,0,,,558,0,,,,,39,0,86,0
18541130,2200,ZZW,0,,,553,0,,,,,40,0,85,0
18541201,200,ZZW,0,,,,,,,,,,,,
18541201,800,WZW,0,,,722,0,,,,,63,0,96,0
18541201,1400,W,0,,,595,0,,,,,53,0,84,0
18541201,2200,WZW,0,,,433,0,,,,,39,0,67,0
18541202,200,WZW,0,,,,,,,,,,,,
18541202,800,ZZW,0,,,647,0,,,,,46,0,95,0
18541202,1400,NNW,0,,,598,0,,,,,44,0,89,0
18541202,2200,WZW,0,,,593,0,,,,,50,0,85,0
18541203,200,W,0,,,,,,,,,,,,
18541203,800,ZW,0,,,742,0,,,,,74,0,92,0
18541203,1400,ZW,0,,,792,0,,,,,82,0,93,0
18541203,2200,ZW,0,,,763,0,,,,,87,0,87,0
18541204,200,ZW,0,,,,,,,,,,,,
18541204,800,W,0,,,587,0,,,,,75,0,72,0
18541204,1400,W,0,,,592,0,,,,,76,0,72,0
18541204,2200,ZW,0,,,675,0,,,,,55,0,94,0
18541205,200,ZZW,0,,,,,,,,,,,,
18541205,800,ZZW,0,,,771,0,,,,,80,0,92,0
18541205,1400,ZZW,0,,,757,0,,,,,66,0,99,0
18541205,2200,ZZW,0,,,658,0,,,,,63,0,87,0
18541206,200,ZZW,0,,,,,,,,,,,,
18541206,800,ZZW,0,,,635,0,,,,,60,0,86,0
18541206,1400,ZZW,0,,,660,0,,,,,68,0,85,0
18541206,2200,ZW,0,,,696,0,,,,,55,0,97,0
18541207,200,W,0,,,,,,,,,,,,
18541207,800,N,0,,,696,0,,,,,62,0,93,0
18541207,1400,N,0,,,616,0,,,,,65,0,81,0
18541207,2200,NNW,0,,,581,0,,,,,27,0,97,0
18541208,200,NNW,0,,,,,,,,,,,,
18541208,800,ZZW,0,,,620,0,,,,,37,0,97,0
18541208,1400,ZZW,0,,,636,0,,,,,41,0,97,0
18541208,2200,ZZW,0,,,756,0,,,,,68,0,97,0
18541209,200,ZZW,0,,,,,,,,,,,,
18541209,800,ZW,0,,,738,0,,,,,62,0,99,0
18541209,1400,NNW,0,,,583,0,,,,,55,0,81,0
18541209,2200,ZW,0,,,622,0,,,,,40,0,95,0
18541210,200,NNW,0,,,,,,,,,,,,
18541210,800,NNW,0,,,602,0,,,,,40,0,92,0
18541210,1400,N,0,,,575,0,,,,,53,0,81,0
18541210,2200,NNW,0,,,596,0,,,,,29,0,94,0
18541211,200,NW,0,,,,,,,,,,,,
18541211,800,NW,0,,,488,0,,,,,3,0,95,0
18541211,1400,Z,0,,,553,0,,,,,40,0,85,0
18541211,2200,Z,0,,,471,0,,,,,12,0,86,0
18541212,200,Z,0,,,,,,,,,,,,
18541212,800,Z,0,,,528,0,,,,,23,0,90,0
18541212,1400,Z,0,,,628,0,,,,,39,0,97,0
18541212,2200,Z,0,,,519,0,,,,,4,0,99,0
18541213,200,Z,0,,,,,,,,,,,,
18541213,800,ZW,0,,,610,0,,,,,32,0,98,0
18541213,1400,ZW,0,,,653,0,,,,,57,0,93,0
18541213,2200,ZZW,0,,,757,0,,,,,66,0,99,0
18541214,200,ZW,0,,,,,,,,,,,,
18541214,800,ZZW,0,,,793,0,,,,,80,0,95,0
18541214,1400,ZW,0,,,879,0,,,,,92,0,97,0
18541214,2200,ZW,0,,,854,0,,,,,100,0,90,0
18541215,200,WZW,0,,,,,,,,,,,,
18541215,800,ZW,0,,,849,0,,,,,95,0,92,0
18541215,1400,ZW,0,,,827,0,,,,,95,0,90,0
18541215,2200,ZW,0,,,869,0,,,,,88,0,99,0
18541216,200,ZW,0,,,,,,,,,,,,
18541216,800,WZW,0,,,806,0,,,,,76,0,99,0
18541216,1400,WNW,0,,,636,0,,,,,65,0,83,0
18541216,2200,WNW,0,,,569,0,,,,,29,0,94,0
18541217,200,W,0,,,,,,,,,,,,
18541217,800,WZW,0,,,563,0,,,,,30,0,92,0
18541217,1400,WZW,0,,,577,0,,,,,51,0,83,0
18541217,2200,W,0,,,570,0,,,,,37,0,89,0
18541218,200,ZZW,0,,,,,,,,,,,,
18541218,800,ZZW,0,,,583,0,,,,,30,0,95,0
18541218,1400,N,0,,,506,0,,,,,25,0,85,0
18541218,2200,N,0,,,486,0,,,,,30,0,79,0
18541219,200,N,0,,,,,,,,,,,,
18541219,800,NNO,0,,,545,0,,,,,25,0,92,0
18541219,1400,NNW,0,,,553,0,,,,,40,0,85,0
18541219,2200,ZZW,0,,,501,0,,,,,26,0,84,0
18541220,200,ZZW,0,,,,,,,,,,,,
18541220,800,ZZW,0,,,490,0,,,,,12,0,90,0
18541220,1400,Z,0,,,504,0,,,,,27,0,84,0
18541220,2200,Z,0,,,585,0,,,,,28,0,97,0
18541221,200,NNW,0,,,,,,,,,,,,
18541221,800,NW,0,,,538,0,,,,,36,0,85,0
18541221,1400,ZW,0,,,587,0,,,,,51,0,84,0
18541221,2200,ZW,0,,,671,0,,,,,54,0,94,0
18541222,200,ZW,0,,,,,,,,,,,,
18541222,800,ZW,0,,,826,0,,,,,82,0,97,0
18541222,1400,ZW,0,,,862,0,,,,,91,0,96,0
18541222,2200,ZW,0,,,867,0,,,,,92,0,96,0
18541223,200,NNW,0,,,,,,,,,,,,
18541223,800,WZW,0,,,592,0,,,,,45,0,88,0
18541223,1400,ZW,0,,,573,0,,,,,55,0,80,0
18541223,2200,ZW,0,,,553,0,,,,,40,0,85,0
18541224,200,NW,0,,,,,,,,,,,,
18541224,800,ZW,0,,,553,0,,,,,35,0,88,0
18541224,1400,ZZW,0,,,602,0,,,,,57,0,83,0
18541224,2200,ZW,0,,,601,0,,,,,52,0,85,0
18541225,200,ZZW,0,,,,,,,,,,,,
18541225,800,ZZW,0,,,810,0,,,,,79,0,97,0
18541225,1400,ZZW,0,,,872,0,,,,,95,0,95,0
18541225,2200,ZW,0,,,623,0,,,,,62,0,83,0
18541226,200,ZW,0,,,,,,,,,,,,
18541226,800,ZW,0,,,561,0,,,,,47,0,82,0
18541226,1400,ZW,0,,,553,0,,,,,60,0,75,0
18541226,2200,ZW,0,,,563,0,,,,,50,0,81,0
18541227,200,ZZW,0,,,,,,,,,,,,
18541227,800,ZW,0,,,551,0,,,,,32,0,89,0
18541227,1400,WNW,0,,,504,0,,,,,27,0,84,0
18541227,2200,ZW,0,,,528,0,,,,,15,0,95,0
18541228,200,W,0,,,,,,,,,,,,
18541228,800,NW,0,,,531,0,,,,,13,0,97,0
18541228,1400,NNW,0,,,542,0,,,,,37,0,85,0
18541228,2200,N,0,,,532,0,,,,,16,0,95,0
18541229,200,N,0,,,,,,,,,,,,
18541229,800,WZW,0,,,510,0,,,,,7,0,96,0
18541229,1400,ZW,0,,,549,0,,,,,39,0,85,0
18541229,2200,ZZW,0,,,670,0,,,,,49,0,97,0
18541230,200,ZZW,0,,,,,,,,,,,,
18541230,800,ZZW,0,,,677,0,,,,,53,0,96,0
18541230,1400,ZW,0,,,725,0,,,,,66,0,94,0
18541230,2200,ZZW,0,,,623,0,,,,,62,0,83,0
18541231,2400,,,,,,,,,800,4,,,,
18550101,200,ZW,0,,,,,,,,,,,,
18550101,800,ZW,0,,,706,0,,,,,80,0,84,0
18550101,1400,WZW,0,,,716,0,,,,,82,0,84,0
18550101,2200,NW,0,,,541,0,,,,,42,0,82,0
18550102,200,NW,0,,,,,,,,,,,,
18550102,800,NW,0,,,523,0,,,,,45,0,78,0
18550102,1400,NNW,0,,,518,0,,,,,41,0,79,0
18550102,2200,NW,0,,,606,0,,,,,41,0,92,0
18550103,200,W,0,,,,,,,,,,,,
18550103,800,W,0,,,643,0,,,,,50,0,93,0
18550103,1400,W,0,,,714,0,,,,,75,0,88,0
18550103,2200,WZW,0,,,728,0,,,,,62,0,97,0
18550104,200,WZW,0,,,,,,,,,,,,
18550104,800,ZW,0,,,708,0,,,,,60,0,96,0
18550104,1400,ZZW,0,,,789,0,,,,,77,0,96,0
18550104,2200,ZZW,0,,,670,0,,,,,49,0,97,0
18550105,200,ZZW,0,,,,,,,,,,,,
18550105,800,ZZW,0,,,633,0,,,,,69,0,81,0
18550105,1400,ZZW,0,,,704,0,,,,,75,0,87,0
18550105,2200,ZZW,0,,,682,0,,,,,75,0,84,0
18550106,200,ZZW,0,,,,,,,,,,,,
18550106,800,ZZW,0,,,789,0,,,,,77,0,96,0
18550106,1400,ZW,0,,,768,0,,,,,86,0,88,0
18550106,2200,ZW,0,,,756,0,,,,,68,0,97,0
18550107,200,ZZW,0,,,,,,,,,,,,
18550107,800,Z,0,,,768,0,,,,,75,0,95,0
18550107,1400,ZZW,0,,,,,,,,,,,,
18550107,2200,ZZW,0,,,704,0,,,,,75,0,87,0
18550108,200,ZZW,0,,,,,,,,,,,,
18550108,800,ZZW,0,,,680,0,,,,,70,0,88,0
18550108,1400,ZZW,0,,,704,0,,,,,75,0,87,0
18550108,2200,ZZW,0,,,725,0,,,,,66,0,94,0
18550109,200,ZZW,0,,,,,,,,,,,,
18550109,800,ZZW,0,,,613,0,,,,,62,0,82,0
18550109,1400,ZZW,0,,,736,0,,,,,66,0,96,0
18550109,2200,NNW,0,,,583,0,,,,,30,0,95,0
18550110,200,NNW,0,,,,,,,,,,,,
18550110,800,WNW,0,,,492,0,,,,,10,0,91,0
18550110,1400,N,0,,,512,0,,,,,42,0,77,0
18550110,2200,N,0,,,488,0,,,,,3,0,95,0
18550111,200,N,0,,,,,,,,,,,,
18550111,800,N,0,,,434,0,,,,,-4,0,88,0
18550111,1400,NNW,0,,,491,0,,,,,26,0,82,0
18550111,2200,ZW,0,,,522,0,,,,,16,0,93,0
18550112,200,ZZW,0,,,,,,,,,,,,
18550112,800,WZW,0,,,640,0,,,,,42,0,97,0
18550112,1400,N,0,,,650,0,,,,,54,0,91,0
18550112,2200,N,0,,,538,0,,,,,36,0,85,0
18550113,200,N,0,,,,,,,,,,,,
18550113,800,NNW,0,,,553,0,,,,,35,0,88,0
18550113,1400,N,0,,,665,0,,,,,55,0,93,0
18550113,2200,N,0,,,485,0,,,,,27,0,81,0
18550114,200,WZW,0,,,,,,,,,,,,
18550114,800,WZW,0,,,444,0,,,,,7,0,83,0
18550114,1400,WZW,0,,,456,0,,,,,35,0,72,0
18550114,2200,WZW,0,,,456,0,,,,,13,0,83,0
18550115,200,W,0,,,,,,,,,,,,
18550115,800,NW,0,,,590,0,,,,,37,0,92,0
18550115,1400,NW,0,,,625,0,,,,,53,0,88,0
18550115,2200,NNO,0,,,491,0,,,,,15,0,88,0
18550116,200,OZO,0,,,,,,,,,,,,
18550116,800,OZO,0,,,365,0,,,,,-23,0,84,0
18550116,1400,O,0,,,339,0,,,,,-15,0,73,0
18550116,2200,O,0,,,321,0,,,,,-40,0,82,0
18550117,200,O,0,,,,,,,,,,,,
18550117,800,O,0,,,336,0,,,,,-37,0,84,0
18550117,1400,NO,0,,,425,0,,,,,-12,0,89,0
18550117,2200,NO,0,,,331,0,,,,,-36,0,83,0
18550118,200,OZO,0,,,,,,,,,,,,
18550118,800,OZO,0,,,294,0,,,,,-55,0,83,0
18550118,1400,OZO,0,,,284,0,,,,,-30,0,68,0
18550118,2200,NO,0,,,299,0,,,,,-53,0,83,0
18550119,200,NNO,0,,,,,,,,,,,,
18550119,800,NNO,0,,,267,0,,,,,-68,0,82,0
18550119,1400,NNO,0,,,269,0,,,,,-53,0,75,0
18550119,2200,NNO,0,,,270,0,,,,,-74,0,86,0
18550120,200,NNO,0,,,,,,,,,,,,
18550120,800,NNO,0,,,252,0,,,,,-72,0,79,0
18550120,1400,NNO,0,,,321,0,,,,,-37,0,81,0
18550120,2200,NNO,0,,,319,0,,,,,-41,0,82,0
18550121,200,OZO,0,,,,,,,,,,,,
18550121,800,Z,0,,,260,0,,,,,-79,0,86,0
18550121,1400,Z,0,,,329,0,,,,,-53,0,92,0
18550121,2200,Z,0,,,314,0,,,,,-63,0,93,0
18550122,200,ZZO,0,,,,,,,,,,,,
18550122,800,ZZO,0,,,305,0,,,,,-57,0,87,0
18550122,1400,ZZO,0,,,329,0,,,,,-37,0,82,0
18550122,2200,ZO,0,,,242,0,,,,,-77,0,79,0
18550123,200,ZO,0,,,,,,,,,,,,
18550123,800,O,0,,,285,0,,,,,-70,0,88,0
18550123,1400,O,0,,,331,0,,,,,-17,0,78,0
18550123,2200,NO,0,,,362,0,,,,,-39,0,92,0
18550124,200,NO,0,,,,,,,,,,,,
18550124,800,NNO,0,,,386,0,,,,,-27,0,90,0
18550124,1400,NNO,0,,,380,0,,,,,-23,0,87,0
18550124,2200,NNO,0,,,415,0,,,,,-25,0,96,0
18550125,200,NNO,0,,,,,,,,,,,,
18550125,800,NNO,0,,,405,0,,,,,-20,0,91,0
18550125,1400,NNO,0,,,355,0,,,,,-36,0,88,0
18550125,2200,NNO,0,,,370,0,,,,,-39,0,94,0
18550126,200,NNO,0,,,,,,,,,,,,
18550126,800,NNO,0,,,418,0,,,,,-21,0,94,0
18550126,1400,NO,0,,,475,0,,,,,24,0,81,0
18550126,2200,ZZW,0,,,500,0,,,,,4,0,96,0
18550127,200,ZZW,0,,,,,,,,,,,,
18550127,800,ZZW,0,,,452,0,,,,,-4,0,92,0
18550127,1400,Z,0,,,463,0,,,,,15,0,83,0
18550127,2200,N,0,,,477,0,,,,,-1,0,95,0
18550128,200,NNO,0,,,,,,,,,,,,
18550128,800,NNO,0,,,378,0,,,,,-27,0,88,0
18550128,1400,NNO,0,,,401,0,,,,,-27,0,94,0
18550128,2200,ZZW,0,,,378,0,,,,,-27,0,89,0
18550129,200,ZZW,0,,,,,,,,,,,,
18550129,800,ZZW,0,,,480,0,,,,,-3,0,96,0
18550129,1400,ZZW,0,,,494,0,,,,,5,0,95,0
18550129,2200,ONO,0,,,419,0,,,,,-15,0,91,0
18550130,200,NO,0,,,,,,,,,,,,
18550130,800,NO,0,,,321,0,,,,,-53,0,89,0
18550130,1400,NO,0,,,319,0,,,,,-41,0,82,0
18550130,2200,NO,0,,,213,0,,,,,-89,0,75,0
18550130,2400,,,,,,,,,270,4,,,,
18550131,200,NO,0,,,,,,,,,,,,
18550131,800,NO,0,,,246,0,,,,,-82,0,83,0
18550131,1400,NO,0,,,305,0,,,,,-47,0,81,0
18550131,2200,NO,0,,,266,0,,,,,-76,0,86,0
18550201,200,NO,0,,,,,,,,,,,,
18550201,800,NO,0,,,223,0,,,,,-87,0,79,0
18550201,1400,NNO,0,,,277,0,,,,,-53,0,76,0
18550201,2200,NNO,0,,,140,0,,,,,-94,0,50,0
18550202,200,NO,0,,,,,,,,,,,,
18550202,800,NO,0,,,170,0,,,,,-124,0,75,0
18550202,1400,ONO,0,,,281,0,,,,,-76,0,90,0
18550202,2200,O,0,,,190,0,,,,,-102,0,73,0
18550203,200,O,0,,,,,,,,,,,,
18550203,800,O,0,,,239,0,,,,,-90,0,85,0
18550203,1400,ZO,0,,,407,0,,,,,-5,0,83,0
18550203,2200,ZO,0,,,483,0,,,,,1,0,95,0
18550204,200,ZO,0,,,,,,,,,,,,
18550204,800,ZO,0,,,507,0,,,,,6,0,96,0
18550204,1400,OZO,0,,,545,0,,,,,25,0,91,0
18550204,2200,ZZO,0,,,533,0,,,,,19,0,93,0
18550205,200,ZZO,0,,,,,,,,,,,,
18550205,800,ZZO,0,,,576,0,,,,,23,0,98,0
18550205,1400,ZO,0,,,587,0,,,,,26,0,98,0
18550205,2200,ZZO,0,,,540,0,,,,,13,0,98,0
18550206,200,ZZO,0,,,,,,,,,,,,
18550206,800,ZZO,0,,,557,0,,,,,15,0,99,0
18550206,1400,NNO,0,,,471,0,,,,,12,0,86,0
