Lochem (Huize Boekhorst)(64_G) "52:09:00" NB "6:21:00" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18690103,2400,,,,,,,60,0,,
18690104,800,ZZW,0,0,0,76150,0,,,40,0
18690104,2400,,,,,,,25,0,,
18690105,800,Z,0,2,0,75400,0,,,45,0
18690105,2400,,,,,,,0,0,,
18690106,800,W,0,0,0,76600,0,,,25,0
18690106,2400,,,,,,,82,0,,
18690107,800,W,0,,,76850,0,,,20,0
18690107,2400,,,,,,,37,0,,
18690108,800,ZW,0,,,77200,0,,,10,0
18690108,2400,,,,,,,0,0,,
18690109,800,ZW,0,,,77450,0,,,60,0
18690109,2400,,,,,,,2,0,,
18690110,800,ZO,0,,,77350,0,,,55,0
18690110,2400,,,,,,,0,0,,
18690111,800,O,0,0,0,77100,0,,,-30,0
18690111,2400,,,,,,,0,0,,
18690112,800,ZO,0,0,0,76800,0,,,-45,0
18690112,2400,,,,,,,0,0,,
18690113,800,O,0,,,76600,0,,,-40,0
18690113,2400,,,,,,,0,0,,
18690114,800,ZO,0,10,0,76200,0,,,-25,0
18690114,2400,,,,,,,0,0,,
18690115,800,ZO,0,5,0,76000,0,,,10,0
18690115,2400,,,,,,,0,0,,
18690116,800,ZO,0,10,0,76500,0,,,40,0
18690116,2400,,,,,,,41,0,,
18690117,800,O,0,2,0,77200,0,,,15,0
18690117,2400,,,,,,,0,0,,
18690118,800,ZO,0,2,0,77400,0,,,5,0
18690118,2400,,,,,,,0,0,,
18690119,800,O,0,0,0,77700,0,,,-60,0
18690119,2400,,,,,,,0,0,,
18690120,800,ZO,0,2,0,77500,0,,,-20,0
18690120,2400,,,,,,,0,0,,
18690121,800,NO,0,10,0,76800,0,,,-20,0
18690121,2400,,,,,,,0,0,,
18690122,800,NO,0,10,0,77150,0,,,-40,0
18690122,2400,,,,,,,0,0,,
18690123,800,ZO,0,0,0,77200,0,,,-105,0
18690123,2400,,,,,,,0,0,,
18690124,800,ZO,0,0,0,76350,0,,,-115,0
18690124,2400,,,,,,,0,0,,
18690125,800,ZZW,0,0,0,76700,0,,,-105,0
18690125,2400,,,,,,,0,0,,
18690126,800,ZW,0,10,0,75900,0,,,-30,0
18690126,2400,,,,,,,0,0,,
18690127,800,N,0,10,0,75600,0,,,15,0
18690127,2400,,,,,,,6,0,,
18690128,800,Z,0,10,0,74850,0,,,30,0
18690128,2400,,,,,,,0,0,,
18690129,800,ZO,0,8,0,74400,0,,,60,0
18690129,2400,,,,,,,65,0,,
18690130,800,ZW,0,8,0,75150,0,,,60,0
18690130,2400,,,,,,,6,0,,
18690131,800,ZW,0,10,0,74900,0,,,60,0
18690131,2400,,,,,,,0,0,,
18690201,800,ZW,0,,,74350,0,,,110,0
18690201,2400,,,,,,,10,0,,
18690202,800,ZW,0,8,0,74650,0,,,90,0
18690202,2400,,,,,,,60,0,,
18690203,800,Z,0,,,76100,0,,,25,0
18690203,2400,,,,,,,0,0,,
18690204,800,W,0,,,76400,0,,,90,0
18690204,2400,,,,,,,90,0,,
18690205,800,ZW,0,2,0,77050,0,,,60,0
18690205,2400,,,,,,,0,0,,
18690206,800,Z,0,0,0,76700,0,,,60,0
18690206,2400,,,,,,,0,0,,
18690207,800,ZW,0,2,0,76200,0,,,70,0
18690207,2400,,,,,,,0,0,,
18690208,800,W,0,8,0,75550,0,,,95,0
18690208,2400,,,,,,,0,0,,
18690209,800,W,0,10,0,,,,,100,0
18690209,2400,,,,,,,60,0,,
18690210,800,W,0,10,0,75950,0,,,90,0
18690210,2400,,,,,,,10,0,,
18690211,800,W,0,10,0,75950,0,,,90,0
18690211,2400,,,,,,,25,0,,
18690212,800,W,0,,,76600,0,,,60,0
18690212,2400,,,,,,,53,0,,
18690213,800,W,0,2,0,76300,0,,,30,0
18690213,2400,,,,,,,375,0,,
18690214,800,W,0,10,0,76500,0,,,80,0
18690214,2400,,,,,,,0,0,,
18690215,800,W,0,8,0,77000,0,,,40,0
18690215,2400,,,,,,,0,0,,
18690216,800,ZW,0,5,0,76700,0,,,65,0
18690216,2400,,,,,,,0,0,,
18690217,800,ZZW,0,5,0,76200,0,,,45,0
18690217,2400,,,,,,,0,0,,
18690218,800,Z,0,5,0,76650,0,,,45,0
18690218,2400,,,,,,,0,0,,
18690219,800,ZZW,0,10,0,76000,0,,,35,0
18690219,2400,,,,,,,0,0,,
18690220,800,ZO,0,,,76100,0,,,-20,0
18690220,2400,,,,,,,0,0,,
18690221,800,NO,0,,,76200,0,,,40,0
18690221,2400,,,,,,,0,0,,
18690222,800,O,0,5,0,76200,0,,,0,0
18690222,2400,,,,,,,0,0,,
18690223,800,O,0,10,0,76150,0,,,40,0
18690223,2400,,,,,,,0,0,,
18690224,800,ZW,0,2,0,76800,0,,,20,0
18690224,2400,,,,,,,0,0,,
18690225,800,ZW,0,10,0,76100,0,,,30,0
18690225,2400,,,,,,,70,0,,
18690226,800,ZW,0,5,0,75800,0,,,70,0
18690226,2400,,,,,,,51,0,,
18690227,800,ZW,0,10,0,75700,0,,,80,0
18690227,2400,,,,,,,15,0,,
18690228,800,W,0,10,0,75300,0,,,35,0
18690228,2400,,,,,,,30,0,,
18690301,800,ZW,0,10,0,74400,0,,,15,0
18690301,2400,,,,,,,50,0,,
18690302,800,WNW,0,2,0,73150,0,,,35,0
18690302,2400,,,,,,,86,0,,
18690303,800,WNW,0,2,0,75400,0,,,-10,0
18690303,2400,,,,,,,60,0,,
18690304,800,W,0,2,0,76400,0,,,-15,0
18690304,2400,,,,,,,0,0,,
18690305,800,ZZW,0,8,0,76100,0,,,10,0
18690305,2400,,,,,,,30,0,,
18690306,800,Z,0,,,75800,0,,,15,0
18690306,2400,,,,,,,76,0,,
18690307,800,NO,0,8,0,77900,0,,,-10,0
18690307,2400,,,,,,,0,0,,
18690308,800,W,0,0,0,76250,0,,,-40,0
18690308,2400,,,,,,,0,0,,
18690309,800,ZZO,0,2,0,75400,0,,,-20,0
18690309,2400,,,,,,,0,0,,
18690310,800,O,0,8,0,74950,0,,,0,0
18690310,2400,,,,,,,0,0,,
18690311,800,NO,0,10,0,74250,0,,,0,0
18690311,2400,,,,,,,0,0,,
18690312,800,NW,0,10,0,74700,0,,,10,0
18690312,2400,,,,,,,0,0,,
18690313,800,ZO,0,10,0,75200,0,,,10,0
18690313,2400,,,,,,,0,0,,
18690314,800,NO,0,5,0,75400,0,,,-5,0
18690314,2400,,,,,,,0,0,,
18690315,800,NO,0,8,0,75700,0,,,-5,0
18690315,2400,,,,,,,0,0,,
18690316,800,W,0,10,0,75200,0,,,20,0
18690316,2400,,,,,,,20,0,,
18690317,800,ZO,0,10,0,75200,0,,,20,0
18690317,2400,,,,,,,0,0,,
18690318,800,W,0,0,0,75850,0,,,15,0
18690318,2400,,,,,,,0,0,,
18690319,800,WZW,0,2,0,75750,0,,,55,0
18690319,2400,,,,,,,0,0,,
18690320,800,ZO,0,10,0,74450,0,,,65,0
18690320,2400,,,,,,,55,0,,
18690321,800,NO,0,,,74950,0,,,60,0
18690321,2400,,,,,,,0,0,,
18690322,800,NO,0,10,0,75950,0,,,30,0
18690322,2400,,,,,,,0,0,,
18690323,800,NO,0,10,0,76500,0,,,25,0
18690323,2400,,,,,,,0,0,,
18690324,800,O,0,2,0,76500,0,,,5,0
18690324,2400,,,,,,,0,0,,
18690325,800,NW,0,2,0,76150,0,,,40,0
18690325,2400,,,,,,,0,0,,
18690326,800,ZW,0,10,0,75900,0,,,50,0
18690326,2400,,,,,,,3,0,,
18690327,800,W,0,,,74650,0,,,10,0
18690327,2400,,,,,,,56,0,,
18690328,800,O,0,,,75100,0,,,10,0
18690328,2400,,,,,,,10,0,,
18690329,800,O,0,0,0,75450,0,,,25,0
18690329,2400,,,,,,,0,0,,
18690330,800,NO,0,2,0,75700,0,,,35,0
18690330,2400,,,,,,,0,0,,
18690331,800,O,0,2,0,75500,0,,,40,0
18690331,2400,,,,,,,0,0,,
18690401,800,N,0,,,75650,0,,,10,0
18690401,2400,,,,,,,0,0,,
18690402,800,NW,0,0,0,75300,0,,,10,0
18690402,2400,,,,,,,0,0,,
18690403,800,ZW,0,10,0,75000,0,,,60,0
18690403,2400,,,,,,,0,0,,
18690404,800,O,0,8,0,74500,0,,,70,0
18690404,2400,,,,,,,15,0,,
18690405,800,W,0,2,0,76300,0,,,65,0
18690405,2400,,,,,,,0,0,,
18690406,800,ZW,0,8,0,76700,0,,,60,0
18690406,2400,,,,,,,0,0,,
18690407,800,ZW,0,10,0,76100,0,,,100,0
18690407,2400,,,,,,,50,0,,
18690408,800,W,0,10,0,76200,0,,,100,0
18690408,2400,,,,,,,0,0,,
18690409,800,NO,0,10,0,75450,0,,,80,0
18690409,2400,,,,,,,45,0,,
18690410,800,ZO,0,10,0,76300,0,,,100,0
18690410,2400,,,,,,,10,0,,
18690411,800,ZW,0,,,76600,0,,,100,0
18690411,2400,,,,,,,0,0,,
18690412,800,ZW,0,0,0,76700,0,,,125,0
18690412,2400,,,,,,,0,0,,
18690413,800,NW,0,2,0,76800,0,,,110,0
18690413,2400,,,,,,,0,0,,
18690414,800,O,0,,,76900,0,,,80,0
18690414,2400,,,,,,,0,0,,
18690415,800,W,0,5,0,75600,0,,,135,0
18690415,2400,,,,,,,42,0,,
18690416,800,Z,0,10,0,74800,0,,,100,0
18690416,2400,,,,,,,5,0,,
18690417,800,Z,0,8,0,74400,0,,,105,0
18690417,2400,,,,,,,0,0,,
18690418,800,NW,0,8,0,75000,0,,,90,0
18690418,2400,,,,,,,46,0,,
18690419,800,ZW,0,8,0,75900,0,,,80,0
18690419,2400,,,,,,,15,0,,
18690420,800,ZW,0,8,0,76400,0,,,80,0
18690420,2400,,,,,,,0,0,,
18690421,800,ZW,0,10,0,76200,0,,,90,0
18690421,2400,,,,,,,0,0,,
18690422,800,ZO,0,2,0,76550,0,,,110,0
18690422,2400,,,,,,,5,0,,
18690423,800,Z,0,0,0,76500,0,,,120,0
18690423,2400,,,,,,,0,0,,
18690424,800,Z,0,10,0,76200,0,,,160,0
18690424,2400,,,,,,,0,0,,
18690425,800,NW,0,2,0,76500,0,,,100,0
18690425,2400,,,,,,,15,0,,
18690426,800,NW,0,10,0,76900,0,,,90,0
18690426,2400,,,,,,,0,0,,
18690427,800,O,0,0,0,76700,0,,,130,0
18690427,2400,,,,,,,0,0,,
18690428,800,O,0,0,0,76750,0,,,150,0
18690428,2400,,,,,,,0,0,,
18690429,800,NO,0,2,0,76800,0,,,80,0
18690429,2400,,,,,,,0,0,,
18690430,800,NW,0,0,0,76400,0,,,80,0
18690430,2400,,,,,,,0,0,,
18690501,800,NW,0,8,0,76400,0,,,80,0
18690501,2400,,,,,,,0,0,,
18690502,800,NO,0,10,0,76200,0,,,80,0
18690502,2400,,,,,,,0,0,,
18690503,800,O,0,2,0,76350,0,,,75,0
18690503,2400,,,,,,,0,0,,
18690504,800,NO,0,8,0,75500,0,,,50,0
18690504,2400,,,,,,,75,0,,
18690505,800,O,0,0,0,76350,0,,,70,0
18690505,2400,,,,,,,0,0,,
18690506,800,O,0,2,0,75000,0,,,100,0
18690506,2400,,,,,,,0,0,,
18690507,800,N,0,8,0,74450,0,,,160,0
18690507,2400,,,,,,,115,0,,
18690508,800,ZW,0,5,0,74650,0,,,160,0
18690508,2400,,,,,,,105,0,,
18690509,800,ZW,0,10,0,75350,0,,,120,0
18690509,2400,,,,,,,110,0,,
18690510,800,ZO,0,8,0,75350,0,,,140,0
18690510,2400,,,,,,,60,0,,
18690511,800,W,0,2,0,75350,0,,,130,0
18690511,2400,,,,,,,120,0,,
18690512,800,O,0,10,0,76050,0,,,100,0
18690512,2400,,,,,,,5,0,,
18690513,800,NO,0,8,0,76650,0,,,100,0
18690513,2400,,,,,,,70,0,,
18690514,800,O,0,0,0,76700,0,,,90,0
18690514,2400,,,,,,,0,0,,
18690515,800,O,0,2,0,76050,0,,,100,0
18690515,2400,,,,,,,0,0,,
18690516,800,O,0,10,0,75500,0,,,120,0
18690516,2400,,,,,,,0,0,,
18690517,800,W,0,8,0,75200,0,,,140,0
18690517,2400,,,,,,,0,0,,
18690518,800,W,0,2,0,75400,0,,,140,0
18690518,2400,,,,,,,0,0,,
18690519,800,W,0,10,0,75200,0,,,120,0
18690519,2400,,,,,,,95,0,,
18690520,800,W,0,8,0,75250,0,,,100,0
18690520,2400,,,,,,,80,0,,
18690521,800,W,0,2,0,75450,0,,,100,0
18690521,2400,,,,,,,0,0,,
18690522,800,W,0,10,0,75650,0,,,90,0
18690522,2400,,,,,,,163,0,,
18690523,800,ZW,0,10,0,76400,0,,,100,0
18690523,2400,,,,,,,25,0,,
18690524,800,O,0,2,0,76200,0,,,110,0
18690524,2400,,,,,,,70,0,,
18690525,800,O,0,0,0,75900,0,,,125,0
18690525,2400,,,,,,,0,0,,
18690526,800,O,0,8,0,75200,0,,,130,0
18690526,2400,,,,,,,0,0,,
18690527,800,W,0,5,0,75300,0,,,160,0
18690527,2400,,,,,,,45,0,,
18690528,800,O,0,10,0,75800,0,,,130,0
18690528,2400,,,,,,,20,0,,
18690529,800,NO,0,10,0,75750,0,,,100,0
18690529,2400,,,,,,,83,0,,
18690530,800,W,0,10,0,76350,0,,,100,0
18690530,2400,,,,,,,120,0,,
18690531,800,ZW,0,10,0,76100,0,,,90,0
18690531,2400,,,,,,,5,0,,
18690601,800,ZZW,0,2,0,76500,0,,,90,0
18690601,2400,,,,,,,30,0,,
18690602,800,ZW,0,2,0,76600,0,,,100,0
18690602,2400,,,,,,,0,0,,
18690603,800,ZW,0,2,0,76400,0,,,135,0
18690603,2400,,,,,,,0,0,,
18690604,800,ZW,0,10,0,76000,0,,,160,0
18690604,2400,,,,,,,0,0,,
18690605,800,Z,0,10,0,76400,0,,,130,0
18690605,2400,,,,,,,7,0,,
18690606,800,Z,0,2,0,76800,0,,,170,0
18690606,2400,,,,,,,0,0,,
18690607,800,ZW,0,2,0,76100,0,,,180,0
18690607,2400,,,,,,,0,0,,
18690608,800,NW,0,2,0,76400,0,,,120,0
18690608,2400,,,,,,,0,0,,
18690609,800,W,0,8,0,75950,0,,,110,0
18690609,2400,,,,,,,0,0,,
18690610,800,W,0,8,0,76100,0,,,100,0
18690610,2400,,,,,,,48,0,,
18690611,800,W,0,10,0,76100,0,,,110,0
18690611,2400,,,,,,,0,0,,
18690612,800,ZW,0,2,0,75200,0,,,100,0
18690612,2400,,,,,,,0,0,,
18690613,800,ZW,0,2,0,75200,0,,,140,0
18690613,2400,,,,,,,0,0,,
18690614,800,ZW,0,5,0,74800,0,,,190,0
18690614,2400,,,,,,,0,0,,
18690615,800,ZW,0,2,0,75500,0,,,140,0
18690615,2400,,,,,,,0,0,,
18690616,800,W,0,8,0,75700,0,,,110,0
18690616,2400,,,,,,,0,0,,
18690617,800,W,0,2,0,76700,0,,,100,0
18690617,2400,,,,,,,245,0,,
18690618,800,ZW,0,10,0,76200,0,,,100,0
18690618,2400,,,,,,,18,0,,
18690619,800,O,0,5,0,75900,0,,,100,0
18690619,2400,,,,,,,48,0,,
18690620,800,W,0,5,0,75850,0,,,115,0
18690620,2400,,,,,,,0,0,,
18690621,800,NO,0,10,0,76000,0,,,110,0
18690621,2400,,,,,,,52,0,,
18690622,800,ZW,0,8,0,76300,0,,,120,0
18690622,2400,,,,,,,0,0,,
18690623,800,W,0,10,0,76400,0,,,105,0
18690623,2400,,,,,,,25,0,,
18690624,800,W,0,8,0,76400,0,,,110,0
18690624,2400,,,,,,,20,0,,
18690625,800,W,0,5,0,76350,0,,,110,0
18690625,2400,,,,,,,0,0,,
18690626,800,O,0,2,0,76350,0,,,130,0
18690626,2400,,,,,,,0,0,,
18690627,800,W,0,10,0,76500,0,,,120,0
18690627,2400,,,,,,,0,0,,
18690628,800,W,0,10,0,76600,0,,,130,0
18690628,2400,,,,,,,0,0,,
18690629,800,NW,0,10,0,76400,0,,,120,0
18690629,2400,,,,,,,0,0,,
18690630,800,NW,0,10,0,76500,0,,,130,0
18690630,2400,,,,,,,0,0,,
18690701,800,N,0,10,0,76500,0,,,130,0
18690701,2400,,,,,,,0,0,,
18690702,800,N,0,10,0,76350,0,,,140,0
18690702,2400,,,,,,,0,0,,
18690703,800,NO,0,10,0,76350,0,,,135,0
18690703,2400,,,,,,,0,0,,
18690704,800,O,0,0,0,76500,0,,,130,0
18690704,2400,,,,,,,0,0,,
18690705,800,ZO,0,0,0,76150,0,,,170,0
18690705,2400,,,,,,,0,0,,
18690706,800,W,0,8,0,75850,0,,,190,0
18690706,2400,,,,,,,0,0,,
18690707,800,W,0,8,0,76400,0,,,180,0
18690707,2400,,,,,,,0,0,,
18690708,800,W,0,10,0,76500,0,,,190,0
18690708,2400,,,,,,,0,0,,
18690709,800,W,0,10,0,76500,0,,,185,0
18690709,2400,,,,,,,0,0,,
18690710,800,ZW,0,2,0,76500,0,,,150,0
18690710,2400,,,,,,,0,0,,
18690711,800,O,0,0,0,77250,0,,,150,0
18690711,2400,,,,,,,0,0,,
18690712,800,ZW,0,0,0,76100,0,,,200,0
18690712,2400,,,,,,,0,0,,
18690713,800,W,0,5,0,76600,0,,,140,0
18690713,2400,,,,,,,0,0,,
18690714,2400,,,,,,,0,0,,
18690715,800,ZW,0,5,0,76400,0,,,160,0
18690715,2400,,,,,,,10,0,,
18690716,800,ZW,0,10,0,76300,0,,,190,0
18690716,2400,,,,,,,0,0,,
18690717,800,ZW,0,8,0,76500,0,,,180,0
18690717,2400,,,,,,,0,0,,
18690718,800,O,0,8,0,76300,0,,,150,0
18690718,2400,,,,,,,0,0,,
18690719,800,Z,0,8,0,76200,0,,,140,0
18690719,2400,,,,,,,17,0,,
18690720,800,ZW,0,10,0,76300,0,,,150,0
18690720,2400,,,,,,,7,0,,
18690721,800,NO,0,8,0,76300,0,,,120,0
18690721,2400,,,,,,,0,0,,
18690722,800,O,0,0,0,76200,0,,,160,0
18690722,2400,,,,,,,0,0,,
18690723,800,ZW,0,0,0,76100,0,,,200,0
18690723,2400,,,,,,,0,0,,
18690724,800,O,0,8,0,76150,0,,,190,0
18690724,2400,,,,,,,0,0,,
18690725,800,W,0,8,0,75700,0,,,180,0
18690725,2400,,,,,,,112,0,,
18690726,800,ZW,0,10,0,75700,0,,,180,0
18690726,2400,,,,,,,0,0,,
18690727,800,ZW,0,10,0,75700,0,,,180,0
18690727,2400,,,,,,,0,0,,
18690728,800,Z,0,0,0,76200,0,,,160,0
18690728,2400,,,,,,,0,0,,
18690729,800,ZW,0,10,0,75750,0,,,200,0
18690729,2400,,,,,,,0,0,,
18690730,800,W,0,0,0,76350,0,,,180,0
18690730,2400,,,,,,,0,0,,
18690731,800,ZW,0,0,0,76400,0,,,190,0
18690731,2400,,,,,,,0,0,,
18690801,800,ZW,0,0,0,75800,0,,,190,0
18690801,2400,,,,,,,0,0,,
18690802,800,ZW,0,10,0,75400,0,,,150,0
18690802,2400,,,,,,,132,0,,
18690803,800,ZW,0,0,0,76100,0,,,140,0
18690803,2400,,,,,,,30,0,,
18690804,800,ZW,0,10,0,75950,0,,,180,0
18690804,2400,,,,,,,0,0,,
18690805,800,ZW,0,8,0,76000,0,,,180,0
18690805,2400,,,,,,,45,0,,
18690806,800,ZW,0,0,0,76700,0,,,145,0
18690806,2400,,,,,,,0,0,,
18690807,800,W,0,8,0,76700,0,,,140,0
18690807,2400,,,,,,,0,0,,
18690808,800,W,0,10,0,76000,0,,,120,0
18690808,2400,,,,,,,0,0,,
18690809,800,W,0,10,0,75100,0,,,155,0
18690809,2400,,,,,,,155,0,,
18690810,800,W,0,,,74900,0,,,120,0
18690810,2400,,,,,,,110,0,,
18690811,800,W,0,8,0,75100,0,,,110,0
18690811,2400,,,,,,,47,0,,
18690812,800,W,0,8,0,75700,0,,,120,0
18690812,2400,,,,,,,172,0,,
18690813,800,W,0,10,0,76200,0,,,120,0
18690813,2400,,,,,,,20,0,,
18690814,800,ZW,0,2,0,75900,0,,,140,0
18690814,2400,,,,,,,65,0,,
18690815,800,W,0,0,0,76650,0,,,140,0
18690815,2400,,,,,,,0,0,,
18690816,800,ZW,0,8,0,76900,0,,,150,0
18690816,2400,,,,,,,0,0,,
18690817,800,NW,0,10,0,76500,0,,,140,0
18690817,2400,,,,,,,0,0,,
18690818,800,NW,0,10,0,76700,0,,,140,0
18690818,2400,,,,,,,0,0,,
18690819,800,NW,0,2,0,76800,0,,,110,0
18690819,2400,,,,,,,0,0,,
18690820,800,N,0,10,0,76900,0,,,140,0
18690820,2400,,,,,,,0,0,,
18690821,800,NW,0,10,0,76800,0,,,140,0
18690821,2400,,,,,,,0,0,,
18690822,800,W,0,10,0,76650,0,,,150,0
18690822,2400,,,,,,,0,0,,
18690823,800,W,0,10,0,76850,0,,,140,0
18690823,2400,,,,,,,0,0,,
18690824,800,W,0,0,0,76550,0,,,130,0
18690824,2400,,,,,,,0,0,,
18690825,800,ZW,0,,,76700,0,,,150,0
18690825,2400,,,,,,,0,0,,
18690826,800,ZO,0,0,0,76900,0,,,160,0
18690826,2400,,,,,,,0,0,,
18690827,800,O,0,0,0,76900,0,,,180,0
18690827,2400,,,,,,,0,0,,
18690828,800,O,0,0,0,76700,0,,,160,0
18690828,2400,,,,,,,0,0,,
18690829,800,ZW,0,0,0,75800,0,,,180,0
18690829,2400,,,,,,,0,0,,
18690830,800,NO,0,8,0,76350,0,,,130,0
18690830,2400,,,,,,,0,0,,
18690831,800,NW,0,0,0,76850,0,,,90,0
18690831,2400,,,,,,,0,0,,
18690901,800,W,0,8,0,76900,0,,,90,0
18690901,2400,,,,,,,0,0,,
18690902,800,NW,0,8,0,76650,0,,,135,0
18690902,2400,,,,,,,0,0,,
18690903,800,NO,0,0,0,76650,0,,,95,0
18690903,2400,,,,,,,0,0,,
18690904,800,O,0,0,0,76500,0,,,80,0
18690904,2400,,,,,,,0,0,,
18690905,800,ZO,0,0,0,76050,0,,,130,0
18690905,2400,,,,,,,0,0,,
18690906,800,ZW,0,8,0,75750,0,,,180,0
18690906,2400,,,,,,,45,0,,
18690907,800,W,0,8,0,75900,0,,,150,0
18690907,2400,,,,,,,0,0,,
18690908,800,ZW,0,10,0,76100,0,,,140,0
18690908,2400,,,,,,,0,0,,
18690909,800,ZO,0,2,0,75800,0,,,160,0
18690909,2400,,,,,,,0,0,,
18690910,800,ZO,0,2,0,75450,0,,,180,0
18690910,2400,,,,,,,0,0,,
18690911,800,ZW,0,8,0,75000,0,,,160,0
18690911,2400,,,,,,,25,0,,
18690912,800,ZO,0,10,0,74100,0,,,140,0
18690912,2400,,,,,,,130,0,,
18690913,800,ZW,0,10,0,74900,0,,,120,0
18690913,2400,,,,,,,65,0,,
18690914,800,W,0,2,0,75650,0,,,120,0
18690914,2400,,,,,,,76,0,,
18690915,800,ZW,0,,,75250,0,,,160,0
18690915,2400,,,,,,,15,0,,
18690916,800,W,0,5,0,74750,0,,,130,0
18690916,2400,,,,,,,30,0,,
18690917,800,ZW,0,8,0,75800,0,,,130,0
18690917,2400,,,,,,,20,0,,
18690918,800,Z,0,5,0,75550,0,,,155,0
18690918,2400,,,,,,,0,0,,
18690919,800,W,0,2,0,74600,0,,,160,0
18690919,2400,,,,,,,10,0,,
18690920,800,ZW,0,8,0,74800,0,,,120,0
18690920,2400,,,,,,,20,0,,
18690921,800,ZW,0,0,0,75200,0,,,85,0
18690921,2400,,,,,,,0,0,,
18690922,800,W,0,5,0,76200,0,,,100,0
18690922,2400,,,,,,,0,0,,
18690923,800,ZW,0,2,0,76400,0,,,140,0
18690923,2400,,,,,,,15,0,,
18690924,800,W,0,10,0,76300,0,,,150,0
18690924,2400,,,,,,,82,0,,
18690925,800,W,0,10,0,76150,0,,,160,0
18690925,2400,,,,,,,15,0,,
18690926,800,ZW,0,5,0,75200,0,,,150,0
18690926,2400,,,,,,,0,0,,
18690927,800,ZW,0,10,0,76200,0,,,120,0
18690927,2400,,,,,,,0,0,,
18690928,800,ZO,0,2,0,75900,0,,,100,0
18690928,2400,,,,,,,0,0,,
18690929,800,ZO,0,2,0,75700,0,,,130,0
18690929,2400,,,,,,,0,0,,
18690930,800,ZO,0,2,0,75600,0,,,140,0
18690930,2400,,,,,,,0,0,,
18691001,800,ZW,0,2,0,75800,0,,,130,0
18691001,2400,,,,,,,41,0,,
18691002,800,ZO,0,2,0,76050,0,,,90,0
18691002,2400,,,,,,,0,0,,
18691003,800,ZO,0,10,0,75500,0,,,135,0
18691003,2400,,,,,,,10,0,,
18691004,800,NW,0,10,0,76000,0,,,130,0
18691004,2400,,,,,,,46,0,,
18691005,800,NW,0,10,0,76510,0,,,120,0
18691005,2400,,,,,,,12,0,,
18691006,800,NW,0,8,0,76850,0,,,100,0
18691006,2400,,,,,,,0,0,,
18691007,800,,,2,0,77100,0,,,90,0
18691007,2400,,,,,,,0,0,,
18691008,800,O,0,10,0,76600,0,,,100,0
18691008,2400,,,,,,,0,0,,
18691009,800,O,0,8,0,76700,0,,,90,0
18691009,2400,,,,,,,30,0,,
18691010,800,ZO,0,,,76900,0,,,60,0
18691010,2400,,,,,,,0,0,,
18691011,800,O,0,,,76950,0,,,60,0
18691011,2400,,,,,,,0,0,,
18691012,800,ZW,0,0,0,76800,0,,,70,0
18691012,2400,,,,,,,0,0,,
18691013,800,ZO,0,,,76300,0,,,120,0
18691013,2400,,,,,,,0,0,,
18691014,800,W,0,8,0,76200,0,,,70,0
18691014,2400,,,,,,,65,0,,
18691015,800,ZW,0,10,0,75650,0,,,85,0
18691015,2400,,,,,,,35,0,,
18691016,800,W,0,10,0,75150,0,,,110,0
18691016,2400,,,,,,,30,0,,
18691017,800,NW,0,8,0,74350,0,,,80,0
18691017,2400,,,,,,,60,0,,
18691018,800,W,0,8,0,75550,0,,,30,0
18691018,2400,,,,,,,60,0,,
18691019,800,ZW,0,10,0,74400,0,,,50,0
18691019,2400,,,,,,,0,0,,
18691020,800,NW,0,8,0,75200,0,,,80,0
18691020,2400,,,,,,,30,0,,
18691021,800,W,0,8,0,76100,0,,,70,0
18691021,2400,,,,,,,25,0,,
18691022,800,W,0,8,0,76900,0,,,50,0
18691022,2400,,,,,,,0,0,,
18691023,800,W,0,10,0,76900,0,,,70,0
18691023,2400,,,,,,,0,0,,
18691024,800,W,0,,,76150,0,,,90,0
18691024,2400,,,,,,,40,0,,
18691025,800,W,0,8,0,76500,0,,,60,0
