Lochem (Huize Boekhorst)(64_G) "52:09:00" NB "6:21:00" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18691025,2400,,,,,,,0,0,,
18691026,800,W,0,10,0,75100,0,,,60,0
18691026,2400,,,,,,,25,0,,
18691027,800,W,0,8,0,74900,0,,,5,0
18691027,2400,,,,,,,100,0,,
18691028,800,W,0,10,0,74900,0,,,10,0
18691028,2400,,,,,,,170,0,,
18691029,800,W,0,2,0,76200,0,,,-50,0
18691029,2400,,,,,,,0,0,,
18691030,800,ZW,0,8,0,75900,0,,,30,0
18691030,2400,,,,,,,10,0,,
18691031,800,ZW,0,10,0,76500,0,,,30,0
18691031,2400,,,,,,,10,0,,
18691101,800,NW,0,10,0,76400,0,,,60,0
18691101,2400,,,,,,,60,0,,
18691102,800,W,0,,,76450,0,,,80,0
18691102,2400,,,,,,,10,0,,
18691103,800,NW,0,8,0,75100,0,,,90,0
18691103,2400,,,,,,,125,0,,
18691104,800,ZW,0,,,74150,0,,,60,0
18691104,2400,,,,,,,55,0,,
18691105,800,NW,0,2,0,74600,0,,,60,0
18691105,2400,,,,,,,65,0,,
18691106,800,W,0,10,0,73600,0,,,100,0
18691106,2400,,,,,,,140,0,,
18691107,800,W,0,8,0,75500,0,,,30,0
18691107,2400,,,,,,,30,0,,
18691108,800,W,0,10,0,75000,0,,,70,0
18691108,2400,,,,,,,10,0,,
18691109,800,ZW,0,2,0,75500,0,,,50,0
18691109,2400,,,,,,,15,0,,
18691110,800,WZW,0,8,0,75600,0,,,10,0
18691110,2400,,,,,,,95,0,,
18691111,800,W,0,2,0,75900,0,,,10,0
18691111,2400,,,,,,,160,0,,
18691112,800,ZO,0,8,0,77200,0,,,-60,0
18691112,2400,,,,,,,0,0,,
18691113,800,ZZW,0,10,0,76700,0,,,40,0
18691113,2400,,,,,,,0,0,,
18691114,800,ZZW,0,10,0,75600,0,,,100,0
18691114,2400,,,,,,,295,0,,
18691115,800,W,0,8,0,75900,0,,,70,0
18691115,2400,,,,,,,35,0,,
18691116,800,W,0,,,76300,0,,,10,0
18691116,2400,,,,,,,40,0,,
18691117,800,O,0,,,76700,0,,,70,0
18691117,2400,,,,,,,5,0,,
18691118,800,W,0,,,76300,0,,,70,0
18691118,2400,,,,,,,10,0,,
18691119,800,W,0,2,0,77000,0,,,50,0
18691119,2400,,,,,,,0,0,,
18691120,800,W,0,2,0,76400,0,,,30,0
18691120,2400,,,,,,,0,0,,
18691121,800,W,0,2,0,76600,0,,,-10,0
18691121,2400,,,,,,,10,0,,
18691122,800,ZO,0,2,0,75500,0,,,0,0
18691122,2400,,,,,,,0,0,,
18691123,800,ZO,0,8,0,74600,0,,,-10,0
18691123,2400,,,,,,,0,0,,
18691124,800,N,0,8,0,75100,0,,,5,0
18691124,2400,,,,,,,0,0,,
18691125,800,N,0,,,75600,0,,,-10,0
18691125,2400,,,,,,,0,0,,
18691126,800,ZW,0,,,75400,0,,,40,0
18691126,2400,,,,,,,0,0,,
18691127,800,W,0,8,0,75200,0,,,50,0
18691127,2400,,,,,,,10,0,,
18691128,800,O,0,10,0,74600,0,,,50,0
18691128,2400,,,,,,,25,0,,
18691129,800,NW,0,5,0,75600,0,,,10,0
18691129,2400,,,,,,,10,0,,
18691130,800,NO,0,10,0,74700,0,,,5,0
18691130,2400,,,,,,,35,0,,
18691201,800,ZW,0,,,75450,0,,,5,0
18691201,2400,,,,,,,0,0,,
18691202,800,NO,0,0,0,76000,0,,,-5,0
18691202,2400,,,,,,,0,0,,
18691203,800,N,0,10,0,75850,0,,,-5,0
18691203,2400,,,,,,,0,0,,
18691204,800,ZO,0,8,0,76050,0,,,-50,0
18691204,2400,,,,,,,50,0,,
18691205,800,NO,0,10,0,77100,0,,,-20,0
18691205,2400,,,,,,,0,0,,
18691206,800,O,0,10,0,77000,0,,,0,0
18691206,2400,,,,,,,0,0,,
18691207,800,O,0,10,0,77150,0,,,10,0
18691207,2400,,,,,,,0,0,,
18691208,800,O,0,0,0,76400,0,,,-30,0
18691208,2400,,,,,,,0,0,,
18691209,800,ZO,0,10,0,76000,0,,,10,0
18691209,2400,,,,,,,0,0,,
18691210,800,ZO,0,,,76200,0,,,25,0
18691210,2400,,,,,,,0,0,,
18691211,800,ZO,0,2,0,75500,0,,,20,0
18691211,2400,,,,,,,0,0,,
18691212,800,ZO,0,2,0,75000,0,,,30,0
18691212,2400,,,,,,,0,0,,
18691213,800,Z,0,10,0,75500,0,,,50,0
18691213,2400,,,,,,,0,0,,
18691214,800,ZW,0,8,0,74500,0,,,70,0
18691214,2400,,,,,,,55,0,,
18691215,800,ZW,0,10,0,75200,0,,,50,0
18691215,2400,,,,,,,0,0,,
18691216,800,W,0,2,0,75600,0,,,30,0
18691216,2400,,,,,,,50,0,,
18691217,800,W,0,10,0,74000,0,,,50,0
18691217,2400,,,,,,,155,0,,
18691218,800,ZW,0,10,0,75700,0,,,40,0
18691218,2400,,,,,,,0,0,,
18691219,800,ZW,0,10,0,74500,0,,,110,0
18691219,2400,,,,,,,27,0,,
18691220,800,ZW,0,8,0,75000,0,,,60,0
18691220,2400,,,,,,,60,0,,
18691221,800,ZO,0,8,0,75200,0,,,0,0
18691221,2400,,,,,,,0,0,,
18691222,800,O,0,8,0,74800,0,,,10,0
18691222,2400,,,,,,,0,0,,
18691223,800,NO,0,10,0,75000,0,,,10,0
18691223,2400,,,,,,,0,0,,
18691224,800,N,0,10,0,75600,0,,,10,0
18691224,2400,,,,,,,50,0,,
18691225,800,NO,0,5,0,75600,0,,,-30,0
18691225,2400,,,,,,,0,0,,
18691226,800,O,0,0,0,75100,0,,,-70,0
18691226,2400,,,,,,,0,0,,
18691227,800,NO,0,10,0,74850,0,,,-20,0
18691227,2400,,,,,,,0,0,,
18691228,800,NW,0,0,0,75350,0,,,-20,0
18691228,2400,,,,,,,75,0,,
18691229,800,ZW,0,10,0,76400,0,,,-10,0
18691229,2400,,,,,,,0,0,,
18691230,800,ZO,0,0,0,76900,0,,,-40,0
18691230,2400,,,,,,,0,0,,
18691231,800,Z,0,0,0,75700,0,,,-30,0
18691231,2400,,,,,,,0,0,,
18700101,800,ZW,0,10,0,74800,0,,,35,0
18700101,2400,,,,,,,0,0,,
18700102,800,Z,0,8,0,74400,0,,,30,0
18700102,2400,,,,,,,40,0,,
18700103,800,Z,0,10,0,75700,0,,,45,0
18700103,2400,,,,,,,0,0,,
18700104,800,Z,0,8,0,76000,0,,,60,0
18700104,2400,,,,,,,0,0,,
18700105,800,Z,0,8,0,76000,0,,,70,0
18700105,2400,,,,,,,30,0,,
18700106,800,ZW,0,10,0,76100,0,,,50,0
18700106,2400,,,,,,,15,0,,
18700107,800,Z,0,10,0,74500,0,,,60,0
18700107,2400,,,,,,,50,0,,
18700108,800,ZW,0,10,0,74500,0,,,100,0
18700108,2400,,,,,,,15,0,,
18700109,800,ZW,0,8,0,74750,0,,,65,0
18700109,2400,,,,,,,35,0,,
18700110,800,W,0,,,75100,0,,,40,0
18700110,2400,,,,,,,55,0,,
18700111,800,W,0,2,0,76100,0,,,-10,0
18700111,2400,,,,,,,30,0,,
18700112,800,ZW,0,10,0,75600,0,,,30,0
18700112,2400,,,,,,,0,0,,
18700113,800,ZW,0,10,0,75600,0,,,10,0
18700113,2400,,,,,,,30,0,,
18700114,800,ZO,0,8,0,75400,0,,,30,0
18700114,2400,,,,,,,40,0,,
18700115,800,W,0,8,0,75150,0,,,70,0
18700115,2400,,,,,,,0,0,,
18700116,800,W,0,,,76200,0,,,40,0
18700116,2400,,,,,,,0,0,,
18700117,800,NW,0,2,0,77300,0,,,0,0
18700117,2400,,,,,,,0,0,,
18700118,800,NO,0,8,0,77600,0,,,5,0
18700118,2400,,,,,,,0,0,,
18700119,800,O,0,10,0,77600,0,,,-5,0
18700119,2400,,,,,,,0,0,,
18700120,800,O,0,0,0,77200,0,,,-30,0
18700120,2400,,,,,,,0,0,,
18700121,800,O,0,8,0,76900,0,,,-20,0
18700121,2400,,,,,,,0,0,,
18700122,800,W,0,10,0,77000,0,,,-20,0
18700122,2400,,,,,,,0,0,,
18700123,800,Z,0,8,0,76800,0,,,5,0
18700123,2400,,,,,,,0,0,,
18700124,800,ZO,0,2,0,77100,0,,,5,0
18700124,2400,,,,,,,0,0,,
18700125,800,ZO,0,0,0,77200,0,,,-55,0
18700125,2400,,,,,,,0,0,,
18700126,800,W,0,10,0,77200,0,,,-10,0
18700126,2400,,,,,,,0,0,,
18700127,800,NO,0,10,0,76500,0,,,15,0
18700127,2400,,,,,,,0,0,,
18700128,800,ZW,0,10,0,76900,0,,,-10,0
18700128,2400,,,,,,,0,0,,
18700129,800,O,0,,,76800,0,,,-40,0
18700129,2400,,,,,,,0,0,,
18700130,800,ZO,0,0,0,76900,0,,,-70,0
18700130,2400,,,,,,,0,0,,
18700131,800,ZO,0,0,0,76300,0,,,-30,0
18700131,2400,,,,,,,0,0,,
18700201,800,Z,0,8,0,76500,0,,,30,0
18700201,2400,,,,,,,0,0,,
18700202,800,ZO,0,2,0,76400,0,,,15,0
18700202,2400,,,,,,,0,0,,
18700203,800,ZO,0,2,0,75900,0,,,25,0
18700203,2400,,,,,,,0,0,,
18700204,800,ZO,0,2,0,76000,0,,,30,0
18700204,2400,,,,,,,0,0,,
18700205,800,ZO,0,0,0,75900,0,,,-10,0
18700205,2400,,,,,,,0,0,,
18700206,800,O,0,8,0,76600,0,,,-15,0
18700206,2400,,,,,,,0,0,,
18700207,800,ZO,0,2,0,76350,0,,,-30,0
18700207,2400,,,,,,,0,0,,
18700208,800,O,0,8,0,76100,0,,,-65,0
18700208,2400,,,,,,,0,0,,
18700209,800,O,0,2,0,76100,0,,,-120,0
18700209,2400,,,,,,,0,0,,
18700210,800,NO,0,0,0,76550,0,,,-130,0
18700210,2400,,,,,,,0,0,,
18700211,800,NO,0,0,0,76900,0,,,-80,0
18700211,2400,,,,,,,0,0,,
18700212,800,NO,0,5,0,77100,0,,,-90,0
18700212,2400,,,,,,,0,0,,
18700213,800,O,0,10,0,76750,0,,,-80,0
18700213,2400,,,,,,,0,0,,
18700214,800,NO,0,5,0,76500,0,,,-50,0
18700214,2400,,,,,,,0,0,,
18700215,800,NO,0,8,0,76400,0,,,-60,0
18700215,2400,,,,,,,0,0,,
18700216,800,N,0,2,0,76500,0,,,-75,0
18700216,2400,,,,,,,0,0,,
18700217,800,O,0,10,0,76450,0,,,-15,0
18700217,2400,,,,,,,0,0,,
18700218,800,NO,0,10,0,76050,0,,,-40,0
18700218,2400,,,,,,,0,0,,
18700219,800,NW,0,10,0,75900,0,,,-40,0
18700219,2400,,,,,,,0,0,,
18700220,800,NW,0,10,0,76250,0,,,-20,0
18700220,2400,,,,,,,0,0,,
18700221,800,W,0,10,0,74800,0,,,-10,0
18700221,2400,,,,,,,0,0,,
18700222,800,NW,0,2,0,74700,0,,,-25,0
18700222,2400,,,,,,,85,0,,
18700223,800,ZW,0,2,0,75400,0,,,-35,0
18700223,2400,,,,,,,0,0,,
18700224,800,ZW,0,,,74900,0,,,10,0
18700224,2400,,,,,,,0,0,,
18700225,800,W,0,0,0,75800,0,,,-5,0
18700225,2400,,,,,,,18,0,,
18700226,800,ZW,0,8,0,74300,0,,,25,0
18700226,2400,,,,,,,0,0,,
18700227,800,Z,0,2,0,75750,0,,,20,0
18700227,2400,,,,,,,0,0,,
18700228,800,Z,0,0,0,75600,0,,,55,0
18700228,2400,,,,,,,0,0,,
18700301,800,Z,0,8,0,75900,0,,,80,0
18700301,2400,,,,,,,0,0,,
18700302,800,Z,0,8,0,75700,0,,,100,0
18700302,2400,,,,,,,0,0,,
18700303,800,Z,0,8,0,75200,0,,,80,0
18700303,2400,,,,,,,0,0,,
18700304,800,NO,0,10,0,75500,0,,,40,0
18700304,2400,,,,,,,0,0,,
18700305,800,NO,0,10,0,76200,0,,,15,0
18700305,2400,,,,,,,0,0,,
18700306,800,NW,0,5,0,76900,0,,,-10,0
18700306,2400,,,,,,,0,0,,
18700307,800,ONO,0,2,0,76800,0,,,-20,0
18700307,2400,,,,,,,0,0,,
18700308,800,N,0,8,0,76400,0,,,10,0
18700308,2400,,,,,,,0,0,,
18700309,800,WNW,0,10,0,76000,0,,,40,0
18700309,2400,,,,,,,0,0,,
18700310,800,W,0,,,75700,0,,,30,0
18700310,2400,,,,,,,55,0,,
18700311,800,NW,0,,,74600,0,,,40,0
18700311,2400,,,,,,,53,0,,
18700312,800,W,0,2,0,74700,0,,,-5,0
18700312,2400,,,,,,,11,0,,
18700313,800,WNW,0,2,0,75100,0,,,-20,0
18700313,2400,,,,,,,50,0,,
18700314,800,WNW,0,0,0,76000,0,,,-10,0
18700314,2400,,,,,,,0,0,,
18700315,800,ZW,0,0,0,76600,0,,,-10,0
18700315,2400,,,,,,,0,0,,
18700316,800,Z,0,8,0,76000,0,,,35,0
18700316,2400,,,,,,,0,0,,
18700317,800,ZW,0,10,0,75300,0,,,70,0
18700317,2400,,,,,,,60,0,,
18700318,800,NW,0,,,76600,0,,,40,0
18700318,2400,,,,,,,5,0,,
18700319,800,NO,0,8,0,77000,0,,,10,0
18700319,2400,,,,,,,0,0,,
18700320,800,O,0,0,0,77250,0,,,-5,0
18700320,2400,,,,,,,0,0,,
18700321,800,NW,0,,,76600,0,,,40,0
18700321,2400,,,,,,,0,0,,
18700322,800,ZW,0,,,75900,0,,,60,0
18700322,2400,,,,,,,72,0,,
18700323,800,WZW,0,0,0,75400,0,,,-5,0
18700323,2400,,,,,,,109,0,,
18700324,800,WZW,0,10,0,75200,0,,,20,0
18700324,2400,,,,,,,25,0,,
18700325,800,Z,0,10,0,75700,0,,,15,0
18700325,2400,,,,,,,0,0,,
18700326,800,O,0,2,0,75800,0,,,-5,0
18700326,2400,,,,,,,0,0,,
18700327,800,NO,0,8,0,76700,0,,,5,0
18700327,2400,,,,,,,0,0,,
18700328,800,NNO,0,8,0,77100,0,,,5,0
18700328,2400,,,,,,,0,0,,
18700329,800,NW,0,10,0,77900,0,,,20,0
18700329,2400,,,,,,,0,0,,
18700330,800,O,0,10,0,76900,0,,,20,0
18700330,2400,,,,,,,0,0,,
18700331,800,NO,0,10,0,76800,0,,,5,0
18700331,2400,,,,,,,0,0,,
18700401,800,NO,0,0,0,76800,0,,,10,0
18700401,2400,,,,,,,0,0,,
18700402,800,W,0,0,0,76900,0,,,25,0
18700402,2400,,,,,,,0,0,,
18700403,800,NW,0,2,0,77100,0,,,40,0
18700403,2400,,,,,,,0,0,,
18700404,800,NW,0,,,77500,0,,,15,0
18700404,2400,,,,,,,0,0,,
18700405,800,ZO,0,0,0,77400,0,,,30,0
18700405,2400,,,,,,,0,0,,
18700406,800,O,0,0,0,76700,0,,,30,0
18700406,2400,,,,,,,0,0,,
18700407,800,ZW,0,0,0,76000,0,,,40,0
18700407,2400,,,,,,,0,0,,
18700408,800,ZZO,0,0,0,75700,0,,,40,0
18700408,2400,,,,,,,0,0,,
18700409,800,Z,0,8,0,75300,0,,,95,0
18700409,2400,,,,,,,11,0,,
18700410,800,ZW,0,5,0,75400,0,,,85,0
18700410,2400,,,,,,,4,0,,
18700411,800,W,0,8,0,76200,0,,,60,0
18700411,2400,,,,,,,0,0,,
18700412,800,ZZW,0,5,0,76500,0,,,70,0
18700412,2400,,,,,,,0,0,,
18700413,800,ZW,0,5,0,76600,0,,,80,0
18700413,2400,,,,,,,0,0,,
18700414,800,W,0,10,0,76200,0,,,90,0
18700414,2400,,,,,,,30,0,,
18700415,800,NW,0,8,0,76750,0,,,60,0
18700415,2400,,,,,,,0,0,,
18700416,800,NW,0,10,0,77100,0,,,80,0
18700416,2400,,,,,,,0,0,,
18700417,800,N,0,10,0,77100,0,,,60,0
18700417,2400,,,,,,,7,0,,
18700418,800,O,0,0,0,77000,0,,,70,0
18700418,2400,,,,,,,0,0,,
18700419,800,O,0,0,0,76700,0,,,100,0
18700419,2400,,,,,,,0,0,,
18700420,800,ZO,0,0,0,76550,0,,,140,0
18700420,2400,,,,,,,0,0,,
18700421,800,O,0,2,0,76500,0,,,120,0
18700421,2400,,,,,,,0,0,,
18700422,800,Z,0,2,0,76800,0,,,120,0
18700422,2400,,,,,,,0,0,,
18700423,800,W,0,8,0,76700,0,,,120,0
18700423,2400,,,,,,,0,0,,
18700424,800,ZW,0,8,0,77000,0,,,75,0
18700424,2400,,,,,,,5,0,,
18700425,800,W,0,10,0,76750,0,,,110,0
18700425,2400,,,,,,,30,0,,
18700426,800,W,0,8,0,76500,0,,,120,0
18700426,2400,,,,,,,0,0,,
18700427,800,W,0,8,0,76300,0,,,90,0
18700427,2400,,,,,,,15,0,,
18700428,800,NW,0,10,0,75900,0,,,25,0
18700428,2400,,,,,,,160,0,,
18700429,800,W,0,10,0,75650,0,,,40,0
18700429,2400,,,,,,,102,0,,
18700430,800,ZW,0,10,0,75400,0,,,60,0
18700430,2400,,,,,,,10,0,,
18700501,800,ZW,0,10,0,74850,0,,,100,0
18700501,2400,,,,,,,25,0,,
18700502,800,ZW,0,10,0,75100,0,,,85,0
18700502,2400,,,,,,,65,0,,
18700503,800,ZW,0,8,0,75650,0,,,50,0
18700503,2400,,,,,,,25,0,,
18700504,800,W,0,10,0,75900,0,,,65,0
18700504,2400,,,,,,,70,0,,
18700505,800,W,0,10,0,76450,0,,,65,0
18700505,2400,,,,,,,25,0,,
18700506,800,NW,0,2,0,76650,0,,,50,0
18700506,2400,,,,,,,25,0,,
18700507,800,NW,0,10,0,76650,0,,,70,0
18700507,2400,,,,,,,10,0,,
18700508,800,N,0,10,0,76350,0,,,60,0
18700508,2400,,,,,,,0,0,,
18700509,800,NO,0,8,0,76500,0,,,75,0
18700509,2400,,,,,,,0,0,,
18700510,800,NW,0,10,0,76000,0,,,70,0
18700510,2400,,,,,,,0,0,,
18700511,800,N,0,0,0,75600,0,,,60,0
18700511,2400,,,,,,,0,0,,
18700512,800,ZW,0,10,0,75050,0,,,30,0
18700512,2400,,,,,,,20,0,,
18700513,800,ZW,0,2,0,75800,0,,,40,0
18700513,2400,,,,,,,0,0,,
18700514,800,W,0,8,0,75900,0,,,120,0
18700514,2400,,,,,,,115,0,,
18700515,800,ZW,0,5,0,76400,0,,,120,0
18700515,2400,,,,,,,0,0,,
18700516,800,ZO,0,10,0,75700,0,,,140,0
18700516,2400,,,,,,,5,0,,
18700517,800,W,0,4,0,76350,0,,,110,0
18700517,2400,,,,,,,23,0,,
18700518,800,ZW,0,2,0,76700,0,,,130,0
18700518,2400,,,,,,,0,0,,
18700519,800,Z,0,0,0,76700,0,,,160,0
18700519,2400,,,,,,,0,0,,
18700520,800,W,0,2,0,76550,0,,,170,0
18700520,2400,,,,,,,0,0,,
18700521,800,W,0,2,0,76500,0,,,180,0
18700521,2400,,,,,,,0,0,,
18700522,800,W,0,8,0,76100,0,,,200,0
18700522,2400,,,,,,,0,0,,
18700523,800,NO,0,8,0,76500,0,,,110,0
18700523,2400,,,,,,,0,0,,
18700524,800,NO,0,10,0,76900,0,,,90,0
18700524,2400,,,,,,,0,0,,
18700525,800,W,0,5,0,76600,0,,,160,0
18700525,2400,,,,,,,0,0,,
18700526,800,W,0,8,0,77000,0,,,100,0
18700526,2400,,,,,,,0,0,,
18700527,800,Z,0,10,0,76900,0,,,110,0
18700527,2400,,,,,,,0,0,,
18700528,800,N,0,10,0,76700,0,,,100,0
18700528,2400,,,,,,,0,0,,
18700529,800,NO,0,2,0,76450,0,,,130,0
18700529,2400,,,,,,,0,0,,
18700530,800,W,0,0,0,76200,0,,,150,0
18700530,2400,,,,,,,0,0,,
18700531,800,W,0,8,0,75650,0,,,150,0
18700531,2400,,,,,,,0,0,,
18700601,800,ZW,0,10,0,75600,0,,,140,0
18700601,2400,,,,,,,0,0,,
18700602,800,WNW,0,10,0,75800,0,,,120,0
18700602,2400,,,,,,,5,0,,
18700603,800,NW,0,10,0,76400,0,,,120,0
18700603,2400,,,,,,,5,0,,
18700604,800,NW,0,,,77000,0,,,100,0
18700604,2400,,,,,,,0,0,,
18700605,800,NW,0,10,0,77100,0,,,110,0
18700605,2400,,,,,,,0,0,,
18700606,800,NW,0,2,0,77300,0,,,150,0
18700606,2400,,,,,,,0,0,,
18700607,800,NO,0,0,0,77100,0,,,160,0
18700607,2400,,,,,,,0,0,,
18700608,800,N,0,10,0,76400,0,,,120,0
18700608,2400,,,,,,,0,0,,
18700609,800,W,0,10,0,75600,0,,,125,0
18700609,2400,,,,,,,0,0,,
18700610,800,W,0,0,0,75300,0,,,130,0
18700610,2400,,,,,,,5,0,,
18700611,800,W,0,2,0,75600,0,,,130,0
18700611,2400,,,,,,,0,0,,
18700612,800,W,0,10,0,76350,0,,,120,0
18700612,2400,,,,,,,0,0,,
18700613,800,W,0,10,0,76400,0,,,160,0
18700613,2400,,,,,,,15,0,,
18700614,800,ZW,0,0,0,76400,0,,,160,0
18700614,2400,,,,,,,0,0,,
18700615,800,NO,0,0,0,76600,0,,,180,0
18700615,2400,,,,,,,0,0,,
18700616,800,NO,0,0,0,76400,0,,,200,0
18700616,2400,,,,,,,0,0,,
18700617,800,NO,0,8,0,75700,0,,,210,0
18700617,2400,,,,,,,0,0,,
18700618,800,W,0,5,0,76300,0,,,,
18700618,2400,,,,,,,0,0,,
18700619,800,W,0,10,0,76600,0,,,160,0
18700619,2400,,,,,,,0,0,,
18700620,800,W,0,,,76550,0,,,180,0
18700620,2400,,,,,,,0,0,,
18700621,800,NW,0,5,0,76900,0,,,170,0
18700621,2400,,,,,,,0,0,,
18700622,800,N,0,10,0,76850,0,,,170,0
18700622,2400,,,,,,,0,0,,
18700623,800,ZW,0,,,76400,0,,,200,0
18700623,2400,,,,,,,0,0,,
18700624,800,NW,0,8,0,76100,0,,,120,0
18700624,2400,,,,,,,105,0,,
18700625,800,N,0,5,0,75650,0,,,120,0
18700625,2400,,,,,,,45,0,,
18700626,800,ZW,0,0,0,76050,0,,,110,0
18700626,2400,,,,,,,70,0,,
18700627,800,W,0,10,0,75500,0,,,130,0
18700627,2400,,,,,,,120,0,,
18700628,800,NW,0,8,0,76100,0,,,110,0
18700628,2400,,,,,,,80,0,,
18700629,800,W,0,8,0,76000,0,,,120,0
18700629,2400,,,,,,,75,0,,
18700630,800,W,0,10,0,76050,0,,,130,0
18700630,2400,,,,,,,26,0,,
18700701,800,W,0,10,0,76000,0,,,140,0
18700701,2400,,,,,,,0,0,,
18700702,800,ZW,0,8,0,75900,0,,,125,0
18700702,2400,,,,,,,30,0,,
18700703,800,W,0,8,0,75700,0,,,130,0
18700703,2400,,,,,,,35,0,,
18700704,800,ZW,0,10,0,75800,0,,,155,0
18700704,2400,,,,,,,0,0,,
18700705,800,ZW,0,10,0,76050,0,,,190,0
18700705,2400,,,,,,,10,0,,
18700706,800,W,0,10,0,75950,0,,,160,0
18700706,2400,,,,,,,0,0,,
18700707,800,W,0,8,0,76400,0,,,160,0
18700707,2400,,,,,,,40,0,,
18700708,800,NO,0,0,0,76400,0,,,180,0
18700708,2400,,,,,,,0,0,,
18700709,800,ZO,0,0,0,75900,0,,,190,0
18700709,2400,,,,,,,4,0,,
18700710,800,ZW,0,0,0,75800,0,,,190,0
18700710,2400,,,,,,,255,0,,
18700711,800,NO,0,0,0,75500,0,,,190,0
18700711,2400,,,,,,,0,0,,
18700712,800,ZW,0,0,0,75000,0,,,200,0
18700712,2400,,,,,,,28,0,,
18700713,800,ZW,0,10,0,75550,0,,,180,0
18700713,2400,,,,,,,45,0,,
18700714,800,ZW,0,0,0,76050,0,,,170,0
18700714,2400,,,,,,,22,0,,
18700715,800,NO,0,0,0,76500,0,,,150,0
18700715,2400,,,,,,,0,0,,
18700716,800,ZO,0,0,0,75750,0,,,200,0
18700716,2400,,,,,,,0,0,,
18700717,800,ZW,0,5,0,76000,0,,,170,0
18700717,2400,,,,,,,310,0,,
18700718,800,ZW,0,10,0,76400,0,,,170,0
18700718,2400,,,,,,,45,0,,
18700719,800,W,0,0,0,76550,0,,,190,0
18700719,2400,,,,,,,0,0,,
18700720,800,W,0,2,0,76700,0,,,200,0
18700720,2400,,,,,,,0,0,,
18700721,800,W,0,10,0,76400,0,,,190,0
18700721,2400,,,,,,,0,0,,
18700722,800,ZW,0,2,0,76300,0,,,190,0
18700722,2400,,,,,,,0,0,,
18700723,800,NO,0,10,0,76500,0,,,150,0
18700723,2400,,,,,,,0,0,,
18700724,800,O,0,0,0,76400,0,,,150,0
18700724,2400,,,,,,,0,0,,
18700725,800,ZO,0,0,0,76150,0,,,180,0
18700725,2400,,,,,,,0,0,,
18700726,800,NO,0,5,0,75150,0,,,190,0
18700726,2400,,,,,,,0,0,,
18700727,800,NO,0,5,0,75500,0,,,180,0
18700727,2400,,,,,,,10,0,,
18700728,800,NO,0,,,76050,0,,,170,0
18700728,2400,,,,,,,0,0,,
18700729,800,NW,0,10,0,76100,0,,,160,0
18700729,2400,,,,,,,0,0,,
18700730,800,N,0,,,76000,0,,,180,0
18700730,2400,,,,,,,0,0,,
18700731,800,NO,0,,,75600,0,,,210,0
18700731,2400,,,,,,,0,0,,
18700801,800,O,0,8,0,75450,0,,,190,0
18700801,2400,,,,,,,105,0,,
18700802,800,W,0,,,75750,0,,,190,0
18700802,2400,,,,,,,0,0,,
18700803,800,NO,0,,,75600,0,,,180,0
18700803,2400,,,,,,,0,0,,
18700804,800,ZW,0,8,0,75250,0,,,210,0
18700804,2400,,,,,,,12,0,,
18700805,800,ZW,0,0,0,75500,0,,,180,0
18700805,2400,,,,,,,25,0,,
18700806,800,NW,0,10,0,75700,0,,,190,0
18700806,2400,,,,,,,130,0,,
18700807,800,WNW,0,8,0,76000,0,,,180,0
18700807,2400,,,,,,,0,0,,
18700808,800,OZO,0,8,0,75700,0,,,180,0
18700808,2400,,,,,,,55,0,,
18700809,800,NO,0,8,0,75900,0,,,160,0
18700809,2400,,,,,,,0,0,,
18700810,800,NW,0,10,0,75800,0,,,170,0
18700810,2400,,,,,,,0,0,,
18700811,800,N,0,8,0,75800,0,,,190,0
18700811,2400,,,,,,,190,0,,
18700812,800,NO,0,2,0,76200,0,,,190,0
18700812,2400,,,,,,,5,0,,
18700813,800,NW,0,10,0,76500,0,,,170,0
18700813,2400,,,,,,,0,0,,
18700814,800,NNW,0,8,0,76200,0,,,170,0
18700814,2400,,,,,,,0,0,,
18700815,800,NO,0,,,76100,0,,,160,0
