Delfzijl(102_G) "53:20:00" NB "6:55:0" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 FFkts  Windsnelheid  :  Volgens diverse schalen vastgesteld  (Knopen). ;  FFkts  Windspeed  :  estimated from a variety of scales  (Knopen).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,FFkts,Q_FFkts,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18871227,2400,,,,,,,,,,,20,0,,
18871228,800,NNW,0,,,,,,,75770,0,,,-32,0
18871228,1900,W,0,,,,,,,76200,0,,,-40,0
18871228,2400,,,,,,,2,0,,,,,,
18871229,800,N,0,,,,,,,76660,0,,,-24,0
18871229,1900,ZW,0,,,,,,,76390,0,,,0,0
18871229,2400,,,,,,,10,0,,,,,,
18871230,800,ZW,0,,,,,,,76510,0,,,-26,0
18871230,1400,,,,,2,0,,,,,,,,
18871230,1900,WZW,0,,,8,0,,,76160,0,,,-64,0
18871230,2400,,,,,,,10,0,,,,,,
18871231,800,ZW,0,,,13,0,,,76540,0,,,0,0
18871231,1400,,,,,5,0,,,,,,,,
18871231,1900,ZW,0,,,8,0,,,76410,0,,,12,0
18871231,2400,,,,,,,2,0,,,,,,
18880101,800,ZW,0,,,10,0,,,76070,0,,,-46,0
18880101,1400,,,,,13,0,,,,,,,,
18880101,1900,ZO,0,,,15,0,,,75600,0,,,-90,0
18880102,800,OZO,0,,,13,0,,,75280,0,,,-74,0
18880102,1400,,,,,13,0,,,,,,,,
18880102,1900,Z,0,,,13,0,,,75580,0,,,-10,0
18880103,800,ZO,0,,,,,,,75500,0,,,4,0
18880103,1900,OZO,0,,,,,,,76520,0,,,-2,0
18880104,800,ZW,0,,,,,,,76830,0,,,-26,0
18880104,1400,,,,,9,0,,,,,,,,
18880104,1900,ZO,0,,,15,0,,,76620,0,,,-10,0
18880105,800,ZZO,0,,,13,0,,,76100,0,,,-24,0
18880105,1400,,,,,12,0,,,,,,,,
18880105,1900,Z,0,,,12,0,,,76080,0,,,8,0
18880106,800,ZW,0,,,10,0,,,76280,0,,,10,0
18880106,1400,,,,,9,0,,,,,,,,
18880106,1900,ZW,0,,,8,0,,,76750,0,,,12,0
18880107,800,ZW,0,,,10,0,,,76750,0,,,16,0
18880107,1400,,,,,12,0,,,,,,,,
18880107,1900,ZW,0,,,13,0,,,76900,0,,,40,0
18880108,800,ZW,0,,,12,0,,,77070,0,,,30,0
18880108,1400,,,,,23,0,,,,,,,,
18880108,1900,WNW,0,,,20,0,,,77380,0,,,60,0
18880109,800,WNW,0,,,25,0,,,77360,0,,,50,0
18880109,1400,,,,,12,0,,,,,,,,
18880109,1900,W,0,,,8,0,,,77600,0,,,52,0
18880110,800,WNW,0,,,8,0,,,77720,0,,,24,0
18880110,1400,,,,,10,0,,,,,,,,
18880110,1900,W,0,,,5,0,,,77800,0,,,12,0
18880111,800,ZW,0,,,13,0,,,77740,0,,,6,0
18880111,1400,,,,,10,0,,,,,,,,
18880111,1900,ZW,0,,,13,0,,,77730,0,,,42,0
18880112,800,N,0,,,7,0,,,77720,0,,,26,0
18880112,1400,,,,,10,0,,,,,,,,
18880112,1900,N,0,,,6,0,,,78000,0,,,12,0
18880113,800,OZO,0,,,,,,,78050,0,,,-26,0
18880113,1900,OZO,0,,,2,0,,,78070,0,,,-90,0
18880114,800,ZZO,0,,,3,0,,,77760,0,,,-20,0
18880114,1400,,,,,2,0,,,,,,,,
18880114,1900,Z,0,,,23,0,,,77930,0,,,-8,0
18880115,800,ZZO,0,,,20,0,,,77900,0,,,-38,0
18880115,1400,,,,,20,0,,,,,,,,
18880115,1900,OZO,0,,,30,0,,,77870,0,,,-30,0
18880116,800,ZO,0,,,23,0,,,77810,0,,,-32,0
18880116,1400,,,,,25,0,,,,,,,,
18880116,1900,OZO,0,,,18,0,,,77920,0,,,-42,0
18880117,800,OZO,0,,,10,0,,,77950,0,,,-44,0
18880117,1400,,,,,10,0,,,,,,,,
18880117,1900,OZO,0,,,10,0,,,77930,0,,,-50,0
18880118,800,ZW,0,,,8,0,,,77800,0,,,-32,0
18880118,1400,,,,,10,0,,,,,,,,
18880118,1900,W,0,,,10,0,,,77770,0,,,8,0
18880119,800,ZW,0,,,,,,,77820,0,,,-6,0
18880119,1400,,,,,3,0,,,,,,,,
18880119,1900,ZW,0,,,5,0,,,77600,0,,,2,0
18880120,800,WZW,0,,,10,0,,,77300,0,,,-6,0
18880120,1400,,,,,15,0,,,,,,,,
18880120,1900,W,0,,,13,0,,,77320,0,,,4,0
18880121,800,ZW,0,,,13,0,,,76880,0,,,-10,0
18880121,1400,,,,,15,0,,,,,,,,
18880121,1900,ZW,0,,,12,0,,,75800,0,,,24,0
18880122,800,ZW,0,,,8,0,,,75370,0,,,24,0
18880122,1400,,,,,18,0,,,,,,,,
18880122,1900,ZW,0,,,17,0,,,76020,0,,,30,0
18880123,800,WNW,0,,,20,0,,,76430,0,,,38,0
18880123,1400,,,,,20,0,,,,,,,,
18880123,1900,NNW,0,,,18,0,,,77000,0,,,24,0
18880124,800,ZW,0,,,17,0,,,76780,0,,,18,0
18880124,1400,,,,,25,0,,,,,,,,
18880124,1900,W,0,,,18,0,,,77050,0,,,50,0
18880125,800,WZW,0,,,25,0,,,76150,0,,,46,0
18880125,1400,,,,,30,0,,,,,,,,
18880125,1900,W,0,,,23,0,,,75930,0,,,48,0
18880126,800,WZW,0,,,20,0,,,75130,0,,,38,0
18880126,1400,,,,,40,0,,,,,,,,
18880126,1900,NW,0,,,35,0,,,75280,0,,,24,0
18880127,800,NNW,0,,,13,0,,,76240,0,,,12,0
18880127,1400,,,,,25,0,,,,,,,,
18880127,1900,WNW,0,,,18,0,,,75430,0,,,-4,0
18880128,800,NO,0,,,45,0,,,75010,0,,,-30,0
18880128,1400,,,,,30,0,,,,,,,,
18880128,1900,NW,0,,,13,0,,,75660,0,,,-28,0
18880129,800,NO,0,,,13,0,,,75970,0,,,-46,0
18880129,1400,,,,,15,0,,,,,,,,
18880129,1900,NO,0,,,20,0,,,76270,0,,,-40,0
18880130,800,ZW,0,,,3,0,,,76400,0,,,-90,0
18880130,1400,,,,,5,0,,,,,,,,
18880130,1900,ZW,0,,,8,0,,,76220,0,,,-56,0
18880131,800,OZO,0,,,10,0,,,75720,0,,,-86,0
18880131,1400,,,,,20,0,,,,,,,,
18880131,1900,ZZW,0,,,20,0,,,75500,0,,,-80,0
18880201,800,ZO,0,,,10,0,,,75980,0,,,-100,0
18880201,1400,,,,,2,0,,,,,,,,
18880201,1900,ZZO,0,,,1,0,,,76330,0,,,-102,0
18880202,800,ZW,0,,,13,0,,,76340,0,,,-46,0
18880202,1400,,,,,15,0,,,,,,,,
18880202,1900,ZW,0,,,10,0,,,76320,0,,,-10,0
18880203,800,ZW,0,,,22,0,,,75850,0,,,-14,0
18880203,1400,,,,,13,0,,,,,,,,
18880203,1900,ZW,0,,,13,0,,,76010,0,,,10,0
18880203,2400,,,,,,,,,,,30,0,,
18880204,800,WNW,0,,,30,0,,,75840,0,,,30,0
18880204,1400,,,,,25,0,,,,,,,,
18880204,1900,NW,0,,,18,0,,,76420,0,,,10,0
18880204,2400,,,,,,,,,,,100,0,,
18880205,800,WZW,0,,,23,0,,,76300,0,,,12,0
18880205,1400,,,,,36,0,,,,,,,,
18880205,1900,W,0,,,20,0,,,76120,0,,,36,0
18880205,2400,,,,,,,,,,,50,0,,
18880206,800,N,0,,,15,0,,,76340,0,,,12,0
18880206,1400,,,,,10,0,,,,,,,,
18880206,1900,NO,0,,,2,0,,,76770,0,,,-6,0
18880207,800,WZW,0,,,8,0,,,76340,0,,,6,0
18880207,1400,,,,,18,0,,,,,,,,
18880207,1900,ZW,0,,,17,0,,,75980,0,,,22,0
18880208,800,WNW,0,,,35,0,,,75300,0,,,36,0
18880208,1400,,,,,31,0,,,,,,,,
18880208,1900,WNW,0,,,25,0,,,75400,0,,,10,0
18880208,2400,,,,,,,,,,,80,0,,
18880209,800,WZW,0,,,2,0,,,75750,0,,,6,0
18880209,1400,,,,,5,0,,,,,,,,
18880209,1900,ZW,0,,,15,0,,,75800,0,,,12,0
18880209,2400,,,,,,,8,0,,,,,,
18880210,800,WZW,0,,,13,0,,,75730,0,,,20,0
18880210,1400,,,,,18,0,,,,,,,,
18880210,1900,ZW,0,,,13,0,,,75380,0,,,14,0
18880210,2400,,,,,,,0,0,,,,,,
18880211,800,WZW,0,,,12,0,,,75070,0,,,-12,0
18880211,1400,,,,,28,0,,,,,,,,
18880211,1900,ZW,0,,,10,0,,,75000,0,,,-4,0
18880211,2400,,,,,,,0,0,,,,,,
18880212,800,ZW,0,,,8,0,,,74680,0,,,10,0
18880212,1400,,,,,5,0,,,,,,,,
18880212,1900,ZW,0,,,5,0,,,75020,0,,,-20,0
18880212,2400,,,,,,,5,0,,,,,,
18880213,800,ZW,0,,,7,0,,,75380,0,,,-36,0
18880213,1400,,,,,8,0,,,,,,,,
18880213,1900,ZW,0,,,15,0,,,75720,0,,,2,0
18880213,2400,,,,,,,2,0,,,,,,
18880214,800,OZO,0,,,12,0,,,75990,0,,,-12,0
18880214,1400,,,,,15,0,,,,,,,,
18880214,1900,OZO,0,,,20,0,,,75900,0,,,-2,0
18880214,2400,,,,,,,0,0,,,,,,
18880215,800,NO,0,,,8,0,,,75920,0,,,-26,0
18880215,1400,,,,,10,0,,,,,,,,
18880215,1900,O,0,,,8,0,,,76040,0,,,-6,0
18880215,2400,,,,,,,8,0,,,,,,
18880216,800,NO,0,,,29,0,,,76040,0,,,-16,0
18880216,1400,,,,,25,0,,,,,,,,
18880216,1900,NO,0,,,25,0,,,75950,0,,,-8,0
18880217,800,NO,0,,,28,0,,,75820,0,,,-10,0
18880217,1400,,,,,32,0,,,,,,,,
18880217,1900,NO,0,,,18,0,,,75780,0,,,-16,0
18880217,2400,,,,,,,8,0,,,,,,
18880218,800,NO,0,,,29,0,,,75560,0,,,-16,0
18880218,1400,,,,,20,0,,,,,,,,
18880218,1900,NO,0,,,10,0,,,75080,0,,,-16,0
18880218,2400,,,,,,,,,,,40,0,,
18880219,800,NO,0,,,13,0,,,74900,0,,,-12,0
18880219,1400,,,,,20,0,,,,,,,,
18880219,1900,NO,0,,,18,0,,,75060,0,,,4,0
18880219,2400,,,,,,,10,0,,,,,,
18880220,800,O,0,,,40,0,,,75710,0,,,-30,0
18880220,1400,,,,,40,0,,,,,,,,
18880220,1900,NNO,0,,,40,0,,,75790,0,,,-24,0
18880220,2400,,,,,,,2,0,,,,,,
18880221,800,ONO,0,,,35,0,,,75800,0,,,-34,0
18880221,1400,,,,,30,0,,,,,,,,
18880221,1900,O,0,,,35,0,,,75730,0,,,-46,0
18880221,2400,,,,,,,2,0,,,,,,
18880222,800,ONO,0,,,35,0,,,75880,0,,,-66,0
18880222,1900,O,0,,,,,,,76230,0,,,-64,0
18880222,2400,,,,,,,8,0,,,,,,
18880223,800,O,0,,,,,,,76550,0,,,-92,0
18880223,1400,,,,,29,0,,,,,,,,
18880223,1900,O,0,,,28,0,,,76570,0,,,-24,0
18880223,2400,,,,,,,8,0,,,,,,
18880224,800,NO,0,,,30,0,,,76290,0,,,-64,0
18880224,1400,,,,,35,0,,,,,,,,
18880224,1900,ONO,0,,,25,0,,,76180,0,,,-50,0
18880224,2400,,,,,,,0,0,,,,,,
18880225,800,OZO,0,,,15,0,,,76330,0,,,-94,0
18880225,1400,,,,,18,0,,,,,,,,
18880225,1900,OZO,0,,,23,0,,,76780,0,,,-70,0
18880225,2400,,,,,,,8,0,,,,,,
18880226,800,O,0,,,35,0,,,76800,0,,,-40,0
18880226,1400,,,,,35,0,,,,,,,,
18880226,1900,O,0,,,40,0,,,76730,0,,,-28,0
18880226,2400,,,,,,,0,0,,,,,,
18880227,800,OZO,0,,,34,0,,,76960,0,,,-62,0
18880227,1400,,,,,35,0,,,,,,,,
18880227,1900,OZO,0,,,40,0,,,77200,0,,,-24,0
18880227,2400,,,,,,,0,0,,,,,,
18880228,800,O,0,,,31,0,,,77300,0,,,-114,0
18880228,1400,,,,,30,0,,,,,,,,
18880228,1900,O,0,,,28,0,,,77280,0,,,-70,0
18880228,2400,,,,,,,0,0,,,,,,
18880229,800,O,0,,,25,0,,,77130,0,,,-74,0
18880229,1400,,,,,28,0,,,,,,,,
18880229,1900,O,0,,,27,0,,,77100,0,,,-48,0
18880229,2400,,,,,,,0,0,,,,,,
18880301,800,OZO,0,,,8,0,,,77130,0,,,-24,0
18880301,1400,,,,,5,0,,,,,,,,
18880301,1900,N,0,,,10,0,,,76800,0,,,-24,0
18880301,2400,,,,,,,0,0,,,,,,
18880302,800,WNW,0,,,22,0,,,76000,0,,,10,0
18880302,1400,,,,,30,0,,,,,,,,
18880302,1900,W,0,,,35,0,,,75340,0,,,10,0
18880303,800,NW,0,,,28,0,,,75330,0,,,-20,0
18880303,1400,,,,,28,0,,,,,,,,
18880303,1900,NW,0,,,15,0,,,75830,0,,,-20,0
18880304,800,ZW,0,,,17,0,,,75360,0,,,-20,0
18880304,1400,,,,,25,0,,,,,,,,
18880304,1900,WNW,0,,,28,0,,,75120,0,,,-8,0
18880305,800,NW,0,,,23,0,,,75460,0,,,-8,0
18880305,1400,,,,,18,0,,,,,,,,
18880305,1900,NNW,0,,,7,0,,,76060,0,,,-8,0
18880306,800,ZW,0,,,12,0,,,76010,0,,,-8,0
18880306,1400,,,,,17,0,,,,,,,,
18880306,1900,ZW,0,,,15,0,,,76000,0,,,-8,0
18880307,800,WZW,0,,,20,0,,,75940,0,,,14,0
18880307,1400,,,,,35,0,,,,,,,,
18880307,1900,ZW,0,,,30,0,,,75750,0,,,14,0
18880308,800,ZW,0,,,18,0,,,75840,0,,,28,0
18880308,1400,,,,,20,0,,,,,,,,
18880308,1900,ZW,0,,,20,0,,,75480,0,,,28,0
18880309,800,ZW,0,,,15,0,,,75030,0,,,64,0
18880309,1400,,,,,18,0,,,,,,,,
18880309,1900,ZW,0,,,15,0,,,74670,0,,,62,0
18880310,800,WZW,0,,,20,0,,,74320,0,,,56,0
18880310,1400,,,,,15,0,,,,,,,,
18880310,1900,WZW,0,,,25,0,,,74310,0,,,54,0
18880311,800,O,0,,,20,0,,,74840,0,,,-4,0
18880311,1400,,,,,25,0,,,,,,,,
18880311,1900,ZO,0,,,25,0,,,74080,0,,,-18,0
18880312,800,ZO,0,,,7,0,,,73720,0,,,12,0
18880312,1900,ZW,0,,,,,,,74120,0,,,-30,0
18880313,800,NO,0,,,,,,,75100,0,,,-30,0
18880313,1900,NO,0,,,,,,,75630,0,,,-30,0
18880314,800,O,0,,,,,,,75520,0,,,-54,0
18880314,1900,O,0,,,,,,,75000,0,,,-26,0
18880315,800,O,0,,,,,,,74930,0,,,-60,0
18880315,1900,O,0,,,,,,,74910,0,,,-50,0
18880316,800,ZO,0,,,,,,,74640,0,,,-60,0
18880316,1400,,,,,30,0,,,,,,,,
18880316,1900,ZO,0,,,28,0,,,74870,0,,,-46,0
18880317,800,O,0,,,40,0,,,75070,0,,,-34,0
18880317,1400,,,,,35,0,,,,,,,,
18880317,1900,O,0,,,25,0,,,75870,0,,,-34,0
18880318,800,NO,0,,,,,,,76440,0,,,-50,0
18880318,1900,ONO,0,,,,,,,76090,0,,,-66,0
18880319,800,NO,0,,,,,,,76320,0,,,-64,0
18880319,1900,ONO,0,,,,,,,75860,0,,,-26,0
18880320,800,NO,0,,,,,,,75960,0,,,-20,0
18880320,1900,NO,0,,,,,,,76400,0,,,-16,0
18880321,800,ONO,0,,,,,,,76500,0,,,-8,0
18880321,1900,NW,0,,,,,,,76540,0,,,-10,0
18880322,800,ONO,0,,,,,,,76280,0,,,-16,0
18880322,1900,ONO,0,,,5,0,,,75920,0,,,-16,0
18880323,800,ZZW,0,,,13,0,,,75000,0,,,-6,0
18880323,1400,,,,,10,0,,,,,,,,
18880323,1900,ZW,0,,,5,0,,,74840,0,,,10,0
18880324,800,ZO,0,,,10,0,,,74800,0,,,18,0
18880324,1400,,,,,8,0,,,,,,,,
18880324,1900,Z,0,,,10,0,,,75030,0,,,12,0
18880325,800,ZW,0,,,5,0,,,74220,0,,,20,0
18880325,1400,,,,,20,0,,,,,,,,
18880325,1900,ZW,0,,,,,,,74000,0,,,18,0
18880326,800,ZW,0,,,,,,,73840,0,,,16,0
18880326,1900,ZW,0,,,,,,,74130,0,,,26,0
18880327,800,ZW,0,,,,,,,73860,0,,,36,0
18880327,1900,WZW,0,,,,,,,73950,0,,,6,0
18880328,800,OZO,0,,,,,,,74370,0,,,8,0
18880328,1900,ZO,0,,,,,,,73900,0,,,58,0
18880329,800,ZO,0,,,,,,,73780,0,,,34,0
18880329,1400,,,,,10,0,,,,,,,,
18880329,1900,Z,0,,,,,,,74050,0,,,54,0
18880330,800,ZZO,0,,,,,,,74120,0,,,52,0
18880330,1900,ZW,0,,,,,,,74720,0,,,48,0
18880331,800,W,0,,,,,,,75300,0,,,30,0
18880331,1900,WZW,0,,,,,,,75680,0,,,30,0
18880401,800,WNW,0,,,,,,,75880,0,,,28,0
18880401,1400,,,,,14,0,,,,,,,,
18880401,1900,WNW,0,,,16,0,,,75960,0,,,16,0
18880402,800,W,0,,,15,0,,,75310,0,,,30,0
18880402,1400,,,,,9,0,,,,,,,,
18880402,1900,W,0,,,5,0,,,75300,0,,,6,0
18880403,800,NNW,0,,,16,0,,,75440,0,,,6,0
18880403,1400,,,,,11,0,,,,,,,,
18880403,1900,NNO,0,,,4,0,,,75650,0,,,0,0
18880404,800,W,0,,,9,0,,,75580,0,,,-6,0
18880404,1400,,,,,11,0,,,,,,,,
18880404,1900,WNW,0,,,10,0,,,76040,0,,,0,0
18880405,800,NO,0,,,14,0,,,76260,0,,,-4,0
18880405,1400,,,,,15,0,,,,,,,,
18880405,1900,NO,0,,,18,0,,,76530,0,,,2,0
18880406,800,NO,0,,,11,0,,,76660,0,,,6,0
18880406,1400,,,,,16,0,,,,,,,,
18880406,1900,NO,0,,,10,0,,,76700,0,,,4,0
18880407,800,WZW,0,,,0,0,,,76530,0,,,16,0
18880407,1400,,,,,4,0,,,,,,,,
18880407,1900,NW,0,,,11,0,,,76330,0,,,18,0
18880408,800,NO,0,,,15,0,,,76280,0,,,-6,0
18880408,1400,,,,,5,0,,,,,,,,
18880408,1900,NO,0,,,14,0,,,76180,0,,,4,0
18880409,800,N,0,,,4,0,,,75940,0,,,2,0
18880409,1400,,,,,0,0,,,,,,,,
18880409,1900,NW,0,,,6,0,,,75900,0,,,4,0
18880410,800,ONO,0,,,11,0,,,76120,0,,,8,0
18880410,1400,,,,,6,0,,,,,,,,
18880410,1900,OZO,0,,,10,0,,,76260,0,,,4,0
18880411,800,W,0,,,5,0,,,75080,0,,,22,0
18880411,1400,,,,,5,0,,,,,,,,
18880411,1900,ZW,0,,,15,0,,,75280,0,,,30,0
18880412,800,NW,0,,,9,0,,,75640,0,,,24,0
18880412,1400,,,,,21,0,,,,,,,,
18880412,1900,NW,0,,,10,0,,,75360,0,,,22,0
18880413,800,ZW,0,,,10,0,,,75640,0,,,20,0
18880413,1400,,,,,14,0,,,,,,,,
18880413,1900,ZW,0,,,45,0,,,75560,0,,,56,0
18880414,800,W,0,,,15,0,,,75880,0,,,60,0
18880414,1400,,,,,10,0,,,,,,,,
18880414,1900,WZW,0,,,9,0,,,76100,0,,,86,0
18880415,800,OZO,0,,,4,0,,,76220,0,,,72,0
18880415,1400,,,,,11,0,,,,,,,,
18880415,1900,OZO,0,,,21,0,,,76160,0,,,76,0
18880416,800,Z,0,,,11,0,,,75920,0,,,78,0
18880416,1400,,,,,9,0,,,,,,,,
18880416,1900,Z,0,,,10,0,,,76170,0,,,78,0
18880417,800,ZO,0,,,4,0,,,76110,0,,,52,0
18880417,1400,,,,,6,0,,,,,,,,
18880417,1900,Z,0,,,11,0,,,75830,0,,,98,0
18880418,800,ZW,0,,,14,0,,,75660,0,,,94,0
18880418,1400,,,,,20,0,,,,,,,,
18880418,1900,ZW,0,,,9,0,,,75540,0,,,92,0
18880419,800,ZZW,0,,,6,0,,,75500,0,,,96,0
18880419,1400,,,,,5,0,,,,,,,,
18880419,1900,Z,0,,,5,0,,,75440,0,,,96,0
18880420,800,ZW,0,,,0,0,,,75430,0,,,102,0
18880420,1400,,,,,6,0,,,,,,,,
18880420,1900,ZW,0,,,10,0,,,75380,0,,,78,0
18880421,800,N,0,,,5,0,,,75580,0,,,62,0
18880421,1400,,,,,10,0,,,,,,,,
18880421,1900,NNW,0,,,9,0,,,75660,0,,,48,0
18880422,800,NW,0,,,15,0,,,75620,0,,,54,0
18880422,1400,,,,,5,0,,,,,,,,
18880422,1900,WNW,0,,,11,0,,,75750,0,,,50,0
18880423,800,O,0,,,20,0,,,75880,0,,,60,0
18880423,1400,,,,,29,0,,,,,,,,
18880423,1900,ONO,0,,,40,0,,,75840,0,,,82,0
18880424,800,NO,0,,,31,0,,,76080,0,,,34,0
18880424,1400,,,,,21,0,,,,,,,,
18880424,1900,NNO,0,,,15,0,,,76120,0,,,44,0
18880425,800,NO,0,,,14,0,,,76100,0,,,32,0
18880425,1400,,,,,20,0,,,,,,,,
18880425,1900,NNO,0,,,20,0,,,76150,0,,,42,0
18880426,800,NO,0,,,10,0,,,76200,0,,,50,0
18880426,1400,,,,,19,0,,,,,,,,
18880426,1900,NO,0,,,21,0,,,76550,0,,,44,0
18880427,800,ZW,0,,,11,0,,,76370,0,,,48,0
18880427,1400,,,,,30,0,,,,,,,,
18880427,1900,WZW,0,,,24,0,,,75770,0,,,56,0
18880428,800,WNW,0,,,25,0,,,76080,0,,,64,0
18880428,1400,,,,,11,0,,,,,,,,
18880428,1900,WNW,0,,,0,0,,,76240,0,,,68,0
18880429,800,ZW,0,,,15,0,,,76070,0,,,92,0
18880429,1400,,,,,24,0,,,,,,,,
18880429,1900,ZW,0,,,9,0,,,75910,0,,,86,0
18880430,800,ZW,0,,,10,0,,,75900,0,,,96,0
18880430,1400,,,,,9,0,,,,,,,,
18880430,1900,Z,0,,,10,0,,,75500,0,,,138,0
18880501,800,Z,0,,,15,0,,,75190,0,,,90,0
18880501,1400,,,,,16,0,,,,,,,,
18880501,1900,Z,0,,,5,0,,,75380,0,,,180,0
18880502,800,WZW,0,,,24,0,,,75930,0,,,94,0
18880502,1400,,,,,21,0,,,,,,,,
18880502,1900,ZW,0,,,14,0,,,75990,0,,,116,0
18880503,800,WZW,0,,,21,0,,,75610,0,,,108,0
18880503,1400,,,,,29,0,,,,,,,,
18880503,1900,W,0,,,25,0,,,75930,0,,,78,0
18880504,800,WZW,0,,,14,0,,,76330,0,,,106,0
18880504,1400,,,,,24,0,,,,,,,,
18880504,1900,NW,0,,,10,0,,,76760,0,,,68,0
18880505,800,ZW,0,,,10,0,,,76780,0,,,70,0
18880505,1400,,,,,31,0,,,,,,,,
18880505,1900,WNW,0,,,14,0,,,76830,0,,,84,0
18880506,800,W,0,,,15,0,,,76900,0,,,104,0
18880506,1400,,,,,24,0,,,,,,,,
18880506,1900,WNW,0,,,11,0,,,76980,0,,,100,0
18880507,800,WZW,0,,,16,0,,,76780,0,,,126,0
18880507,1400,,,,,21,0,,,,,,,,
18880507,1900,WZW,0,,,16,0,,,76860,0,,,142,0
18880508,800,WNW,0,,,35,0,,,76670,0,,,132,0
18880508,1400,,,,,20,0,,,,,,,,
18880508,1900,ZW,0,,,15,0,,,76660,0,,,100,0
18880509,800,NW,0,,,20,0,,,76800,0,,,90,0
18880509,1400,,,,,25,0,,,,,,,,
18880509,1900,WNW,0,,,6,0,,,76830,0,,,64,0
18880510,800,NNW,0,,,,,,,76870,0,,,68,0
18880510,1400,,,,,26,0,,,,,,,,
18880510,1900,NW,0,,,20,0,,,77020,0,,,78,0
18880511,800,NNW,0,,,40,0,,,77060,0,,,62,0
18880511,1400,,,,,29,0,,,,,,,,
18880511,1900,NW,0,,,25,0,,,76960,0,,,54,0
18880512,800,NO,0,,,20,0,,,77070,0,,,66,0
18880512,1400,,,,,21,0,,,,,,,,
18880512,1900,NO,0,,,19,0,,,77050,0,,,72,0
18880513,800,WZW,0,,,14,0,,,76680,0,,,106,0
18880513,1400,,,,,25,0,,,,,,,,
18880513,1900,NW,0,,,15,0,,,76020,0,,,88,0
18880514,800,NW,0,,,26,0,,,75540,0,,,86,0
18880514,1400,,,,,30,0,,,,,,,,
18880514,1900,NW,0,,,21,0,,,75100,0,,,62,0
18880515,800,W,0,,,9,0,,,75750,0,,,84,0
18880515,1400,,,,,9,0,,,,,,,,
18880515,1900,NW,0,,,25,0,,,75650,0,,,86,0
18880516,800,ZO,0,,,6,0,,,75510,0,,,130,0
18880516,1400,,,,,10,0,,,,,,,,
18880516,1900,ZO,0,,,14,0,,,75320,0,,,152,0
18880517,800,ZW,0,,,15,0,,,75860,0,,,168,0
18880517,1400,,,,,21,0,,,,,,,,
18880517,1900,WZW,0,,,11,0,,,75760,0,,,184,0
18880518,800,NW,0,,,5,0,,,76050,0,,,196,0
18880518,1400,,,,,14,0,,,,,,,,
18880518,1900,ONO,0,,,9,0,,,75970,0,,,154,0
18880519,800,Z,0,,,6,0,,,75920,0,,,172,0
18880519,1900,O,0,,,5,0,,,75900,0,,,180,0
18880520,800,W,0,,,14,0,,,76280,0,,,150,0
18880520,1400,,,,,9,0,,,,,,,,
18880520,1900,ZW,0,,,16,0,,,76840,0,,,130,0
18880521,800,N,0,,,15,0,,,77060,0,,,146,0
18880521,1400,,,,,19,0,,,,,,,,
18880521,1900,NO,0,,,20,0,,,77080,0,,,96,0
18880522,800,O,0,,,20,0,,,77150,0,,,116,0
18880522,1400,,,,,21,0,,,,,,,,
18880522,1900,ONO,0,,,25,0,,,77200,0,,,142,0
18880523,800,NO,0,,,5,0,,,77420,0,,,150,0
18880523,1400,,,,,26,0,,,,,,,,
18880523,1900,N,0,,,16,0,,,77160,0,,,104,0
18880524,800,NNW,0,,,10,0,,,77000,0,,,80,0
18880524,1400,,,,,15,0,,,,,,,,
18880524,1900,N,0,,,14,0,,,76720,0,,,82,0
18880525,800,WNW,0,,,26,0,,,76470,0,,,88,0
18880525,1400,,,,,10,0,,,,,,,,
18880525,1900,NW,0,,,25,0,,,76380,0,,,78,0
18880526,800,NW,0,,,15,0,,,76180,0,,,78,0
18880526,1400,,,,,30,0,,,,,,,,
18880526,1900,N,0,,,20,0,,,76140,0,,,76,0
