Delfzijl(102_G) "53:20:00" NB "6:55:0" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 FFkts  Windsnelheid  :  Volgens diverse schalen vastgesteld  (Knopen). ;  FFkts  Windspeed  :  estimated from a variety of scales  (Knopen).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,FFkts,Q_FFkts,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18880527,800,NW,0,,,13,0,,,76180,0,,,78,0
18880527,1400,,,,,24,0,,,,,,,,
18880527,1900,ONO,0,,,0,0,,,75850,0,,,80,0
18880528,800,O,0,,,4,0,,,75710,0,,,120,0
18880528,1400,,,,,6,0,,,,,,,,
18880528,1900,NO,0,,,21,0,,,75710,0,,,110,0
18880529,800,NO,0,,,19,0,,,76100,0,,,76,0
18880529,1400,,,,,23,0,,,,,,,,
18880529,1900,ZW,0,,,9,0,,,76200,0,,,116,0
18880530,800,ZW,0,,,14,0,,,75880,0,,,120,0
18880530,1400,,,,,15,0,,,,,,,,
18880530,1900,ZW,0,,,11,0,,,75800,0,,,130,0
18880531,800,W,0,,,15,0,,,75930,0,,,150,0
18880531,1400,,,,,11,0,,,,,,,,
18880531,1900,ZW,0,,,,,,,75990,0,,,124,0
18880601,800,W,0,,,20,0,,,76380,0,,,114,0
18880601,1400,,,,,35,0,,,,,,,,
18880601,1900,N,0,,,21,0,,,76850,0,,,88,0
18880601,2400,,,,,,,,,,,30,0,,
18880602,800,WNW,0,,,11,0,,,77000,0,,,122,0
18880602,1400,,,,,11,0,,,,,,,,
18880602,1900,NW,0,,,20,0,,,76840,0,,,96,0
18880602,2400,,,,,,,0,0,,,,,,
18880603,800,OZO,0,,,19,0,,,76330,0,,,116,0
18880603,1400,,,,,14,0,,,,,,,,
18880603,1900,ZO,0,,,15,0,,,76300,0,,,106,0
18880603,2400,,,,,,,8,0,,,,,,
18880604,800,NW,0,,,15,0,,,76330,0,,,166,0
18880604,1400,,,,,29,0,,,,,,,,
18880604,1900,WZW,0,,,21,0,,,76410,0,,,130,0
18880604,2400,,,,,,,0,0,,,,,,
18880605,800,NW,0,,,10,0,,,76670,0,,,90,0
18880605,1400,,,,,15,0,,,,,,,,
18880605,1900,WNW,0,,,15,0,,,76740,0,,,102,0
18880605,2400,,,,,,,10,0,,,,,,
18880606,800,OZO,0,,,21,0,,,76500,0,,,134,0
18880606,1400,,,,,19,0,,,,,,,,
18880606,1900,ZO,0,,,20,0,,,76100,0,,,142,0
18880606,2400,,,,,,,0,0,,,,,,
18880607,800,WNW,0,,,14,0,,,75920,0,,,148,0
18880607,1400,,,,,5,0,,,,,,,,
18880607,1900,ZO,0,,,5,0,,,76060,0,,,140,0
18880607,2400,,,,,,,8,0,,,,,,
18880608,800,ZO,0,,,5,0,,,76080,0,,,145,0
18880608,1400,,,,,11,0,,,,,,,,
18880608,1900,ZW,0,,,11,0,,,75760,0,,,160,0
18880608,2400,,,,,,,10,0,,,,,,
18880609,800,W,0,,,6,0,,,75640,0,,,178,0
18880609,1400,,,,,5,0,,,,,,,,
18880609,1900,WZW,0,,,4,0,,,75520,0,,,182,0
18880609,2400,,,,,,,8,0,,,,,,
18880610,800,WNW,0,,,10,0,,,75810,0,,,132,0
18880610,1400,,,,,25,0,,,,,,,,
18880610,1900,WZW,0,,,10,0,,,76440,0,,,118,0
18880610,2400,,,,,,,,,,,30,0,,
18880611,800,WZW,0,,,5,0,,,76640,0,,,144,0
18880611,1400,,,,,9,0,,,,,,,,
18880611,1900,ZW,0,,,15,0,,,76490,0,,,142,0
18880611,2400,,,,,,,8,0,,,,,,
18880612,800,ZW,0,,,4,0,,,76270,0,,,178,0
18880612,1400,,,,,11,0,,,,,,,,
18880612,1900,N,0,,,16,0,,,75910,0,,,182,0
18880612,2400,,,,,,,0,0,,,,,,
18880613,800,ZO,0,,,15,0,,,75730,0,,,222,0
18880613,1400,,,,,15,0,,,,,,,,
18880613,1900,N,0,,,5,0,,,76030,0,,,136,0
18880613,2400,,,,,,,0,0,,,,,,
18880614,800,WNW,0,,,6,0,,,76080,0,,,122,0
18880614,1400,,,,,4,0,,,,,,,,
18880614,1900,N,0,,,4,0,,,76000,0,,,130,0
18880614,2400,,,,,,,,,,,200,0,,
18880615,800,WZW,0,,,9,0,,,76070,0,,,136,0
18880615,1400,,,,,16,0,,,,,,,,
18880615,1900,WZW,0,,,5,0,,,76030,0,,,110,0
18880615,2400,,,,,,,0,0,,,,,,
18880616,800,NO,0,,,20,0,,,75990,0,,,146,0
18880616,1400,,,,,25,0,,,,,,,,
18880616,1900,NO,0,,,21,0,,,75950,0,,,118,0
18880616,2400,,,,,,,2,0,,,,,,
18880617,800,WNW,0,,,15,0,,,76050,0,,,108,0
18880617,1400,,,,,14,0,,,,,,,,
18880617,1900,NW,0,,,19,0,,,76240,0,,,102,0
18880617,2400,,,,,,,,,,,10,0,,
18880618,800,WNW,0,,,4,0,,,76270,0,,,104,0
18880618,1400,,,,,10,0,,,,,,,,
18880618,1900,N,0,,,10,0,,,76400,0,,,116,0
18880618,2400,,,,,,,10,0,,,,,,
18880619,800,N,0,,,16,0,,,76400,0,,,114,0
18880619,1400,,,,,21,0,,,,,,,,
18880619,1900,N,0,,,11,0,,,76280,0,,,126,0
18880619,2400,,,,,,,10,0,,,,,,
18880620,800,OZO,0,,,10,0,,,76180,0,,,122,0
18880620,1400,,,,,5,0,,,,,,,,
18880620,1900,W,0,,,19,0,,,76290,0,,,170,0
18880620,2400,,,,,,,,,,,90,0,,
18880621,800,O,0,,,15,0,,,76300,0,,,154,0
18880621,1400,,,,,15,0,,,,,,,,
18880621,1900,OZO,0,,,20,0,,,76380,0,,,176,0
18880621,2400,,,,,,,,,,,10,0,,
18880622,800,O,0,,,10,0,,,76470,0,,,196,0
18880622,1400,,,,,10,0,,,,,,,,
18880622,1900,ZO,0,,,10,0,,,76500,0,,,190,0
18880622,2400,,,,,,,,,,,20,0,,
18880623,800,NO,0,,,4,0,,,76710,0,,,222,0
18880623,1400,,,,,19,0,,,,,,,,
18880623,1900,NO,0,,,21,0,,,76650,0,,,208,0
18880623,2400,,,,,,,2,0,,,,,,
18880624,800,ONO,0,,,20,0,,,76560,0,,,216,0
18880624,1400,,,,,16,0,,,,,,,,
18880624,1900,ONO,0,,,25,0,,,76460,0,,,220,0
18880624,2400,,,,,,,2,0,,,,,,
18880625,800,ZO,0,,,15,0,,,76600,0,,,228,0
18880625,1400,,,,,21,0,,,,,,,,
18880625,1900,ZO,0,,,14,0,,,76250,0,,,224,0
18880625,2400,,,,,,,0,0,,,,,,
18880626,800,OZO,0,,,14,0,,,75970,0,,,212,0
18880626,1400,,,,,9,0,,,,,,,,
18880626,1900,ZO,0,,,0,0,,,76000,0,,,238,0
18880626,2400,,,,,,,0,0,,,,,,
18880627,800,W,0,,,10,0,,,76080,0,,,236,0
18880627,1400,,,,,11,0,,,,,,,,
18880627,1900,NW,0,,,15,0,,,75810,0,,,284,0
18880627,2400,,,,,,,0,0,,,,,,
18880628,800,W,0,,,5,0,,,75480,0,,,236,0
18880628,1400,,,,,14,0,,,,,,,,
18880628,1900,NW,0,,,4,0,,,75270,0,,,144,0
18880628,2400,,,,,,,0,0,,,,,,
18880629,800,ZW,0,,,20,0,,,74870,0,,,156,0
18880629,1400,,,,,16,0,,,,,,,,
18880629,1900,ZW,0,,,16,0,,,74800,0,,,138,0
18880629,2400,,,,,,,,,,,180,0,,
18880630,800,WZW,0,,,15,0,,,74750,0,,,112,0
18880630,1400,,,,,19,0,,,,,,,,
18880630,1900,WZW,0,,,10,0,,,74970,0,,,134,0
18880630,2400,,,,,,,,,,,90,0,,
18880701,800,NW,0,,,23,0,,,75560,0,,,152,0
18880701,1400,,,,,25,0,,,,,,,,
18880701,1900,NW,0,,,18,0,,,76000,0,,,120,0
18880702,800,WNW,0,,,12,0,,,76220,0,,,114,0
18880702,1400,,,,,10,0,,,,,,,,
18880702,1900,NW,0,,,3,0,,,76010,0,,,160,0
18880703,800,ZZW,0,,,15,0,,,75180,0,,,132,0
18880703,1400,,,,,20,0,,,,,,,,
18880703,1900,ZW,0,,,15,0,,,75090,0,,,154,0
18880704,800,WZW,0,,,18,0,,,75070,0,,,142,0
18880704,1400,,,,,18,0,,,,,,,,
18880704,1900,ZW,0,,,8,0,,,75100,0,,,162,0
18880705,800,W,0,,,8,0,,,75030,0,,,164,0
18880705,1400,,,,,13,0,,,,,,,,
18880705,1900,NO,0,,,5,0,,,75180,0,,,146,0
18880706,800,ZW,0,,,3,0,,,75310,0,,,128,0
18880706,1400,,,,,13,0,,,,,,,,
18880706,1900,NW,0,,,8,0,,,75520,0,,,144,0
18880707,800,NNW,0,,,7,0,,,75900,0,,,138,0
18880707,1400,,,,,15,0,,,,,,,,
18880707,1900,WNW,0,,,10,0,,,76160,0,,,122,0
18880708,800,NW,0,,,10,0,,,76250,0,,,114,0
18880708,1400,,,,,15,0,,,,,,,,
18880708,1900,NW,0,,,8,0,,,76300,0,,,122,0
18880709,800,NNW,0,,,8,0,,,76180,0,,,130,0
18880709,1400,,,,,22,0,,,,,,,,
18880709,1900,ZW,0,,,13,0,,,75810,0,,,154,0
18880710,800,WNW,0,,,30,0,,,75330,0,,,120,0
18880710,1400,,,,,30,0,,,,,,,,
18880710,1900,W,0,,,18,0,,,75550,0,,,100,0
18880711,800,ZW,0,,,6,0,,,75400,0,,,134,0
18880711,1400,,,,,5,0,,,,,,,,
18880711,1900,NW,0,,,13,0,,,75140,0,,,118,0
18880712,800,NW,0,,,13,0,,,75480,0,,,130,0
18880712,1400,,,,,30,0,,,,,,,,
18880712,1900,NW,0,,,20,0,,,75800,0,,,114,0
18880713,800,NW,0,,,28,0,,,75820,0,,,118,0
18880713,1400,,,,,35,0,,,,,,,,
18880713,1900,NW,0,,,22,0,,,76030,0,,,110,0
18880714,800,WNW,0,,,6,0,,,76150,0,,,122,0
18880714,1400,,,,,18,0,,,,,,,,
18880714,1900,NW,0,,,13,0,,,76080,0,,,116,0
18880715,800,NO,0,,,3,0,,,75900,0,,,118,0
18880715,1400,,,,,5,0,,,,,,,,
18880715,1900,ONO,0,,,3,0,,,75840,0,,,122,0
18880716,800,OZO,0,,,12,0,,,75470,0,,,162,0
18880716,1400,,,,,10,0,,,,,,,,
18880716,1900,ZZO,0,,,17,0,,,75120,0,,,170,0
18880717,800,OZO,0,,,22,0,,,74840,0,,,136,0
18880717,1400,,,,,20,0,,,,,,,,
18880717,1900,Z,0,,,8,0,,,74900,0,,,134,0
18880718,800,NO,0,,,5,0,,,74880,0,,,140,0
18880718,1400,,,,,13,0,,,,,,,,
18880718,1900,WNW,0,,,,,,,74890,0,,,144,0
18880719,800,N,0,,,10,0,,,75290,0,,,150,0
18880719,1400,,,,,18,0,,,,,,,,
18880719,1900,NO,0,,,15,0,,,75500,0,,,150,0
18880720,800,WNW,0,,,15,0,,,75820,0,,,192,0
18880720,1400,,,,,20,0,,,,,,,,
18880720,1900,NW,0,,,15,0,,,76000,0,,,170,0
18880721,800,ZW,0,,,3,0,,,76200,0,,,154,0
18880721,1400,,,,,5,0,,,,,,,,
18880721,1900,ZW,0,,,10,0,,,76020,0,,,160,0
18880722,800,NW,0,,,12,0,,,76000,0,,,158,0
18880722,1400,,,,,15,0,,,,,,,,
18880722,1900,ZW,0,,,,,,,76000,0,,,166,0
18880723,800,ZW,0,,,15,0,,,75470,0,,,156,0
18880723,1400,,,,,15,0,,,,,,,,
18880723,1900,ZW,0,,,1,0,,,75460,0,,,174,0
18880724,800,W,0,,,22,0,,,75770,0,,,176,0
18880724,1400,,,,,20,0,,,,,,,,
18880724,1900,ZW,0,,,15,0,,,75940,0,,,160,0
18880725,800,NW,0,,,8,0,,,75960,0,,,158,0
18880725,1400,,,,,5,0,,,,,,,,
18880725,1900,ZZW,0,,,,,,,75680,0,,,190,0
18880726,800,ZW,0,,,,,,,75500,0,,,192,0
18880726,1400,,,,,25,0,,,,,,,,
18880726,1900,ZW,0,,,12,0,,,75780,0,,,168,0
18880727,800,W,0,,,12,0,,,75980,0,,,152,0
18880727,1400,,,,,15,0,,,,,,,,
18880727,1900,W,0,,,5,0,,,75920,0,,,154,0
18880728,800,ZZO,0,,,10,0,,,75170,0,,,148,0
18880728,1400,,,,,10,0,,,,,,,,
18880728,1900,ZW,0,,,,,,,75000,0,,,162,0
18880729,800,WNW,0,,,20,0,,,75220,0,,,140,0
18880729,1400,,,,,22,0,,,,,,,,
18880729,1900,W,0,,,13,0,,,75500,0,,,126,0
18880730,800,Z,0,,,3,0,,,75430,0,,,144,0
18880730,1400,,,,,8,0,,,,,,,,
18880730,1900,ZW,0,,,5,0,,,75020,0,,,152,0
18880731,800,WNW,0,,,10,0,,,75200,0,,,136,0
18880731,1400,,,,,15,0,,,,,,,,
18880731,1900,W,0,,,2,0,,,76090,0,,,132,0
18880801,800,ONO,0,,,8,0,,,76210,0,,,150,0
18880801,1400,,,,,15,0,,,,,,,,
18880801,1900,ZO,0,,,13,0,,,76400,0,,,124,0
18880802,800,NO,0,,,18,0,,,76340,0,,,126,0
18880802,1400,,,,,20,0,,,,,,,,
18880802,1900,O,0,,,15,0,,,76480,0,,,138,0
18880803,800,NW,0,,,15,0,,,76700,0,,,142,0
18880803,1400,,,,,10,0,,,,,,,,
18880803,1900,NW,0,,,,,,,76760,0,,,124,0
18880804,800,WZW,0,,,8,0,,,76500,0,,,154,0
18880804,1400,,,,,13,0,,,,,,,,
18880804,1900,W,0,,,5,0,,,76180,0,,,142,0
18880805,800,WZW,0,,,5,0,,,75200,0,,,126,0
18880805,1400,,,,,12,0,,,,,,,,
18880805,1900,N,0,,,40,0,,,75160,0,,,100,0
18880806,800,NNW,0,,,30,0,,,75700,0,,,118,0
18880806,1400,,,,,35,0,,,,,,,,
18880806,1900,NNW,0,,,25,0,,,76080,0,,,120,0
18880807,800,NW,0,,,,,,,76440,0,,,120,0
18880807,1900,NW,0,,,,,,,76500,0,,,124,0
18880808,800,ZW,0,,,,,,,76470,0,,,150,0
18880808,1900,ZW,0,,,,,,,76640,0,,,166,0
18880809,800,ZW,0,,,,,,,76680,0,,,182,0
18880809,1900,ZW,0,,,,,,,76620,0,,,196,0
18880810,800,ZW,0,,,,,,,76500,0,,,222,0
18880810,1900,ZW,0,,,,,,,76400,0,,,196,0
18880811,800,ZW,0,,,,,,,76310,0,,,182,0
18880811,1900,W,0,,,,,,,76400,0,,,158,0
18880812,800,WZW,0,,,,,,,76300,0,,,186,0
18880812,1900,ZW,0,,,,,,,76120,0,,,182,0
18880813,800,WZW,0,,,,,,,75780,0,,,180,0
18880813,1900,WZW,0,,,,,,,75860,0,,,162,0
18880814,800,W,0,,,22,0,,,76320,0,,,144,0
18880814,1400,,,,,22,0,,,,,,,,
18880814,1900,ZW,0,,,10,0,,,76600,0,,,114,0
18880815,800,ZW,0,,,7,0,,,76630,0,,,148,0
18880815,1400,,,,,13,0,,,,,,,,
18880815,1900,NW,0,,,10,0,,,76430,0,,,134,0
18880816,800,NW,0,,,2,0,,,76400,0,,,146,0
18880816,1400,,,,,15,0,,,,,,,,
18880816,1900,N,0,,,10,0,,,76380,0,,,128,0
18880817,800,NW,0,,,15,0,,,76250,0,,,124,0
18880817,1400,,,,,20,0,,,,,,,,
18880817,1900,N,0,,,15,0,,,76100,0,,,132,0
18880818,800,N,0,,,18,0,,,76310,0,,,146,0
18880818,1400,,,,,23,0,,,,,,,,
18880818,1900,N,0,,,,,,,76640,0,,,132,0
18880819,800,NNW,0,,,,,,,76600,0,,,128,0
18880819,1900,NW,0,,,,,,,76620,0,,,124,0
18880820,800,WZW,0,,,,,,,76540,0,,,116,0
18880820,1900,W,0,,,,,,,76440,0,,,148,0
18880821,800,ZZO,0,,,,,,,75850,0,,,122,0
18880821,1900,O,0,,,,,,,75400,0,,,142,0
18880822,800,ZW,0,,,,,,,75340,0,,,160,0
18880822,1900,ZW,0,,,12,0,,,75730,0,,,148,0
18880823,800,WNW,0,,,10,0,,,76380,0,,,154,0
18880823,1400,,,,,15,0,,,,,,,,
18880823,1900,ZW,0,,,,,,,75960,0,,,152,0
18880824,800,ZZO,0,,,10,0,,,76200,0,,,156,0
18880824,1400,,,,,20,0,,,,,,,,
18880824,1900,ZO,0,,,15,0,,,76160,0,,,188,0
18880825,800,Z,0,,,10,0,,,75650,0,,,182,0
18880825,1400,,,,,12,0,,,,,,,,
18880825,1900,ZW,0,,,,,,,76140,0,,,164,0
18880826,800,NO,0,,,,,,,76270,0,,,158,0
18880826,1400,,,,,10,0,,,,,,,,
18880826,1900,ONO,0,,,5,0,,,75840,0,,,182,0
18880827,800,ZW,0,,,10,0,,,76200,0,,,158,0
18880827,1400,,,,,10,0,,,,,,,,
18880827,1900,ZW,0,,,5,0,,,75840,0,,,156,0
18880828,800,WZW,0,,,13,0,,,76120,0,,,166,0
18880828,1400,,,,,10,0,,,,,,,,
18880828,1900,ZW,0,,,13,0,,,76160,0,,,144,0
18880829,800,WZW,0,,,30,0,,,75500,0,,,142,0
18880829,1400,,,,,20,0,,,,,,,,
18880829,1900,W,0,,,8,0,,,76340,0,,,138,0
18880830,800,W,0,,,7,0,,,76280,0,,,138,0
18880830,1400,,,,,7,0,,,,,,,,
18880830,1900,W,0,,,1,0,,,76770,0,,,128,0
18880831,800,ZW,0,,,,,,,76480,0,,,130,0
18880831,1900,W,0,,,,,,,76820,0,,,108,0
18880901,800,W,0,,,,,,,76880,0,,,126,0
18880901,1900,ZW,0,,,,,,,76820,0,,,126,0
18880902,800,ZW,0,,,,,,,76500,0,,,110,0
18880902,1900,ZW,0,,,,,,,76280,0,,,110,0
18880903,800,WZW,0,,,,,,,76260,0,,,132,0
18880903,1900,ZW,0,,,,,,,76200,0,,,132,0
18880904,800,Z,0,,,,,,,76180,0,,,144,0
18880904,1900,ZW,0,,,,,,,76220,0,,,144,0
18880905,800,ZW,0,,,,,,,76320,0,,,134,0
18880905,1900,ZW,0,,,,,,,76260,0,,,134,0
18880906,800,WZW,0,,,,,,,76410,0,,,148,0
18880906,1900,WZW,0,,,,,,,76760,0,,,148,0
18880907,800,ZW,0,,,,,,,76220,0,,,138,0
18880907,1900,ZW,0,,,,,,,76650,0,,,138,0
18880908,800,NNW,0,,,,,,,76470,0,,,126,0
18880908,1900,WNW,0,,,,,,,76630,0,,,126,0
18880909,800,O,0,,,,,,,76850,0,,,114,0
18880909,1900,Z,0,,,,,,,76650,0,,,114,0
18880910,800,ZW,0,,,,,,,76440,0,,,132,0
18880910,1900,WZW,0,,,,,,,76630,0,,,132,0
18880911,800,ZW,0,,,,,,,76640,0,,,112,0
18880911,1900,ZW,0,,,,,,,76840,0,,,112,0
18880912,800,WNW,0,,,,,,,77070,0,,,126,0
18880912,1900,W,0,,,,,,,77360,0,,,126,0
18880913,800,NW,0,,,,,,,77560,0,,,132,0
18880913,1900,NO,0,,,,,,,77500,0,,,132,0
18880914,800,ZW,0,,,,,,,77310,0,,,120,0
18880914,1900,OZO,0,,,,,,,77050,0,,,120,0
18880915,800,ZW,0,,,,,,,76740,0,,,126,0
18880915,1900,O,0,,,,,,,76820,0,,,126,0
18880916,800,W,0,,,,,,,76540,0,,,144,0
18880916,1900,WZW,0,,,,,,,76620,0,,,160,0
18880917,800,OZO,0,,,,,,,76700,0,,,114,0
18880917,1900,OZO,0,,,,,,,76800,0,,,138,0
18880918,800,OZO,0,,,,,,,77000,0,,,124,0
18880918,1900,O,0,,,,,,,77050,0,,,132,0
18880919,800,ONO,0,,,,,,,77200,0,,,114,0
18880919,1900,ONO,0,,,,,,,77170,0,,,134,0
18880920,800,O,0,,,,,,,77180,0,,,118,0
18880920,1900,NO,0,,,,,,,77120,0,,,132,0
18880921,800,OZO,0,,,,,,,77000,0,,,114,0
18880921,1900,O,0,,,,,,,76800,0,,,138,0
18880922,800,O,0,,,,,,,76880,0,,,118,0
18880922,1900,O,0,,,,,,,76920,0,,,140,0
18880923,800,OZO,0,,,,,,,76880,0,,,114,0
18880923,1900,O,0,,,,,,,76620,0,,,148,0
18880924,800,OZO,0,,,,,,,76300,0,,,118,0
18880924,1900,N,0,,,,,,,76140,0,,,128,0
18880925,800,NW,0,,,,,,,76260,0,,,122,0
18880925,1900,ONO,0,,,,,,,76640,0,,,116,0
18880926,800,O,0,,,,,,,77070,0,,,88,0
18880926,1900,NO,0,,,,,,,77260,0,,,108,0
18880927,800,ZO,0,,,,,,,76920,0,,,88,0
18880927,1900,O,0,,,,,,,76700,0,,,98,0
18880928,800,Z,0,,,,,,,76680,0,,,74,0
18880928,1900,ONO,0,,,,,,,76440,0,,,112,0
18880929,800,Z,0,,,,,,,75680,0,,,110,0
18880929,1900,ZW,0,,,,,,,75120,0,,,138,0
18880930,800,WNW,0,,,,,,,74650,0,,,90,0
18880930,1900,NW,0,,,,,,,74780,0,,,68,0
18881001,800,WZW,0,,,5,0,,,74970,0,,,56,0
18881001,1400,,,,,15,0,,,,,,,,
18881001,1900,ZW,0,,,4,0,,,75000,0,,,48,0
18881002,800,Z,0,,,0,0,,,74840,0,,,34,0
18881002,1400,,,,,14,0,,,,,,,,
18881002,1900,ZW,0,,,5,0,,,74600,0,,,80,0
18881003,800,Z,0,,,20,0,,,74580,0,,,72,0
18881003,1400,,,,,6,0,,,,,,,,
18881003,1900,ZW,0,,,0,0,,,75130,0,,,60,0
18881004,800,WZW,0,,,10,0,,,75010,0,,,66,0
18881004,1400,,,,,10,0,,,,,,,,
18881004,1900,ZW,0,,,21,0,,,74760,0,,,72,0
18881005,800,WZW,0,,,31,0,,,74650,0,,,38,0
18881005,1400,,,,,24,0,,,,,,,,
18881005,1900,ZW,0,,,15,0,,,75000,0,,,52,0
18881006,800,WZW,0,,,15,0,,,75260,0,,,60,0
18881006,1400,,,,,15,0,,,,,,,,
18881006,1900,W,0,,,6,0,,,75720,0,,,44,0
18881007,800,W,0,,,5,0,,,75900,0,,,50,0
18881007,1400,,,,,10,0,,,,,,,,
18881007,1900,W,0,,,5,0,,,76130,0,,,50,0
18881008,800,NO,0,,,11,0,,,76400,0,,,48,0
18881008,1400,,,,,11,0,,,,,,,,
18881008,1900,ONO,0,,,,,,,76550,0,,,38,0
18881009,800,NO,0,,,4,0,,,76320,0,,,62,0
18881009,1400,,,,,15,0,,,,,,,,
18881009,1900,NO,0,,,15,0,,,75940,0,,,82,0
18881010,800,NW,0,,,10,0,,,75730,0,,,92,0
18881010,1400,,,,,14,0,,,,,,,,
18881010,1900,W,0,,,10,0,,,76010,0,,,92,0
18881011,800,NW,0,,,20,0,,,76090,0,,,78,0
18881011,1400,,,,,21,0,,,,,,,,
18881011,1900,NNW,0,,,5,0,,,76260,0,,,70,0
18881012,800,W,0,,,15,0,,,75970,0,,,90,0
18881012,1400,,,,,20,0,,,,,,,,
18881012,1900,ZW,0,,,20,0,,,75560,0,,,110,0
18881013,800,W,0,,,14,0,,,76480,0,,,100,0
18881013,1400,,,,,25,0,,,,,,,,
18881013,1900,NW,0,,,21,0,,,75420,0,,,76,0
18881014,800,NW,0,,,16,0,,,75790,0,,,98,0
18881014,1400,,,,,26,0,,,,,,,,
18881014,1900,NW,0,,,15,0,,,76320,0,,,60,0
18881015,800,WZW,0,,,15,0,,,76480,0,,,82,0
18881015,1400,,,,,19,0,,,,,,,,
18881015,1900,NNW,0,,,11,0,,,76710,0,,,100,0
18881016,800,WZW,0,,,0,0,,,77100,0,,,84,0
18881016,1900,NW,0,,,,,,,77020,0,,,98,0
18881017,800,WZW,0,,,,,,,77880,0,,,86,0
18881017,1900,NO,0,,,0,0,,,77000,0,,,98,0
18881018,800,ZW,0,,,10,0,,,77150,0,,,58,0
18881018,1400,,,,,15,0,,,,,,,,
18881018,1900,ONO,0,,,15,0,,,77100,0,,,52,0
18881019,800,OZO,0,,,11,0,,,77310,0,,,18,0
18881019,1400,,,,,10,0,,,,,,,,
18881019,1900,OZO,0,,,19,0,,,77400,0,,,44,0
18881020,800,Z,0,,,0,0,,,77400,0,,,14,0
18881020,1400,,,,,0,0,,,,,,,,
18881020,1900,ZO,0,,,0,0,,,77330,0,,,32,0
18881021,800,NW,0,,,4,0,,,77320,0,,,4,0
18881021,1400,,,,,5,0,,,,,,,,
18881021,1900,ZO,0,,,15,0,,,77230,0,,,76,0
18881022,800,NNW,0,,,10,0,,,77220,0,,,74,0
18881022,1400,,,,,6,0,,,,,,,,
18881022,1900,NW,0,,,5,0,,,77240,0,,,74,0
18881023,800,ZW,0,,,0,0,,,77000,0,,,66,0
18881023,1400,,,,,15,0,,,,,,,,
18881023,1900,ZW,0,,,14,0,,,76720,0,,,66,0
18881024,800,ZW,0,,,0,0,,,76580,0,,,54,0
18881024,1400,,,,,4,0,,,,,,,,
18881024,1900,ZW,0,,,5,0,,,76450,0,,,54,0
18881025,800,WZW,0,,,6,0,,,76350,0,,,46,0
18881025,1400,,,,,4,0,,,,,,,,
18881025,1900,ZW,0,,,0,0,,,76600,0,,,72,0
18881026,800,ZW,0,,,5,0,,,76590,0,,,82,0
18881026,1400,,,,,5,0,,,,,,,,
18881026,1900,ZW,0,,,4,0,,,76880,0,,,74,0
18881027,800,ZW,0,,,4,0,,,76950,0,,,112,0
18881027,1400,,,,,15,0,,,,,,,,
18881027,1900,ZW,0,,,10,0,,,77070,0,,,76,0
18881028,800,Z,0,,,6,0,,,77020,0,,,110,0
18881028,1400,,,,,10,0,,,,,,,,
18881028,1900,Z,0,,,5,0,,,76850,0,,,74,0
18881029,800,WZW,0,,,15,0,,,76770,0,,,114,0
18881029,1400,,,,,11,0,,,,,,,,
18881029,1900,ZW,0,,,6,0,,,76540,0,,,100,0
18881030,800,ZW,0,,,0,0,,,76490,0,,,76,0
18881030,1400,,,,,0,0,,,,,,,,
18881030,1900,ZW,0,,,15,0,,,75840,0,,,78,0
18881031,800,ZW,0,,,0,0,,,76170,0,,,76,0
18881031,1400,,,,,10,0,,,,,,,,
18881031,1900,ZW,0,,,0,0,,,75980,0,,,66,0
18881101,800,Z,0,,,,,,,75830,0,,,72,0
18881101,1400,,,,,3,0,,,,,,,,
18881101,1900,ZW,0,,,30,0,,,75460,0,,,74,0
18881102,800,ZO,0,,,25,0,,,75400,0,,,92,0
18881102,1400,,,,,35,0,,,,,,,,
18881102,1900,OZO,0,,,35,0,,,75410,0,,,94,0
